"champ";"statut";"annee";"periode";"date du resultat";"ipe";lib;nb;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 14:25:50";="590781605";Nombre RSA avec Diags COVID-19 (sauf U07.13);155;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:50";="590781605";Nombre RSA avec Diags COVID-19;162;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:50";="590781605";Nombre RSA correctement chainés;159;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:50";="590781605";Nombre RSA groupés en CM 90;0;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:29:18";="590781811";Nombre RSA avec Diags COVID-19 (sauf U07.13);2;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:18";="590781811";Nombre RSA avec Diags COVID-19;20;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:18";="590781811";Nombre RSA correctement chainés;20;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:18";="590781811";Nombre RSA groupés en CM 90;0;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:33:53";="800000093";Nombre RSA avec Diags COVID-19 (sauf U07.13);41;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:53";="800000093";Nombre RSA avec Diags COVID-19;41;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:53";="800000093";Nombre RSA correctement chainés;41;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:53";="800000093";Nombre RSA groupés en CM 90;0;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:52:29";="600100713";Nombre RSA avec Diags COVID-19 (sauf U07.13);237;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:29";="600100713";Nombre RSA avec Diags COVID-19;258;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:29";="600100713";Nombre RSA correctement chainés;257;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:29";="600100713";Nombre RSA groupés en CM 90;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:59:40";="020000048";Nombre RSA avec Diags COVID-19 (sauf U07.13);16;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:40";="020000048";Nombre RSA avec Diags COVID-19;16;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:40";="020000048";Nombre RSA correctement chainés;16;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:40";="020000048";Nombre RSA groupés en CM 90;0;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:42:58";="590782215";Nombre RSA avec Diags COVID-19 (sauf U07.13);855;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:58";="590782215";Nombre RSA avec Diags COVID-19;881;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:58";="590782215";Nombre RSA correctement chainés;875;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:58";="590782215";Nombre RSA groupés en CM 90;0;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 16:59:02";="620100685";Nombre RSA avec Diags COVID-19 (sauf U07.13);431;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:02";="620100685";Nombre RSA avec Diags COVID-19;1884;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:02";="620100685";Nombre RSA correctement chainés;1879;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:02";="620100685";Nombre RSA groupés en CM 90;0;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:53:52";="800000069";Nombre RSA avec Diags COVID-19 (sauf U07.13);45;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:52";="800000069";Nombre RSA avec Diags COVID-19;46;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:52";="800000069";Nombre RSA correctement chainés;46;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:52";="800000069";Nombre RSA groupés en CM 90;0;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 08:06:47";="020000071";Nombre RSA avec Diags COVID-19 (sauf U07.13);10;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:47";="020000071";Nombre RSA avec Diags COVID-19;14;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:47";="020000071";Nombre RSA correctement chainés;14;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:47";="020000071";Nombre RSA groupés en CM 90;0;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:18:50";="600100721";Nombre RSA avec Diags COVID-19 (sauf U07.13);360;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:50";="600100721";Nombre RSA avec Diags COVID-19;986;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:50";="600100721";Nombre RSA correctement chainés;983;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:50";="600100721";Nombre RSA groupés en CM 90;0;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:15:45";="620100057";Nombre RSA avec Diags COVID-19 (sauf U07.13);240;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:45";="620100057";Nombre RSA avec Diags COVID-19;240;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:45";="620100057";Nombre RSA correctement chainés;236;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:45";="620100057";Nombre RSA groupés en CM 90;0;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:21:34";="600101984";Nombre RSA avec Diags COVID-19 (sauf U07.13);273;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:34";="600101984";Nombre RSA avec Diags COVID-19;319;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:34";="600101984";Nombre RSA correctement chainés;312;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:34";="600101984";Nombre RSA groupés en CM 90;0;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:08:00";="800000028";Nombre RSA avec Diags COVID-19 (sauf U07.13);310;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:00";="800000028";Nombre RSA avec Diags COVID-19;311;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:00";="800000028";Nombre RSA correctement chainés;311;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:00";="800000028";Nombre RSA groupés en CM 90;0;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 14:02:50";="590783239";Nombre RSA avec Diags COVID-19 (sauf U07.13);248;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:50";="590783239";Nombre RSA avec Diags COVID-19;257;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:50";="590783239";Nombre RSA correctement chainés;252;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:50";="590783239";Nombre RSA groupés en CM 90;0;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 16:13:06";="590785374";Nombre RSA avec Diags COVID-19 (sauf U07.13);47;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:06";="590785374";Nombre RSA avec Diags COVID-19;47;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:06";="590785374";Nombre RSA correctement chainés;47;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:06";="590785374";Nombre RSA groupés en CM 90;0;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:55:47";="020000063";Nombre RSA avec Diags COVID-19 (sauf U07.13);321;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:47";="020000063";Nombre RSA avec Diags COVID-19;792;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:47";="020000063";Nombre RSA correctement chainés;790;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:47";="020000063";Nombre RSA groupés en CM 90;0;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 18:27:16";="590000188";Nombre RSA avec Diags COVID-19 (sauf U07.13);22;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:16";="590000188";Nombre RSA avec Diags COVID-19;22;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:16";="590000188";Nombre RSA correctement chainés;22;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:16";="590000188";Nombre RSA groupés en CM 90;0;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:54:27";="620103432";Nombre RSA avec Diags COVID-19 (sauf U07.13);200;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:27";="620103432";Nombre RSA avec Diags COVID-19;203;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:27";="620103432";Nombre RSA correctement chainés;203;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:27";="620103432";Nombre RSA groupés en CM 90;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 09:23:55";="590782637";Nombre RSA avec Diags COVID-19 (sauf U07.13);183;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:55";="590782637";Nombre RSA avec Diags COVID-19;202;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:55";="590782637";Nombre RSA correctement chainés;202;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:55";="590782637";Nombre RSA groupés en CM 90;2;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 12:09:44";="590781803";Nombre RSA avec Diags COVID-19 (sauf U07.13);463;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:44";="590781803";Nombre RSA avec Diags COVID-19;635;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:44";="590781803";Nombre RSA correctement chainés;629;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:44";="590781803";Nombre RSA groupés en CM 90;0;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 17:41:06";="590780227";Nombre RSA avec Diags COVID-19 (sauf U07.13);202;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:06";="590780227";Nombre RSA avec Diags COVID-19;409;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:06";="590780227";Nombre RSA correctement chainés;407;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:06";="590780227";Nombre RSA groupés en CM 90;0;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:45:03";="800000044";Nombre RSA avec Diags COVID-19 (sauf U07.13);424;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:03";="800000044";Nombre RSA avec Diags COVID-19;1440;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:03";="800000044";Nombre RSA correctement chainés;1428;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:03";="800000044";Nombre RSA groupés en CM 90;0;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/07 20:01:14";="590781902";Nombre RSA avec Diags COVID-19 (sauf U07.13);262;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:14";="590781902";Nombre RSA avec Diags COVID-19;310;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:14";="590781902";Nombre RSA correctement chainés;309;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:14";="590781902";Nombre RSA groupés en CM 90;0;2023.7;X590781902;07SEP23;20:00:41
