"champ";"statut";"annee";"periode";"date du resultat";"ipe";cage;nbh;nbf;nb;pcth;pctf;pct;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 14:10:56";="590782165";6;304;726;1030;6.1007425246;10.971739459;8.8793103448;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:38:50";="620101360";0;351;320;671;4.7076180258;3.8943653401;4.2812480061;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:50";="620101360";1;75;69;144;1.0059012876;0.8397225265;0.9187775155;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:50";="620101360";2;278;226;504;3.7285407725;2.7503955215;3.2157213042;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:50";="620101360";3;228;257;485;3.0579399142;3.1276621638;3.0944937153;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:50";="620101360";4;3566;4221;7787;47.827253219;51.369112815;49.684170229;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:50";="620101360";5;2502;2252;4754;33.556866953;27.406596081;30.332418809;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:50";="620101360";6;456;872;1328;6.1158798283;10.612145552;8.4731704205;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:55:28";="590781662";0;187;152;339;12.111398964;8.067940552;9.8891481914;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:28";="590781662";1;14;9;23;0.9067357513;0.4777070064;0.6709451575;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:28";="590781662";2;64;41;105;4.1450777202;2.1762208068;3.0630105018;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:28";="590781662";3;59;59;118;3.8212435233;3.1316348195;3.4422403734;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:28";="590781662";4;624;927;1551;40.414507772;49.203821656;45.24504084;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:28";="590781662";5;487;390;877;31.541450777;20.700636943;25.583430572;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:28";="590781662";6;109;306;415;7.0595854922;16.242038217;12.106184364;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:04:17";="590781621";0;110;96;206;5.3684724256;4.1148735534;4.701049749;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:17";="590781621";1;1;2;3;0.0488042948;0.0857265324;0.0684618895;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:17";="590781621";2;14;10;24;0.6832601269;0.4286326618;0.5476951164;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:17";="590781621";3;19;37;56;0.9272816008;1.5859408487;1.2779552716;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:17";="590781621";4;1212;1371;2583;59.150805271;58.765537934;58.945686901;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:17";="590781621";5;534;470;1004;26.061493411;20.145735105;22.911912369;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:17";="590781621";6;159;347;506;7.7598828697;14.873553365;11.547238704;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:19:08";="590052056";0;168;172;340;3.7077907747;3.179297597;3.4201790564;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:08";="590052056";1;22;17;39;0.48554403;0.314232902;0.3923146565;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:08";="590052056";2;437;340;777;9.6446700508;6.2846580407;7.816115079;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:08";="590052056";3;189;265;454;4.1712646215;4.898336414;4.5669449754;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:08";="590052056";4;2035;3133;5168;44.912822776;57.911275416;51.986721658;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:08";="590052056";5;1549;1266;2815;34.18671375;23.401109057;28.317070717;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:08";="590052056";6;131;217;348;2.8911939969;4.011090573;3.5006538578;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:33:40";="590781795";4;215;100;315;50.588235294;22.624434389;36.332179931;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:40";="590781795";5;127;163;290;29.882352941;36.877828054;33.448673587;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:40";="590781795";6;83;179;262;19.529411765;40.497737557;30.219146482;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:37";="620100677";3;2;575;577;0.1615508885;28.793189785;17.836166924;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:37";="620100677";4;1135;1172;2307;91.680129241;58.688032048;71.313755796;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:37";="620100677";5;77;124;201;6.2197092084;6.209313971;6.2132921175;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:37";="620100677";6;24;126;150;1.9386106624;6.3094641963;4.6367851623;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:37:07";="590781415";0;600;511;1111;3.5511363636;3.0366056572;3.2943897521;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:07";="590781415";1;194;111;305;1.1482007576;0.6596149275;0.904400427;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:07";="590781415";2;755;479;1234;4.4685132576;2.8464463989;3.6591151702;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:07";="590781415";3;627;816;1443;3.7109375;4.8490610887;4.2788518562;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:07";="590781415";4;6831;7139;13970;40.4296875;42.423342049;41.424504804;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:07";="590781415";5;7004;5748;12752;41.453598485;34.157356786;37.81283359;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:07";="590781415";6;885;2024;2909;5.2379261364;12.027573092;8.6259044004;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:05";="620103440";0;319;297;616;1.2508822837;1.3918177984;1.3150872099;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:05";="620103440";1;159;123;282;0.6234805113;0.5764093913;0.6020366773;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:05";="620103440";2;547;438;985;2.1449298094;2.0525797835;2.1028586068;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:05";="620103440";3;372;722;1094;1.4587091209;3.3834762641;2.3355607267;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:05";="620103440";4;8910;8842;17752;34.938436201;41.435868597;37.898422322;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:05";="620103440";5;12938;8377;21315;50.733275822;39.256759923;45.505006298;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:05";="620103440";6;2257;2540;4797;8.8502862521;11.903088242;10.241028159;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:13:12";="800000085";2;;2;2;;0.2600780234;0.1331557923;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:12";="800000085";3;5;7;12;0.6821282401;0.9102730819;0.7989347537;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:12";="800000085";4;332;243;575;45.293315143;31.599479844;38.28229028;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:12";="800000085";5;276;305;581;37.653478854;39.66189857;38.681757656;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:12";="800000085";6;120;212;332;16.371077763;27.568270481;22.103861518;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:45:41";="590780193";0;1751;1509;3260;2.6654691591;2.2421657925;2.4512568331;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:41";="590780193";1;1269;872;2141;1.931742069;1.2956716839;1.6098591655;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:41";="590780193";2;4619;3442;8061;7.0312975705;5.1143370827;6.0612212673;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:41";="590780193";3;3848;3709;7557;5.8576386775;5.5110622428;5.6822539532;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:41";="590780193";4;31770;38359;70129;48.362053218;56.996181335;52.731346763;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:41";="590780193";5;20620;16592;37212;31.388905803;24.653422683;27.980420022;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:45:41";="590780193";6;1815;2818;4633;2.762893503;4.1871591804;3.4836419962;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:24:41";="020004404";0;174;142;316;4.1497734319;2.8247463696;3.4273318872;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:41";="020004404";1;46;41;87;1.0970665395;0.8155957828;0.9436008677;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:41";="020004404";2;228;117;345;5.4376341522;2.3274318679;3.7418655098;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:41";="020004404";3;197;220;417;4.6983067016;4.3763676149;4.5227765727;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:41";="020004404";4;1607;2466;4073;38.325781064;49.055102447;44.175704989;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:41";="020004404";5;1554;1307;2861;37.061769616;25.999602148;31.030368764;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:41";="020004404";6;387;734;1121;9.2296684951;14.60115377;12.15835141;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:25:15";="590781605";0;163;151;314;2.4977015017;1.9746305741;2.2154801383;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:15";="590781605";1;60;50;110;0.9193993258;0.6538511835;0.7761236153;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:15";="590781605";2;237;199;436;3.6316273368;2.6023277102;3.0762717844;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:15";="590781605";3;266;356;622;4.0760036776;4.6554204263;4.3886262612;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:15";="590781605";4;2782;3438;6220;42.629482072;44.958807375;43.886262612;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:15";="590781605";5;2481;2436;4917;38.017162121;31.855629659;34.692725605;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:15";="590781605";6;537;1017;1554;8.2286239657;13.299333072;10.964509984;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:28:57";="590781811";3;2;2;4;2.1505376344;4.4444444444;2.8985507246;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:28:57";="590781811";4;90;37;127;96.774193548;82.222222222;92.028985507;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:28:57";="590781811";5;1;6;7;1.0752688172;13.333333333;5.0724637681;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:33:27";="800000093";0;56;56;112;3.9631988677;3.3136094675;3.6094102481;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:27";="800000093";2;12;1;13;0.8492569002;0.0591715976;0.4189494038;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:27";="800000093";3;27;30;57;1.9108280255;1.775147929;1.8369320013;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:27";="800000093";4;586;766;1352;41.472045294;45.325443787;43.570737995;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:27";="800000093";5;527;471;998;37.296532201;27.869822485;32.162423461;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:27";="800000093";6;205;366;571;14.508138712;21.656804734;18.40154689;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:51:56";="600100713";0;607;624;1231;3.4991641206;3.5533283982;3.5264122837;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:51:56";="600100713";1;127;100;227;0.7321150631;0.5694436536;0.6502807379;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:51:56";="600100713";2;411;334;745;2.3692857555;1.9019418029;2.1341812765;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:51:56";="600100713";3;377;523;900;2.1732864472;2.9781903081;2.5782055689;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:51:56";="600100713";4;5527;7948;13475;31.86141696;45.259381584;38.601466713;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:51:56";="600100713";5;8921;6598;15519;51.42675967;37.571892261;44.456858027;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:51:56";="600100713";6;1377;1434;2811;7.9379719836;8.1658219919;8.0525953936;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:59:16";="020000048";4;17;14;31;12.31884058;5.3435114504;7.75;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:16";="020000048";5;73;126;199;52.898550725;48.091603053;49.75;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:16";="020000048";6;48;122;170;34.782608696;46.564885496;42.5;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:42:15";="590782215";0;1061;971;2032;3.1679206975;2.7303658297;2.9425819999;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:15";="590782215";1;544;406;950;1.624268482;1.14163597;1.3757150098;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:15";="590782215";2;1736;1132;2868;5.1833273618;3.1830835419;4.1532112085;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:15";="590782215";3;1094;1146;2240;3.26645169;3.2224502995;3.2437911809;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:15";="590782215";4;13469;15988;29457;40.215573868;44.956837162;42.65730215;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:15";="590782215";5;13718;12652;26370;40.959034993;35.576301212;38.186952429;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:15";="590782215";6;1870;3268;5138;5.583422907;9.1893259849;7.4404460213;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 16:57:58";="620100685";0;814;704;1518;4.0941555176;3.4669555796;3.7772469394;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:57:58";="620100685";1;343;223;566;1.7251785535;1.0981975771;1.4083806111;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:57:58";="620100685";2;1089;620;1709;5.4773161654;3.0532847434;4.252513188;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:57:58";="620100685";3;693;631;1324;3.4855648325;3.1074559244;3.2945157759;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:57:58";="620100685";4;7646;9294;16940;38.456895685;45.769723235;42.151886135;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:57:58";="620100685";5;8339;6625;14964;41.942460517;32.625824879;37.234995521;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:57:58";="620100685";6;958;2209;3167;4.8184287295;10.878558062;7.8804618294;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:53:29";="800000069";3;6;7;13;0.3612281758;0.4086398132;0.385299348;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:29";="800000069";4;994;778;1772;59.84346779;45.417396381;52.519264967;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:29";="800000069";5;554;684;1238;33.353401565;39.929947461;36.69235329;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:29";="800000069";6;107;244;351;6.4419024684;14.244016346;10.403082395;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 08:06:25";="020000071";4;12;12;24;15.789473684;8;10.619469027;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:25";="020000071";5;31;57;88;40.789473684;38;38.938053097;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:25";="020000071";6;33;81;114;43.421052632;54;50.442477876;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:18:20";="600100721";0;482;484;966;4.7520457458;4.5048399106;4.6248862929;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:20";="600100721";1;116;85;201;1.1436458641;0.7911392405;0.9623210609;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:20";="600100721";2;351;290;641;3.4605146406;2.6991809382;3.0688945277;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:20";="600100721";3;319;395;714;3.1450261264;3.6764705882;3.4183942165;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:20";="600100721";4;3754;5121;8875;37.010746328;47.66381236;42.490544358;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:20";="600100721";5;4321;3079;7400;42.600808439;28.657855547;35.428735577;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:20";="600100721";6;800;1290;2090;7.8872128562;12.006701415;10.006223967;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:14:51";="620100057";0;646;629;1275;4.1707017884;4.2517236718;4.2102829971;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:51";="620100057";1;270;198;468;1.7431725741;1.3383804245;1.5454215236;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:51";="620100057";2;559;376;935;3.6090128478;2.5415709071;3.0875408645;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:51";="620100057";3;292;365;657;1.8852088579;2.4672164391;2.169534062;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:51";="620100057";4;6088;6103;12191;39.305313448;41.253210761;40.256909817;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:51";="620100057";5;6130;5345;11475;39.576473626;36.129511964;37.892546974;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:51";="620100057";6;1504;1778;3282;9.7101168571;12.018385832;10.837763762;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:21:00";="600101984";0;827;778;1605;5.3468675244;4.5848311627;4.9482056974;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:00";="600101984";1;325;240;565;2.1012478179;1.4143438034;1.7418917252;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:00";="600101984";2;774;553;1327;5.0042024956;3.258883847;4.0911333087;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:00";="600101984";3;357;503;860;2.3081399108;2.964228888;2.6513750154;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:00";="600101984";4;5345;8152;13497;34.557444883;48.040544522;41.611172771;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:00";="600101984";5;6331;5518;11849;40.932307493;32.51812128;36.530398323;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:00";="600101984";6;1508;1225;2733;9.7497898752;7.2190464966;8.4258231595;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:07:33";="800000028";0;264;248;512;3.3677765021;3.1317085491;3.2491432923;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:33";="800000028";1;69;68;137;0.8802143131;0.8586942796;0.86939967;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:33";="800000028";2;231;204;435;2.9468044393;2.5760828387;2.7605026019;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:33";="800000028";3;260;309;569;3.3167495854;3.9020078293;3.6108643229;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:33";="800000028";4;2716;3270;5986;34.647276438;41.293092562;37.987054195;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:33";="800000028";5;3495;2718;6213;44.584768465;34.322515469;39.427592334;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:33";="800000028";6;804;1102;1906;10.256410256;13.915898472;12.095443584;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 14:02:19";="590783239";0;494;460;954;3.5137634256;3.4086698777;3.4622922262;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:19";="590783239";1;170;136;306;1.2091898428;1.0077806595;1.1105465631;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:19";="590783239";2;399;273;672;2.8380396899;2.0229714709;2.4388473543;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:19";="590783239";3;344;442;786;2.4468312113;3.2752871434;2.8525803876;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:19";="590783239";4;5455;6018;11473;38.800768191;44.594294183;41.638237642;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:19";="590783239";5;5975;4242;10217;42.499466534;31.433864394;37.079915802;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:19";="590783239";6;1222;1924;3146;8.6919411053;14.257132271;11.417580025;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 16:12:43";="590785374";2;;1;1;;0.0532765051;0.0214086919;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:43";="590785374";3;17;17;34;0.6084466714;0.905700586;0.7278955256;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:43";="590785374";4;1282;1115;2397;45.884037223;59.403303143;51.316634554;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:43";="590785374";5;1454;708;2162;52.040085898;37.719765583;46.28559195;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:43";="590785374";6;41;36;77;1.4674302076;1.9179541822;1.6484692785;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:55:09";="020000063";0;527;515;1042;2.3125191979;2.3093134837;2.3109336882;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:09";="020000063";1;179;156;335;0.7854666725;0.6995202009;0.7429585274;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:09";="020000063";2;453;404;857;1.9878011321;1.8115779561;1.9006431581;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:09";="020000063";3;400;529;929;1.7552327877;2.3720909376;2.0603237969;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:09";="020000063";4;7639;9101;16740;33.520558164;40.809829156;37.125748503;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:09";="020000063";5;11705;8562;20267;51.362499451;38.392897179;44.947882014;2023.7;X020000063;01SEP23;16:55:02
