"champ";"statut";"annee";"periode";"date du resultat";"ipe";type;codegeo;efft1;pct1;st1;efft2;pct2;st2;efft3;pct3;st3;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/08 14:41:00";="800000036";3;80300;11;52.380952381;52.380952381;12;52.173913043;52.173913043;229;63.434903047;63.434903047;2023.7;X800000036;08AUG23;14:40:54
"mco";"dgf";"2023";"7";"2023/08/08 14:41:00";="800000036";1;60100;3;14.285714286;66.666666667;0;0;;0;0;;2023.7;X800000036;08AUG23;14:40:54
"mco";"dgf";"2023";"7";"2023/08/08 14:41:00";="800000036";1;80600;2;9.5238095238;76.19047619;0;0;;0;0;;2023.7;X800000036;08AUG23;14:40:54
"mco";"dgf";"2023";"7";"2023/08/08 14:41:00";="800000036";3;80800;2;9.5238095238;85.714285714;4;17.391304348;69.565217391;21;5.8171745152;78.670360111;2023.7;X800000036;08AUG23;14:40:54
"mco";"dgf";"2023";"7";"2023/08/08 14:41:00";="800000036";3;62121;0;0;;0;0;;3;0.8310249307;89.473684211;2023.7;X800000036;08AUG23;14:40:54
"mco";"dgf";"2023";"7";"2023/08/08 14:41:00";="800000036";2;62124;0;0;;3;13.043478261;82.608695652;0;0;;2023.7;X800000036;08AUG23;14:40:54
"mco";"dgf";"2023";"7";"2023/08/08 14:41:00";="800000036";3;62450;0;0;;0;0;;6;1.6620498615;85.595567867;2023.7;X800000036;08AUG23;14:40:54
"mco";"dgf";"2023";"7";"2023/08/08 14:41:00";="800000036";3;80200;0;0;;0;0;;8;2.216066482;83.933518006;2023.7;X800000036;08AUG23;14:40:54
"mco";"dgf";"2023";"7";"2023/08/08 14:41:00";="800000036";3;80360;0;0;;0;0;;6;1.6620498615;87.257617729;2023.7;X800000036;08AUG23;14:40:54
"mco";"dgf";"2023";"7";"2023/08/08 14:41:00";="800000036";3;80560;0;0;;0;0;;11;3.0470914127;81.717451524;2023.7;X800000036;08AUG23;14:40:54
"mco";"dgf";"2023";"7";"2023/08/08 14:41:00";="800000036";3;80C01;0;0;;0;0;;34;9.4182825485;72.853185596;2023.7;X800000036;08AUG23;14:40:54
"mco";"dgf";"2023";"7";"2023/08/08 14:41:00";="800000036";3;80C02;0;0;;0;0;;5;1.3850415512;88.64265928;2023.7;X800000036;08AUG23;14:40:54
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60100;216;12.492770388;12.492770388;46;5.6511056511;34.889434889;192;8.4136722174;8.4136722174;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60180;132;7.6344707924;20.12724118;47;5.773955774;29.238329238;120;5.2585451358;28.001752848;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60300;124;7.1717755928;27.299016773;42;5.1597051597;40.049140049;120;5.2585451358;33.260297984;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60160;102;5.8993637941;33.198380567;30;3.6855036855;61.670761671;61;2.6730937774;57.887817704;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60500;102;5.8993637941;39.097744361;55;6.7567567568;23.464373464;181;7.9316389132;16.345311131;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60290;88;5.0896471949;44.187391556;26;3.1941031941;68.304668305;88;3.856266433;42.287467134;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60870;68;3.9329091961;48.120300752;17;2.0884520885;83.16953317;47;2.0595968449;71.165644172;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60260;67;3.8750722961;51.995373048;39;4.7911547912;49.877149877;146;6.3978965819;22.743207713;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60270;66;3.8172353962;55.812608444;77;9.4594594595;9.4594594595;118;5.1709027169;38.431200701;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60700;50;2.8918449971;58.704453441;28;3.4398034398;65.110565111;77;3.3742331288;49.255039439;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60600;47;2.7183342973;61.422787739;24;2.9484029484;71.253071253;50;2.1910604733;64.899211218;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60340;42;2.4291497976;63.851937536;35;4.2997542998;54.176904177;72;3.1551270815;52.410166521;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60740;42;2.4291497976;66.281087334;11;1.3513513514;87.837837838;34;1.4899211218;79.886064855;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;95270;42;2.4291497976;68.710237131;59;7.2481572482;16.707616708;82;3.5933391762;45.88080631;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;95470;40;2.3134759977;71.023713129;41;5.0368550369;45.085995086;64;2.8045574058;55.214723926;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60550;36;2.0821283979;73.105841527;21;2.5798525799;78.992628993;40;1.7528483786;76.643295355;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60250;35;2.024291498;75.130133025;17;2.0884520885;81.081081081;59;2.5854513585;60.473269062;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60520;30;1.7351069983;76.865240023;0;0;;47;2.0595968449;69.106047327;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60140;29;1.6772700983;78.542510121;21;2.5798525799;73.832923833;43;1.884312007;73.049956179;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60580;27;1.5615962984;80.10410642;31;3.8083538084;57.985257985;49;2.1472392638;67.046450482;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60460;26;1.5037593985;81.607865818;21;2.5798525799;76.412776413;51;2.2348816827;62.708150745;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60800;26;1.5037593985;83.111625217;0;0;;30;1.314636284;81.200701139;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60560;21;1.2145748988;84.326200116;0;0;;42;1.8404907975;74.890446976;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60660;21;1.2145748988;85.540775014;0;0;;40;1.7528483786;78.396143734;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60840;15;0.8675534991;86.408328514;0;0;;13;0.569675723;87.116564417;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60440;13;0.7518796992;87.160208213;0;0;;10;0.4382120947;89.044697634;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60130;10;0.5783689994;87.738577212;14;1.7199017199;84.889434889;12;0.5258545136;87.642418931;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;95380;10;0.5783689994;88.316946212;0;0;;16;0.7011393514;86.546888694;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60530;9;0.5205320995;88.837478311;13;1.5970515971;86.486486486;9;0.3943908852;89.833479404;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60810;9;0.5205320995;89.358010411;0;0;;11;0.4820333041;88.606485539;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;95670;9;0.5205320995;89.87854251;0;0;;19;0.8326029798;85.845749343;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60128;0;0;;0;0;;20;0.8764241893;84.180543383;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60190;0;0;;0;0;;9;0.3943908852;89.439088519;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";2;60510;0;0;;10;1.2285012285;89.066339066;0;0;;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60730;0;0;;0;0;;11;0.4820333041;88.124452235;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60820;0;0;;0;0;;21;0.9202453988;83.304119194;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;60940;0;0;;0;0;;27;1.1831726556;82.383873795;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:30:58";="600100168";3;77230;0;0;;0;0;;19;0.8326029798;85.013146363;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/18 15:14:37";="020000022";3;02120;19;67.857142857;67.857142857;36;46.153846154;46.153846154;253;52.057613169;52.057613169;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:14:37";="020000022";3;02450;3;10.714285714;78.571428571;7;8.9743589744;64.102564103;15;3.0864197531;82.716049383;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:14:37";="020000022";3;02110;2;7.1428571429;85.714285714;0;0;;75;15.432098765;67.489711934;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:14:37";="020000022";1;02260;1;3.5714285714;89.285714286;0;0;;0;0;;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:14:37";="020000022";3;02100;0;0;;0;0;;13;2.6748971193;88.271604938;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:14:37";="020000022";3;02140;0;0;;7;8.9743589744;55.128205128;21;4.3209876543;71.810699588;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:14:37";="020000022";2;02170;0;0;;4;5.1282051282;88.461538462;0;0;;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:14:37";="020000022";3;02390;0;0;;5;6.4102564103;70.512820513;21;4.3209876543;76.131687243;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:14:37";="020000022";3;02510;0;0;;5;6.4102564103;76.923076923;17;3.4979423868;79.62962963;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:14:37";="020000022";2;02620;0;0;;5;6.4102564103;83.333333333;0;0;;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:14:37";="020000022";3;02C02;0;0;;0;0;;14;2.8806584362;85.596707819;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/22 19:09:47";="590782439";3;59150;12;60;60;7;70;70;436;45.087900724;45.087900724;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:09:47";="590782439";3;59100;0;0;;0;0;;150;15.511892451;60.599793175;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:09:47";="590782439";3;59115;0;0;;0;0;;55;5.6876938987;79.317476732;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:09:47";="590782439";3;59200;0;0;;0;0;;66;6.8252326784;67.425025853;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:09:47";="590782439";3;59290;0;0;;0;0;;17;1.7580144778;89.038262668;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:09:47";="590782439";3;59390;0;0;;0;0;;60;6.2047569804;73.629782834;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:09:47";="590782439";3;59510;0;0;;0;0;;26;2.6887280248;85.211995863;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:09:47";="590782439";3;59C05;0;0;;0;0;;20;2.0682523268;87.28024819;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:09:47";="590782439";3;99131;0;0;;0;0;;31;3.2057911065;82.523267839;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";1;59272;1;33.333333333;33.333333333;0;0;;0;0;;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59700;1;33.333333333;66.666666667;0;0;;8;5.1612903226;36.774193548;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59100;0;0;;0;0;;7;4.5161290323;41.290322581;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59110;0;0;;0;0;;6;3.8709677419;45.161290323;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59114;0;0;;0;0;;1;0.6451612903;83.225806452;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59116;0;0;;0;0;;1;0.6451612903;83.870967742;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59118;0;0;;0;0;;9;5.8064516129;31.612903226;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59120;0;0;;0;0;;1;0.6451612903;84.516129032;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59130;0;0;;0;0;;11;7.0967741935;25.806451613;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59134;0;0;;0;0;;2;1.2903225806;65.806451613;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59136;0;0;;0;0;;2;1.2903225806;67.096774194;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59139;0;0;;0;0;;2;1.2903225806;68.387096774;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59150;0;0;;0;0;;3;1.935483871;52.903225806;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59155;0;0;;0;0;;1;0.6451612903;85.161290323;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59157;0;0;;0;0;;1;0.6451612903;85.806451613;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59170;0;0;;0;0;;1;0.6451612903;86.451612903;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59175;0;0;;0;0;;1;0.6451612903;87.096774194;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59181;0;0;;0;0;;2;1.2903225806;69.677419355;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59184;0;0;;0;0;;1;0.6451612903;87.741935484;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59190;0;0;;0;0;;2;1.2903225806;70.967741935;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59223;0;0;;0;0;;2;1.2903225806;72.258064516;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59249;0;0;;0;0;;1;0.6451612903;88.387096774;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59250;0;0;;0;0;;1;0.6451612903;89.032258065;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59261;0;0;;0;0;;1;0.6451612903;89.677419355;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59270;0;0;;0;0;;3;1.935483871;54.838709677;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59280;0;0;;0;0;;3;1.935483871;56.774193548;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59290;0;0;;0;0;;3;1.935483871;58.709677419;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59320;0;0;;0;0;;4;2.5806451613;50.967741935;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59350;0;0;;0;0;;2;1.2903225806;73.548387097;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59370;0;0;;0;0;;3;1.935483871;60.64516129;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59390;0;0;;0;0;;2;1.2903225806;74.838709677;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59420;0;0;;0;0;;2;1.2903225806;76.129032258;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59491;0;0;;0;0;;3;1.935483871;62.580645161;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59496;0;0;;0;0;;2;1.2903225806;77.419354839;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59660;0;0;;0;0;;2;1.2903225806;78.709677419;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59790;0;0;;0;0;;2;1.2903225806;80;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59840;0;0;;0;0;;3;1.935483871;64.516129032;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59850;0;0;;0;0;;5;3.2258064516;48.387096774;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59890;0;0;;0;0;;2;1.2903225806;81.290322581;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;59C05;0;0;;0;0;;29;18.709677419;18.709677419;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/23 11:54:45";="590049565";3;62840;0;0;;0;0;;2;1.2903225806;82.580645161;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/24 14:38:09";="020000253";3;02000;764;38.722757223;38.722757223;2262;42.052426102;42.052426102;3180;37.319563432;37.319563432;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:09";="020000253";3;02270;104;5.271160669;43.993917892;212;3.941253021;72.968953337;534;6.2668700857;43.586433517;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:09";="020000253";3;02860;99;5.017739483;49.011657375;164;3.0488938464;83.249674661;330;3.8727848844;61.424715409;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:09";="020000253";3;02840;93;4.7136340598;53.725291434;376;6.9901468674;69.027700316;394;4.6238704377;57.551930525;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:09";="020000253";3;02350;92;4.6629498226;58.388241257;531;9.8717233687;62.037553449;395;4.6356061495;52.928060087;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:09";="020000253";3;02250;87;4.4095286366;62.797769894;0;0;;401;4.7060204201;48.292453937;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:09";="020000253";3;02320;69;3.497212367;66.294982261;0;0;;281;3.2977350076;74.909048234;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:09";="020000253";3;02870;61;3.0917384693;69.38672073;149;2.7700316044;88.919873582;285;3.3446778547;71.611313226;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:09";="020000253";3;02140;58;2.9396857577;72.326406488;544;10.113403978;52.16583008;288;3.37988499;68.266635371;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:09";="020000253";3;02340;55;2.7876330461;75.114039534;0;0;;295;3.4620349724;64.886750381;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:09";="020000253";3;02800;33;1.6725798277;76.786619361;156;2.9001673173;86.149841978;150;1.7603567656;81.727496773;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:09";="020000253";3;02820;31;1.5712113533;78.357830715;181;3.3649377208;80.200780814;244;2.8635136721;77.772561906;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:09";="020000253";3;02150;30;1.5205271161;79.878357831;0;0;;187;2.1945781012;79.967140007;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:09";="020000253";3;02300;29;1.4698428789;81.34820071;208;3.8668897565;76.835843094;145;1.7016782068;83.429174979;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:09";="020000253";3;02500;29;1.4698428789;82.818043588;0;0;;123;1.4434925478;84.872667527;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:09";="020000253";1;02200;26;1.3177901673;84.135833756;0;0;;0;0;;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:09";="020000253";3;02360;21;1.0643689812;85.200202737;0;0;;103;1.2087783124;87.442788405;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:09";="020000253";3;02700;20;1.013684744;86.213887481;0;0;;82;0.9623283652;89.508273677;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:09";="020000253";1;51100;19;0.9630005068;87.176887988;0;0;;0;0;;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:09";="020000253";1;02410;15;0.760263558;87.937151546;0;0;;0;0;;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:09";="020000253";3;02160;14;0.7095793208;88.646730867;0;0;;116;1.3613425654;86.234010093;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:09";="020000253";1;02120;12;0.6082108464;89.254941713;0;0;;0;0;;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:09";="020000253";3;02190;12;0.6082108464;89.86315256;0;0;;94;1.1031569065;88.545945312;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/25 10:37:28";="620003376";3;62110;583;8.1618367633;8.1618367633;84;6.6772655008;25.834658188;550;11.722080136;11.722080136;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:28";="620003376";3;62800;445;6.2298754025;14.391712166;134;10.651828299;10.651828299;220;4.6888320546;26.342710997;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:28";="620003376";3;62300;417;5.8378832423;20.229595408;107;8.5055643879;19.157392687;216;4.6035805627;30.94629156;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:28";="620003376";3;62440;294;4.1159176816;24.34551309;65;5.1669316375;31.001589825;198;4.2199488491;35.166240409;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:28";="620003376";3;62710;273;3.8219235615;28.167436651;32;2.5437201908;59.379968203;234;4.9872122762;16.709292413;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:28";="620003376";3;62880;255;3.5699286014;31.737365253;38;3.0206677266;45.86645469;161;3.431372549;50.277067349;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:28";="620003376";3;62220;246;3.4439311214;35.181296374;27;2.146263911;61.526232114;232;4.9445865303;21.653878943;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:28";="620003376";3;62160;237;3.3179336413;38.499230015;54;4.2925278219;39.745627981;113;2.4083546462;65.558397272;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:28";="620003376";3;62640;236;3.3039339213;41.803163937;22;1.7488076312;73.131955485;192;4.0920716113;43.393009378;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:28";="620003376";3;62210;204;2.8559428811;44.659106818;56;4.4515103339;35.453100159;113;2.4083546462;67.966751918;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:28";="620003376";3;62410;193;2.7019459611;47.361052779;39;3.1001589825;42.845786963;115;2.4509803922;60.720375107;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:28";="620003376";3;62138;179;2.505949881;49.86700266;26;2.066772655;65.73926868;98;2.0886615516;77.046035806;2023.7;X620003376;25AUG23;10:37:19
