"champ";"statut";"annee";"periode";"date du resultat";"ipe";mois;semaine;ponder;ponder_cn;dms;moy_age;med_age;pct_homme;pct_rea;pct_si;pct_sc;annee;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 14:46:43";="590781670";6;;1;1;9;93;93;100;0;0;0;2023;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:43";="590781670";7;;1;1;18;94;94;0;0;0;0;2023;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:43";="590781670";99;;66;66;12.166666667;80.363636364;84;50;0;0;0;9999;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:50:56";="020000261";1;;44;44;15.886363636;76.818181818;77;47.727272727;11.363636364;2.2727272727;9.0909090909;2023;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:56";="020000261";2;;8;8;19.875;68.375;65.5;50;25;0;0;2023;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:56";="020000261";3;;21;21;8.9047619048;70.773124592;77;57.142857143;4.7619047619;9.5238095238;0;2023;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:56";="020000261";4;;49;49;11.632653061;69.445233436;77;57.142857143;0;4.0816326531;2.0408163265;2023;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:56";="020000261";5;;47;47;14.340425532;74.85450306;83;38.29787234;4.2553191489;8.5106382979;2.1276595745;2023;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:56";="020000261";6;;16;16;16.1875;71.383561644;81;43.75;6.25;0;6.25;2023;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:56";="020000261";7;;7;7;15.571428571;81.857142857;82;14.285714286;0;14.285714286;0;2023;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:56";="020000261";99;;192;192;13.838541667;73.173701484;80;47.395833333;5.7291666667;5.2083333333;3.6458333333;9999;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:13:51";="620100651";1;;89;89;13.876404494;69.407480376;75;37.078651685;6.7415730337;6.7415730337;3.3707865169;2023;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:51";="620100651";2;;37;37;10.486486486;65.452869308;75;32.432432432;13.513513514;10.810810811;2.7027027027;2023;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:51";="620100651";3;;71;71;7.2535211268;58.562222651;68;42.253521127;4.2253521127;5.6338028169;0;2023;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:51";="620100651";4;;79;79;7.3164556962;63.024553494;70;36.708860759;1.2658227848;2.5316455696;1.2658227848;2023;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:51";="620100651";5;;51;51;9.5294117647;57.682728982;70;43.137254902;7.8431372549;11.764705882;1.9607843137;2023;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:51";="620100651";6;;27;27;13.851851852;74.48513445;84;51.851851852;7.4074074074;7.4074074074;3.7037037037;2023;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:51";="620100651";7;;5;5;17.2;59.272328767;68;60;20;0;0;2023;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:51";="620100651";99;;359;359;10.200557103;64.025512268;72;39.832869081;6.1281337047;6.6852367688;1.9498607242;9999;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:40:18";="620027839";99;;;;;;0;;;;;9999;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";1;;42;42;18.30952381;76.880952381;79.5;59.523809524;16.666666667;7.1428571429;16.666666667;2023;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";2;;6;6;5.8333333333;75.166666667;79;50;0;0;0;2023;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";3;;34;34;9.1764705882;70.441176471;73;52.941176471;0;11.764705882;2.9411764706;2023;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";4;;34;34;8.5882352941;76.823529412;80.5;58.823529412;8.8235294118;8.8235294118;0;2023;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";5;;24;24;12.916666667;73.75;77.5;66.666666667;8.3333333333;12.5;8.3333333333;2023;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";6;;7;7;8.8571428571;72.857142857;72;28.571428571;14.285714286;14.285714286;0;2023;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";7;;2;2;2;92;92;50;0;0;0;2023;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";99;;149;149;11.973154362;74.838926174;78;57.046979866;8.7248322148;9.3959731544;6.711409396;9999;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:42:53";="020000287";1;;29;29;13.75862069;76.24137931;81;58.620689655;0;13.793103448;6.8965517241;2023;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:53";="020000287";2;;7;7;6.4285714286;85.571428571;87;57.142857143;0;0;0;2023;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:53";="020000287";3;;25;25;7.64;77.96;85;36;0;0;8;2023;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:53";="020000287";4;;20;20;6.35;76.25;85;55;0;10;0;2023;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:53";="020000287";5;;16;16;10.875;79.25;83;68.75;0;6.25;6.25;2023;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:53";="020000287";6;;4;4;7.5;85.75;85;25;0;0;0;2023;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:53";="020000287";7;;2;2;14.5;88.5;88.5;0;0;0;0;2023;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:53";="020000287";99;;103;103;9.6601941748;78.368932039;83;51.45631068;0;6.7961165049;4.854368932;9999;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 10:32:55";="590797353";1;;57;57;15.105263158;70.702859889;77;42.105263158;0;0;15.789473684;2023;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:55";="590797353";2;;31;31;16.483870968;63.453203712;74;48.387096774;0;0;9.6774193548;2023;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:55";="590797353";3;;23;23;7.3043478261;65.78308517;82;26.086956522;0;0;8.6956521739;2023;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:55";="590797353";4;;22;22;6.6818181818;64.43611457;72;36.363636364;0;4.5454545455;13.636363636;2023;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:55";="590797353";5;;17;17;8.2352941176;54.404190169;66;23.529411765;0;0;17.647058824;2023;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:55";="590797353";6;;5;5;7.8;54.8;68;40;0;0;40;2023;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:55";="590797353";7;;2;2;0.5;42;42;50;0;0;0;2023;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:55";="590797353";99;;157;157;11.891719745;65.035598988;75;38.21656051;0;0.6369426752;14.012738854;9999;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:29:38";="590782421";1;;92;92;9.3695652174;69.232817153;78;46.739130435;2.1739130435;5.4347826087;4.347826087;2023;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:38";="590782421";2;;52;52;11.730769231;70.656059009;77;42.307692308;3.8461538462;3.8461538462;3.8461538462;2023;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:38";="590782421";3;;80;80;14.9125;67.50489726;74;55;5;2.5;7.5;2023;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:38";="590782421";4;;90;90;14.177777778;71.391933029;82;55.555555556;6.6666666667;8.8888888889;4.4444444444;2023;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:38";="590782421";5;;49;49;13.265306122;71.189656136;74;53.06122449;4.0816326531;4.0816326531;4.0816326531;2023;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:38";="590782421";6;;16;16;9.375;64.196232877;74.5;62.5;31.25;0;0;2023;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:38";="590782421";7;;11;11;7.1818181818;50.871481943;58;45.454545455;18.181818182;9.0909090909;18.181818182;2023;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:38";="590782421";99;;390;390;12.358974359;69.087741482;76;51.282051282;5.8974358974;5.1282051282;5.1282051282;9999;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:11:53";="800000051";1;;6;6;14.666666667;82.833333333;81.5;33.333333333;0;0;0;2023;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:53";="800000051";2;;1;1;7;82;82;100;0;0;0;2023;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:53";="800000051";3;;1;1;8;64;64;100;0;0;0;2023;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:53";="800000051";4;;2;2;9.5;82.5;82.5;50;0;0;0;2023;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:53";="800000051";5;;1;1;2;86;86;0;0;0;0;2023;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:53";="800000051";6;;3;3;11.666666667;78.333333333;81;33.333333333;0;0;0;2023;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:53";="800000051";99;;14;14;11.357142857;80.642857143;81.5;42.857142857;0;0;0;9999;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 13:42:14";="800000135";1;;1;1;28;80;80;0;0;0;0;2023;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:14";="800000135";4;;1;1;50;77;77;100;0;0;0;2023;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:14";="800000135";99;;2;2;39;78.5;78.5;50;0;0;0;9999;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:11:25";="590782165";1;;62;62;12.661290323;74.096774194;81.5;37.096774194;0;0;9.6774193548;2023;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:25";="590782165";2;;23;23;13.913043478;72.739130435;83;39.130434783;0;0;8.6956521739;2023;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:25";="590782165";3;;44;44;11.318181818;70.477272727;73.5;43.181818182;0;0;2.2727272727;2023;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:25";="590782165";4;;47;47;13.70212766;73.957446809;76;53.191489362;0;0;14.893617021;2023;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:25";="590782165";5;;28;28;15.428571429;80.178571429;84.5;39.285714286;0;0;7.1428571429;2023;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:25";="590782165";6;;6;6;3.5;71.666666667;81.5;66.666666667;0;0;0;2023;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:25";="590782165";7;;4;4;8.75;61.5;62.5;75;0;0;25;2023;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:25";="590782165";99;;214;214;12.780373832;73.668224299;79.5;43.925233645;0;0;8.8785046729;9999;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:39:25";="620101360";1;;26;26;9.4615384615;79.461538462;84;42.307692308;3.8461538462;0;3.8461538462;2023;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:25";="620101360";2;;8;8;11.125;68.125;62.5;37.5;12.5;0;0;2023;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:25";="620101360";3;;35;35;6.8857142857;70.045166341;78;48.571428571;2.8571428571;0;5.7142857143;2023;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:25";="620101360";4;;40;40;11.775;78.35;83;65;12.5;7.5;5;2023;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:25";="620101360";5;;34;34;13.058823529;75.205882353;82.5;35.294117647;5.8823529412;5.8823529412;5.8823529412;2023;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:25";="620101360";6;;7;7;9;75;76;28.571428571;0;0;0;2023;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:25";="620101360";7;;4;4;13.25;69.25;67;100;25;0;50;2023;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:25";="620101360";99;;154;154;10.435064935;75.036239103;82;48.701298701;7.1428571429;3.2467532468;5.8441558442;9999;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:56:02";="590781662";1;;11;11;10.090909091;75.909090909;76;18.181818182;0;0;0;2023;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:02";="590781662";2;;2;2;10.5;78;78;50;0;0;0;2023;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:02";="590781662";3;;13;13;5.6153846154;63.384615385;74;38.461538462;0;0;7.6923076923;2023;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:02";="590781662";4;;20;20;8.85;64.312465753;73;25;0;0;5;2023;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:02";="590781662";5;;17;17;13.411764706;74.823529412;79;29.411764706;0;0;17.647058824;2023;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:02";="590781662";6;;5;5;22.2;78.4;84;40;0;0;0;2023;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:02";="590781662";7;;5;5;5.8;65.4;66;20;0;0;0;2023;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:02";="590781662";99;;73;73;10.273972603;69.756839932;75;28.767123288;0;0;6.8493150685;9999;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:04:46";="590781621";1;;16;16;6.6875;72.5625;73.5;50;0;0;6.25;2023;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:46";="590781621";2;;10;10;6.4;75;80.5;60;0;0;0;2023;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:46";="590781621";3;;27;27;6.6296296296;72.074074074;74;48.148148148;0;0;11.111111111;2023;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:46";="590781621";4;;20;20;11.4;73.15;74;35;0;0;20;2023;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:46";="590781621";5;;11;11;9.8181818182;71;71;72.727272727;0;0;18.181818182;2023;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:46";="590781621";6;;4;4;13.25;79.25;76.5;100;0;0;50;2023;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:46";="590781621";7;;3;3;28.333333333;91.666666667;90;33.333333333;0;0;33.333333333;2023;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:46";="590781621";99;;91;91;9.0549450549;73.549450549;74;51.648351648;0;0;14.285714286;9999;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:19:34";="590052056";1;;1;1;11;64;64;100;0;0;100;2023;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:34";="590052056";3;;1;1;5;71;71;0;0;0;0;2023;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:34";="590052056";4;;2;2;10.5;63;63;100;0;0;50;2023;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:34";="590052056";99;;4;4;9.25;65.25;65.5;75;0;0;50;9999;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:34:44";="590781795";1;;12;12;23.916666667;83.416666667;85.5;41.666666667;0;0;0;2023;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:44";="590781795";2;;4;4;8;91;92;25;0;0;0;2023;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:44";="590781795";3;;5;5;11.2;80.4;79;60;0;0;0;2023;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:44";="590781795";4;;7;7;13.142857143;86;87;42.857142857;0;0;0;2023;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:44";="590781795";5;;12;12;16.583333333;82.416666667;85;25;0;0;0;2023;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:44";="590781795";6;;3;3;15.333333333;87;85;0;0;0;0;2023;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:44";="590781795";7;;2;2;23.5;84.5;84.5;0;0;0;0;2023;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:44";="590781795";99;;45;45;16.866666667;84.177777778;85;33.333333333;0;0;0;9999;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:02";="620100677";1;;14;14;15.785714286;65.5;85.5;28.571428571;0;0;0;2023;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:02";="620100677";2;;6;6;6.3333333333;34;26;33.333333333;0;0;0;2023;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:02";="620100677";3;;4;4;6.25;55;53;0;0;0;0;2023;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:02";="620100677";4;;2;2;16.5;87.5;87.5;0;0;0;0;2023;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:02";="620100677";5;;6;6;22.833333333;53.666666667;58.5;16.666666667;0;0;0;2023;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:02";="620100677";6;;3;3;13.666666667;48.666666667;42;66.666666667;0;0;0;2023;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:02";="620100677";99;;35;35;14.142857143;56.685714286;61;25.714285714;0;0;0;9999;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:37:40";="590781415";1;;80;80;11.975;71.1375;74;55;6.25;15;3.75;2023;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:40";="590781415";2;;25;25;12.36;74.28;79;52;12;12;8;2023;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:40";="590781415";3;;52;52;8.25;69.158798736;77.5;57.692307692;1.9230769231;9.6153846154;1.9230769231;2023;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:40";="590781415";4;;81;81;9.6913580247;71.774801285;77;38.271604938;3.7037037037;11.111111111;1.2345679012;2023;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:40";="590781415";5;;55;55;12.145454545;75.636363636;78;45.454545455;3.6363636364;18.181818182;7.2727272727;2023;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:40";="590781415";6;;18;18;20.777777778;76.277777778;75.5;61.111111111;11.111111111;0;5.5555555556;2023;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:40";="590781415";7;;7;7;26.571428571;58.760469667;67;42.857142857;0;28.571428571;14.285714286;2023;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:40";="590781415";99;;318;318;11.663522013;72.019936245;76;49.371069182;5.0314465409;12.893081761;4.0880503145;9999;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:47";="620103440";1;;56;56;12.75;72.566389432;79;57.142857143;5.3571428571;3.5714285714;1.7857142857;2023;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:47";="620103440";2;;41;41;12.926829268;70.756097561;76;53.658536585;2.4390243902;2.4390243902;0;2023;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:47";="620103440";3;;64;64;7.515625;61.008775685;72;48.4375;1.5625;6.25;10.9375;2023;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:47";="620103440";4;;74;74;10.675675676;70.698519067;73;58.108108108;2.7027027027;1.3513513514;4.0540540541;2023;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:47";="620103440";5;;43;43;11.441860465;73.400254858;84;32.558139535;0;6.976744186;4.6511627907;2023;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:47";="620103440";6;;19;19;8.4210526316;72.163806777;75;42.105263158;0;5.2631578947;0;2023;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:47";="620103440";7;;7;7;12.142857143;72.571428571;75;71.428571429;0;0;0;2023;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:47";="620103440";99;;304;304;10.697368421;69.527280101;76;50.986842105;2.3026315789;3.9473684211;4.2763157895;9999;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:13:38";="800000085";1;;9;9;10.222222222;80.888888889;81;88.888888889;0;0;0;2023;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:38";="800000085";2;;5;5;13.4;71.8;75;80;0;0;0;2023;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:38";="800000085";3;;10;10;7.8;76.8;77.5;60;0;0;0;2023;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:38";="800000085";4;;11;11;9.3636363636;82.909090909;84;63.636363636;0;0;0;2023;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:38";="800000085";5;;9;9;9.6666666667;79.666666667;81;44.444444444;0;0;0;2023;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:38";="800000085";6;;1;1;10;74;74;0;0;0;0;2023;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:38";="800000085";99;;45;45;9.7111111111;79.066666667;81;64.444444444;0;0;0;9999;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:48:16";="590780193";1;;242;242;11.119834711;61.030567191;66.5;51.239669421;11.157024793;26.446280992;9.9173553719;2023;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:16";="590780193";2;;129;129;13.348837209;58.399277902;64;55.03875969;10.07751938;25.581395349;12.403100775;2023;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:16";="590780193";3;;183;183;9.5628415301;58.189415375;67;49.180327869;10.928961749;20.218579235;6.0109289617;2023;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:16";="590780193";4;;153;153;13.45751634;63.106795595;69;53.594771242;13.071895425;15.032679739;7.1895424837;2023;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:16";="590780193";5;;140;140;14.135714286;64.632896282;69;55;12.142857143;24.285714286;7.1428571429;2023;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:16";="590780193";6;;60;60;17.1;56.685296804;60;35;16.666666667;23.333333333;10;2023;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:16";="590780193";7;;39;39;12.692307692;56.388268353;53;51.282051282;10.256410256;12.820512821;10.256410256;2023;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:16";="590780193";99;;946;946;12.391120507;60.524072519;66;51.268498943;11.733615222;22.198731501;8.6680761099;9999;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:25:22";="020004404";1;;58;58;17.568965517;79.965517241;82.5;44.827586207;6.8965517241;6.8965517241;8.6206896552;2023;2023.7;X020004404;31AUG23;12:24:34
