"champ";"statut";"annee";"periode";"date du resultat";"ipe";mois_e;semaine_e;ponder;ponder_cn;dms;moy_age;med_age;pct_homme;pct_rea;pct_si;pct_sc;annee_e;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 14:25:00";="620025346";5;;14;14;6.0714285714;73.857142857;85;28.571428571;0;0;0;2023;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:00";="620025346";6;;9;9;8.2222222222;79.222222222;79;55.555555556;0;0;0;2023;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:00";="620025346";99;;162;162;9.1049382716;75.888888889;81.5;41.358024691;0;3.0864197531;3.7037037037;9999;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:40:32";="590001749";12;;5;5;22.6;94.6;92;20;0;0;0;2022;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:32";="590001749";1;;3;3;13.333333333;67;69;66.666666667;0;0;0;2023;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:32";="590001749";2;;4;4;10.25;87.25;88;25;0;0;0;2023;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:32";="590001749";3;;11;11;12.090909091;75.727272727;81;63.636363636;0;0;0;2023;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:32";="590001749";4;;11;11;10.181818182;78.363636364;83;27.272727273;0;0;0;2023;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:32";="590001749";5;;3;3;6.6666666667;82.666666667;85;66.666666667;0;0;0;2023;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:32";="590001749";6;;3;3;6.3333333333;84.666666667;80;100;0;0;0;2023;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:32";="590001749";99;;40;40;11.95;80.5;84;47.5;0;0;0;9999;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:46:43";="590781670";11;;1;1;33;93;93;0;0;0;0;2022;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:43";="590781670";12;;3;3;28.333333333;84.666666667;85;33.333333333;0;0;0;2022;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:43";="590781670";1;;8;8;10.875;82.625;86.5;37.5;0;0;0;2023;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:43";="590781670";2;;9;9;10.666666667;79.888888889;83;44.444444444;0;0;0;2023;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:43";="590781670";3;;21;21;10.80952381;76.238095238;79;61.904761905;0;0;0;2023;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:43";="590781670";4;;16;16;11.625;82.375;84.5;50;0;0;0;2023;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:43";="590781670";5;;6;6;10.333333333;78.5;89.5;50;0;0;0;2023;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:43";="590781670";6;;2;2;13.5;93.5;93.5;50;0;0;0;2023;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:43";="590781670";99;;66;66;12.166666667;80.363636364;84;50;0;0;0;9999;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:50:55";="020000261";11;;2;2;57.5;57;57;50;50;0;50;2022;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:55";="020000261";12;;24;24;21.5;77.5;80.5;58.333333333;8.3333333333;0;4.1666666667;2022;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:55";="020000261";1;;23;23;9.5217391304;75.869565217;76;39.130434783;17.391304348;4.347826087;8.6956521739;2023;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:55";="020000261";2;;8;8;8.125;71.375;69.5;62.5;0;12.5;0;2023;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:55";="020000261";3;;32;32;12.65625;72.636215753;79;59.375;3.125;9.375;0;2023;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:55";="020000261";4;;58;58;12.793103448;72.011950874;80.5;46.551724138;3.4482758621;3.4482758621;1.724137931;2023;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:55";="020000261";5;;32;32;13.8125;70.47380137;80;37.5;3.125;6.25;6.25;2023;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:55";="020000261";6;;10;10;12.8;75.61369863;82.5;30;0;10;0;2023;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:55";="020000261";7;;3;3;8.3333333333;82.333333333;93;33.333333333;0;0;0;2023;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:55";="020000261";99;;192;192;13.838541667;73.173701484;80;47.395833333;5.7291666667;5.2083333333;3.6458333333;9999;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:13:51";="620100651";10;;1;1;86;85;85;0;0;0;0;2022;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:51";="620100651";11;;4;4;64.5;47.015753425;52.5;75;25;0;0;2022;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:51";="620100651";12;;36;36;19.333333333;74.277777778;75;27.777777778;5.5555555556;11.111111111;5.5555555556;2022;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:51";="620100651";1;;63;63;8.4761904762;68.62226571;76;42.857142857;11.111111111;6.3492063492;1.5873015873;2023;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:51";="620100651";2;;34;34;11.647058824;63.763174859;73;41.176470588;11.764705882;8.8235294118;2.9411764706;2023;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:51";="620100651";3;;83;83;8.0843373494;62.201518402;70;36.144578313;2.4096385542;7.2289156627;0;2023;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:51";="620100651";4;;71;71;7.5915492958;59.47350955;66;38.028169014;5.6338028169;5.6338028169;2.8169014085;2023;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:51";="620100651";5;;48;48;6.9375;60.023744292;72;50;2.0833333333;4.1666666667;2.0833333333;2023;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:51";="620100651";6;;16;16;7.6875;69.881164384;82;37.5;6.25;6.25;0;2023;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:51";="620100651";7;;3;3;8.6666666667;54.120547945;68;66.666666667;0;0;0;2023;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:51";="620100651";99;;359;359;10.200557103;64.025512268;72;39.832869081;6.1281337047;6.6852367688;1.9498607242;9999;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:40:18";="620027839";99;;;;;;0;;;;;9999;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";10;;1;1;101;43;43;100;100;0;100;2022;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";11;;1;1;65;79;79;100;100;100;100;2022;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";12;;26;26;19.423076923;80.346153846;85;61.538461538;11.538461538;3.8461538462;15.384615385;2022;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";1;;16;16;11.125;71.125;75.5;56.25;18.75;6.25;6.25;2023;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";2;;9;9;13.666666667;78.888888889;84;44.444444444;0;0;11.111111111;2023;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";3;;38;38;9.6052631579;71.578947368;74.5;50;2.6315789474;10.526315789;0;2023;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";4;;33;33;8.9393939394;77.303030303;81;66.666666667;6.0606060606;15.151515152;6.0606060606;2023;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";5;;19;19;5.8947368421;71.578947368;77;52.631578947;5.2631578947;5.2631578947;0;2023;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";6;;4;4;9;69.25;65.5;50;25;25;0;2023;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";7;;2;2;2;92;92;50;0;0;0;2023;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";99;;149;149;11.973154362;74.838926174;78;57.046979866;8.7248322148;9.3959731544;6.711409396;9999;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:42:53";="020000287";12;;16;16;18.375;75.0625;79;56.25;0;25;12.5;2022;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:53";="020000287";1;;14;14;8.5714285714;78.357142857;81.5;64.285714286;0;0;0;2023;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:53";="020000287";2;;11;11;7.8181818182;83.272727273;87;45.454545455;0;0;9.0909090909;2023;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:53";="020000287";3;;27;27;8.1111111111;77.703703704;85;48.148148148;0;3.7037037037;3.7037037037;2023;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:53";="020000287";4;;22;22;7.8636363636;76.5;82;50;0;9.0909090909;4.5454545455;2023;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:53";="020000287";5;;8;8;6.25;80.125;85.5;62.5;0;0;0;2023;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:53";="020000287";6;;4;4;11.5;86.25;86;25;0;0;0;2023;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:53";="020000287";7;;1;1;7;91;91;0;0;0;0;2023;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:53";="020000287";99;;103;103;9.6601941748;78.368932039;83;51.45631068;0;6.7961165049;4.854368932;9999;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 10:32:55";="590797353";10;;1;1;100;76;76;100;0;0;0;2022;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:55";="590797353";11;;3;3;68;75;72;33.333333333;0;0;33.333333333;2022;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:55";="590797353";12;;25;25;17.32;75.842520548;80;44;0;0;16;2022;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:55";="590797353";1;;44;44;12.931818182;69.568181818;76;45.454545455;0;0;13.636363636;2023;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:55";="590797353";2;;20;20;6.35;56.452465753;66;35;0;0;5;2023;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:55";="590797353";3;;21;21;6.3333333333;63.762426614;71;23.80952381;0;0;14.285714286;2023;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:55";="590797353";4;;27;27;7.9259259259;62.00152207;73;37.037037037;0;3.7037037037;18.518518519;2023;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:55";="590797353";5;;12;12;6.8333333333;51.618721461;60;25;0;0;16.666666667;2023;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:55";="590797353";6;;2;2;2;53.5;53.5;50;0;0;0;2023;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:55";="590797353";7;;2;2;0.5;42;42;50;0;0;0;2023;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:55";="590797353";99;;157;157;11.891719745;65.035598988;75;38.21656051;0;0.6369426752;14.012738854;9999;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:29:37";="590782421";11;;3;3;73.333333333;55.333333333;78;33.333333333;0;0;0;2022;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:37";="590782421";12;;33;33;19.606060606;76.151515152;80;45.454545455;9.0909090909;3.0303030303;12.121212121;2022;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:37";="590782421";1;;82;82;8.7804878049;66.45633144;73;41.463414634;2.4390243902;6.0975609756;2.4390243902;2023;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:37";="590782421";2;;61;61;17.672131148;71.739591287;77;59.016393443;6.5573770492;4.9180327869;4.9180327869;2023;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:37";="590782421";3;;85;85;12.588235294;72.793392425;80;51.764705882;2.3529411765;5.8823529412;3.5294117647;2023;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:37";="590782421";4;;75;75;9.5066666667;68.736365297;75;54.666666667;5.3333333333;6.6666666667;8;2023;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:37";="590782421";5;;32;32;8.25;65.509160959;73.5;65.625;15.625;0;0;2023;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:37";="590782421";6;;10;10;5.7;58.713972603;66;50;10;0;0;2023;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:37";="590782421";7;;9;9;5.6666666667;45.954033486;55;33.333333333;22.222222222;11.111111111;22.222222222;2023;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:37";="590782421";99;;390;390;12.358974359;69.087741482;76;51.282051282;5.8974358974;5.1282051282;5.1282051282;9999;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:11:53";="800000051";12;;4;4;15.75;79;79.5;50;0;0;0;2022;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:53";="800000051";1;;2;2;12.5;90.5;90.5;0;0;0;0;2023;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:53";="800000051";2;;1;1;7;82;82;100;0;0;0;2023;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:53";="800000051";3;;1;1;8;64;64;100;0;0;0;2023;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:53";="800000051";4;;2;2;9.5;82.5;82.5;50;0;0;0;2023;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:53";="800000051";5;;3;3;10;85.666666667;86;0;0;0;0;2023;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:53";="800000051";6;;1;1;7;64;64;100;0;0;0;2023;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:53";="800000051";99;;14;14;11.357142857;80.642857143;81.5;42.857142857;0;0;0;9999;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 13:42:14";="800000135";12;;1;1;28;80;80;0;0;0;0;2022;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:14";="800000135";3;;1;1;50;77;77;100;0;0;0;2023;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:14";="800000135";99;;2;2;39;78.5;78.5;50;0;0;0;9999;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:11:25";="590782165";11;;2;2;55;74;74;50;0;0;0;2022;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:25";="590782165";12;;34;34;18.764705882;79.029411765;86;35.294117647;0;0;14.705882353;2022;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:25";="590782165";1;;35;35;7.5142857143;70.885714286;76;37.142857143;0;0;5.7142857143;2023;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:25";="590782165";2;;32;32;15.5625;68.9375;74;50;0;0;15.625;2023;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:25";="590782165";3;;45;45;13.311111111;74.822222222;78;37.777777778;0;0;6.6666666667;2023;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:25";="590782165";4;;45;45;10.555555556;73.6;77;55.555555556;0;0;6.6666666667;2023;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:25";="590782165";5;;11;11;8.7272727273;80.727272727;83;27.272727273;0;0;0;2023;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:25";="590782165";6;;7;7;5;73.857142857;85;71.428571429;0;0;14.285714286;2023;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:25";="590782165";7;;3;3;7;53;38;66.666666667;0;0;0;2023;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:25";="590782165";99;;214;214;12.780373832;73.668224299;79.5;43.925233645;0;0;8.8785046729;9999;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:39:25";="620101360";12;;14;14;14.785714286;83.142857143;83.5;50;0;0;0;2022;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:25";="620101360";1;;15;15;6.6;75;84;40;13.333333333;0;6.6666666667;2023;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:25";="620101360";2;;9;9;9.4444444444;72.777777778;77;44.444444444;11.111111111;0;0;2023;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:25";="620101360";3;;47;47;9.8936170213;71.395336637;78;59.574468085;6.3829787234;2.1276595745;8.5106382979;2023;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:25";="620101360";4;;47;47;12.319148936;80.170212766;84;44.680851064;8.5106382979;8.5106382979;2.1276595745;2023;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:25";="620101360";5;;13;13;5.6153846154;65.076923077;71;30.769230769;0;0;7.6923076923;2023;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:25";="620101360";6;;6;6;11.5;70.166666667;74.5;33.333333333;16.666666667;0;16.666666667;2023;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:25";="620101360";7;;3;3;10;73.666666667;71;100;0;0;33.333333333;2023;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:25";="620101360";99;;154;154;10.435064935;75.036239103;82;48.701298701;7.1428571429;3.2467532468;5.8441558442;9999;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:56:02";="590781662";12;;5;5;12.2;75.4;76;20;0;0;0;2022;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:02";="590781662";1;;6;6;8.3333333333;76.333333333;79.5;16.666666667;0;0;0;2023;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:02";="590781662";2;;4;4;7;63.25;72;25;0;0;0;2023;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:02";="590781662";3;;16;16;10.75;67.4375;74.5;31.25;0;0;18.75;2023;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:02";="590781662";4;;26;26;11.115384615;66.54805058;73.5;34.615384615;0;0;7.6923076923;2023;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:02";="590781662";5;;9;9;12.333333333;79.555555556;85;22.222222222;0;0;0;2023;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:02";="590781662";6;;3;3;6;79;85;33.333333333;0;0;0;2023;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:02";="590781662";7;;4;4;5.25;60.5;61;25;0;0;0;2023;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:02";="590781662";99;;73;73;10.273972603;69.756839932;75;28.767123288;0;0;6.8493150685;9999;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:04:45";="590781621";12;;2;2;10.5;73;73;50;0;0;0;2022;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:45";="590781621";1;;16;16;8.25;73.4375;79.5;50;0;0;6.25;2023;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:45";="590781621";2;;11;11;5.0909090909;77.636363636;85;54.545454545;0;0;0;2023;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:45";="590781621";3;;32;32;9.40625;70.5;71;43.75;0;0;12.5;2023;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:45";="590781621";4;;18;18;8.8333333333;75.166666667;72;50;0;0;22.222222222;2023;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:45";="590781621";5;;7;7;11.285714286;68.285714286;71;71.428571429;0;0;14.285714286;2023;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:45";="590781621";6;;5;5;15.2;86.2;86;80;0;0;60;2023;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:45";="590781621";99;;91;91;9.0549450549;73.549450549;74;51.648351648;0;0;14.285714286;9999;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:19:33";="590052056";12;;1;1;11;64;64;100;0;0;100;2022;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:33";="590052056";3;;2;2;12;65;65;50;0;0;50;2023;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:33";="590052056";4;;1;1;2;67;67;100;0;0;0;2023;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:33";="590052056";99;;4;4;9.25;65.25;65.5;75;0;0;50;9999;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:34:43";="590781795";11;;1;1;59;97;97;100;0;0;0;2022;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:43";="590781795";12;;8;8;25.125;82.625;84;25;0;0;0;2022;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:43";="590781795";1;;4;4;8.5;82;85;75;0;0;0;2023;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:43";="590781795";2;;7;7;10.571428571;86.857142857;89;42.857142857;0;0;0;2023;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:43";="590781795";3;;3;3;17.666666667;82.333333333;80;66.666666667;0;0;0;2023;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:43";="590781795";4;;11;11;16.545454545;86.454545455;87;9.0909090909;0;0;0;2023;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:43";="590781795";5;;9;9;12.111111111;80.777777778;85;33.333333333;0;0;0;2023;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:43";="590781795";6;;2;2;23.5;84.5;84.5;0;0;0;0;2023;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:43";="590781795";99;;45;45;16.866666667;84.177777778;85;33.333333333;0;0;0;9999;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:01";="620100677";12;;7;7;28.142857143;87.285714286;88;42.857142857;0;0;0;2022;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:01";="620100677";1;;8;8;7;40.875;26;12.5;0;0;0;2023;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:01";="620100677";2;;5;5;1.2;36.6;26;40;0;0;0;2023;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:01";="620100677";3;;8;8;18.625;61.375;78.5;0;0;0;0;2023;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:01";="620100677";4;;3;3;12.333333333;69;81;33.333333333;0;0;0;2023;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:01";="620100677";5;;3;3;12;26.666666667;19;33.333333333;0;0;0;2023;2023.7;X620100677;31AUG23;9:36:32
