"champ";"statut";"annee";"periode";"date du resultat";"ipe";mois_e;semaine_e;ponder;ponder_cn;dms;moy_age;med_age;pct_homme;pct_rea;pct_si;pct_sc;annee_e;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 09:37:01";="620100677";6;;1;1;14;85;85;100;0;0;0;2023;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:01";="620100677";99;;35;35;14.142857143;56.685714286;61;25.714285714;0;0;0;9999;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:37:40";="590781415";9;;1;1;124;63;63;100;0;0;0;2022;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:40";="590781415";11;;2;2;66.5;67.5;67.5;100;50;50;50;2022;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:40";="590781415";12;;31;31;17.64516129;72.774193548;74;61.290322581;12.903225806;22.580645161;6.4516129032;2022;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:40";="590781415";1;;55;55;7.6363636364;69.690909091;74;52.727272727;5.4545454545;10.909090909;3.6363636364;2023;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:40";="590781415";2;;28;28;9.3571428571;79.892857143;83;42.857142857;3.5714285714;7.1428571429;0;2023;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:40";="590781415";3;;68;68;11.852941176;71.224375504;79;51.470588235;4.4117647059;14.705882353;2.9411764706;2023;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:40";="590781415";4;;81;81;9.7407407407;71.503196347;76;41.975308642;2.4691358025;13.580246914;6.1728395062;2023;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:40";="590781415";5;;39;39;13.333333333;72.564102564;75;51.282051282;2.5641025641;10.256410256;2.5641025641;2023;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:40";="590781415";6;;9;9;9.3333333333;79;77;55.555555556;11.111111111;0;0;2023;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:40";="590781415";7;;4;4;6;50.580821918;56.5;0;0;0;0;2023;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:40";="590781415";99;;318;318;11.663522013;72.019936245;76;49.371069182;5.0314465409;12.893081761;4.0880503145;9999;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:46";="620103440";10;;1;1;144;77;77;0;0;100;0;2022;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:46";="620103440";11;;1;1;48;55;55;100;0;0;0;2022;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:46";="620103440";12;;33;33;22.727272727;78.696969697;82;72.727272727;3.0303030303;0;0;2022;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:46";="620103440";1;;43;43;8.2558139535;69.923669959;75;39.534883721;6.976744186;4.6511627907;2.3255813953;2023;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:46";="620103440";2;;28;28;8.6785714286;65.607142857;72.5;60.714285714;7.1428571429;3.5714285714;0;2023;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:46";="620103440";3;;79;79;9.1772151899;63.96351656;72;50.632911392;1.2658227848;3.7974683544;10.126582278;2023;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:46";="620103440";4;;70;70;8.5428571429;72.744774951;76;48.571428571;0;2.8571428571;2.8571428571;2023;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:46";="620103440";5;;26;26;7.1923076923;67.431190727;80;42.307692308;0;7.6923076923;7.6923076923;2023;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:46";="620103440";6;;21;21;9.1904761905;72.433920417;75;42.857142857;0;4.7619047619;0;2023;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:46";="620103440";7;;2;2;4.5;72;72;100;0;0;0;2023;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:46";="620103440";99;;304;304;10.697368421;69.527280101;76;50.986842105;2.3026315789;3.9473684211;4.2763157895;9999;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:13:38";="800000085";12;;7;7;19.857142857;79.857142857;81;85.714285714;0;0;0;2022;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:38";="800000085";1;;3;3;1;75.666666667;81;66.666666667;0;0;0;2023;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:38";="800000085";2;;5;5;6.2;77.4;77;80;0;0;0;2023;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:38";="800000085";3;;11;11;8.2727272727;77.909090909;78;63.636363636;0;0;0;2023;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:38";="800000085";4;;12;12;9.8333333333;81.916666667;82.5;58.333333333;0;0;0;2023;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:38";="800000085";5;;6;6;7.5;78.5;78;50;0;0;0;2023;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:38";="800000085";6;;1;1;10;74;74;0;0;0;0;2023;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:38";="800000085";99;;45;45;9.7111111111;79.066666667;81;64.444444444;0;0;0;9999;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:48:16";="590780193";9;;3;3;173.66666667;44;64;33.333333333;33.333333333;0;0;2022;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:16";="590780193";10;;2;2;108;70;70;50;0;50;50;2022;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:16";="590780193";11;;12;12;80.583333333;50.586073059;59.5;58.333333333;41.666666667;25;16.666666667;2022;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:16";="590780193";12;;98;98;23.62244898;61.012720157;66.5;56.12244898;19.387755102;29.591836735;15.306122449;2022;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:16";="590780193";1;;187;187;9.7486631016;60.718877738;67;48.663101604;11.229946524;26.737967914;11.229946524;2023;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:16";="590780193";2;;113;113;7.9646017699;59.081658383;63;58.407079646;8.8495575221;21.238938053;6.1946902655;2023;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:16";="590780193";3;;206;206;10.140776699;60.090504056;68;50.485436893;10.194174757;21.359223301;7.7669902913;2023;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:16";="590780193";4;;148;148;9.8513513514;64.096797482;68.5;48.648648649;10.810810811;16.216216216;2.7027027027;2023;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:16";="590780193";5;;104;104;9.2884615385;63.044283456;68;54.807692308;12.5;25;10.576923077;2023;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:16";="590780193";6;;43;43;7.6976744186;56.165530424;53;37.209302326;6.976744186;13.953488372;6.976744186;2023;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:16";="590780193";7;;30;30;4.5333333333;51.004748858;44.5;50;6.6666666667;10;6.6666666667;2023;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:16";="590780193";99;;946;946;12.391120507;60.524072519;66;51.268498943;11.733615222;22.198731501;8.6680761099;9999;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:25:22";="020004404";10;;2;2;96;52.5;52.5;100;100;0;100;2022;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:22";="020004404";11;;5;5;42;87.4;91;60;0;0;0;2022;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:22";="020004404";12;;27;27;26.888888889;83.703703704;86;55.555555556;11.111111111;0;18.518518519;2022;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:22";="020004404";1;;64;64;19.171875;76.40625;77;45.3125;9.375;9.375;6.25;2023;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:22";="020004404";2;;24;24;24.041666667;80.583333333;84;50;20.833333333;4.1666666667;4.1666666667;2023;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:22";="020004404";3;;31;31;17.709677419;82;86;41.935483871;9.6774193548;3.2258064516;6.4516129032;2023;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:22";="020004404";4;;33;33;12.939393939;76.606060606;81;39.393939394;6.0606060606;3.0303030303;3.0303030303;2023;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:22";="020004404";5;;12;12;7.3333333333;75.166666667;83;33.333333333;8.3333333333;0;8.3333333333;2023;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:22";="020004404";6;;4;4;4.75;74.75;71;75;0;0;0;2023;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:22";="020004404";7;;5;5;4.8;69;69;40;0;0;0;2023;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:22";="020004404";99;;207;207;19.512077295;78.463768116;81;46.376811594;10.628019324;4.347826087;7.729468599;9999;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:25:51";="590781605";12;;30;30;18.333333333;76;79;43.333333333;6.6666666667;3.3333333333;0;2022;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:51";="590781605";1;;22;22;11.772727273;61.454545455;66;63.636363636;18.181818182;0;18.181818182;2023;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:51";="590781605";2;;11;11;11.272727273;63.272727273;76;54.545454545;0;0;18.181818182;2023;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:51";="590781605";3;;34;34;11.411764706;75.705882353;78;44.117647059;2.9411764706;5.8823529412;2.9411764706;2023;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:51";="590781605";4;;30;30;11.733333333;77.133333333;80.5;53.333333333;3.3333333333;3.3333333333;3.3333333333;2023;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:51";="590781605";5;;18;18;13.666666667;68.333333333;75.5;61.111111111;5.5555555556;16.666666667;5.5555555556;2023;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:51";="590781605";6;;8;8;8.75;77.875;82.5;62.5;0;0;0;2023;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:51";="590781605";7;;2;2;6.5;87;87;0;0;50;0;2023;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:51";="590781605";99;;155;155;12.916129032;72.535483871;78;51.612903226;5.8064516129;5.1612903226;5.8064516129;9999;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:29:18";="590781811";5;;2;2;19.5;38;38;100;0;0;0;2023;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:18";="590781811";99;;2;2;19.5;38;38;100;0;0;0;9999;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:33:53";="800000093";12;;8;8;15.75;80;78.5;50;0;0;25;2022;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:53";="800000093";1;;5;5;14.4;76.8;76;80;0;0;0;2023;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:53";="800000093";2;;3;3;9.6666666667;81.666666667;87;66.666666667;0;0;0;2023;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:53";="800000093";3;;5;5;10.4;64.4;72;60;0;0;20;2023;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:53";="800000093";4;;6;6;6.8333333333;84.5;85.5;66.666666667;0;0;0;2023;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:53";="800000093";5;;9;9;8.1111111111;82.444444444;85;55.555555556;0;0;11.111111111;2023;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:53";="800000093";6;;4;4;9.75;87.5;85.5;25;0;0;0;2023;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:53";="800000093";7;;1;1;4;67;67;100;0;0;0;2023;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:53";="800000093";99;;41;41;10.634146341;79.43902439;81;58.536585366;0;0;9.756097561;9999;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:52:30";="600100713";11;;5;5;58.6;65;63;60;20;20;20;2022;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:30";="600100713";12;;33;33;19.393939394;75.454545455;82;51.515151515;21.212121212;3.0303030303;3.0303030303;2022;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:30";="600100713";1;;29;29;17.068965517;64.948795465;73;58.620689655;13.793103448;3.4482758621;0;2023;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:30";="600100713";2;;30;30;15.9;69.600730594;76.5;50;6.6666666667;6.6666666667;6.6666666667;2023;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:30";="600100713";3;;80;80;11.6;65.339041096;72.5;50;2.5;2.5;3.75;2023;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:30";="600100713";4;;46;46;15.065217391;64.357117332;76;60.869565217;4.347826087;2.1739130435;0;2023;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:30";="600100713";5;;5;5;10.2;74;75;20;0;0;0;2023;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:30";="600100713";6;;8;8;9.5;62.626027397;83.5;62.5;0;0;0;2023;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:30";="600100713";7;;1;1;3;16;16;0;0;0;0;2023;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:30";="600100713";99;;237;237;15.426160338;66.924455234;75;53.164556962;7.5949367089;3.3755274262;2.9535864979;9999;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:59:40";="020000048";12;;7;7;17.857142857;73.285714286;78;57.142857143;0;0;0;2022;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:40";="020000048";1;;3;3;14;80.333333333;83;33.333333333;0;0;0;2023;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:40";="020000048";2;;1;1;12;91;91;100;0;0;0;2023;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:40";="020000048";3;;1;1;15;92;92;0;0;0;0;2023;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:40";="020000048";4;;4;4;13;93.75;93;25;0;0;0;2023;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:40";="020000048";99;;16;16;15.375;82;83.5;43.75;0;0;0;9999;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:42:58";="590782215";11;;11;11;60.454545455;69.818181818;67;54.545454545;36.363636364;18.181818182;27.272727273;2022;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:58";="590782215";12;;77;77;19.844155844;71.107205124;75;48.051948052;10.38961039;7.7922077922;9.0909090909;2022;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:58";="590782215";1;;150;150;8.08;61.598684932;70.5;42.666666667;3.3333333333;10;5.3333333333;2023;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:58";="590782215";2;;73;73;9.602739726;62.49281291;75;57.534246575;1.3698630137;9.5890410959;1.3698630137;2023;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:58";="590782215";3;;169;169;8.2958579882;60.78049769;70;42.01183432;2.9585798817;7.6923076923;2.9585798817;2023;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:58";="590782215";4;;216;216;8.4027777778;65.719000507;72;41.666666667;4.1666666667;8.7962962963;5.0925925926;2023;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:58";="590782215";5;;101;101;7.9108910891;66.423979384;74;38.613861386;4.9504950495;8.9108910891;2.9702970297;2023;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:58";="590782215";6;;41;41;5.9756097561;69.682926829;75;56.097560976;7.3170731707;4.8780487805;2.4390243902;2023;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:58";="590782215";7;;17;17;8.3529411765;64.703464948;76;47.058823529;0;5.8823529412;0;2023;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:58";="590782215";99;;855;855;9.9520467836;64.535698149;72;44.444444444;4.6783625731;8.6549707602;4.5614035088;9999;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 16:59:02";="620100685";10;;3;3;84.666666667;63.333333333;62;66.666666667;0;33.333333333;0;2022;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:02";="620100685";11;;9;9;48.555555556;73.777777778;77;44.444444444;0;0;0;2022;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:02";="620100685";12;;34;34;19.382352941;74;76;32.352941176;0;17.647058824;0;2022;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:02";="620100685";1;;71;71;12.85915493;66.866062126;71;45.070422535;5.6338028169;23.943661972;7.0422535211;2023;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:02";="620100685";2;;55;55;20.090909091;65.359153176;72;40;1.8181818182;16.363636364;10.909090909;2023;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:02";="620100685";3;;86;86;13.837209302;67.000764575;71;52.325581395;2.3255813953;11.627906977;15.11627907;2023;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:02";="620100685";4;;88;88;9.6136363636;68.626712329;74;48.863636364;9.0909090909;9.0909090909;13.636363636;2023;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:02";="620100685";5;;56;56;8.2321428571;63.664432485;72;51.785714286;1.7857142857;8.9285714286;8.9285714286;2023;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:02";="620100685";6;;21;21;8.7619047619;66.175472929;78;57.142857143;4.7619047619;9.5238095238;9.5238095238;2023;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:02";="620100685";7;;8;8;4.125;73;70.5;50;12.5;0;12.5;2023;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:02";="620100685";99;;431;431;14.11136891;67.406852493;73;47.331786543;4.1763341067;13.457076566;10.208816705;9999;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:53:52";="800000069";12;;4;4;13.25;85.25;93;25;0;0;0;2022;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:52";="800000069";1;;11;11;14.727272727;79.363636364;85;54.545454545;0;0;9.0909090909;2023;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:52";="800000069";2;;6;6;7.8333333333;81.5;82;66.666666667;0;0;16.666666667;2023;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:52";="800000069";3;;5;5;8.2;78.4;76;40;0;0;20;2023;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:52";="800000069";4;;14;14;7.5714285714;87.071428571;91;28.571428571;0;0;7.1428571429;2023;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:52";="800000069";5;;5;5;4;73.4;80;80;0;0;0;2023;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:52";="800000069";99;;45;45;9.5333333333;81.8;84;46.666666667;0;0;8.8888888889;9999;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 08:06:48";="020000071";12;;3;3;12.666666667;85.666666667;86;33.333333333;0;0;0;2022;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:48";="020000071";1;;2;2;15;91.5;91.5;100;0;0;0;2023;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:48";="020000071";4;;1;1;18;97;97;0;0;0;0;2023;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:48";="020000071";5;;4;4;24.75;84.75;85.5;75;0;0;0;2023;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:48";="020000071";99;;10;10;18.5;87.6;86;60;0;0;0;9999;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:18:51";="600100721";3;;1;1;351;66;66;100;0;0;0;2022;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:51";="600100721";9;;2;2;139.5;69;69;50;0;0;0;2022;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:51";="600100721";10;;1;1;105;74;74;100;0;100;0;2022;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:51";="600100721";11;;5;5;49.8;75.8;82;60;0;20;20;2022;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:51";="600100721";12;;43;43;25.325581395;77.441860465;80;53.488372093;4.6511627907;2.3255813953;0;2022;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:51";="600100721";1;;44;44;13;70.272727273;78.5;50;2.2727272727;2.2727272727;0;2023;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:51";="600100721";2;;52;52;21.461538462;75.019230769;78;46.153846154;1.9230769231;9.6153846154;0;2023;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:51";="600100721";3;;103;103;15.291262136;68.287804229;76;48.54368932;6.7961165049;4.854368932;0.9708737864;2023;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:51";="600100721";4;;65;65;10.384615385;72.620400421;76;64.615384615;4.6153846154;6.1538461538;0;2023;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:51";="600100721";5;;26;26;8.8461538462;74.275026344;76;65.384615385;3.8461538462;3.8461538462;0;2023;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:51";="600100721";6;;15;15;16.733333333;82.933333333;85;60;6.6666666667;0;0;2023;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:51";="600100721";7;;3;3;19.333333333;90.666666667;93;33.333333333;33.333333333;0;0;2023;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:51";="600100721";99;;360;360;18.194444444;72.725334855;78;53.888888889;4.7222222222;5.2777777778;0.5555555556;9999;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:15:45";="620100057";10;;1;1;91;71;71;100;100;100;0;2022;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:45";="620100057";12;;30;30;15.833333333;73.637534247;75;60;13.333333333;13.333333333;13.333333333;2022;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:45";="620100057";1;;41;41;11.804878049;73.139926495;78;43.902439024;4.8780487805;2.4390243902;4.8780487805;2023;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:45";="620100057";2;;20;20;13.65;69.675890411;82.5;30;0;0;5;2023;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:45";="620100057";3;;42;42;8.8095238095;69.32902805;78.5;47.619047619;9.5238095238;7.1428571429;14.285714286;2023;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:45";="620100057";4;;63;63;8.3968253968;68.482757121;81;53.968253968;4.7619047619;0;4.7619047619;2023;2023.7;X620100057;01SEP23;12:14:44
