"champ";"statut";"annee";"periode";"date du resultat";"ipe";ghm;ghs;eff;nbj;nb0j;mnt_ghs_am;mnt_exinf_am;mnt_ghs50_am;mnt_exh_am;mnt_9615_am;mnt_rdth_am;mnt_rea_am;mnt_rep_am;mnt_si_am;mnt_sc_am;mnt_suppdia_am;mnt_nn1_am;mnt_nn2_am;mnt_nn3_am;mnt_caisson_am;mnt_ant_am;mnt_rap_am;mnt_sdc_am;mnt_ctc_am;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";01M131;5096;1;1;0;436.29834326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";01M191;264;1;3;0;1052.5706307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";01M252;291;1;3;0;2195.107975;0;0;0;0;0;0;0;0;279.72949444;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";04M131;5196;1;1;0;380.5196826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";04M252;1228;1;14;0;2241.0180759;0;0;470.00778573;0;0;0;0;0;1678.3769666;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";05M13T;5336;1;0;1;300.5650682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";05M16T;5339;1;0;1;303.57633575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";06C084;1954;1;6;0;7663.8787566;0;0;0;0;0;0;0;0;604.39104271;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";06C093;1957;1;6;0;4445.8244951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";06M03T;5372;1;1;0;326.42608359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";06M04T;5373;1;1;0;371.96175383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";06M12T;5381;1;1;0;277.29794788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";08C62J;2956;1;0;1;1540.404291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";08K02J;3028;1;0;1;720.85532591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";09M031;5570;1;1;0;362.66270998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";09M032;3521;1;3;0;2308.7606771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";09M03T;5570;1;0;1;362.66270998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";09M062;3536;1;7;0;3276.0952734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";09M08T;5575;1;0;1;293.36455018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";11M02T;5628;1;1;0;338.13570172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";12M05T;5659;1;0;1;569.95920439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";14C08A;5326;2;11;0;5095.4605159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";14C08B;5327;1;4;0;3618.2976486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";14M03A;5477;1;4;0;813.16077111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";14Z13B;5491;1;6;0;2754.5999018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";14Z14A;5495;1;3;0;1914.6512845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";18M042;6773;1;8;0;2506.1001176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";19M16T;5787;1;0;1;271.89561674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";20Z051;5797;2;1;1;572.87414914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";21M10T;5850;1;1;0;274.08775711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";23M20T;5877;1;0;1;320.67659088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:07";="590797353";23M20T;7989;1;1;0;558.03602593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:30:48";="590782421";01M191;5101;1;0;1;543.9942744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:48";="590782421";03M09T;5174;1;1;0;444.941016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:48";="590782421";04M253;1229;1;5;0;3765.1363224;0;0;0;0;0;1431.2822512;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:48";="590782421";05M094;1756;1;12;0;6289.713144;0;0;0;0;0;0;0;5047.3663032;0;0;0;0;0;0;0;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:48";="590782421";06M12T;5381;1;0;1;304.2100776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:48";="590782421";08C472;2882;1;7;0;5760.378468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:48";="590782421";08M102;3064;1;4;0;2814.65886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:48";="590782421";08M143;3070;1;15;0;5353.9498272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:48";="590782421";08M211;5536;2;1;1;779.1009304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:48";="590782421";10M032;3917;1;5;0;2908.9071336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:48";="590782421";14C08A;5326;2;18;0;5407.8815856;0;0;595.3662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:48";="590782421";14M02A;5475;1;13;0;1278.493788;0;0;943.444944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:48";="590782421";14M03B;5478;1;4;0;1954.7977176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:48";="590782421";14Z13A;5490;3;18;0;7182.2572848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:48";="590782421";14Z13B;5491;1;5;0;2831.2890216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:48";="590782421";14Z14A;5495;2;9;0;3805.8700984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:48";="590782421";28Z07Z;9606;3;3;0;1005.7297512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:48";="590782421";28Z14Z;9613;1;1;0;535.3110008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 14:12:20";="590782165";01M193;266;1;5;0;4660.0695648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:20";="590782165";14M03B;5478;1;15;0;1954.7977176;0;0;392.9978208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:40:22";="620101360";07M022;2515;1;12;0;3067.4950488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";01M051;208;1;2;0;2221.2198368;0;0;0;0;0;0;0;0;286.5960912;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";01M191;264;1;3;0;1081.8746016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";02C051;420;1;1;0;1095.7986888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";03M031;826;1;2;0;1161.9565824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";03M041;830;1;3;0;805.9053288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";04M03T;5186;1;0;1;296.0072544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";04M071;1151;1;2;0;2062.1480568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";04M091;1161;1;2;0;1891.7681056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";05M15T;5338;1;1;0;301.3234536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";08C141;2764;1;2;0;1059.3914208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";08C321;2808;1;5;0;2894.3056272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";08C461;2876;1;1;0;997.6252728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";08M071;5527;1;4;0;302.2455696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";08M07T;5527;1;0;1;282.2784856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";09C291;3631;1;2;0;1182.91446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";09C29J;3630;1;0;1;1104.7463056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";09M031;3520;2;4;0;1293.198976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";10M161;5605;1;2;0;274.7086576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";14M03B;5478;1;5;0;1825.6262328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";14M03T;5481;2;0;2;887.9896896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";14Z04T;5469;1;1;0;456.5035488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";14Z10B;5484;1;4;0;2903.6310264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";14Z14A;5495;1;7;0;1837.9141864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";14Z14B;5496;2;8;0;4481.8686432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";14Z14C;5497;1;7;0;2337.4667616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321.5614872;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";20Z051;5797;1;0;1;294.4115928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";21M07T;5849;1;0;1;345.7373712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";21M102;7585;1;3;0;2078.7060528;0;0;0;0;0;2326.8113856;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";23M061;7963;2;9;0;2404.1293104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";25Z02E;8759;1;8;0;13274.250121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";28Z04Z;9605;12;12;0;3374.1727296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:52";="590781415";28Z17Z;9616;2;2;0;638.2967136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:39:54";="620103440";01M201;268;1;2;0;617.4248184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:54";="620103440";01M222;277;1;6;0;1885.9445448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:54";="620103440";03M021;822;1;2;0;733.3147536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:54";="620103440";04M082;1157;1;4;0;3064.9211424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:54";="620103440";05M13T;5336;1;1;0;288.5185872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:54";="620103440";06M061;2143;1;10;0;1459.910088;0;0;532.742496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:54";="620103440";06M12T;5381;2;0;2;588.3149344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:54";="620103440";08M07T;3165;1;0;1;561.3842208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:54";="620103440";09M071;3540;1;2;0;913.8825048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:54";="620103440";13M04T;5219;1;1;0;641.3686968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:54";="620103440";14C05J;5312;1;0;1;765.6289056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:54";="620103440";14Z13B;5491;1;7;0;2831.2890216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:54";="620103440";14Z14A;5495;2;7;0;3675.8283728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:54";="620103440";20Z051;5797;8;8;0;2296.928904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:54";="620103440";20Z051;7272;1;1;0;510.6950416;0;0;0;0;0;0;0;0;286.5960912;0;0;0;0;0;0;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:54";="620103440";20Z06T;5798;1;1;0;264.4708872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:54";="620103440";23M06T;5867;1;0;1;266.4754872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:51:32";="590780193";01M112;234;1;14;0;2790.8313704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:32";="590780193";02M041;514;1;18;0;1217.7329976;0;0;1697.6120304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:32";="590780193";03M091;851;1;3;0;826.4083776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:32";="590780193";04M03T;5186;1;1;0;296.0072544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:32";="590780193";04M111;1171;1;15;0;800.0278416;0;0;1479.875904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:32";="590780193";04M111;5194;1;0;1;430.7324112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:32";="590780193";04M16T;5199;1;1;0;364.0246176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:32";="590780193";04M192;1210;1;19;0;5548.7880592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:32";="590780193";04M193;1211;1;28;0;9010.8213312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:32";="590780193";04M22Z;1253;1;0;1;304.8675864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:32";="590780193";04M23Z;1225;1;9;0;1523.8824752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:32";="590780193";04M25T;5255;1;1;0;503.635704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:32";="590780193";05C023;1432;1;44;0;20864.438088;0;0;0;0;0;775.6037952;0;1164.7768392;0;0;0;0;0;0;0;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:32";="590780193";05C213;86;1;63;0;9099.520872;0;0;2343.6019152;0;0;0;0;0;0;6021.497664;0;0;0;0;0;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:32";="590780193";05K101;1702;1;3;0;1241.4838336;0;0;0;0;0;0;0;1074.7233264;0;0;0;0;0;0;0;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:32";="590780193";05K103;1704;1;13;0;4995.7019808;0;0;0;0;0;0;0;358.2411088;0;0;0;0;0;0;0;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:32";="590780193";05M042;1730;1;3;0;2522.2358304;0;0;0;0;0;0;0;1164.7768392;0;0;0;0;0;0;0;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:32";="590780193";05M13T;5336;1;1;0;288.5185872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590780193;31AUG23;11:45:29
