"champ";"statut";"annee";"periode";"date du resultat";"ipe";mois;nbatu;mnt_br;mnt_remb;nb_gyn;mnt_br_gyn;mnt_remb_gyn;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/01 15:20:19";="800000028";2;149;4025.254519;3312.0550606;0;0;0;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:19";="800000028";3;160;4559.27024;3738.6015968;0;0;0;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:19";="800000028";4;172;4901.215508;4052.0514258;0;0;0;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:19";="800000028";5;156;4445.288484;3624.6198408;0;0;0;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:19";="800000028";6;155;4416.793045;3636.0180164;0;0;0;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 17:22:45";="600101984";1;426;11508.445806;9698.432029;0;0;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:45";="600101984";2;427;11535.460937;9768.6713696;0;0;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:45";="600101984";3;503;14333.205817;12378.418702;0;0;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:45";="600101984";4;469;13364.360891;11420.971951;0;0;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:45";="600101984";5;504;14361.701256;12287.233297;0;0;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:45";="600101984";6;530;15102.58267;12857.142077;0;0;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:45";="600101984";7;514;14646.655646;12384.117789;0;0;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/04 11:00:19";="800000044";1;506;13669.656286;11411.191334;373;10076.643863;8428.720872;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:19";="800000044";2;453;12237.854343;10319.780042;199;5376.011069;4500.7208246;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:19";="800000044";3;524;14931.610036;12743.160321;273;7779.254847;6582.446409;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:19";="800000044";4;463;13193.388257;11153.114825;69;1966.185291;1709.72634;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:19";="800000044";5;418;11911.093502;10075.98723;39;1111.322121;940.349487;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:19";="800000044";6;526;14988.600914;12817.248462;197;5613.601483;4775.8355764;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:19";="800000044";7;457;13022.415623;11022.035805;86;2450.607754;2102.9633982;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 16:03:01";="620103432";1;32;864.484192;707.7964322;32;864.484192;707.7964322;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:03:01";="620103432";2;39;1053.590109;891.499323;37;999.559847;837.469061;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:03:01";="620103432";3;30;854.86317;689.5896238;30;854.86317;689.5896238;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:03:01";="620103432";4;43;1225.303877;1008.7385406;43;1225.303877;1008.7385406;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:03:01";="620103432";5;43;1225.303877;1008.7385406;43;1225.303877;1008.7385406;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:03:01";="620103432";6;55;1567.249145;1287.9938428;54;1538.753706;1259.4984038;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:03:01";="620103432";7;39;1111.322121;917.5531358;38;1082.826682;889.0576968;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/05 10:30:00";="590781803";1;222;5997.359082;4905.9477896;212;5727.207772;4673.617663;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:00";="590781803";2;148;3998.239388;3239.1142069;146;3944.209126;3195.8899973;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:00";="590781803";3;227;6468.464653;5226.0635126;203;5784.574117;4667.5529082;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:00";="590781803";4;175;4986.701825;4034.9541624;171;4872.720069;3938.0696698;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:00";="590781803";5;234;6667.932726;5385.637971;226;6439.969214;5203.2671614;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:00";="590781803";6;214;6098.023946;4935.4100348;211;6012.537629;4867.0209812;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:00";="590781803";7;225;6411.473775;5237.4616882;212;6041.033068;4929.710947;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 14:40:18";="590780193";1;819;22125.392289;17962.360602;0;0;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:18";="590780193";2;808;21828.225848;17837.837057;0;0;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:18";="590780193";3;904;25759.876856;21049.489604;0;0;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:18";="590780193";4;788;22454.405932;18305.378828;0;0;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:18";="590780193";5;813;23166.791907;18938.068759;0;0;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:18";="590780193";6;873;24876.518247;20300.150744;0;0;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:40:18";="590780193";7;854;24335.104906;19921.161405;0;0;0;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/07 20:06:59";="590781902";1;300;8104.5393;6613.3040688;0;0;0;2023.7;X590781902;07SEP23;20:06:41
"mco";"dgf";"2023";"7";"2023/09/07 20:06:59";="590781902";2;238;6429.601178;5224.7263354;0;0;0;2023.7;X590781902;07SEP23;20:06:41
"mco";"dgf";"2023";"7";"2023/09/07 20:06:59";="590781902";3;321;9147.035919;7425.9114034;0;0;0;2023.7;X590781902;07SEP23;20:06:41
"mco";"dgf";"2023";"7";"2023/09/07 20:06:59";="590781902";4;302;8605.622578;7083.9661354;0;0;0;2023.7;X590781902;07SEP23;20:06:41
"mco";"dgf";"2023";"7";"2023/09/07 20:06:59";="590781902";5;353;10058.889967;8263.67731;0;0;0;2023.7;X590781902;07SEP23;20:06:41
"mco";"dgf";"2023";"7";"2023/09/07 20:06:59";="590781902";6;308;8776.595212;7140.9570134;0;0;0;2023.7;X590781902;07SEP23;20:06:41
"mco";"dgf";"2023";"7";"2023/09/07 20:06:59";="590781902";7;259;7380.318701;6052.4312436;0;0;0;2023.7;X590781902;07SEP23;20:06:41
