"champ";"statut";"annee";"periode";"date du resultat";"ipe";mod_ent;tum1;eff;nbchir;chirurg0;nbmutrf;nbdom;nbdc;nb0j;nbj;agem;type;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 14:33:30";="800000093";DOM;CA;397;274;274;2;395;0;397;0;54.309823678;DOM;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:30";="800000093";DOM;HP;177;0;0;0;177;0;177;0;71.661016949;DOM;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:30";="800000093";DOM;UHCD;1;0;0;0;1;0;0;1;77;DOM;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:30";="800000093";DOM;ZAUM;371;117;94;11;359;1;30;646;57.663072776;DOM;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:30";="800000093";TRMUT;CA;20;0;0;1;19;0;20;0;80.55;TRMUT;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:30";="800000093";TRMUT;HP;2;0;0;0;2;0;2;0;59;TRMUT;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:30";="800000093";TRMUT;SC;1;0;0;0;1;0;0;33;70;TRMUT;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:30";="800000093";TRMUT;UHCD;2;0;0;2;0;0;0;16;87.5;TRMUT;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:30";="800000093";TRMUT;ZAUM;66;3;1;30;28;8;0;702;75.878787879;TRMUT;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:30";="800000093";URG;CA;2;0;0;0;2;0;2;0;79.5;URG;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:30";="800000093";URG;HP;1;0;0;0;1;0;1;0;88;URG;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:30";="800000093";URG;SC;21;3;2;11;9;1;1;369;66.761904762;URG;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:30";="800000093";URG;UHCD;861;11;4;204;623;34;157;2392;63.824622532;URG;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:30";="800000093";URG;ZAUM;630;128;50;167;435;28;17;5124;75.519047619;URG;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:52:00";="600100713";DOM;CA;1830;1263;1259;2;1828;0;1725;172;51.510382514;DOM;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:00";="600100713";DOM;HP;1463;171;171;7;1451;5;1411;370;60.394956882;DOM;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:00";="600100713";DOM;REA;7;0;0;3;4;0;0;120;64.714285714;DOM;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:00";="600100713";DOM;SC;5;0;0;1;4;0;0;29;47.6;DOM;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:00";="600100713";DOM;SI;36;1;1;8;25;3;2;207;65.166666667;DOM;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:00";="600100713";DOM;UHCD;143;8;1;29;100;14;5;683;58.837455695;DOM;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:00";="600100713";DOM;ZAUM;2431;829;330;193;2142;96;65;11835;61.138174155;DOM;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:00";="600100713";TRMUT;HP;2;0;0;1;1;0;2;0;90;TRMUT;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:00";="600100713";TRMUT;REA;39;3;0;16;14;9;4;520;60.743589744;TRMUT;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:00";="600100713";TRMUT;SC;10;0;0;3;7;0;1;107;54.7;TRMUT;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:00";="600100713";TRMUT;SI;49;6;1;9;39;1;2;317;69.530612245;TRMUT;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:00";="600100713";TRMUT;UHCD;3;0;0;2;1;0;0;6;71;TRMUT;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:00";="600100713";TRMUT;ZAUM;264;35;11;90;140;34;2;2873;64.189310917;TRMUT;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:00";="600100713";URG;CA;7;5;5;1;6;0;6;11;32.857142857;URG;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:00";="600100713";URG;HP;2;0;0;0;2;0;2;0;2.9739726027;URG;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:00";="600100713";URG;REA;89;6;4;27;38;24;6;1508;61.550561798;URG;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:00";="600100713";URG;SC;41;1;0;12;29;0;0;324;47;URG;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:00";="600100713";URG;SI;271;16;4;57;200;14;4;2064;67.306273063;URG;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:00";="600100713";URG;UHCD;1829;75;26;362;1278;189;122;10527;57.997392092;URG;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:00";="600100713";URG;ZAUM;4030;615;175;556;3231;243;61;28529;50.683346137;URG;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:59:18";="020000048";DOM;ZAUM;120;0;0;19;91;10;3;1940;80.308333333;DOM;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:18";="020000048";TRMUT;ZAUM;280;0;0;104;106;70;3;3940;81.114285714;TRMUT;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:42:22";="590782215";DOM;CA;5787;4298;4291;77;5709;1;5368;922;45.481081119;DOM;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:22";="590782215";DOM;HP;5561;683;675;22;5531;8;4568;2589;53.768617549;DOM;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:22";="590782215";DOM;REA;9;3;0;2;5;2;1;96;60.222222222;DOM;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:22";="590782215";DOM;SC;3;0;0;1;2;0;0;9;22.333333333;DOM;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:22";="590782215";DOM;SI;105;19;3;19;78;8;3;728;66.085714286;DOM;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:22";="590782215";DOM;UHCD;4;2;2;1;3;0;3;12;37.5;DOM;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:22";="590782215";DOM;ZAUM;8843;3690;2806;451;8308;84;1851;29007;57.587193957;DOM;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:22";="590782215";TRMUT;CA;17;11;11;2;15;0;16;1;51.764705882;TRMUT;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:22";="590782215";TRMUT;HP;211;2;2;205;4;2;183;67;68.563981043;TRMUT;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:22";="590782215";TRMUT;REA;48;12;6;26;6;16;0;804;56.875;TRMUT;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:22";="590782215";TRMUT;SC;31;1;0;23;7;1;0;400;54.551922227;TRMUT;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:22";="590782215";TRMUT;SI;167;19;4;81;82;4;41;1180;65.041916168;TRMUT;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:22";="590782215";TRMUT;UHCD;2;0;0;1;0;1;0;60;55.5;TRMUT;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:22";="590782215";TRMUT;ZAUM;729;140;47;379;313;37;221;4239;65.140481425;TRMUT;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:22";="590782215";URG;CA;220;165;154;5;214;1;191;136;42.377272727;URG;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:22";="590782215";URG;HP;28;4;4;0;28;0;21;36;40.25;URG;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:22";="590782215";URG;REA;145;42;22;57;44;44;6;2130;60.324137931;URG;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:22";="590782215";URG;SC;391;16;3;88;290;13;7;2384;27.27805066;URG;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:22";="590782215";URG;SI;801;75;11;136;631;34;27;6047;66.679151061;URG;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:22";="590782215";URG;UHCD;7392;157;46;1018;6107;267;2736;17447;48.033481587;URG;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:22";="590782215";URG;ZAUM;7436;1706;664;779;6354;303;319;48580;51.774074292;URG;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 16:58:02";="620100685";;REA;1;0;0;0;0;1;1;0;75;;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:02";="620100685";DOM;CA;4863;3323;3323;3;4860;0;4855;8;52.438417573;DOM;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:02";="620100685";DOM;HP;3126;817;817;2;3123;1;3116;24;48.861632442;DOM;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:02";="620100685";DOM;REA;34;2;1;9;14;11;6;351;54.617647059;DOM;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:02";="620100685";DOM;SC;40;1;0;7;32;1;2;238;25.02;DOM;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:02";="620100685";DOM;SI;141;20;5;28;106;7;6;709;65.80141844;DOM;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:02";="620100685";DOM;UHCD;9;2;1;1;7;1;1;46;64.666666667;DOM;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:02";="620100685";DOM;ZAUM;4894;1552;964;292;4513;89;1053;16136;57.566205754;DOM;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:02";="620100685";TRMUT;CA;1;1;1;0;1;0;1;0;70;TRMUT;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:02";="620100685";TRMUT;HP;3;2;2;3;0;0;3;0;67.666666667;TRMUT;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:02";="620100685";TRMUT;REA;21;4;1;10;3;8;2;163;55.19047619;TRMUT;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:02";="620100685";TRMUT;SC;22;0;0;8;14;0;0;245;28.160398506;TRMUT;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:02";="620100685";TRMUT;SI;73;14;3;31;37;5;2;641;66.178082192;TRMUT;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:02";="620100685";TRMUT;UHCD;3;0;0;3;0;0;0;3;59;TRMUT;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:02";="620100685";TRMUT;ZAUM;850;73;19;577;231;42;465;3867;64.823132957;TRMUT;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:02";="620100685";URG;CA;22;10;8;1;21;0;20;2;32.409090909;URG;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:02";="620100685";URG;HP;72;2;2;13;53;6;6;513;81.698858447;URG;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:02";="620100685";URG;REA;181;28;7;69;71;41;7;1955;55.596685083;URG;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:02";="620100685";URG;SC;442;23;8;51;374;17;12;2325;21.497415236;URG;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:02";="620100685";URG;SI;691;61;2;138;505;48;8;5778;67.02894356;URG;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:02";="620100685";URG;UHCD;4536;24;5;651;3723;162;1637;8251;61.590388007;URG;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:02";="620100685";URG;ZAUM;4001;731;231;348;3458;195;125;26586;45.316903651;URG;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:53:31";="800000069";DOM;HP;1144;4;4;1;1140;3;1126;65;53.983391608;DOM;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:31";="800000069";DOM;UHCD;6;0;0;2;4;0;2;7;42.333333333;DOM;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:31";="800000069";DOM;ZAUM;341;0;0;25;313;3;4;1040;57.935483871;DOM;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:31";="800000069";TRMUT;HP;5;0;0;5;0;0;5;0;73.6;TRMUT;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:31";="800000069";TRMUT;SC;7;0;0;4;3;0;0;139;73.428571429;TRMUT;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:31";="800000069";TRMUT;ZAUM;57;0;0;33;16;8;1;450;75.263157895;TRMUT;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:31";="800000069";URG;SC;46;0;0;15;29;2;0;485;69.717391304;URG;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:31";="800000069";URG;UHCD;446;0;0;139;287;20;114;1501;63.529147982;URG;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:31";="800000069";URG;ZAUM;463;0;0;120;319;24;4;3961;77.69762419;URG;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 08:06:28";="020000071";DOM;ZAUM;82;0;0;30;45;7;4;1240;80.926829268;DOM;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:28";="020000071";TRMUT;ZAUM;84;0;0;23;39;22;1;1463;80.773809524;TRMUT;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:28";="020000071";URG;ZAUM;60;0;0;21;34;5;0;748;83.316666667;URG;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:18:24";="600100721";DOM;CA;2003;1220;1219;3;1999;1;1968;66;49.42685971;DOM;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:24";="600100721";DOM;HP;875;2;1;9;861;5;683;429;49.902462622;DOM;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:24";="600100721";DOM;REA;24;0;0;8;10;6;1;229;56.458333333;DOM;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:24";="600100721";DOM;SI;81;8;1;8;67;6;3;490;66.185185185;DOM;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:24";="600100721";DOM;UHCD;192;5;2;36;143;13;12;1271;71.197916667;DOM;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:24";="600100721";DOM;ZAUM;3243;1392;684;166;3021;56;97;13514;61.942901677;DOM;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:24";="600100721";TRMUT;CA;2;1;1;0;2;0;1;1;67;TRMUT;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:24";="600100721";TRMUT;HP;2;0;0;0;1;1;1;45;70;TRMUT;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:24";="600100721";TRMUT;REA;24;2;0;12;6;6;0;458;68.75;TRMUT;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:24";="600100721";TRMUT;SC;2;0;0;2;0;0;0;10;77.5;TRMUT;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:24";="600100721";TRMUT;SI;45;4;0;14;30;1;1;467;67.777777778;TRMUT;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:24";="600100721";TRMUT;UHCD;16;2;1;6;5;5;5;53;68.1875;TRMUT;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:24";="600100721";TRMUT;ZAUM;489;83;5;164;274;51;7;5779;71.263607586;TRMUT;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:24";="600100721";URG;CA;11;10;10;0;11;0;8;3;41.727272727;URG;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:24";="600100721";URG;REA;136;19;10;40;72;24;6;2178;64.110294118;URG;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:24";="600100721";URG;SC;23;3;2;4;19;0;0;236;56.956521739;URG;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:24";="600100721";URG;SI;401;25;0;55;336;10;3;2984;66.670822943;URG;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:24";="600100721";URG;UHCD;1829;51;4;302;1375;152;139;12398;69.185347184;URG;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:24";="600100721";URG;ZAUM;4106;786;295;522;3392;192;62;30598;56.332487706;URG;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:14:54";="620100057";DOM;CA;2152;1461;1460;18;2134;0;2089;99;49.247211896;DOM;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:54";="620100057";DOM;HP;2911;6;4;10;2900;1;2713;366;55.845110893;DOM;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:54";="620100057";DOM;REA;13;1;0;7;2;4;1;198;62.846153846;DOM;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:54";="620100057";DOM;SC;25;1;1;1;24;0;0;141;11.079013699;DOM;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:54";="620100057";DOM;SI;33;0;0;6;26;1;3;164;61.090909091;DOM;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:54";="620100057";DOM;UHCD;20;0;0;1;17;2;6;72;51.71630137;DOM;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:54";="620100057";DOM;ZAUM;1937;676;611;140;1774;23;183;6610;60.712727633;DOM;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:54";="620100057";TRMUT;CA;158;0;0;157;1;0;158;0;64.436708861;TRMUT;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:54";="620100057";TRMUT;HP;8;0;0;7;1;0;7;1;81.375;TRMUT;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:54";="620100057";TRMUT;REA;14;3;1;6;6;2;0;342;63.142857143;TRMUT;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:54";="620100057";TRMUT;SC;10;1;0;4;6;0;0;143;38.636712329;TRMUT;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:54";="620100057";TRMUT;SI;31;0;0;11;19;1;0;168;67.193548387;TRMUT;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:54";="620100057";TRMUT;UHCD;3;1;1;3;0;0;1;6;46.333333333;TRMUT;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:54";="620100057";TRMUT;ZAUM;114;6;1;41;67;6;2;871;65.87421293;TRMUT;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:54";="620100057";URG;CA;19;17;16;0;19;0;17;3;30.736842105;URG;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:54";="620100057";URG;REA;49;3;2;13;28;8;1;721;61.673469388;URG;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:54";="620100057";URG;SC;339;3;0;26;309;4;5;1296;9.5492544551;URG;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:54";="620100057";URG;SI;243;10;0;46;189;8;8;1640;68.407407407;URG;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:54";="620100057";URG;UHCD;3263;121;33;499;2638;126;846;10365;55.730070235;URG;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:54";="620100057";URG;ZAUM;3334;464;174;518;2654;162;49;21853;58.775617753;URG;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:21:04";="600101984";DOM;CA;2566;1580;1579;3;2563;0;2476;157;55.513250195;DOM;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:04";="600101984";DOM;HP;1175;138;135;11;1154;10;1113;470;48.487526669;DOM;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:04";="600101984";DOM;REA;33;0;0;12;10;11;3;518;56.848484848;DOM;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:04";="600101984";DOM;SC;30;0;0;3;27;0;1;140;5.6410958904;DOM;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:04";="600101984";DOM;SI;75;7;2;13;58;4;4;520;67.506666667;DOM;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:04";="600101984";DOM;UHCD;123;1;1;1;122;0;36;172;5.5719790623;DOM;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:04";="600101984";DOM;ZAUM;3454;780;617;219;3177;58;536;11922;54.519402559;DOM;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:04";="600101984";TRMUT;CA;3;1;1;3;0;0;2;1;83.333333333;TRMUT;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:04";="600101984";TRMUT;HP;1;0;0;1;0;0;1;0;82;TRMUT;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:04";="600101984";TRMUT;REA;11;1;0;5;2;4;0;177;54.727272727;TRMUT;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:04";="600101984";TRMUT;SC;5;0;0;2;2;1;0;49;36.236164384;TRMUT;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:04";="600101984";TRMUT;SI;13;2;0;5;5;3;1;137;64.153846154;TRMUT;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:04";="600101984";TRMUT;UHCD;4;0;0;3;1;0;3;1;70.5;TRMUT;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:04";="600101984";TRMUT;ZAUM;533;20;7;228;250;55;22;6449;75.162404585;TRMUT;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:04";="600101984";URG;CA;5;2;2;0;5;0;3;3;34.6;URG;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:04";="600101984";URG;HP;6;0;0;0;5;1;1;29;37.333333333;URG;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:04";="600101984";URG;REA;102;6;2;37;38;27;3;2117;59.303921569;URG;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:04";="600101984";URG;SC;151;0;0;25;120;6;2;1114;26.467096072;URG;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:04";="600101984";URG;SI;285;19;1;65;205;15;11;2414;66.701754386;URG;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:04";="600101984";URG;UHCD;1081;8;3;597;421;63;305;1427;53.386230406;URG;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:04";="600101984";URG;ZAUM;3852;685;184;600;3111;141;72;29302;48.504929658;URG;2023.7;X600101984;01SEP23;12:20:52
