"champ";"statut";"annee";"periode";"date du resultat";"ipe";mod_ent;tum1;eff;nbchir;chirurg0;nbmutrf;nbdom;nbdc;nb0j;nbj;agem;type;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 14:24:41";="620025346";URG;ZAUM;1363;212;151;240;1086;37;35;6234;66.471753485;URG;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:40:13";="590001749";DOM;UHCD;6;0;0;3;3;0;6;0;68.333333333;DOM;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:13";="590001749";DOM;ZAUM;1798;1;1;210;1547;41;792;4748;59.527252503;DOM;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:13";="590001749";TRMUT;ZAUM;198;1;0;62;88;48;1;2565;80.878787879;TRMUT;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:13";="590001749";URG;UHCD;63;0;0;34;28;1;54;57;66.793650794;URG;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:13";="590001749";URG;ZAUM;433;0;0;61;330;42;4;4351;78.639722864;URG;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:46:24";="590781670";DOM;HP;137;0;0;1;136;0;135;15;72.175182482;DOM;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:24";="590781670";DOM;ZAUM;465;1;1;132;306;27;42;4169;75.95483871;DOM;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:24";="590781670";TRMUT;HP;6;0;0;6;0;0;6;0;78.5;TRMUT;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:24";="590781670";TRMUT;ZAUM;106;0;0;39;47;20;2;1337;79.5;TRMUT;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:24";="590781670";URG;ZAUM;224;0;0;61;146;17;0;2560;81.71875;URG;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:50:28";="020000261";DOM;CA;1247;904;902;2;1245;0;1183;108;52.47393745;DOM;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:28";="020000261";DOM;HP;1082;111;111;2;1080;0;1061;51;54.009275061;DOM;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:28";="020000261";DOM;REA;7;0;0;2;3;2;1;108;65;DOM;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:28";="020000261";DOM;SC;6;0;0;4;2;0;0;77;59.666666667;DOM;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:28";="020000261";DOM;SI;67;2;1;20;42;5;4;284;62.865671642;DOM;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:28";="020000261";DOM;UHCD;9;1;1;2;6;1;6;3;51.111111111;DOM;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:28";="020000261";DOM;ZAUM;2227;618;247;114;2068;45;112;8328;61.479842038;DOM;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:28";="020000261";TRMUT;CA;1;1;1;1;0;0;1;0;80;TRMUT;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:28";="020000261";TRMUT;HP;2;0;0;0;2;0;1;4;46.5;TRMUT;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:28";="020000261";TRMUT;REA;17;0;0;5;4;8;1;456;63.705882353;TRMUT;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:28";="020000261";TRMUT;SC;7;0;0;2;4;1;0;98;62.285714286;TRMUT;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:28";="020000261";TRMUT;SI;92;4;0;60;31;1;0;409;65.260869565;TRMUT;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:28";="020000261";TRMUT;ZAUM;215;5;1;78;104;33;3;1777;69.864313476;TRMUT;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:28";="020000261";URG;CA;1;1;1;0;1;0;0;1;57;URG;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:28";="020000261";URG;HP;2;0;0;0;2;0;2;0;3;URG;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:28";="020000261";URG;REA;62;3;2;18;28;16;1;850;63.983870968;URG;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:28";="020000261";URG;SC;56;3;1;8;41;7;1;527;59.553571429;URG;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:28";="020000261";URG;SI;394;11;0;72;302;20;11;2939;67.88071066;URG;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:28";="020000261";URG;UHCD;1152;20;9;347;776;29;524;2037;54.770833333;URG;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:28";="020000261";URG;ZAUM;3424;394;154;398;2815;211;55;24722;57.225012002;URG;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";DOM;CA;748;574;574;1;747;0;747;1;57.63368984;DOM;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";DOM;HP;3813;69;69;0;3813;0;3807;21;59.160359118;DOM;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";DOM;REA;3;1;1;0;2;1;0;66;63;DOM;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";DOM;SC;1;0;0;1;0;0;0;203;44;DOM;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";DOM;SI;19;0;0;0;17;2;0;182;63.631578947;DOM;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";DOM;UHCD;75;0;0;0;75;0;65;10;54.826666667;DOM;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";DOM;ZAUM;3957;660;344;219;3712;26;944;10449;55.040360589;DOM;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";TRMUT;HP;1;0;0;1;0;0;1;0;77;TRMUT;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";TRMUT;REA;46;5;3;21;16;9;2;543;63.52173913;TRMUT;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";TRMUT;SC;14;1;0;5;6;3;0;155;62.357142857;TRMUT;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";TRMUT;SI;49;9;0;18;30;1;0;768;58.87755102;TRMUT;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";TRMUT;UHCD;20;0;0;20;0;0;20;0;59.25;TRMUT;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";TRMUT;ZAUM;430;44;6;133;220;77;11;4319;63.603867474;TRMUT;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";URG;HP;1;0;0;0;1;0;1;0;24;URG;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";URG;REA;26;3;3;4;12;10;2;189;55;URG;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";URG;SC;3;0;0;0;2;1;0;9;60.666666667;URG;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";URG;SI;7;0;0;0;7;0;1;49;59.428571429;URG;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";URG;UHCD;1002;1;1;10;992;0;947;55;50.701189402;URG;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";URG;ZAUM;7662;542;148;1393;5907;362;678;38644;56.2893765;URG;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:39:55";="620027839";DOM;HP;19;0;0;0;19;0;19;0;62.684210526;DOM;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";DOM;CA;1248;797;797;0;1248;0;1248;0;53.740384615;DOM;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";DOM;HP;4348;344;344;3;4345;0;4348;0;57.083486661;DOM;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";DOM;REA;34;2;1;9;18;7;1;361;58.529411765;DOM;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";DOM;SC;11;1;0;3;6;2;0;146;66;DOM;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";DOM;SI;192;17;5;8;172;12;11;1044;65.859375;DOM;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";DOM;UHCD;267;13;6;43;215;9;173;997;61.617977528;DOM;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";DOM;ZAUM;3359;1295;531;109;3227;23;174;12517;65.155403394;DOM;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";TRMUT;CA;3;0;0;1;2;0;3;0;40.666666667;TRMUT;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";TRMUT;HP;37;2;2;19;18;0;37;0;67.756756757;TRMUT;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";TRMUT;REA;61;3;2;22;23;16;2;1063;63;TRMUT;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";TRMUT;SC;22;3;2;6;14;2;1;213;64.409090909;TRMUT;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";TRMUT;SI;233;19;4;21;206;6;10;1413;64.570815451;TRMUT;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";TRMUT;UHCD;7;0;0;3;3;1;3;44;73.428571429;TRMUT;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";TRMUT;ZAUM;580;137;31;68;496;16;18;4423;64.503448276;TRMUT;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";URG;CA;8;8;8;0;8;0;8;0;34.125;URG;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";URG;REA;44;9;3;11;23;10;1;536;63.659090909;URG;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";URG;SC;20;1;1;4;14;2;0;194;65.45;URG;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";URG;SI;218;14;1;16;183;19;4;1801;69.288990826;URG;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";URG;UHCD;2700;95;32;254;2374;72;1166;6958;61.975056317;URG;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";URG;ZAUM;2108;409;95;187;1835;86;28;14516;71.127134725;URG;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";DOM;CA;904;414;414;0;903;1;876;50;57.188053097;DOM;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";DOM;HP;284;43;43;0;284;0;122;202;57.207746479;DOM;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";DOM;SC;12;0;0;7;5;0;0;62;73.75;DOM;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";DOM;SI;68;0;0;28;40;0;1;373;69.176470588;DOM;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";DOM;UHCD;5;0;0;1;2;2;5;0;63.6;DOM;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";DOM;ZAUM;440;76;47;39;396;5;10;1968;66.261363636;DOM;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";TRMUT;HP;1;0;0;0;1;0;1;0;68;TRMUT;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";TRMUT;SC;6;0;0;0;6;0;0;48;78.166666667;TRMUT;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";TRMUT;SI;13;0;0;7;6;0;0;110;68.076923077;TRMUT;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";TRMUT;UHCD;1;0;0;1;0;0;1;0;94;TRMUT;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";TRMUT;ZAUM;188;3;0;46;140;2;0;1168;72.994680851;TRMUT;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";URG;CA;3;3;3;0;3;0;2;1;57;URG;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";URG;HP;1;0;0;0;1;0;1;0;46;URG;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";URG;SC;12;0;0;8;4;0;0;129;80.333333333;URG;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";URG;SI;185;0;0;68;114;3;1;1358;68.951351351;URG;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";URG;UHCD;652;5;1;191;426;35;92;2390;63.794478528;URG;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";URG;ZAUM;1017;16;3;238;746;33;5;7647;73.896755162;URG;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 10:32:23";="590797353";DOM;CA;2697;2263;2263;0;2697;0;2696;13;35.625721121;DOM;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:23";="590797353";DOM;HP;7578;220;220;1;7577;0;7500;324;29.901612816;DOM;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:23";="590797353";DOM;SC;63;35;17;4;58;1;3;495;30.336855838;DOM;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:23";="590797353";DOM;UHCD;304;1;0;28;272;4;156;1015;44.283480534;DOM;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:23";="590797353";DOM;ZAUM;2974;717;613;40;2857;77;297;15660;51.943572146;DOM;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:23";="590797353";TRMUT;SC;17;1;1;1;13;3;0;248;54.361966156;TRMUT;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:23";="590797353";TRMUT;UHCD;6;0;0;3;3;0;3;3;47.833333333;TRMUT;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:23";="590797353";TRMUT;ZAUM;147;14;8;16;115;16;2;1492;58.994856025;TRMUT;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:23";="590797353";URG;CA;50;40;40;0;50;0;50;0;34.644493151;URG;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:23";="590797353";URG;SC;324;17;10;32;274;18;9;2222;35.091552511;URG;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:23";="590797353";URG;UHCD;5007;31;5;594;4343;70;2040;8683;40.964486431;URG;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:23";="590797353";URG;ZAUM;2649;512;395;98;2490;61;151;14740;43.99515144;URG;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:29:02";="590782421";DOM;CA;3081;2000;2000;0;3081;0;3081;0;43.703917515;DOM;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:02";="590782421";DOM;HP;4972;201;201;4;4968;0;4866;374;48.830017413;DOM;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:02";="590782421";DOM;REA;36;0;0;14;12;10;3;540;59.194444444;DOM;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:02";="590782421";DOM;SC;12;0;0;0;12;0;1;64;19.010273973;DOM;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:02";="590782421";DOM;SI;134;16;3;10;114;10;8;741;65.843283582;DOM;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:02";="590782421";DOM;ZAUM;4459;1818;1201;171;4224;64;484;17097;56.539045858;DOM;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:02";="590782421";TRMUT;HP;3;0;0;2;1;0;3;0;56.333333333;TRMUT;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:02";="590782421";TRMUT;REA;13;0;0;9;2;2;0;302;60;TRMUT;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:02";="590782421";TRMUT;SC;7;0;0;2;3;2;0;110;63.571428571;TRMUT;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:02";="590782421";TRMUT;SI;38;10;5;14;23;1;1;204;69.315789474;TRMUT;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:02";="590782421";TRMUT;ZAUM;323;23;6;140;107;76;11;2502;67.191102252;TRMUT;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:02";="590782421";URG;CA;24;11;11;0;24;0;24;0;36.083333333;URG;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:02";="590782421";URG;HP;1;0;0;0;1;0;1;0;49;URG;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:02";="590782421";URG;REA;205;23;9;31;150;24;1;2965;61.336585366;URG;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:02";="590782421";URG;SC;350;16;5;40;300;10;6;2267;25.264469667;URG;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:02";="590782421";URG;SI;631;30;2;118;480;33;24;4493;69.190174326;URG;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:02";="590782421";URG;UHCD;2628;0;0;405;2146;77;1130;1626;48.969787953;URG;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:02";="590782421";URG;ZAUM;6154;1046;311;699;5223;232;131;43062;49.711290574;URG;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:11:25";="800000051";DOM;HP;106;0;0;0;106;0;106;0;55.70754717;DOM;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:25";="800000051";DOM;ZAUM;304;0;0;72;223;9;30;2574;66.891447368;DOM;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:25";="800000051";TRMUT;HP;1;0;0;1;0;0;1;0;73;TRMUT;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:25";="800000051";TRMUT;ZAUM;37;0;0;19;12;6;1;362;73.189189189;TRMUT;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:25";="800000051";URG;ZAUM;49;0;0;10;39;0;0;557;75.489795918;URG;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 13:41:55";="800000135";DOM;ZAUM;65;0;0;21;36;8;0;1013;70.8;DOM;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:55";="800000135";TRMUT;ZAUM;116;0;0;47;26;43;0;2432;78.206896552;TRMUT;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:55";="800000135";URG;ZAUM;9;0;0;4;5;0;0;122;87.777777778;URG;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:10:59";="590782165";DOM;CA;2075;824;824;1;2074;0;2075;0;44.222650602;DOM;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:59";="590782165";DOM;HP;757;1;1;0;757;0;757;0;57.581241744;DOM;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:59";="590782165";DOM;SC;19;1;0;5;14;0;0;263;67.947368421;DOM;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:59";="590782165";DOM;UHCD;228;1;0;31;196;1;116;269;55.26754386;DOM;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:59";="590782165";DOM;ZAUM;1490;765;489;99;1376;15;108;6841;61.583892617;DOM;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:59";="590782165";TRMUT;CA;1;1;1;0;1;0;1;0;92;TRMUT;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:59";="590782165";TRMUT;HP;3;0;0;1;2;0;3;0;69.666666667;TRMUT;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:59";="590782165";TRMUT;SC;19;0;0;5;12;2;0;344;60.947368421;TRMUT;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:59";="590782165";TRMUT;ZAUM;92;16;10;45;42;5;2;852;69.184782609;TRMUT;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:59";="590782165";URG;CA;92;52;52;0;92;0;92;0;43.293478261;URG;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:59";="590782165";URG;HP;22;0;0;0;22;0;22;0;52.136363636;URG;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:59";="590782165";URG;SC;93;4;1;23;63;7;0;1088;66.129032258;URG;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:59";="590782165";URG;UHCD;1798;12;5;277;1512;9;956;1871;53.47942158;URG;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:59";="590782165";URG;ZAUM;2028;426;213;402;1549;77;24;17959;68.945266272;URG;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";DOM;CA;1138;830;830;2;1136;0;1100;63;43.446397188;DOM;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";DOM;HP;2781;232;228;4;2776;1;2734;230;54.825257496;DOM;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";DOM;REA;3;0;0;0;2;1;1;27;54.666666667;DOM;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";DOM;SC;2;0;0;0;1;1;0;24;75;DOM;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";DOM;SI;17;3;0;6;11;0;0;71;67.647058824;DOM;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";DOM;UHCD;7;1;0;1;6;0;0;21;52.714285714;DOM;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";DOM;ZAUM;1553;576;344;99;1424;30;84;7727;59.184046785;DOM;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";TRMUT;CA;11;0;0;11;0;0;11;0;85.545454545;TRMUT;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";TRMUT;HP;2;0;0;0;2;0;2;0;87;TRMUT;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";TRMUT;REA;6;0;0;4;0;2;0;52;65.333333333;TRMUT;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";TRMUT;SC;9;0;0;4;4;1;0;126;59.888888889;TRMUT;2023.7;X620101360;30AUG23;14:38:44
