"champ";"statut";"annee";"periode";"date du resultat";"ipe";let_ghm;adnp_11;adnp_10;adnp_21;adnp_20;adnp_v1;adnp_v0;adnp_x1;adnp_x0;Total_Dans;Total_Hors;Total;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/08 14:41:14";="800000036";M;0;0;0;13;0;0;0;0;0;13;13;2023.7;X800000036;08AUG23;14:40:54
"mco";"dgf";"2023";"7";"2023/08/08 14:41:14";="800000036";Z;0;0;0;0;0;18;0;0;0;18;18;2023.7;X800000036;08AUG23;14:40:54
"mco";"dgf";"2023";"7";"2023/08/11 08:31:11";="600100168";C;0;0;0;1;0;388;0;0;0;389;389;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:11";="600100168";K;0;0;0;0;0;67;0;0;0;67;67;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:11";="600100168";M;0;0;0;1;0;1505;0;0;0;1506;1506;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:11";="600100168";Z;0;0;0;0;0;644;0;0;0;644;644;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/18 15:14:59";="020000022";M;0;0;0;6;0;69;0;0;0;75;75;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:14:59";="020000022";Z;0;0;0;2;0;46;0;0;0;48;48;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/22 19:10:00";="590782439";K;0;0;0;0;0;1;0;0;0;1;1;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:00";="590782439";M;0;16;0;186;0;155;0;0;0;357;357;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:00";="590782439";Z;0;0;0;2;0;3;0;0;0;5;5;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/23 11:54:58";="590049565";Z;0;0;0;0;0;3;0;0;0;3;3;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/24 14:38:28";="020000253";C;0;0;0;0;0;810;0;0;0;810;810;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:28";="020000253";K;0;0;0;0;0;564;0;0;0;564;564;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:28";="020000253";M;0;0;0;59;0;2420;0;0;0;2479;2479;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:28";="020000253";Z;0;0;0;2;0;3432;0;0;0;3434;3434;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/25 10:37:48";="620003376";C;0;0;0;0;0;2973;0;0;0;2973;2973;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:48";="620003376";K;0;0;0;0;0;3225;0;0;0;3225;3225;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:48";="620003376";M;0;0;0;3;0;955;0;0;0;958;958;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:48";="620003376";Z;0;0;0;0;0;1155;0;0;0;1155;1155;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 12:05:50";="620101337";C;0;0;0;0;0;1312;0;0;0;1312;1312;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:50";="620101337";K;0;0;0;1;0;1098;0;0;0;1099;1099;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:50";="620101337";M;0;0;0;2;0;1970;0;0;0;1972;1972;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:50";="620101337";Z;0;0;0;0;0;2667;0;0;0;2667;2667;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 14:46:54";="800000077";M;0;0;0;0;0;7;0;0;0;7;7;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:46:54";="800000077";Z;0;0;0;0;0;317;0;0;0;317;317;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/28 12:10:04";="590782645";M;0;0;0;0;0;1;0;0;0;1;1;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:04";="590782645";Z;0;0;0;0;0;5;0;0;0;5;5;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:51:28";="600100572";M;0;0;0;0;0;1;0;0;0;1;1;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 15:44:35";="020004495";M;0;0;0;1;0;899;0;0;0;900;900;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:35";="020004495";Z;0;0;0;0;0;82;0;0;0;82;82;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/29 09:24:35";="020000055";M;0;0;0;0;0;1;0;0;0;1;1;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:28:36";="590782652";C;0;0;0;901;0;101;0;0;0;1002;1002;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:36";="590782652";K;0;1;0;346;0;47;0;0;0;394;394;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:36";="590782652";M;0;2;0;642;0;1021;0;0;0;1665;1665;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:36";="590782652";Z;0;1;0;658;0;65;0;0;0;724;724;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:48:49";="590780052";Z;0;0;0;929;0;0;0;0;0;929;929;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 10:19:40";="600100648";C;0;6;0;0;0;265;0;0;0;271;271;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:40";="600100648";K;0;2;0;0;0;200;0;0;0;202;202;2023.7;X600100648;29AUG23;10:19:13
