"champ";"statut";"annee";"periode";"date du resultat";"ipe";code;mois;nb;mnt_br;mnt_remb;nb_fides;mnt_br_fides;mnt_remb_fides;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/24 12:29:49";="020000253";SUF;5;664;6978.64;6978.64;0;0;0;2023.7;X020000253;24AUG23;12:29:35
"mco";"dgf";"2023";"7";"2023/08/24 12:29:49";="020000253";SUM;1;290;3671.4;3671.4;0;0;0;2023.7;X020000253;24AUG23;12:29:35
"mco";"dgf";"2023";"7";"2023/08/24 12:29:49";="020000253";SUM;2;289;3658.74;3658.74;0;0;0;2023.7;X020000253;24AUG23;12:29:35
"mco";"dgf";"2023";"7";"2023/08/24 12:29:49";="020000253";SUM;3;192;2403.84;2403.84;0;0;0;2023.7;X020000253;24AUG23;12:29:35
"mco";"dgf";"2023";"7";"2023/08/24 12:29:49";="020000253";SUM;4;327;4094.04;4094.04;0;0;0;2023.7;X020000253;24AUG23;12:29:35
"mco";"dgf";"2023";"7";"2023/08/24 12:29:49";="020000253";SUM;5;289;3618.28;3618.28;0;0;0;2023.7;X020000253;24AUG23;12:29:35
"mco";"dgf";"2023";"7";"2023/08/24 12:29:49";="020000253";SUN;1;245;9628.5;9628.5;0;0;0;2023.7;X020000253;24AUG23;12:29:35
"mco";"dgf";"2023";"7";"2023/08/24 12:29:49";="020000253";SUN;2;229;8999.7;8999.7;0;0;0;2023.7;X020000253;24AUG23;12:29:35
"mco";"dgf";"2023";"7";"2023/08/24 12:29:49";="020000253";SUN;3;101;4004.65;4004.65;0;0;0;2023.7;X020000253;24AUG23;12:29:35
"mco";"dgf";"2023";"7";"2023/08/24 12:29:49";="020000253";SUN;4;262;10388.3;10388.3;0;0;0;2023.7;X020000253;24AUG23;12:29:35
"mco";"dgf";"2023";"7";"2023/08/24 12:29:49";="020000253";SUN;5;271;10745.15;10745.15;0;0;0;2023.7;X020000253;24AUG23;12:29:35
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";CFU;1;442;4915.04;4915.04;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";CFU;2;338;3758.56;3758.56;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";CFU;3;419;4659.28;4659.28;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";CFU;4;373;4147.76;4147.76;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";CFU;5;435;4837.2;4837.2;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";CFU;6;405;4503.6;4503.6;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";CFU;7;385;4281.2;4281.2;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FPX;1;67;1313.87;1313.87;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FPX;2;92;1804.12;1804.12;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FPX;3;82;1608.02;1608.018039;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FPX;4;86;1686.46;1686.456078;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FPX;5;115;2255.15;2255.144117;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FPX;6;155;3039.55;3039.540195;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FPX;7;137;2686.57;2686.568039;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU1;1;175;4817.75;4817.75;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU1;2;150;4129.5;4129.5;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU1;3;208;6194.24;6194.24;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU1;4;171;5092.38;5092.38;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU1;5;243;7236.54;7236.54;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU1;6;235;6998.3;6998.3;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU1;7;144;4288.32;4288.32;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU2;1;758;26689.18;26689.18;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU2;2;641;22569.61;22548.484;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU2;3;802;27925.64;27925.64;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU2;4;714;24861.48;24861.48;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU2;5;891;31024.62;31024.62;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU2;6;850;29597;29597;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU2;7;768;26741.76;26734.796;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU3;1;484;19897.24;19897.24;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU3;2;472;19403.92;19403.92;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU3;3;536;21799.12;21799.12;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU3;4;459;18667.53;18667.53;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU3;5;513;20863.71;20863.71;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU3;6;613;24930.71;24930.71;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU3;7;534;21717.78;21717.78;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU4;1;174;8572.98;8572.98;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU4;2;129;6355.83;6355.83;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU4;3;125;6092.5;6092.5;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU4;4;148;7213.52;7213.52;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU4;5;179;8724.46;8724.46;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU4;6;173;8432.02;8432.02;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";FU4;7;162;7895.88;7895.88;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SAS;1;1;24.56;24.56;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SAS;5;2;49.56;49.56;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SB2;1;273;14226.03;14226.03;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SB2;2;209;10890.99;10890.99;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SB2;3;253;13221.78;13221.78;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SB2;4;226;11810.76;11810.76;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SB2;5;254;13274.04;13274.04;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SB2;6;216;11288.16;11288.16;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SB2;7;195;10190.7;10180.248;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SB3;1;300;16281;16281;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SB3;2;261;14164.47;14164.47;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SB3;3;284;15580.24;15580.24;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SB3;4;247;13550.42;13550.42;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SB3;5;257;14099.02;14099.02;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SB3;6;290;15909.4;15909.4;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SB3;7;249;13660.14;13660.14;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SIC;3;1;53.95;53.95;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SIC;4;1;53.95;53.95;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SIC;7;1;53.95;53.95;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SIM;1;546;18558.54;18558.54;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SIM;2;457;15533.43;15533.43;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SIM;3;589;20196.81;20196.81;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SIM;4;600;20574;20574;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SIM;5;692;23728.68;23728.68;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SIM;6;604;20711.16;20711.16;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SIM;7;458;15704.82;15704.82;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SSF;1;60;1123.8;1123.8;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SSF;2;57;1067.61;1067.61;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SSF;3;73;1378.97;1378.97;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SSF;4;90;1700.1;1700.1;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SSF;5;125;2361.25;2361.25;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SSF;6;45;850.05;850.05;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SSF;7;71;1341.19;1341.19;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SSN;1;83;2050.93;2050.93;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SSN;2;80;1976.8;1976.8;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SSN;3;112;2792.16;2792.16;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SSN;4;126;3141.18;3141.18;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SSN;5;130;3240.9;3240.9;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SSN;6;122;3041.46;3041.46;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SSN;7;101;2517.93;2517.93;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SU2;1;1;14.53;14.53;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SU3;1;36;697.68;697.68;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SU3;2;30;581.4;581.4;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SU3;3;46;881.82;881.82;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SU3;4;26;498.42;498.42;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SU3;5;42;805.14;805.14;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SU3;6;28;536.76;536.76;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SU3;7;7;134.19;134.19;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUB;1;10;432;432;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUB;2;7;302.4;302.4;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUB;3;12;524.16;524.16;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUB;4;4;174.72;174.72;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUB;5;10;436.8;436.8;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUB;6;9;393.12;393.12;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUB;7;5;218.4;218.4;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUF;1;294;3063.48;3063.48;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUF;2;235;2448.7;2448.7;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUF;3;298;3131.98;3131.98;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUF;4;346;3636.46;3636.46;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUF;5;479;5034.29;5034.29;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUF;6;346;3636.46;3636.46;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUF;7;370;3888.7;3886.598;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUM;1;504;6380.64;6380.64;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUM;2;374;4734.84;4734.84;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUM;3;472;5909.44;5909.44;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUM;4;400;5008;5008;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUM;5;502;6285.04;6285.04;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUM;6;520;6510.4;6510.4;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUM;7;437;5471.24;5471.24;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUN;1;276;10846.8;10846.8;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUN;2;236;9274.8;9266.94;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUN;3;273;10824.45;10824.45;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUN;4;268;10626.2;10626.2;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUN;5;289;11458.85;11458.85;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUN;6;345;13679.25;13679.25;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 10:04:30";="620003376";SUN;7;325;12886.25;12886.25;0;0;0;2023.7;X620003376;25AUG23;10:04:13
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";CFU;1;440;4892.8;4892.8;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";CFU;2;434;4826.08;4826.08;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";CFU;3;476;5293.12;5293.12;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";CFU;4;464;5159.68;5159.68;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";CFU;5;493;5482.16;5482.16;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";CFU;6;533;5926.96;5926.96;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";CFU;7;403;4481.36;4481.36;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FPX;1;82;1608.02;1608.02;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FPX;2;87;1706.07;1706.07;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FPX;3;102;2000.22;2000.218039;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FPX;4;108;2117.88;2117.88;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FPX;5;122;2392.42;2392.42;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FPX;6;87;1706.07;1706.07;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FPX;7;113;2215.93;2215.928039;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU0;3;1;50.85;50.85;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU0;4;4;203.4;203.4;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU0;5;3;152.55;152.55;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU0;6;3;152.55;152.55;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU1;1;432;11892.96;11892.96;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU1;2;404;11122.12;11122.12;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU1;3;534;15902.52;15902.52;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU1;4;441;13132.98;13132.98;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU1;5;565;16825.7;16825.7;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU1;6;554;16498.12;16498.12;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU1;7;305;9082.9;9082.9;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU2;1;977;34400.17;34400.17;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU2;2;949;33414.29;33414.29;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU2;3;1144;39834.08;39834.08;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU2;4;996;34680.72;34680.72;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU2;5;1116;38859.12;38859.12;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU2;6;1096;38162.72;38162.72;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU2;7;935;32556.7;32556.7;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU3;1;575;23638.25;23638.25;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU3;2;577;23720.47;23720.47;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU3;3;689;28021.63;28021.63;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU3;4;655;26638.85;26638.85;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU3;5;732;29770.44;29770.44;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU3;6;718;29201.06;29201.06;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU3;7;622;25296.74;25296.74;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU4;1;142;6996.34;6996.34;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU4;2;156;7686.12;7686.12;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU4;3;188;9163.12;9163.12;0;0;0;2023.7;X600100648;25AUG23;11:32:38
"mco";"dgf";"2023";"7";"2023/08/25 11:33:17";="600100648";FU4;4;199;9699.26;9699.26;0;0;0;2023.7;X600100648;25AUG23;11:32:38
