"champ";"statut";"annee";"periode";"date du resultat";"ipe";cretc;COUNT;PERCENT;pctcum;effcum;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/01 14:03:16";="590783239";000000000;27116;98.086453247;98.086453247;27116;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:16";="590783239";000000001;1;0.0036172906;98.090070537;27117;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:16";="590783239";000000010;294;1.0634834509;99.153553988;27411;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:16";="590783239";200000000;208;0.7523964551;99.905950443;27619;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:16";="590783239";999910011;26;0.0940495569;100;27645;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 16:13:23";="590785374";000000000;4659;99.743095697;99.743095697;4659;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:23";="590785374";200000000;2;0.0428173839;99.785913081;4661;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:23";="590785374";999910011;10;0.2140869193;100;4671;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:56:19";="020000063";000000000;44752;99.085575113;99.085575113;44752;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:19";="020000063";000000010;4;0.0088564154;99.094431529;44756;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:19";="020000063";100000000;9;0.0199269346;99.114358463;44765;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:19";="020000063";200000000;389;0.8612863943;99.975644858;45154;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:19";="020000063";300000000;1;0.0022141038;99.977858962;45155;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:19";="020000063";999910011;10;0.0221410384;100;45165;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 18:27:38";="590000188";000000000;49168;99.70393803;99.70393803;49168;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:38";="590000188";200000000;146;0.2960619702;100;49314;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:54:50";="620103432";000000000;11896;99.664879357;99.664879357;11896;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:50";="620103432";100000000;11;0.0921581769;99.757037534;11907;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:50";="620103432";200000000;27;0.2262064343;99.983243968;11934;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:50";="620103432";300000000;1;0.0083780161;99.991621984;11935;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:50";="620103432";999910011;1;0.0083780161;100;11936;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 09:24:16";="590782637";000000000;12727;99.127657917;99.127657917;12727;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:16";="590782637";000000010;52;0.405015967;99.532673884;12779;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:16";="590782637";200000000;58;0.4517485785;99.984422463;12837;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:16";="590782637";999910011;2;0.0155775372;100;12839;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 12:10:09";="590781803";000000000;12654;95.29332028;95.29332028;12654;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:09";="590781803";000000010;44;0.3313502523;95.624670532;12698;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:09";="590781803";200000000;55;0.4141878153;96.038858348;12753;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:09";="590781803";999910011;526;3.9611416522;100;13279;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 17:41:25";="590780227";000000000;14285;99.616457462;99.616457462;14285;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:25";="590780227";000000010;30;0.2092050209;99.825662483;14315;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:25";="590780227";200000000;12;0.0836820084;99.909344491;14327;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:25";="590780227";999910011;13;0.0906555091;100;14340;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:45:35";="800000044";000000000;78711;98.927907094;98.927907094;78711;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:35";="800000044";000000010;96;0.1206575838;99.048564677;78807;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:35";="800000044";200000000;322;0.4047056458;99.453270323;79129;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:35";="800000044";200000010;1;0.0012568498;99.454527173;79130;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:35";="800000044";999910011;434;0.5454728269;100;79564;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/07 20:01:37";="590781902";000000000;18781;99.317821259;99.317821259;18781;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:37";="590781902";000000001;6;0.0317292438;99.349550502;18787;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:37";="590781902";000000010;35;0.1850872554;99.534637758;18822;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:37";="590781902";200000000;73;0.3860391327;99.920676891;18895;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:37";="590781902";999910011;15;0.0793231095;100;18910;2023.7;X590781902;07SEP23;20:00:41
