"champ";"statut";"annee";"periode";"date du resultat";"ipe";code;pu;nb;mnt_br;mnt_remb;nb_fides;mnt_br_fides;mnt_remb_fides;spec_fx;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/28 17:55:44";="800000051";POD;27;19;513;513;19;513;513;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:44";="800000051";SF;2.8;1962.5;5495;5345.06;1962.5;5495;5345.06;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:44";="800000051";SP;18.55;1;18.55;12.985;1;18.55;12.985;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:44";="800000051";TC;23;31;713;657.8;31;713;657.8;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 18:05:57";="800000036";APC;55;215;11825;8654.25;215;11825;8654.25;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:57";="800000036";APU;69;116;8004;7031.1;116;8004;7031.1;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:57";="800000036";CS;23;208;4784;3880.1;208;4784;3880.1;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:57";="800000036";CSC;47.73;133;6348.09;5286.0975;133;6348.09;5286.0975;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:57";="800000036";G;25;197;4925;3793.75;197;4925;3793.75;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:57";="800000036";MCC;3.27;124;405.48;340.5705;124;405.48;340.5705;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:57";="800000036";MCG;5;170;850;655.75;170;850;655.75;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:57";="800000036";MCS;5;196;980;795.5;196;980;795.5;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:57";="800000036";MOP;5;81;405;405;81;405;405;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:57";="800000036";MPC;2;198;396;321.6;198;396;321.6;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/29 09:15:27";="020000055";APC;55;186;10230;7887;186;10230;7887;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:27";="020000055";CNP;42.5;23;977.5;888.25;23;977.5;888.25;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:27";="020000055";CS;23;240;5520;4554;240;5520;4554;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:27";="020000055";CSC;47.73;103;4916.19;4357.749;103;4916.19;4357.749;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:27";="020000055";G;25;14;350;275;14;350;275;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:27";="020000055";MCC;3.27;103;336.81;298.551;103;336.81;298.551;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:27";="020000055";MCG;5;14;70;55;14;70;55;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:27";="020000055";MCS;5;195;975;834;195;975;834;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:27";="020000055";MOP;5;102;510;510;102;510;510;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:27";="020000055";MPC;2;240;480;396;240;480;396;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:27";="020000055";MPC;2.7;23;62.1;56.43;23;62.1;56.43;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:27";="020000055";TMF;-24;36;-864;-864;36;-864;-864;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";AMI;3.15;1676.69;5281.5735;4281.2091;1676.69;5281.5735;4281.2091;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";AMI F;3.15;16.1;130.76;93.732;16.1;130.76;93.732;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";AMI N;3.15;27.1;241;150.152;27.1;241;150.152;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";APC;55;4396;241780;198071.5;4394;241670;197961.5;2;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";APU;69;268;18492;15531.9;268;18492;15531.9;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";APY;62.5;4;250;250;4;250;250;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";B;0.26;541115;140689.9;121058.574;482882;125549.32;108106.882;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";B;0.27;80691;21786.57;18569.304;74875;20216.25;17275.788;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";C;23;3019;69437;64026.25;2876;66148;61266.25;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";C   F;23;76;3344;3190;61;2684;2644.4;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";C   N;23;105;6090;5672.4;40;2320;2320;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";CCE;60;1;60;60;1;60;60;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";CCP;46;3;138;138;3;138;138;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";CCX;46;4;184;184;4;184;184;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";CNP;42.5;4;170;170;4;170;170;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";COE;46;1;46;46;1;46;46;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";CS;23;9055;208265;167845.95;8904;204792;164984.75;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";CS  F;23;21;883.26;757.08;11;462.66;412.188;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";CS  N;23;22;1059.3;866.7;4;192.6;163.71;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";CSC;47.73;3;143.19;128.871;3;143.19;128.871;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";FSD;40;81;3240;2352;81;3240;2352;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";G;25;312;7800;6571.25;312;7800;6571.25;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";G   N;25;3;180;130.632;3;180;130.632;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";GS;25;296;7400;6077.5;296;7400;6077.5;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";MCC;3.27;3;9.81;8.829;3;9.81;8.829;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";MCG;5;791;3955;3237.5;791;3955;3237.5;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";MCS;5;4640;23200;18195.75;4640;23200;18195.75;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";MEG;5;3;15;10.75;3;15;10.75;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";MM;40;7;280;264;1;40;40;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";MOP;5;1341;6705;6705;1338;6690;6690;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";MPC;2;9463;18926;15211.9;9284;18568;14917.5;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";MPC;2.7;4;10.8;10.8;4;10.8;10.8;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";MSF;2;3200;6400;5908.1;2977;5954;5527.7;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";POD;27;2;54;54;2;54;54;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";SF;2.8;17739.55;49670.74;48430.2;17237.45;48264.86;47077.52;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";SF  F;2.8;346.1;1559.94;1507.388;279.1;1219.86;1219.86;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";SF  N;2.8;100.5;596.4;596.4;50;280;280;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";SFI;2.18;1123.78;2449.8404;2278.0019;1123.78;2449.8404;2278.0019;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";SFI F;2.18;18;145.92;116.844;18;145.92;116.844;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";SFI N;2.18;1;11.33;7.931;1;11.33;7.931;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";TC;23;550;12650;9543.85;550;12650;9543.85;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";TC  F;23;1;42.06;42.06;1;42.06;42.06;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:35";="590782652";TMF;-24;115;-2760;-2760;111;-2664;-2664;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";AMI;3.15;16921.53;53302.8195;41372.1945;16921.53;53302.8195;41372.1945;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";APC;55;3848;211640;173310.5;3846;211530;173222.5;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";APU;69;109;7521;6475.65;109;7521;6475.65;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";B;0.26;920507;239331.82;202625.618;858693;223260.18;189054.19;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";B;0.27;161664;43649.28;36414.387;150579;40656.33;33854.895;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";C;23;1415;32545;27393;1414;32522;27374.6;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";C   N;23;3;174;156.6;3;174;156.6;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";CCE;60;492;29520;21867;492;29520;21867;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";CCP;46;19;874;846.4;19;874;846.4;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";CCX;46;25;1150;917.7;25;1150;917.7;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";CNP;42.5;1100;46750;39065.3625;1100;46750;39065.3625;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";COB;25;503;12575;12575;503;12575;12575;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";COE;46;25;1150;1150;25;1150;1150;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";CS;23;22821;524883;427022.6;22424;515752;419308.4;1;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";CS  F;23;66;2775.96;2401.626;25;1051.5;937.938;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";CS  N;23;102;4911.3;4121.64;29;1396.35;1136.34;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";CSC;47.73;1142;54507.66;47608.2885;1142;54507.66;47608.2885;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";FDC;420.55;1;420.55;420.55;1;420.55;420.55;1;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";FSD;40;122;4880;3910;122;4880;3910;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";G;25;2719;67975;54231.25;2719;67975;54231.25;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";MCC;3.27;1127;3685.29;3222.4215;1127;3685.29;3222.4215;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";MCG;5;2246;11230;9124;2246;11230;9124;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";MCS;5;22243;111215;91142.5;22217;111085;91012.5;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";MEG;5;58;290;203;58;290;203;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";MM;40;46;1840;1816;46;1840;1816;1;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";MOP;5;2983;14915;14915;2972;14860;14860;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";MPC;2;23015;46030;37461.6;22484;44968;36563.6;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";MPC;2.7;1099;2967.3;2479.82688;1099;2967.3;2479.82688;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";MSF;2;986;1972;1706.7;985;1970;1705.1;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";SF;2.8;11246.05;31488.94;31051.636;11234.05;31455.34;31018.036;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";SF  F;2.8;1034;4722.2;4689.44;1034;4722.2;4689.44;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";SF  N;2.8;1344.5;7684.6;7561.12;1344.5;7684.6;7561.12;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";SFI;2.18;409.5;892.71;867.858;409.5;892.71;867.858;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";SFI F;2.18;8;70.78;61.633;8;70.78;61.633;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";SFI N;2.18;12.5;109.6;105.874;12.5;109.6;105.874;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";TC;23;3;69;69;3;69;69;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";TMF;-24;197;-4728;-4728;142;-3408;-3408;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";TSM;65;63;4095;4095;63;4095;4095;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:23";="020000261";VDE;500;33;16500;16300;33;16500;16300;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 13:08:37";="620000026";AMC;2.15;3308;7112.2;4668.6175;3308;7112.2;4668.6175;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:37";="620000026";AMI;3.15;3116.75;9817.7625;6963.5475;3116.75;9817.7625;6963.5475;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:37";="620000026";AMI N;3.15;6;37.2;31.02;6;37.2;31.02;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:37";="620000026";APC;55;7478;411290;314124.25;7478;411290;314124.25;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:37";="620000026";APU;69;427;29463;23953.35;427;29463;23953.35;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:37";="620000026";APY;62.5;408;25500;22178.125;408;25500;22178.125;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:37";="620000026";C;23;2;46;32.2;2;46;32.2;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:37";="620000026";CNP;42.5;603;25627.5;22225.375;603;25627.5;22225.375;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:37";="620000026";CS;23;13997;321931;255517.35;13997;321931;255517.35;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:37";="620000026";FSD;40;1;40;40;1;40;40;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:37";="620000026";G;25;1773;44325;36691.25;1773;44325;36691.25;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:37";="620000026";MCG;5;1712;8560;7030.25;1712;8560;7030.25;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:37";="620000026";MCS;5;13435;67175;52935.5;13435;67175;52935.5;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:37";="620000026";MOP;5;1308;6540;6540;1308;6540;6540;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:37";="620000026";MPC;2;14134;28268;22439.6;14134;28268;22439.6;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:37";="620000026";MPC;2.7;603;1628.1;1411.965;603;1628.1;1411.965;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:37";="620000026";PAI;10;2.48;24.8;17.36;2.48;24.8;17.36;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:37";="620000026";PAI;32.7;74.4;2432.88;1546.9062;74.4;2432.88;1546.9062;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:37";="620000026";TC;23;137;3151;2538.05;137;3151;2538.05;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:37";="620000026";TCG;25;94;2350;2252.5;94;2350;2252.5;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:37";="620000026";TE2;20;39;780;780;39;780;780;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:37";="620000026";TMF;-24;470;-11280;-11280;470;-11280;-11280;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:23:09";="590065223";AMI;3.15;25183;79326.45;68062.083075;25183;79326.45;68062.083075;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:09";="590065223";AMI F;3.15;7;62.07;41.702;7;62.07;41.702;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:09";="590065223";AMI N;3.15;3181.5;29457.76;25853;3181.5;29457.76;25853;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:09";="590065223";B;0.26;8294723;2156627.98;1896177.0171;8294723;2156627.98;1896177.0171;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:09";="590065223";B;0.27;1890755;510503.85;449725.52538;1890755;510503.85;449725.52538;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:09";="590065223";MM;18.3;5;91.5;62.22;5;91.5;62.22;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:09";="590065223";TB;2.52;30;75.6;65.772;30;75.6;65.772;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 14:03:39";="590000600";APC;55;39;2145;1864.5;39;2145;1864.5;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:39";="590000600";CS;23;243;5589;5007.1;243;5589;5007.1;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:39";="590000600";CSC;47.73;105;5011.65;4338.657;105;5011.65;4338.657;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:39";="590000600";MCC;3.27;103;336.81;292.665;103;336.81;292.665;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:39";="590000600";MCS;5;215;1075;986.5;215;1075;986.5;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:39";="590000600";MOP;5;45;225;225;45;225;225;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:39";="590000600";MPC;2;215;430;394.6;215;430;394.6;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:32:43";="620003350";APC;55;2321;127655;111339.25;2321;127655;111339.25;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:43";="620003350";APY;62.5;153;9562.5;8312.5;153;9562.5;8312.5;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:43";="620003350";CNP;42.5;712;30260;27469.875;712;30260;27469.875;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:43";="620003350";CS;23;2252;51796;43567.75;2252;51796;43567.75;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:43";="620003350";CSC;47.73;91;4343.43;4142.964;91;4343.43;4142.964;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:43";="620003350";FSD;40;18;720;552;18;720;552;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:43";="620003350";G;25;10;250;250;10;250;250;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:43";="620003350";GS;25;35;875;740;35;875;740;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:43";="620003350";MCC;3.27;91;297.57;283.836;91;297.57;283.836;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:43";="620003350";MCG;5;39;195;168;39;195;168;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:43";="620003350";MCS;5;2935;14675;12593.5;2935;14675;12593.5;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:43";="620003350";MOP;5;954;4770;4770;954;4770;4770;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:43";="620003350";MPC;2;2241;4482;3771.3;2241;4482;3771.3;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:43";="620003350";MPC;2.7;707;1908.9;1734.075;707;1908.9;1734.075;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:43";="620003350";TMF;-24;141;-3384;-3384;140;-3360;-3360;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:46:28";="590781670";AMI;3.15;2281.15;7185.6225;4939.34175;2281.15;7185.6225;4939.34175;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:28";="590781670";AMI F;3.15;233.15;2222.06;1421.043;233.15;2222.06;1421.043;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:28";="590781670";AMI N;3.15;142.2;1335.56;837.668;142.2;1335.56;837.668;0;2023.7;X590781670;29AUG23;14:46:17
