"champ";"statut";"annee";"periode";"date du resultat";"ipe";finess;type;moiss;moist;mnt_am;mnt3;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/10 13:22:57";="590780227";590780227;1;2;1;0;0;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:57";="590780227";590780227;1;2;2;3047.3067768;3047.3067768;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:57";="590780227";590780227;1;2;3;3068.9188816;21.6121048;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:57";="590780227";590780227;1;2;4;0;-3068.918882;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:57";="590780227";590780227;1;2;5;3198.5915104;3198.5915104;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:57";="590780227";590780227;1;2;6;3220.2036152;21.6121048;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:57";="590780227";590780227;1;2;7;3220.2036152;0;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:57";="590780227";590780227;1;3;1;0;0;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:57";="590780227";590780227;1;3;2;0;0;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:57";="590780227";590780227;1;3;3;0;0;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:57";="590780227";590780227;1;3;4;0;0;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:57";="590780227";590780227;1;3;5;4747.3401374;4747.3401374;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:57";="590780227";590780227;1;3;6;5237.4616882;490.1215508;2023.7;X590780227;10AUG23;13:22:39
