"champ";"statut";"annee";"periode";"date du resultat";"ipe";type_test;code;code_c;nbtot;i;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 16:02:11";="590783239";2;ADB;ADB;1320;2;2023.7;X590783239;31AUG23;16:02:09
"mco";"dgf";"2023";"7";"2023/08/31 16:02:11";="590783239";2;INF-I;INF;1320;2;2023.7;X590783239;31AUG23;16:02:09
"mco";"dgf";"2023";"7";"2023/08/31 16:19:51";="590781605";1;BIO-I;BIO;3;2;2023.7;X590781605;31AUG23;16:19:49
"mco";"dgf";"2023";"7";"2023/08/31 16:19:51";="590781605";1;INF-I;INF;1137;2;2023.7;X590781605;31AUG23;16:19:49
"mco";"dgf";"2023";"7";"2023/08/31 16:19:51";="590781605";1;INF-IF;INF;188;2;2023.7;X590781605;31AUG23;16:19:49
"mco";"dgf";"2023";"7";"2023/08/31 16:19:51";="590781605";1;MED-I;MED;4;2;2023.7;X590781605;31AUG23;16:19:49
"mco";"dgf";"2023";"7";"2023/08/31 16:19:51";="590781605";1;PCR;PCR;1160;2;2023.7;X590781605;31AUG23;16:19:49
"mco";"dgf";"2023";"7";"2023/08/31 16:19:51";="590781605";1;PCR-F;PCR;188;2;2023.7;X590781605;31AUG23;16:19:49
"mco";"dgf";"2023";"7";"2023/08/31 16:19:51";="590781605";1;PRA;PRA;1348;2;2023.7;X590781605;31AUG23;16:19:49
"mco";"dgf";"2023";"7";"2023/08/31 16:19:51";="590781605";2;ADB;ADB;3290;2;2023.7;X590781605;31AUG23;16:19:49
"mco";"dgf";"2023";"7";"2023/08/31 16:19:51";="590781605";2;INF-I;INF;2881;2;2023.7;X590781605;31AUG23;16:19:49
"mco";"dgf";"2023";"7";"2023/08/31 16:19:51";="590781605";2;INF-IF;INF;409;2;2023.7;X590781605;31AUG23;16:19:49
"mco";"dgf";"2023";"7";"2023/08/31 18:55:41";="800000069";1;BIO-I;BIO;671;2;2023.7;X800000069;31AUG23;18:55:40
"mco";"dgf";"2023";"7";"2023/08/31 18:55:41";="800000069";1;PRA;PRA;17;2;2023.7;X800000069;31AUG23;18:55:40
"mco";"dgf";"2023";"7";"2023/08/31 18:55:41";="800000069";2;ADB;ADB;684;2;2023.7;X800000069;31AUG23;18:55:40
"mco";"dgf";"2023";"7";"2023/09/01 09:38:48";="590782637";1;INF-I;INF;4430;2;2023.7;X590782637;01SEP23;9:38:46
"mco";"dgf";"2023";"7";"2023/09/01 09:38:48";="590782637";1;PCR;PCR;2951;2;2023.7;X590782637;01SEP23;9:38:46
"mco";"dgf";"2023";"7";"2023/09/01 09:38:48";="590782637";1;PCR-F;PCR;509;2;2023.7;X590782637;01SEP23;9:38:46
"mco";"dgf";"2023";"7";"2023/09/01 09:38:48";="590782637";1;PCR-N;PCR;970;2;2023.7;X590782637;01SEP23;9:38:46
"mco";"dgf";"2023";"7";"2023/09/01 09:38:48";="590782637";1;PRA;PRA;4430;2;2023.7;X590782637;01SEP23;9:38:46
"mco";"dgf";"2023";"7";"2023/09/01 11:45:48";="800000028";1;INF-I;INF;3391;2;2023.7;X800000028;01SEP23;11:45:46
"mco";"dgf";"2023";"7";"2023/09/01 11:45:48";="800000028";1;INF-IF;INF;517;2;2023.7;X800000028;01SEP23;11:45:46
"mco";"dgf";"2023";"7";"2023/09/01 11:45:48";="800000028";1;INF-IN;INF;705;2;2023.7;X800000028;01SEP23;11:45:46
"mco";"dgf";"2023";"7";"2023/09/01 11:45:48";="800000028";1;PCR;PCR;3390;2;2023.7;X800000028;01SEP23;11:45:46
"mco";"dgf";"2023";"7";"2023/09/01 11:45:48";="800000028";1;PCR-F;PCR;517;2;2023.7;X800000028;01SEP23;11:45:46
"mco";"dgf";"2023";"7";"2023/09/01 11:45:48";="800000028";1;PCR-N;PCR;705;2;2023.7;X800000028;01SEP23;11:45:46
"mco";"dgf";"2023";"7";"2023/09/01 11:45:48";="800000028";1;PRA;PRA;4612;2;2023.7;X800000028;01SEP23;11:45:46
"mco";"dgf";"2023";"7";"2023/09/04 15:54:45";="620103432";1;INF-I;INF;3381;2;2023.7;X620103432;04SEP23;15:54:43
"mco";"dgf";"2023";"7";"2023/09/04 15:54:45";="620103432";1;INF-IF;INF;574;2;2023.7;X620103432;04SEP23;15:54:43
"mco";"dgf";"2023";"7";"2023/09/04 15:54:45";="620103432";1;INF-IN;INF;2027;2;2023.7;X620103432;04SEP23;15:54:43
"mco";"dgf";"2023";"7";"2023/09/04 15:54:45";="620103432";1;MED-I;MED;83;2;2023.7;X620103432;04SEP23;15:54:43
"mco";"dgf";"2023";"7";"2023/09/04 15:54:45";="620103432";1;MED-IN;MED;14;2;2023.7;X620103432;04SEP23;15:54:43
"mco";"dgf";"2023";"7";"2023/09/04 15:54:45";="620103432";1;PCR;PCR;3620;2;2023.7;X620103432;04SEP23;15:54:43
"mco";"dgf";"2023";"7";"2023/09/04 15:54:45";="620103432";1;PCR-F;PCR;574;2;2023.7;X620103432;04SEP23;15:54:43
"mco";"dgf";"2023";"7";"2023/09/04 15:54:45";="620103432";1;PCR-N;PCR;2041;2;2023.7;X620103432;04SEP23;15:54:43
"mco";"dgf";"2023";"7";"2023/09/04 15:54:45";="620103432";1;PRA;PRA;6079;2;2023.7;X620103432;04SEP23;15:54:43
"mco";"dgf";"2023";"7";"2023/09/06 08:43:29";="800000044";1;INF-I;INF;10254;2;2023.7;X800000044;06SEP23;8:43:27
"mco";"dgf";"2023";"7";"2023/09/06 08:43:29";="800000044";1;PCR;PCR;11209;2;2023.7;X800000044;06SEP23;8:43:27
"mco";"dgf";"2023";"7";"2023/09/06 08:43:29";="800000044";1;PRA;PRA;11209;2;2023.7;X800000044;06SEP23;8:43:27
"mco";"dgf";"2023";"7";"2023/09/06 11:51:47";="590781902";1;INF-I;INF;352;2;2023.7;X590781902;06SEP23;11:51:46
"mco";"dgf";"2023";"7";"2023/09/06 11:51:47";="590781902";1;INF-IF;INF;100;2;2023.7;X590781902;06SEP23;11:51:46
"mco";"dgf";"2023";"7";"2023/09/06 11:51:47";="590781902";1;INF-IN;INF;158;2;2023.7;X590781902;06SEP23;11:51:46
"mco";"dgf";"2023";"7";"2023/09/06 11:51:47";="590781902";1;MED-I;MED;1407;2;2023.7;X590781902;06SEP23;11:51:46
"mco";"dgf";"2023";"7";"2023/09/06 11:51:47";="590781902";1;MED-IF;MED;399;2;2023.7;X590781902;06SEP23;11:51:46
"mco";"dgf";"2023";"7";"2023/09/06 11:51:47";="590781902";1;MED-IN;MED;631;2;2023.7;X590781902;06SEP23;11:51:46
"mco";"dgf";"2023";"7";"2023/09/06 11:51:47";="590781902";1;PCR;PCR;1792;2;2023.7;X590781902;06SEP23;11:51:46
"mco";"dgf";"2023";"7";"2023/09/06 11:51:47";="590781902";1;PCR-F;PCR;505;2;2023.7;X590781902;06SEP23;11:51:46
"mco";"dgf";"2023";"7";"2023/09/06 11:51:47";="590781902";1;PCR-N;PCR;804;2;2023.7;X590781902;06SEP23;11:51:46
"mco";"dgf";"2023";"7";"2023/09/06 11:51:47";="590781902";1;PRA;PRA;5653;2;2023.7;X590781902;06SEP23;11:51:46
"mco";"dgf";"2023";"7";"2023/09/06 11:51:47";="590781902";2;ADB;ADB;1398;2;2023.7;X590781902;06SEP23;11:51:46
"mco";"dgf";"2023";"7";"2023/09/06 11:51:47";="590781902";2;INF-I;INF;155;2;2023.7;X590781902;06SEP23;11:51:46
"mco";"dgf";"2023";"7";"2023/09/06 11:51:47";="590781902";2;INF-IF;INF;46;2;2023.7;X590781902;06SEP23;11:51:46
"mco";"dgf";"2023";"7";"2023/09/06 11:51:47";="590781902";2;INF-IN;INF;79;2;2023.7;X590781902;06SEP23;11:51:46
"mco";"dgf";"2023";"7";"2023/09/06 11:51:47";="590781902";2;MED-I;MED;621;2;2023.7;X590781902;06SEP23;11:51:46
"mco";"dgf";"2023";"7";"2023/09/06 11:51:47";="590781902";2;MED-IF;MED;182;2;2023.7;X590781902;06SEP23;11:51:46
"mco";"dgf";"2023";"7";"2023/09/06 11:51:47";="590781902";2;MED-IN;MED;315;2;2023.7;X590781902;06SEP23;11:51:46
