"champ";"statut";"annee";"periode";"date du resultat";"ipe";lib;nb;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/01 16:55:56";="020000063";Nombre RSA avec Diags avec antécédents de covid-19;887;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:56";="020000063";Nombre RSA correctement chainés;887;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:56";="020000063";Nombre RSA groupés en CM 90;1;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 18:27:22";="590000188";Nombre RSA avec Diags avec antécédents de covid-19;0;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:22";="590000188";Nombre RSA correctement chainés;0;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:22";="590000188";Nombre RSA groupés en CM 90;0;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:54:33";="620103432";Nombre RSA avec Diags avec antécédents de covid-19;28;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:33";="620103432";Nombre RSA correctement chainés;28;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:33";="620103432";Nombre RSA groupés en CM 90;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 09:24:01";="590782637";Nombre RSA avec Diags avec antécédents de covid-19;9;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:01";="590782637";Nombre RSA correctement chainés;9;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:01";="590782637";Nombre RSA groupés en CM 90;0;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 12:09:50";="590781803";Nombre RSA avec Diags avec antécédents de covid-19;592;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:50";="590781803";Nombre RSA correctement chainés;565;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:50";="590781803";Nombre RSA groupés en CM 90;0;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 17:41:12";="590780227";Nombre RSA avec Diags avec antécédents de covid-19;139;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:12";="590780227";Nombre RSA correctement chainés;139;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:12";="590780227";Nombre RSA groupés en CM 90;0;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:45:11";="800000044";Nombre RSA avec Diags avec antécédents de covid-19;4266;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:11";="800000044";Nombre RSA correctement chainés;4222;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:11";="800000044";Nombre RSA groupés en CM 90;0;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/07 20:01:20";="590781902";Nombre RSA avec Diags avec antécédents de covid-19;278;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:20";="590781902";Nombre RSA correctement chainés;277;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:20";="590781902";Nombre RSA groupés en CM 90;0;2023.7;X590781902;07SEP23;20:00:41
