"champ";"statut";"annee";"periode";"date du resultat";"ipe";code13;code;indication;code1;nb;nbok;montant;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 17:00:02";="620100685";3400894197232;9419723;CPEMB07;9419723;4;4;10588.16;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 17:00:02";="620100685";3400894228080;9422808;CVENE01;9422808;63;63;2774.52;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 17:00:02";="620100685";3400894228141;9422814;CVENE01;9422814;2;2;8.81;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 17:00:02";="620100685";3400894228202;9422820;CVENE01;9422820;9;9;198.18;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 17:00:02";="620100685";3400894284789;9428478;NURID02;9428478;40;40;166933.5;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 17:00:02";="620100685";3400894389798;9438979;CNIVO04;9438979;1;1;2481.174;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 17:00:02";="620100685";3400894389798;9438979;CNIVO05;9438979;1;1;2481.174;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 17:00:02";="620100685";3400894405450;9440545;CDURV05;9440545;23.04;23.04;46315.695;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 17:00:02";="620100685";3400894405450;9440545;CDURV06;9440545;9;9;18092.07;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 17:00:02";="620100685";3400894405511;9440551;CDURV05;9440551;4;4;1929.8;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:54:30";="800000069";3400890010559;9001055;CDERU01;9001055;2.6;2.6;4247.36;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:30";="800000069";3400890019965;9001996;CENFO01;9001996;15.166;15.166;15654.8;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:30";="800000069";3400894197232;9419723;CPEMB02;9419723;13;13;42352.64;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 09:19:45";="600100721";3400890010559;9001055;CDERU01;9001055;59.04;59.04;96447.74;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:45";="600100721";3400890010559;9001055;CDERU04;9001055;19.4;19.4;31691.84;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:45";="600100721";3400890012270;9001227;NRISA02;9001227;16;16;0;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:45";="600100721";3400890016223;9001622;CAVAL01;9001622;224;224;263585.98;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:45";="600100721";3400890019958;9001995;CSACI01;9001995;74.65;74.65;81934.34;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:45";="600100721";3400892461397;9246139;NUBID05;9246139;142;142;182.87;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:45";="600100721";3400894078036;9407803;CRIFA01;9407803;70;70;375.2;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:45";="600100721";3400894197232;9419723;CPEMB01;9419723;44.15;44.15;116866.83;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:45";="600100721";3400894197232;9419723;CPEMB02;9419723;50;50;132352;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:45";="600100721";3400894197232;9419723;CPEMB03;9419723;16;16;42352.65;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:45";="600100721";3400894197232;9419723;CPEMB04;9419723;20;20;52940.81;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:45";="600100721";3400894197232;9419723;CPEMB05;9419723;12;12;31764.48;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:45";="600100721";3400894228080;9422808;CVENE01;9422808;8;8;352.31;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:45";="600100721";3400894396604;9439660;NLURB03;9439660;10.75;10.75;60468.75;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:45";="600100721";3400894405450;9440545;CDURV04;9440545;30.9;30.9;62116.082;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:45";="600100721";3400894405450;9440545;CDURV05;9440545;6;6;12061.37;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:16:39";="620100057";3400890005234;9000523;CBEVA01;9000523;2.5;2.5;393.086;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:39";="620100057";3400890010559;9001055;CDERU01;9001055;20;20;32672;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:39";="620100057";3400890015998;9001599;CTAFA01;9001599;67;67;38148.04;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:39";="620100057";3400890019958;9001995;CSACI01;9001995;12;12;13170.9;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:39";="620100057";3400890019965;9001996;CENFO01;9001996;93;93;95997.39;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:39";="620100057";3400890022224;9002222;CENFO01;9002222;50.1;50.1;34476.316;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:39";="620100057";3400890026543;9002654;CTECL01;9002654;54.248;53.248;263466.844;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:39";="620100057";3400894197232;9419723;CPEMB01;9419723;8;6;15882.24;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:39";="620100057";3400894197232;9419723;CPEMB03;9419723;6;6;15882.24;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:23:18";="600101984";3400890010559;9001055;CDERU01;9001055;81;81;132321.6;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:18";="600101984";3400890010559;9001055;CDERU02;9001055;68;68;111084.8;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:18";="600101984";3400890019965;9001996;CENFO01;9001996;2;2;2064.462;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:18";="600101984";3400890022224;9002222;CENFO01;9002222;2;2;1376.308;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:18";="600101984";3400891270969;9127096;NXXXX01;9127096;6;6;2.757;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:18";="600101984";3400892590301;9259030;NMISO01;9259030;110;70;342.3;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:18";="600101984";3400893825983;9382598;NARTE02;9382598;6;6;888.27;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:18";="600101984";3400893880234;9388023;CRUXO01;9388023;3;3;81.93;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:18";="600101984";3400893959459;9395945;NMISO01;9395945;42.5;32.5;338.593;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:18";="600101984";3400894003915;9400391;CCLOB01;9400391;1;1;81.68;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:18";="600101984";3400894076483;9407648;CCAPT03;9407648;1;1;151.976;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:18";="600101984";3400894078036;9407803;CRIFA01;9407803;363;363;1884.66;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:18";="600101984";3400894078036;9407803;NXXXX02;9407803;22;22;90.8;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:18";="600101984";3400894162452;9416245;COSIM02;9416245;9;9;1523.997;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:18";="600101984";3400894162513;9416251;COSIM02;9416251;89;89;15070.409;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:18";="600101984";3400894162513;9416251;NXXXX02;9416251;12;12;2031.96;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:18";="600101984";3400894178941;9417894;NXXXX02;9417894;4;4;81.68;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:18";="600101984";3400894197232;9419723;CPEMB03;9419723;2;2;5294.089;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:18";="600101984";3400894197232;9419723;CPEMB05;9419723;2;2;5294.089;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:18";="600101984";3400894364375;9436437;NMETH02;9436437;83;83;605.9;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:18";="600101984";3400894449393;9444939;NXXXX02;9444939;6;6;0;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:08:48";="800000028";3400890019958;9001995;CSACI01;9001995;27;27;29634.66;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:48";="800000028";3400894228080;9422808;CVENE02;9422808;24;24;0;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:48";="800000028";3400894396604;9439660;NLURB03;9439660;2;2;11486.26;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:48";="800000028";3400894405450;9440545;CDURV04;9440545;9;9;18095.04;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:48";="800000028";3400894405450;9440545;CDURV05;9440545;81;81;162855.36;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:48";="800000028";3400894554752;9455475;CISAT01;9455475;2;2;6281.2;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:48";="800000028";3400894554813;9455481;CISAT01;9455481;2;2;1256.24;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 14:03:45";="590783239";3400890012270;9001227;NRISA02;9001227;8;8;0;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:45";="590783239";3400893133446;9313344;CTHIO01;9313344;49;49;2901.638;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:45";="590783239";3400893842614;9384261;NLARV01;9384261;3;3;728.58;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:45";="590783239";3400893842843;9384284;NLARV01;9384284;3;3;1065.9;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:45";="590783239";3400894078036;9407803;CRIFA01;9407803;802;748;4007.642;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:45";="590783239";3400894396604;9439660;NXXXX01;9439660;1;1;5743.12;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";3400890010559;9001055;CDERU01;9001055;146;146;238505.6;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";3400890010559;9001055;CDERU04;9001055;109;109;178062.4;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";3400890015998;9001599;CTAFA01;9001599;112;112;59287.808;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";3400890022910;9002291;COLIP01;9002291;168;168;463125.6;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";3400890026536;9002653;CTECL01;9002653;3;3;2910.552;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";3400890026543;9002654;CTECL01;9002654;9;9;44531.28;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";3400893815649;9381564;CTHYM01;9381564;108;108;61970.61;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";3400893825983;9382598;NARTE02;9382598;15;15;2220.68;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";3400893845516;9384551;NPYRI03;9384551;1;1;1766.33;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";3400894078036;9407803;CRIFA01;9407803;204;204;1093.49;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";3400894197232;9419723;CPEMB01;9419723;70;70;185292.8;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";3400894197232;9419723;CPEMB02;9419723;132;132;347429.4;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";3400894197232;9419723;CPEMB03;9419723;16;16;42352.64;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";3400894197232;9419723;CPEMB04;9419723;2;2;5294.08;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";3400894197232;9419723;CPEMB05;9419723;24;24;63528.96;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";3400894405450;9440545;CDURV04;9440545;48;48;96490.56;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";3400894405450;9440545;CDURV05;9440545;3;3;6030.66;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";3400894554752;9455475;CISAT01;9455475;3;3;9421.8;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";3400894554813;9455481;CISAT01;9455481;1;1;628.12;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";3400890010559;9001055;CDERU01;9001055;587.741;587.741;960133.704;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";3400890010559;9001055;CDERU02;9001055;419.853;419.853;685871.862;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";3400890010559;9001055;CDERU03;9001055;38.118;38.118;62269.564;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";3400890010559;9001055;CDERU04;9001055;581.818;581.818;950457.885;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";3400890012508;9001250;NBUPI02;9001250;188;188;5452;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";3400890016995;9001699;CLUTE01;9001699;64;64;1306880;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";3400890019958;9001995;CSACI01;9001995;600.368;600.368;658951.914;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";3400890019958;9001995;CSACI02;9001995;297.183;297.183;326182.118;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";3400890019965;9001996;CENFO01;9001996;60.061;60.061;61996.828;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";3400890022224;9002222;CENFO01;9002222;522.784;438.784;301950.964;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";3400890025737;9002573;CTEBE01;9002573;74;74;919894;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";3400892993195;9299319;CURSO01;9299319;6;3;207.91;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";3400893133446;9313344;NTHIO03;9313344;50;50;2961;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";3400893810507;9381050;NGABA02;9381050;1;1;459.45;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";3400894197232;9419723;CPEMB01;9419723;84;84;222351.696;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";3400894197232;9419723;CPEMB02;9419723;916.027;898.027;2358303.326;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";3400894197232;9419723;CPEMB03;9419723;42;42;111175.848;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";3400894197232;9419723;CPEMB04;9419723;30;30;79411.32;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";3400894197232;9419723;CPEMB05;9419723;94;94;248822.136;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";3400894389798;9438979;CNIVO04;9438979;5;5;12405.885;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";3400894405450;9440545;CDURV05;9440545;45;45;90460.17;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:55:16";="620103432";3400890010559;9001055;CDERU01;9001055;72;72;117619.2;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:16";="620103432";3400890010559;9001055;CDERU02;9001055;6;6;9801.6;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:16";="620103432";3400890019958;9001995;CSACI01;9001995;89;89;97684.175;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:16";="620103432";3400890019958;9001995;CSACI02;9001995;6;6;6585.45;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:16";="620103432";3400892462110;9246211;NDIME01;9246211;16;16;12578.72;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:16";="620103432";3400894197232;9419723;CPEMB01;9419723;4;4;10588.178;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:16";="620103432";3400894197232;9419723;CPEMB02;9419723;48;48;127058.136;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:16";="620103432";3400894197232;9419723;CPEMB03;9419723;4;4;10588.178;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:16";="620103432";3400894405450;9440545;CDURV05;9440545;36;36;80863.2;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 09:24:40";="590782637";3400890010559;9001055;CDERU04;9001055;21.28;21.28;34048;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:40";="590782637";3400890019958;9001995;CSACI01;9001995;9.225;9.225;9916.875;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:40";="590782637";3400890019965;9001996;CENFO01;9001996;45;45;45495;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:40";="590782637";3400893958339;9395833;NLORA02;9395833;2;2;24.5;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:40";="590782637";3400894197232;9419723;CPEMB02;9419723;12;12;31111.176;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:40";="590782637";3400894389798;9438979;CNIVO04;9438979;2;2;4860.288;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:40";="590782637";3400894389798;9438979;CNIVO05;9438979;2;2;4860.288;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890003230;9000323;COSIL01;9000323;2;2;52.888;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890003230;9000323;NXXXX02;9000323;31;31;706.211;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890004305;9000430;NMC0501;9000430;5;5;160807.5;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890009317;9000931;NOLOR01;9000931;16;16;0;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890010559;9001055;CDERU01;9001055;162.96;162.96;266211.441;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890010559;9001055;CDERU02;9001055;103.1;103.1;168424.158;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890010559;9001055;CDERU03;9001055;27;27;44107.2;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890010559;9001055;CDERU04;9001055;38.08;38.08;62207.487;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890012270;9001227;NRISA02;9001227;164;164;6.324;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890013307;9001330;NIVOS03;9001330;2;2;469.66;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890014588;9001458;NIDEB01;9001458;20;20;10.56;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890015998;9001599;CTAFA01;9001599;94;94;71145.262;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890016223;9001622;CAVAL01;9001622;45;45;52952.52;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890018593;9001859;CRAVU01;9001859;12;12;192628.617;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890018609;9001860;CRAVU01;9001860;22;22;96314.633;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890019064;9001906;CTIXA01;9001906;2;2;0;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890019958;9001995;CSACI01;9001995;54;54;59269.051;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890019965;9001996;CENFO01;9001996;56;56;57804.941;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890022224;9002222;CENFO01;9002222;22;22;15139.382;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890022927;9002292;CTEMO01;9002292;1;1;5320.43;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890022927;9002292;NXXXX01;9002292;1;1;5320.43;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890024501;9002450;NCHLO02;9002450;1;1;406.36;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890026499;9002649;CINEB01;9002649;6;6;144573.6;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890026536;9002653;CTECL01;9002653;6;6;5821.13;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400890026543;9002654;CTECL01;9002654;107.502;107.502;531911.234;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400892624570;9262457;NATOM02;9262457;1;1;0;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400892624631;9262463;NATOM02;9262463;3;3;22.974;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400892935645;9293564;NSULT07;9293564;17;17;22.219;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400892992426;9299242;NNITA06;9299242;1;1;490.08;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400892993195;9299319;CURSO01;9299319;1;1;57.175;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400892993195;9299319;NURSO03;9299319;1;1;57.175;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:19";="800000044";3400892993195;9299319;NURSO04;9299319;1;1;57.175;2023.7;X800000044;05SEP23;17:44:11
