"champ";"statut";"annee";"periode";"date du resultat";"ipe";diag_ct;ponder;ponder_cn;dms;pct_rea;age_moy;age_med;pct_homme;pct_dp;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 10:37:43";="590781415";Z60;17;17;9.7647058824;5.8823529412;82.764705882;85;58.823529412;52.941176471;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:43";="590781415";I48;17;17;6.7647058824;0;82.823529412;86;58.823529412;76.470588235;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:43";="590781415";E86;16;16;7.3125;6.25;76.8125;78.5;43.75;56.25;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:43";="590781415";N18;16;16;7.5625;6.25;81.1875;86;56.25;62.5;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:43";="590781415";J12;15;15;7.8;6.6666666667;74.8;73;46.666666667;86.666666667;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:43";="590781415";Z71;15;15;10.666666667;0;82.8;86;60;73.333333333;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:43";="590781415";E55;13;13;8.8461538462;0;85.461538462;86;69.230769231;69.230769231;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:43";="590781415";I50;13;13;9.6923076923;7.6923076923;83.538461538;87;46.153846154;84.615384615;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:43";="590781415";E87;13;13;8.9230769231;7.6923076923;80.307692308;79;53.846153846;84.615384615;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:43";="590781415";F06;12;12;8.1666666667;0;83.666666667;86;75;33.333333333;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:43";="590781415";J96;10;10;10.5;10;77.3;77.5;50;100;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:43";="590781415";R26;10;10;6;0;79.8;80.5;70;60;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:43";="590781415";Z95;10;10;5.7;0;79.5;79;90;70;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:43";="590781415";Z92;9;9;5.8888888889;0;81;80;44.444444444;77.777777778;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:43";="590781415";R50;9;9;3;0;51.115677321;61;77.777777778;77.777777778;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:43";="590781415";E43;9;9;10.888888889;11.111111111;84;86;33.333333333;66.666666667;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:43";="590781415";Z96;8;8;10.125;12.5;79.75;78;12.5;87.5;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:50";="620103440";Z29;89;89;8.8876404494;2.2471910112;71.479267354;76;59.550561798;86.516853933;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:50";="620103440";J96;54;54;10.351851852;7.4074074074;74.274327752;77;57.407407407;98.148148148;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:50";="620103440";I10;52;52;11.519230769;3.8461538462;80.519230769;83;57.692307692;82.692307692;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:50";="620103440";E11;27;27;11.925925926;0;79.518518519;80;59.259259259;74.074074074;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:50";="620103440";E87;23;23;12;4.347826087;78.869565217;84;60.869565217;78.260869565;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:50";="620103440";R53;23;23;8.5652173913;0;77.956521739;80;56.52173913;65.217391304;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:50";="620103440";Z60;19;19;16.052631579;5.2631578947;85.526315789;88;31.578947368;78.947368421;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:50";="620103440";J44;18;18;10.333333333;5.5555555556;73.166666667;71;72.222222222;88.888888889;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:50";="620103440";Z92;17;17;14.352941176;5.8823529412;85.117647059;84;41.176470588;64.705882353;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:50";="620103440";W18;15;15;10.133333333;6.6666666667;79.8;81;53.333333333;80;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:50";="620103440";I48;14;14;17.642857143;7.1428571429;82.142857143;81.5;85.714285714;85.714285714;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:50";="620103440";Z99;14;14;10.142857143;0;76.714285714;76.5;64.285714286;78.571428571;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:50";="620103440";R39;14;14;17.428571429;0;81;86;78.571428571;71.428571429;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:50";="620103440";N18;13;13;11.923076923;0;81;80;61.538461538;61.538461538;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:50";="620103440";N39;12;12;14.5;0;83.416666667;81.5;58.333333333;83.333333333;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:50";="620103440";B96;11;11;15.363636364;0;77.636363636;81;54.545454545;90.909090909;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:50";="620103440";E86;11;11;12.363636364;9.0909090909;69.587048568;84;63.636363636;81.818181818;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:50";="620103440";R26;10;10;8.2;0;82.8;82.5;40;60;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:50";="620103440";R06;10;10;7.6;0;69.105753425;77;50;90;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:50";="620103440";Z95;9;9;12.444444444;0;78.888888889;75;77.777777778;77.777777778;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";Z29;29;29;8.9310344828;0;79.448275862;81;62.068965517;93.103448276;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";N18;22;22;9.9090909091;0;81.636363636;82.5;63.636363636;81.818181818;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";Z99;15;15;10.2;0;79.6;78;60;100;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";R53;14;14;9.2142857143;0;80.642857143;80.5;71.428571429;78.571428571;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";E43;13;13;13.384615385;0;82.692307692;85;53.846153846;84.615384615;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";I10;13;13;6.8461538462;0;81.230769231;81;69.230769231;84.615384615;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";E78;12;12;8.1666666667;0;78.833333333;79;66.666666667;83.333333333;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";E55;11;11;10.818181818;0;83.090909091;85;63.636363636;100;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";E11;10;10;9;0;79.2;77.5;60;80;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";J96;8;8;13.5;0;78.125;80;62.5;100;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";Z60;8;8;10.875;0;87.25;88;50;75;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";R06;7;7;8.1428571429;0;79.428571429;77;42.857142857;100;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";R50;7;7;12.285714286;0;81.714285714;85;57.142857143;100;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";E66;6;6;14.333333333;0;79.333333333;84.5;66.666666667;66.666666667;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";R05;6;6;10.5;0;88.333333333;90;66.666666667;100;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";I50;6;6;7.3333333333;0;77.833333333;76;50;83.333333333;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";E44;6;6;6.5;0;77.5;81;83.333333333;66.666666667;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";I48;5;5;6;0;75.2;75;80;100;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";R26;4;4;12.25;0;79.5;79;50;75;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";F41;4;4;12.25;0;79.5;79;75;100;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:48:23";="590780193";Z29;188;188;8.6117021277;5.3191489362;65.674307782;73;55.319148936;88.829787234;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:23";="590780193";J12;117;117;9.2136752137;7.6923076923;71.438145416;75;58.11965812;100;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:23";="590780193";I10;106;106;10.264150943;7.5471698113;76.632075472;77;57.547169811;91.509433962;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:23";="590780193";U90;87;87;7.3448275862;2.2988505747;71.781609195;75;62.068965517;95.402298851;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:23";="590780193";Z99;77;77;8.2337662338;5.1948051948;67.441558442;73;58.441558442;98.701298701;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:23";="590780193";R05;62;62;6.9677419355;3.2258064516;67.166681396;73.5;51.612903226;95.161290323;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:23";="590780193";E11;58;58;10.534482759;8.6206896552;74.982758621;76;70.689655172;93.103448276;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:23";="590780193";R53;55;55;8.0363636364;1.8181818182;79.072727273;82;54.545454545;85.454545455;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:23";="590780193";F17;55;55;12.4;9.0909090909;69.109090909;70;87.272727273;94.545454545;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:23";="590780193";E87;52;52;14.326923077;7.6923076923;73.519230769;76;59.615384615;92.307692308;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:23";="590780193";R06;49;49;6.2040816327;0;74.551020408;76;51.020408163;97.959183673;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:23";="590780193";E78;47;47;8.7446808511;0;76.404255319;77;57.446808511;91.489361702;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:23";="590780193";Z60;44;44;10.704545455;2.2727272727;77.863636364;81;40.909090909;88.636363636;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:23";="590780193";J96;44;44;12.25;13.636363636;64.840909091;71.5;63.636363636;97.727272727;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:23";="590780193";Z51;43;43;13.906976744;2.3255813953;66.674418605;72;37.209302326;88.372093023;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:23";="590780193";Z86;43;43;10.581395349;4.6511627907;74.697674419;76;60.465116279;97.674418605;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:23";="590780193";R50;42;42;5.119047619;0;53.565101109;63.5;57.142857143;88.095238095;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:23";="590780193";G47;40;40;7.575;5;66.925;75;52.5;97.5;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:23";="590780193";E43;35;35;19.828571429;0;76.2;78;48.571428571;94.285714286;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:23";="590780193";Z92;34;34;9.8823529412;0;76.470588235;77.5;50;88.235294118;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";Z29;38;38;16.131578947;5.2631578947;81.710526316;83.5;39.473684211;94.736842105;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";I10;29;29;13.793103448;3.4482758621;80.75862069;83;31.034482759;89.655172414;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";J12;21;21;12.428571429;4.7619047619;76.571428571;78;52.380952381;100;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";J44;19;19;14.578947368;10.526315789;78.105263158;80;73.684210526;100;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";J96;18;18;18.777777778;16.666666667;81.777777778;84;50;100;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";E87;15;15;21;13.333333333;81.666666667;81;46.666666667;100;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";R06;14;14;8.0714285714;0;78.928571429;81.5;28.571428571;100;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";R05;14;14;6.5714285714;0;73.285714286;79.5;28.571428571;85.714285714;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";I48;13;13;16.923076923;7.6923076923;82.538461538;81;53.846153846;100;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";J18;12;12;16.083333333;8.3333333333;82.416666667;86;58.333333333;91.666666667;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";E55;11;11;13.727272727;0;83.181818182;89;45.454545455;90.909090909;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";J91;10;10;23.1;0;85.1;87.5;40;100;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";R50;9;9;3.6666666667;0;69.777777778;71;33.333333333;88.888888889;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";B96;9;9;25.555555556;22.222222222;80.888888889;81;55.555555556;100;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";R53;9;9;12.777777778;0;85.555555556;88;0;88.888888889;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";U07;8;8;21;25;80.25;82;25;87.5;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";J43;8;8;9.875;0;73;73.5;62.5;100;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";N18;8;8;21.25;12.5;82;80.5;50;87.5;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";N39;7;7;29.714285714;28.571428571;82.142857143;79;42.857142857;100;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:28";="020004404";E43;7;7;33.714285714;28.571428571;82.285714286;84;57.142857143;100;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:25:54";="590781605";Z29;70;70;11;7.1428571429;75.3;79;55.714285714;65.714285714;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:54";="590781605";I10;33;33;12.060606061;6.0606060606;80.242424242;81;42.424242424;69.696969697;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:54";="590781605";E87;30;30;12.2;10;76;79;50;70;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:54";="590781605";J96;29;29;11.655172414;17.24137931;75.034482759;74;58.620689655;82.75862069;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:54";="590781605";J12;27;27;13.148148148;14.814814815;75.296296296;78;44.444444444;100;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:54";="590781605";I48;18;18;11.277777778;5.5555555556;84.833333333;86;38.888888889;61.111111111;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:54";="590781605";R53;17;17;11.294117647;5.8823529412;81.352941176;81;70.588235294;47.058823529;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:54";="590781605";E11;16;16;10.25;12.5;76.875;78;50;68.75;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:54";="590781605";Z92;16;16;9.625;6.25;83;84;62.5;18.75;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:54";="590781605";I50;16;16;10.9375;6.25;86.3125;89;31.25;68.75;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:54";="590781605";E55;15;15;12.066666667;0;81.533333333;83;33.333333333;66.666666667;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:54";="590781605";R06;15;15;8.8666666667;0;78.333333333;83;40;60;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:54";="590781605";U07;11;11;11.363636364;0;84.818181818;86;36.363636364;54.545454545;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:54";="590781605";R50;11;11;7.2727272727;0;68.545454545;76;45.454545455;45.454545455;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:54";="590781605";Z11;10;10;10.6;10;84.8;85;60;10;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:54";="590781605";Z99;9;9;14;22.222222222;79.222222222;80;55.555555556;88.888888889;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:54";="590781605";N17;9;9;14;33.333333333;79.555555556;85;77.777777778;66.666666667;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:54";="590781605";E86;9;9;11.444444444;0;81.333333333;84;66.666666667;66.666666667;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:54";="590781605";R39;9;9;10.111111111;0;78;78;55.555555556;55.555555556;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:54";="590781605";L89;9;9;14;0;83.222222222;84;55.555555556;88.888888889;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:33:56";="800000093";Z29;16;16;7.9375;0;83.25;85;62.5;87.5;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:56";="800000093";I10;13;13;8.7692307692;0;82.153846154;83;69.230769231;76.923076923;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:56";="800000093";J12;10;10;8.8;0;84;83;70;100;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:56";="800000093";R53;9;9;8;0;80.555555556;87;44.444444444;55.555555556;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:56";="800000093";I48;9;9;6.6666666667;0;82.111111111;84;77.777777778;100;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:56";="800000093";J96;8;8;9.75;0;84.375;84.5;75;100;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:56";="800000093";J44;8;8;5.25;0;81;82.5;75;87.5;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:56";="800000093";R05;8;8;8.375;0;79.25;86;50;87.5;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:56";="800000093";R50;8;8;9.375;0;72;74;62.5;50;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:56";="800000093";Z60;8;8;7.625;0;87.25;86;25;62.5;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:56";="800000093";E11;6;6;5.3333333333;0;82.166666667;83;50;83.333333333;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:56";="800000093";R79;5;5;7.8;0;82.2;85;40;80;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:56";="800000093";N18;5;5;4.6;0;81.6;85;60;80;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:56";="800000093";E87;5;5;15.2;0;82.6;83;40;80;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:56";="800000093";Z92;4;4;6.75;0;85.25;85;75;100;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:56";="800000093";I50;4;4;5.25;0;85.75;84.5;75;75;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:56";="800000093";R60;4;4;7.5;0;79.75;78.5;100;100;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:56";="800000093";W19;4;4;9.25;0;80.25;80.5;75;75;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:56";="800000093";Z86;4;4;5;0;86.5;87;75;50;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:56";="800000093";Z95;4;4;10.25;0;75;75;100;100;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";Z29;34;34;12.205882353;5.8823529412;60.220547945;75.5;61.764705882;85.294117647;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";I10;29;29;13.689655172;6.8965517241;80.068965517;84;48.275862069;89.655172414;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";J12;18;18;19.055555556;22.222222222;77;80.5;61.111111111;100;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";E11;14;14;10.428571429;0;78.428571429;82;35.714285714;92.857142857;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";E87;12;12;10.75;8.3333333333;80.916666667;83.5;41.666666667;91.666666667;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";I25;9;9;8.1111111111;0;81.666666667;82;55.555555556;100;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";I48;9;9;13.333333333;11.111111111;81.444444444;82;44.444444444;100;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";B96;8;8;15;12.5;62.582191781;81;25;100;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";I50;8;8;7.75;0;84;84;50;100;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";E78;8;8;6.625;0;82.75;82;62.5;75;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";Z60;7;7;9.4285714286;14.285714286;81.714285714;82;14.285714286;85.714285714;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";J44;7;7;8.4285714286;0;74.714285714;69;71.428571429;100;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";J43;7;7;22;28.571428571;74.142857143;76;85.714285714;100;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";R53;7;7;7.7142857143;0;83.142857143;84;42.857142857;71.428571429;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";J96;6;6;28.333333333;33.333333333;70.833333333;77;50;100;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";I95;6;6;12.833333333;0;82.666666667;81.5;83.333333333;100;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";U07;5;5;21;20;84.8;85;40;100;2023.7;X600100713;31AUG23;14:51:48
