"champ";"statut";"annee";"periode";"date du resultat";"ipe";diag_ct;ponder;ponder_cn;dms;pct_rea;age_moy;age_med;pct_homme;pct_dp;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";F06;5;5;9.2;0;86.6;85;40;60;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";Z95;5;5;9.4;0;79.8;84;60;100;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:33";="600100713";R41;5;5;5.6;0;85.8;84;60;80;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 15:43:26";="590782215";Z29;181;181;7.9447513812;0;69.487928555;77;50.276243094;75.690607735;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:26";="590782215";J12;121;121;8.305785124;0;77.991735537;83;56.198347107;98.347107438;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:26";="590782215";I10;88;88;9.7386363636;0;83.102272727;85;38.636363636;72.727272727;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:26";="590782215";E87;56;56;14.410714286;0;82.232142857;84.5;41.071428571;71.428571429;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:26";="590782215";Z74;53;53;14.905660377;0;82.698113208;85;45.283018868;69.811320755;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:26";="590782215";L89;52;52;12.75;0;86.211538462;87;48.076923077;86.538461538;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:26";="590782215";J96;47;47;10.978723404;0;79.173418828;83;57.446808511;100;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:26";="590782215";R06;46;46;7.7608695652;0;76.949791543;84;52.173913043;91.304347826;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:26";="590782215";E11;44;44;8.7045454545;0;79.931818182;81.5;50;72.727272727;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:26";="590782215";I48;42;42;10.5;0;85.69047619;87.5;50;80.952380952;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:26";="590782215";Z96;41;41;11.024390244;0;84.902439024;87;36.585365854;87.804878049;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:26";="590782215";Z60;39;39;10.974358974;0;82.230769231;85;20.512820513;74.358974359;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:26";="590782215";R53;30;30;11.366666667;0;79.571689498;83;50;56.666666667;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:26";="590782215";E55;29;29;11.689655172;0;82.517241379;85;37.931034483;72.413793103;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:26";="590782215";W19;26;26;14.307692308;0;82.384615385;86;34.615384615;73.076923077;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:26";="590782215";R26;26;26;11.307692308;0;79.615384615;84;53.846153846;80.769230769;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:26";="590782215";I50;25;25;13.4;0;83.68;85;44;88;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:26";="590782215";R41;25;25;11.12;0;85.44;87;44;64;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:26";="590782215";Z75;25;25;15.24;0;84.56;87;36;68;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:26";="590782215";N18;23;23;11.130434783;0;81.956521739;83;60.869565217;69.565217391;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";Z29;99;99;8.0505050505;3.0303030303;67.57841428;75;48.484848485;74.747474747;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";J12;39;39;11.179487179;5.1282051282;69.749490692;73;51.282051282;100;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";J96;26;26;13.923076923;11.538461538;67.73719705;72.5;61.538461538;100;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";E87;22;22;12.363636364;4.5454545455;72.227272727;73;31.818181818;95.454545455;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";K59;17;17;17;11.764705882;72.470588235;73;47.058823529;94.117647059;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";R39;17;17;10.529411765;11.764705882;74.470588235;76;58.823529412;64.705882353;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";J44;15;15;9.0666666667;0;66.533333333;70;73.333333333;100;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";E43;13;13;16.230769231;15.384615385;76.230769231;74;46.153846154;92.307692308;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";E86;11;11;12.272727273;9.0909090909;67.454545455;71;36.363636364;63.636363636;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";R41;11;11;12.454545455;9.0909090909;80.181818182;80;27.272727273;100;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";I50;10;10;9.6;0;78;81;40;80;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";I10;9;9;12.111111111;0;74.777777778;72;55.555555556;88.888888889;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";J18;9;9;19.555555556;22.222222222;78.222222222;77;66.666666667;100;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";Z71;9;9;15.444444444;0;70.222222222;71;44.444444444;100;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";U07;9;9;20.555555556;22.222222222;74.555555556;75;55.555555556;77.777777778;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";E11;8;8;11.75;0;78.375;76;75;87.5;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";L89;8;8;13.625;0;74.5;82;37.5;100;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";I48;8;8;10.75;0;81;81;62.5;75;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";E55;8;8;14.375;12.5;69.875;71;25;87.5;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";N18;7;7;12;0;78.142857143;75;42.857142857;100;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:53:55";="800000069";J12;22;22;6.6818181818;0;86.818181818;89;27.272727273;100;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:55";="800000069";I10;19;19;6.5263157895;0;87.842105263;90;26.315789474;89.473684211;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:55";="800000069";Z99;18;18;7.8333333333;0;86.444444444;87.5;16.666666667;100;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:55";="800000069";Z60;10;10;9.1;0;90.6;91.5;10;70;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:55";="800000069";Z29;9;9;7.4444444444;0;83;84;44.444444444;77.777777778;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:55";="800000069";I48;9;9;8.1111111111;0;89.444444444;90;22.222222222;66.666666667;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:55";="800000069";J96;9;9;6.7777777778;0;87.222222222;93;33.333333333;100;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:55";="800000069";E11;7;7;5.7142857143;0;83.714285714;85;28.571428571;42.857142857;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:55";="800000069";E87;7;7;8.8571428571;0;87.714285714;94;42.857142857;100;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:55";="800000069";E55;7;7;6.2857142857;0;86.571428571;90;14.285714286;85.714285714;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:55";="800000069";I50;6;6;6.8333333333;0;87.833333333;90;50;66.666666667;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:55";="800000069";F41;6;6;5.3333333333;0;87.166666667;86.5;0;100;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:55";="800000069";W01;5;5;9.2;0;78.8;84;40;100;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:55";="800000069";Z95;5;5;6.2;0;79.8;84;60;60;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:55";="800000069";R40;5;5;5.6;0;87;85;40;80;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:55";="800000069";E03;5;5;8;0;86.6;90;20;80;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:55";="800000069";J91;4;4;7.5;0;84.5;83;50;50;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:55";="800000069";J44;4;4;5.5;0;70.5;71;75;50;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:55";="800000069";E61;4;4;7.25;0;84.25;83.5;25;75;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:55";="800000069";F06;4;4;7.5;0;83.5;81.5;0;75;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 08:06:50";="020000071";J12;2;2;20.5;0;91.5;91.5;50;100;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:50";="020000071";Z29;2;2;20.5;0;91.5;91.5;50;100;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:50";="020000071";D64;2;2;20.5;0;91.5;91.5;50;100;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:50";="020000071";Z60;2;2;20.5;0;91.5;91.5;50;100;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:50";="020000071";Z99;2;2;20.5;0;91.5;91.5;50;100;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:50";="020000071";N18;1;1;18;0;97;97;0;100;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:50";="020000071";Z95;1;1;18;0;97;97;0;100;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:50";="020000071";I25;1;1;18;0;97;97;0;100;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:50";="020000071";S00;1;1;23;0;86;86;100;100;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:50";="020000071";B02;1;1;18;0;97;97;0;100;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:50";="020000071";B96;1;1;23;0;86;86;100;100;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:50";="020000071";I11;1;1;18;0;97;97;0;100;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:50";="020000071";R53;1;1;23;0;86;86;100;100;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";Z29;80;80;10.475;3.75;69.764006849;82.5;58.75;75;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";I10;51;51;11.901960784;5.8823529412;82.254901961;86;60.784313725;78.431372549;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";J12;46;46;12.5;4.347826087;78.282608696;82.5;58.695652174;93.47826087;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";R53;36;36;12.583333333;5.5555555556;79.444444444;85.5;58.333333333;72.222222222;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";E87;35;35;14.742857143;2.8571428571;81.457142857;84;48.571428571;77.142857143;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";R05;33;33;9.696969697;0;73.678953923;83;51.515151515;81.818181818;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";R65;27;27;12.777777778;3.7037037037;69.862303399;72;51.851851852;85.185185185;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";R50;26;26;9.8461538462;0;67.131401475;71;65.384615385;76.923076923;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";E11;24;24;10.916666667;4.1666666667;76.5;79;54.166666667;87.5;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";Z60;23;23;13.304347826;4.347826087;85.652173913;87;43.47826087;69.565217391;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";Z71;23;23;19.608695652;8.6956521739;82.086956522;86;56.52173913;78.260869565;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";Z50;21;21;17.333333333;4.7619047619;84.380952381;85;66.666666667;71.428571429;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";R06;21;21;14.333333333;9.5238095238;84.095238095;86;33.333333333;95.238095238;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";I48;19;19;14.947368421;5.2631578947;86.631578947;87;47.368421053;73.684210526;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";I50;18;18;12.277777778;0;87.111111111;90;61.111111111;88.888888889;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";B96;16;16;15.875;0;76.446917808;83;50;81.25;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";R41;16;16;15.5;0;84.875;88.5;31.25;62.5;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";A09;15;15;18.133333333;0;82.4;87;73.333333333;60;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";F06;14;14;9.9285714286;0;83.642857143;86;57.142857143;78.571428571;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";U07;14;14;24.142857143;14.285714286;77.071428571;78.5;57.142857143;71.428571429;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:15:48";="620100057";Z29;72;72;10.513888889;6.9444444444;61.599771689;77.5;55.555555556;63.888888889;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:48";="620100057";I10;37;37;10.108108108;5.4054054054;80.648648649;84;51.351351351;64.864864865;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:48";="620100057";I48;18;18;8.8888888889;11.111111111;83.222222222;86;55.555555556;50;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:48";="620100057";Z99;14;14;9.9285714286;0;82.857142857;84;57.142857143;92.857142857;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:48";="620100057";E11;13;13;14.461538462;7.6923076923;79.384615385;80;69.230769231;46.153846154;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:48";="620100057";J18;12;12;14.5;8.3333333333;85.916666667;86;41.666666667;91.666666667;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:48";="620100057";E43;12;12;21.916666667;25;80.416666667;88.5;41.666666667;66.666666667;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:48";="620100057";N18;11;11;19.272727273;9.0909090909;78.636363636;84;54.545454545;45.454545455;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:48";="620100057";J96;11;11;17;45.454545455;61.600498132;71;63.636363636;100;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:48";="620100057";I50;11;11;20.727272727;36.363636364;81.818181818;84;63.636363636;72.727272727;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:48";="620100057";Z74;11;11;8.6363636364;0;76.552179328;86;63.636363636;54.545454545;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:48";="620100057";R39;10;10;15.2;0;87.6;89;50;70;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:48";="620100057";R41;10;10;14.2;20;82.1;86;70;70;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:48";="620100057";K59;8;8;14.75;0;89.375;90;50;100;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:48";="620100057";R06;8;8;8;0;84.875;88.5;62.5;75;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:48";="620100057";Z96;8;8;20.75;25;86.25;90;75;100;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:48";="620100057";I95;8;8;13.125;0;86;87;25;87.5;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:48";="620100057";Z51;8;8;9.625;0;87.25;88.5;50;75;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:48";="620100057";B96;7;7;23.571428571;14.285714286;83.428571429;83;28.571428571;42.857142857;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:48";="620100057";Z92;7;7;13.428571429;0;87.571428571;86;42.857142857;71.428571429;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:21:37";="600101984";Z29;114;114;7.8157894737;0.8771929825;56.094232156;77;52.631578947;80.701754386;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:37";="600101984";J12;69;69;12.188405797;2.8985507246;75.556998213;83;60.869565217;98.550724638;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:37";="600101984";E87;54;54;10.444444444;1.8518518519;72.482343988;82;53.703703704;83.333333333;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:37";="600101984";I10;48;48;11.333333333;2.0833333333;83.666666667;85;70.833333333;91.666666667;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:37";="600101984";J96;30;30;12.966666667;3.3333333333;72.413059361;77;63.333333333;100;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:37";="600101984";E55;25;25;11.76;0;80.64;84;60;88;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:37";="600101984";I48;16;16;12.125;0;85.5;87;75;93.75;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:37";="600101984";D64;14;14;23;14.285714286;82.142857143;88;64.285714286;92.857142857;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:37";="600101984";E66;13;13;12.769230769;7.6923076923;71.076923077;77;69.230769231;84.615384615;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:37";="600101984";Z71;13;13;16.615384615;0;77.769230769;77;53.846153846;92.307692308;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:37";="600101984";E78;13;13;9.3076923077;0;80.846153846;78;38.461538462;84.615384615;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:37";="600101984";R53;12;12;5.25;0;61.839954338;78;41.666666667;66.666666667;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:37";="600101984";L89;12;12;13.666666667;0;74.25;82.5;58.333333333;100;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:37";="600101984";J90;12;12;12.333333333;8.3333333333;83.416666667;87;83.333333333;100;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:37";="600101984";N18;11;11;18.090909091;9.0909090909;79.363636364;81;90.909090909;90.909090909;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:37";="600101984";E86;10;10;13.3;0;75.8;86.5;50;80;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:37";="600101984";E03;10;10;14.5;10;79;80;30;100;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:37";="600101984";R41;10;10;9.5;0;90.9;91;30;70;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:37";="600101984";D50;10;10;8.5;0;71.291780822;77.5;50;70;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:37";="600101984";R39;10;10;18.6;10;82.8;86.5;40;70;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:08:03";="800000028";Z29;86;86;9.3837209302;1.1627906977;75.781140491;80;52.325581395;79.069767442;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:03";="800000028";I10;70;70;11.042857143;8.5714285714;81.471428571;83;44.285714286;87.142857143;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:03";="800000028";J12;52;52;12.384615385;13.461538462;77.826923077;81;53.846153846;100;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:03";="800000028";E87;31;31;12.419354839;9.6774193548;80.387096774;83;58.064516129;93.548387097;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:03";="800000028";I48;29;29;11.724137931;6.8965517241;84.413793103;87;48.275862069;82.75862069;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:03";="800000028";E11;27;27;11.888888889;14.814814815;80.111111111;81;51.851851852;85.185185185;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:03";="800000028";Z60;19;19;13.263157895;5.2631578947;87.052631579;88;36.842105263;78.947368421;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:03";="800000028";B96;16;16;13.4375;6.25;79.3125;80.5;31.25;93.75;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:03";="800000028";J44;16;16;8.875;6.25;76.6875;77;68.75;75;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:03";="800000028";F03;12;12;12.5;0;87.583333333;88;41.666666667;75;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:03";="800000028";J20;12;12;7.9166666667;0;79.916666667;75;66.666666667;100;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:03";="800000028";N39;12;12;12;0;82.5;85.5;8.3333333333;91.666666667;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:03";="800000028";N18;12;12;10.083333333;8.3333333333;80.916666667;83;58.333333333;66.666666667;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:03";="800000028";J96;11;11;13.727272727;54.545454545;68.363636364;67;63.636363636;100;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:03";="800000028";T79;11;11;12.636363636;0;82.363636364;85;45.454545455;90.909090909;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:03";="800000028";E86;10;10;17.1;0;87.2;88.5;50;80;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:03";="800000028";E55;9;9;11.444444444;0;86.777777778;86;33.333333333;77.777777778;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:03";="800000028";Z95;9;9;11.111111111;11.111111111;83.777777778;88;66.666666667;66.666666667;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:03";="800000028";E03;9;9;9.4444444444;11.111111111;82.666666667;83;44.444444444;77.777777778;2023.7;X800000028;01SEP23;13:07:27
