"champ";"statut";"annee";"periode";"date du resultat";"ipe";ghm;ghs;nb;mnt_br;mnt_tot_am;taux_app;mtm;mnt_fj;mpf;rac;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 14:26:35";="590781605";09M031;3520;1;865.435935;760.99639009;91.56;312.62;21.6;4.25;338.47;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:35";="590781605";11M02T;4342;1;753.57838;625.68986764;84.88;222.89;8.8;0.67;232.36;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:35";="590781605";19M11T;5782;1;339.529125;279.01295139;87.62;218.03;16.4;0;234.43;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:35";="590781605";19M14T;5785;1;358.612917;306.44158688;93.92;229.3;28;0.01;257.31;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:35";="590781605";19M22T;5793;1;365.23812;304.62142073;88.96;213.79;18;0.02;231.81;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:35";="590781605";21M10T;5850;2;681.025067;561.42198021;87.875;392.77;32.8;0.02;425.59;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:35";="590781605";Total;;16;15411.175797;13560.524159;91.2525;5482.74;559.4;52.24;6094.38;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:29:46";="590781811";20Z022;7286;1;8013.959811;6913.5044967;89.41;2734.98;201.6;0.02;2936.6;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:46";="590781811";Total;;1;8013.959811;6913.5044967;89.41;2734.98;201.6;0.02;2936.6;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:34:33";="800000093";06M12T;5381;1;380.262597;311.11497501;86.32;202.14;14.8;0.03;216.97;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:33";="800000093";Total;;1;380.262597;311.11497501;86.32;202.14;14.8;0.03;216.97;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";01C15J;5081;1;552.277028;521.45327947;97.03;0;0;10.67;10.67;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";02C051;5124;1;789.652032;736.12446778;100;0;40;8;48;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";02C05J;424;1;1466.66559;1432.5461772;99.41;228.17;0;15.26;243.43;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";03C16J;5151;1;1061.217792;925.44523926;88.15;202.25;0;3.47;205.72;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";03C201;687;1;2214.952701;2123.4631654;99.07;303.52;38;17.53;359.05;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";03M021;5167;1;347.948445;286.85344858;88.62;201.34;19.2;0.14;220.68;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";03M11T;5176;1;512.185323;442.61718241;87.06;205.27;0;0.17;205.44;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";04M052;1143;1;3550.156623;3278.6468643;94.71;1230.11;60;0.17;1290.28;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";05M13T;5336;1;386.166144;340.04497154;88.68;196.61;0;0.01;196.62;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";06C044;1942;1;34538.847057;33731.213902;99.7;3083.61;455.4;7.57;3546.58;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";06K04J;5368;1;416.731047;389.36885128;97.14;190.95;0;12.61;203.56;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";06M091;5378;1;425.917362;352.64885714;88.11;193.67;19.2;0.8;213.67;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";07M083;2536;1;6701.50064;6281.6226772;97.55;2041.28;208.8;1.13;2251.21;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";07M10T;2548;1;907.37806;773.3715579;88.81;308.42;25.2;1.63;335.25;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";08C321;2808;2;6996.698793;6731.0970548;99.06;1132.1;114;37.34;1283.44;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";08C34J;5439;1;1742.428389;1718.2313903;100;0;0;12;12;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";08M151;5532;1;357.129513;293.27220155;89.04;215.51;22.4;0.09;238;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";08M19T;5534;1;392.189184;354.59652304;91.07;200.04;0;0.07;200.11;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";08M221;5537;1;486.977478;415.56245412;86.04;213.76;0;0.5;214.26;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";08M29T;5544;1;393.252405;324.36803495;87.07;204.68;15.6;0.04;220.32;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";09M031;5570;2;931.898448;807.50061712;89.46;398.42;20;0.34;418.76;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";10M02T;3983;1;355.902072;348.42766582;98.59;187.05;0;0;187.05;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";11C111;5618;1;1176.890637;1092.9593834;97.33;274.94;32.4;12.09;319.43;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";11M041;4293;1;1340.927055;1153.4343851;91.42;484.04;63.6;0.26;547.9;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";19M02T;5778;1;323.672739;265.62818625;88;213.31;17.2;0.01;230.52;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";19M14T;5785;1;334.914824;311.019857;93.52;201.09;0;0;201.09;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";19M16T;5787;1;349.331619;308.14762767;92.41;232;12.4;0.01;244.41;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";19M22T;5793;1;341.102858;300.28484135;88.66;191.98;0;0.02;192;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";21M10T;5850;2;681.025067;561.42198021;87.875;392.77;32.8;0.02;425.59;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";21M14T;5854;1;408.326997;337.87316679;86.55;208.48;12.8;0.26;221.54;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";28Z04Z;9605;61;22534.216118;22331.673634;99.808360656;8394.79;0;1.83;8396.62;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:54:02";="600100713";Total;;94;93018.48004;89270.919645;97.285531915;21530.16;1209;144.04;22883.2;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 15:00:14";="020000048";Total;;;;;;;;;;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";01C063;36;1;11611.004028;11203.727546;99.8;1101.24;297;5.94;1404.18;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";01C08J;42;1;2768.763543;2690.3418359;98.44;259.23;0;16.15;275.38;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";01C15J;83;1;1025.771772;981.21582393;97.98;240.29;0;16.8;257.09;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";01K031;193;1;7754.714916;7622.1901408;99.59;668.98;39.2;7.47;715.65;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";01M201;5102;1;388.073841;322.05637426;88.26;191.33;18;0.06;209.39;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";01M211;272;1;1629.61575;1486.6494286;93.47;528.37;25.6;0.29;554.26;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";03C24J;5157;1;1619.055282;0;100;;;;;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";03M05T;5170;1;365.077752;301.62318399;87.51;203.74;15.6;0.02;219.36;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";04M072;5190;1;426.508719;335.47541922;92.06;214.72;54.4;0.02;269.14;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";04M132;1181;1;5186.263389;4771.9921748;93.5;1663.9;42;1.22;1707.12;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";04M16T;5199;1;455.030772;397.1574288;87.91;181.61;0;0.06;181.67;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";06C141;1978;1;1439.944272;1296.2887974;93.25;346.09;27.2;9.86;383.15;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";06C14J;5356;1;775.269027;682.21030278;89.13;247.38;0;3.95;251.33;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";06M04T;5373;1;446.319462;382.31759577;92.25;192.42;26;0.53;218.95;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";06M113;2169;1;4915.88058;4653.5901254;97.19;1908.26;88;2.71;1998.97;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";06M18T;5387;1;382.567887;337.07430772;88.74;209.07;0;0.04;209.11;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";08C14J;5427;1;712.965652;695.71980291;99.56;0;0;9.14;9.14;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";08C271;2791;1;3995.879433;3840.1838933;99.11;669.26;76;16.41;761.67;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";08C37J;5442;1;1309.013823;1255.3544581;97.5;0;0;12;12;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";08C43J;2865;1;1897.823968;1848.6407161;99.02;227.5;0;17.43;244.93;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";08C441;2866;1;1417.44028;1313.4094105;98.42;297.69;54.6;17.27;369.56;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";08C482;2886;1;6127.350567;5972.9379652;99.75;1232.97;79.2;17.11;1329.28;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";08C59J;2942;1;1571.436009;1533.6275156;99.44;197.44;0;18.07;215.51;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";08C60J;5518;1;1149.03672;1086.9983806;96.67;0;0;16;16;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";08K02J;5521;1;465.694617;416.90119168;92.05;171.92;0;8.77;180.69;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";09C08J;5560;2;1396.893318;1182.4879806;85.825;430.06;0;7.75;437.81;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";09C291;3631;1;1478.643075;1293.0581943;89.89;429.54;21.2;5.59;456.33;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";09C29J;3630;2;2957.28615;2659.3563859;91.12;458.36;0;16.46;474.82;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";09C29J;5946;2;1592.193642;1375.3427348;87.26;459.62;0;4.28;463.9;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";09C331;3671;2;4607.653284;4330.6375962;98.22;841.76;142.4;20.92;1005.08;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";09C331;5950;1;1158.413983;1048.6806783;92;197.36;0;9.6;206.96;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";09M021;5569;1;405.059499;324.80063394;81.86;224.75;4;0.46;229.21;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";09M031;5570;3;1367.063428;1153.4477616;89.36;582.03;59.2;0.47;641.7;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";09M032;5570;1;465.949224;383.75030856;89.46;199.21;30;0.17;229.38;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";09M03T;5570;2;901.114204;798.89745305;89.31;382.82;0;0.3;383.12;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";11M02T;5628;1;405.72676;338.87884639;84.14;177.69;0;0.11;177.8;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";11M041;5630;1;371.241897;321.60896369;90.51;205.98;12;0.05;218.03;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";11M18Z;4359;1;355.902072;345.75844944;97.88;179.77;0;0.16;179.93;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";19M11T;5782;2;656.620809;563.98655327;87.73;419.17;8;0.01;427.18;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";19M131;7094;1;2772.769921;2414.5746609;88.22;1001.73;14.4;0.04;1016.17;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";19M16T;5787;1;326.253579;287.20289281;92.42;204.28;12.2;0.01;216.49;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";19M191;5790;1;299.138375;252.85030887;87.62;206.56;7.4;0.02;213.98;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";19M22T;5793;3;1071.579098;918.92768281;88.86;619.56;26.6;0.06;646.22;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";19M22Z;5793;1;341.102858;273.88484135;88.66;191.98;26.4;0.02;218.4;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";20Z051;5797;3;1079.725207;884.49136946;86.533333333;574.37;43.2;0.06;617.63;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";21C051;7420;1;2567.241105;2420.7838757;97.47;508.42;52.8;11.19;572.41;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";21M10T;5850;3;1033.173149;901.19872579;87.846666667;597.79;0;0.03;597.82;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";21M142;7601;1;3109.725957;2795.0417673;92.66;1185.31;63;3.26;1251.57;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";23K03J;5865;1;421.817955;387.30707432;94.55;205.8;0;8.73;214.53;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";23M08J;7969;1;728.431548;716.2438684;99.02;163.56;0;0;163.56;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";28Z17Z;9616;1;398.935446;386.11048256;97.47;207.26;0;0.01;207.27;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:27";="590782215";Total;;65;92106.157604;84186.993909;92.017846154;21808.15;1365.6;287.08;23460.83;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";01M22T;5104;1;504.567843;425.0588305;84.84;211.79;0;0.02;211.81;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";01M25T;5107;2;779.98986;664.01726309;92.59;409.4;52.8;0.32;462.52;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";03K02J;819;4;5444.255215;5233.5831111;97.715;944.14;0;49.1;993.24;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";03M04T;876;2;1881.622934;1688.1234352;90.58;463.18;0;4.32;467.5;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";03M11T;881;1;951.312999;884.04225262;93.95;237.99;0;3.46;241.45;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";04M05T;1239;1;1236.066429;1142.0084713;94.18;208.5;13.8;0.17;222.47;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";04M162;1196;1;3257.204379;2737.3173584;89.11;1259.55;144;0.86;1404.41;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";05K051;1693;1;4377.625434;4236.9371457;99.5;853.43;77.6;10.71;941.74;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";05K06T;1701;1;2599.825878;2530.0867037;99.73;203.16;39.6;4.97;247.73;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";05K101;1702;1;2632.300398;2540.0846357;99.57;465.11;58.2;4.35;527.66;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";05M13T;1815;2;1434.511806;1280.4187308;89.9;479.44;0;0.18;479.62;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";05M13T;5336;1;386.166144;340.04497154;88.68;196.61;0;0.01;196.62;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";06C14J;1982;1;1344.795965;1264.7027945;95.79;220.14;0;14.46;234.6;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";06K02Z;2119;1;1003.131909;978.20204468;99.69;192.58;0;14.82;207.4;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";06K04J;2121;1;774.014913;748.40324552;99.47;190.55;0;16.12;206.67;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";08C44J;2870;1;1517.732775;1453.0716403;97.51;240.24;0;16.51;256.75;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";08C46J;2880;1;1247.031591;1179.3332776;96.53;236.91;0;16;252.91;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";08M29T;3170;1;682.145638;603.28722111;89.1;219.02;0;0.25;219.27;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";08M36T;3153;1;720.814068;645.72937666;90.24;227.63;0;0.18;227.81;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";08M37T;3173;2;1499.861766;1290.9102693;87.99;488.72;15.6;3.98;508.3;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";11M043;4295;1;4111.905681;3837.9957598;96.01;1444.57;82;0.21;1526.78;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";11M19T;4344;1;578.62779;545.4985257;95;233.88;0;0.35;234.23;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";13C11J;4963;1;1005.345252;950.16978469;96.93;218.57;0;17.49;236.06;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";19M02T;5778;1;323.672739;265.62818625;88;213.31;17.2;0.01;230.52;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";19M11T;7088;1;630.617091;562.79618;90.93;209.09;6.6;0.01;215.7;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";19M22T;5793;1;365.23812;304.62142073;88.96;213.79;18;0.02;231.81;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";20Z031;5795;1;415.343097;341.61723656;85.94;210.09;12.8;0.03;222.92;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";20Z051;5797;1;343.696225;281.34221854;86.66;179.41;14.4;0.02;193.83;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";21M101;7584;1;1091.366935;951.20793969;90.84;632.93;31.8;1.45;666.18;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";21M10T;7616;1;610.843065;520.59952182;88.92;275.15;18;0.76;293.91;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";21M141;7600;1;1401.830013;1212.0413192;89.05;623.2;25.2;2.35;650.75;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";23M06T;5867;2;666.188718;575.21397506;93.22;440.04;41.4;0.06;481.5;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";23M20T;7989;1;765.236004;708.72342333;93.31;215.91;0;0.32;216.23;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";28Z17Z;9616;2;797.870892;772.22096512;97.47;414.52;0;0.02;414.54;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:59";="620100685";Total;;43;47382.759566;43695.039236;93.088372093;13472.55;669;183.89;14325.44;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:54:27";="800000069";21M07T;5849;1;432.171714;362.45165173;88.97;195.62;19.2;0.16;214.98;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:27";="800000069";Total;;1;432.171714;362.45165173;88.97;195.62;19.2;0.16;214.98;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 08:07:20";="020000071";Total;;;;;;;;;;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:19:41";="600100721";11M122;4323;1;2301.137595;2074.7973154;93.87;900.36;70;0.16;970.52;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:41";="600100721";Total;;1;2301.137595;2074.7973154;93.87;900.36;70;0.16;970.52;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";01C15J;83;1;1025.771772;981.21582393;97.98;240.29;0;16.8;257.09;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";01M131;243;1;1914.743805;1743.401369;94.09;409.03;43.8;1.77;454.6;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";03C09J;642;1;1711.236813;1661.7555738;99;217.48;0;20.51;237.99;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";04M12T;1179;1;791.235666;672.16487721;87.57;283.48;14.4;1.47;299.35;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";05C17J;1493;1;1555.038926;1516.0096392;99.47;207.44;0;19.96;227.4;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";05M041;5293;1;538.906641;412.66112432;91.31;183.84;75.6;0.37;259.81;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:37";="620100057";05M08T;5297;1;518.930802;445.62991078;90.99;194.93;23.2;0.04;218.17;2023.7;X620100057;01SEP23;12:14:44
