"champ";"statut";"annee";"periode";"date du resultat";"ipe";ghm;ghs;nb;mnt_br;mnt_tot_am;taux_app;mtm;mnt_fj;mpf;rac;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";08M372;3156;1;2816.242494;2491.1930881;91.81;1358.11;75.6;0.7;1434.41;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";08M37T;5552;1;403.766532;355.15373945;88.68;199.55;0;0.4;199.95;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";09C083;3345;1;4348.889493;3881.8146249;96.95;1292.01;297.6;7.32;1596.93;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";09C08J;5560;1;722.307495;608.34367005;85.29;246.13;0;3.4;249.53;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";09C29J;5946;1;796.096821;687.6713674;87.26;229.81;0;2.14;231.95;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";09C34J;3680;1;1720.227444;1611.1137496;95.21;257.68;0;15.25;272.93;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";09M031;3520;2;2216.195553;1952.4446078;91.56;625.24;54;8.5;687.74;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";09M03T;3524;1;1256.050746;1100.2202557;88.26;290.06;0;0.61;290.67;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";09M05T;5572;1;378.558687;340.06985158;90.49;214.47;0;0.09;214.56;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";09M061;3535;2;3126.213792;2909.6803866;97;885.14;100.8;0.72;986.66;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";09M12Z;3581;1;381.084483;371.30265406;98.12;194.9;0;0;194.9;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";10C121;3750;1;3234.071295;3032.3056172;99.15;277.8;134.4;17.43;429.63;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";10M021;3911;9;18893.799897;17280.430723;97.634444444;7759.95;1038.4;0.38;8798.73;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";10M022;3912;10;31582.07208;29421.297534;97.59;11841.4;1183.2;0.7;13025.3;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";10M02T;3983;1;381.084483;374.21646412;98.89;180.09;0;0;180.09;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";10M031;3916;1;2238.296268;2057.189996;94.97;1198.16;53.6;0.04;1251.8;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";10M032;3917;1;3395.858885;3030.0049744;93.06;1418.79;108;0.06;1526.85;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";10M033;3918;1;5991.779469;5358.1492042;92.52;1691.96;146.4;0.24;1838.6;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";10M07T;3985;1;436.020546;377.40855618;87.17;213.64;0;0.01;213.65;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";10M082;3927;1;3563.326845;3209.4177135;94.67;1843.17;140;0.37;1983.54;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";10M122;3946;1;3467.176206;3072.5675971;94.55;1072.6;182;0.7;1255.3;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";10M13T;3982;1;680.173077;609.48749541;94.69;196.17;30;0.06;226.23;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";10M13T;3991;1;381.084483;365.77776744;96.66;214.65;0;0;214.65;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";10M13Z;3950;14;26213.574388;23901.120265;97.435714286;8693.28;1460.8;1.42;10155.5;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";10M162;3958;1;2817.304932;2545.9644596;95.42;1048.42;123.2;0.29;1171.91;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";10M164;3960;1;5923.310306;5470.0509555;97.5;2440.56;264;0.75;2705.31;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";10M183;3969;1;8324.763018;7093.9814231;97.13;2289.94;935;0.26;3225.2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";11C021;4112;2;16229.662566;15801.582314;99.61;1300.62;235.2;16.42;1552.24;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";11C112;4159;1;3638.349;3463.5371378;99.43;846.73;116.4;12.35;975.48;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";11C132;4169;1;3832.965591;3704.8484521;99.57;987.45;78.4;6.52;1072.37;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";11K023;4275;1;14740.127287;13951.901466;99.31;2731.71;582;2.05;3315.76;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";11M021;4284;1;753.57838;628.95136361;86.56;492.47;17.4;1.38;511.25;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";11M022;4285;1;2282.197008;1983.5243526;90.4;817.17;63.6;1.54;882.31;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";11M044;4296;1;12504.314504;11138.288389;96.39;1870.1;830;0.25;2700.35;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";11M061;4298;1;1861.000479;1698.9888624;96.28;608.14;80;0.24;688.38;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";11M151;4326;1;1996.731945;1791.4962429;98.89;691;169.2;0.05;860.25;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";11M153;4328;1;5125.200912;4745.6336791;98.79;1542.56;282;0.11;1824.67;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";11M161;4331;2;2739.98751;2486.8901345;93.38;911.82;52;1.8;965.62;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";11M162;4332;1;4069.167609;3706.5053503;94.72;1186.86;120;0.83;1307.69;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";11M16T;5638;1;420.304482;383.94030752;92.04;198.09;0;0.2;198.29;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";11M172;4337;1;3825.739008;3493.7310214;99.79;0;297;0.25;297.25;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";11M18Z;4340;1;723.841014;645.25032876;97.21;246.12;53.4;0.07;299.59;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";11M19T;4344;1;578.62779;545.4985257;95;233.88;0;0.35;234.23;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";11M19Z;4341;1;1428.234294;1269.4377679;95.4;422.82;83;0.56;506.38;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";12C033;4515;1;58795.499334;55347.936191;99.78;0;2900;7.55;2907.55;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";12C041;4518;1;3288.997335;3040.231287;99.48;557.79;194;14.76;766.55;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";12C042;4519;1;3668.71869;3458.696901;99.58;835.5;156.8;12.24;1004.54;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";12C07J;4535;1;1424.06784;1369.0830176;98.04;228.61;0;17.3;245.91;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";12M031;4760;2;2721.304638;2426.257465;96.54;1327.14;178.2;4.3;1509.64;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";12M032;4761;1;4618.818906;4287.8652534;95.87;1540.9;107.8;1.4;1650.1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";12M042;4766;1;2498.312934;2211.6635269;90.88;1002.09;42.4;0.51;1045;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";12M051;4769;1;1508.66196;1289.7824578;87.3;319.75;16;2.06;337.81;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";12M052;4770;1;2705.799057;2419.2906496;92.45;989.71;64;0.71;1054.42;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";12M08Z;4705;1;326.14842;315.0562427;97.28;220.21;0;0;220.21;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";12M08Z;4783;2;1428.795022;1230.5583771;96.94;442.82;144;0.82;587.64;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";13M041;5215;1;1399.607127;1209.2946766;89.06;523.32;25.2;3.27;551.79;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";14M03A;5477;3;3197.892949;2977.9627372;94.346666667;1371.41;18;0.34;1389.75;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";14M03T;5481;5;2738.297169;2603.0443828;95.766;1029.02;0;1.05;1030.07;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";14Z09Z;5482;1;1617.960618;1560.1646115;98.79;284.74;27;0.03;311.77;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";14Z14D;5498;1;4032.603705;3882.7244768;99.52;307.07;102;0.43;409.5;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";15M05C;5905;1;4299.301836;4169.2067231;100;0;100;0;100;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";15M08B;5915;1;5252.242437;5134.1905492;99.96;1033.31;79.2;0;1112.51;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";16M062;6160;1;5155.751016;4493.5585458;90.63;1869.45;143;3.39;2015.84;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";16M092;6173;1;3695.608053;3417.473562;94.73;1267.11;58.4;0.47;1325.98;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";16M101;6177;1;10983.283584;10341.830742;97.19;814.41;258;0.1;1072.51;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";16M102;6178;1;12820.559622;12171.252472;98.01;1591.48;306;0.22;1897.7;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";16M14Z;6197;1;816.814362;661.66378763;96.82;228.17;123.2;0.44;351.81;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";16M15Z;6198;2;4809.516504;4227.2028819;92.41;1157.84;182;4.16;1344;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";17K042;6471;2;17161.731405;15136.679609;99.52;2356.5;1822.8;0.32;4179.62;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";17M051;6483;2;9609.200445;9196.5341007;98.97;1985.4;247;0.12;2232.52;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";17M061;6487;4;10291.31571;9607.2514456;99.04;3874.6;513;0.92;4388.52;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";17M062;6488;6;32326.126401;29180.421512;99.148333333;7028.34;2637.6;1.24;9667.18;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";17M063;6489;1;5159.94063;4806.0047457;99.05;1615.03;268.8;0.34;1884.17;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";17M06T;6491;1;931.369208;880.25555588;99.38;338.45;38.8;0.06;377.31;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";17M091;6502;1;2251.646904;2096.9609144;94.47;427.89;14.4;0.88;443.17;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";17M094;6505;1;45391.711365;43374.48412;97.6;7989.73;616;1.71;8607.44;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";17M09T;6506;1;829.122606;801.72012844;97.39;210.37;0;0.11;210.48;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";17M14Z;6522;1;766.679316;692.68959097;98.25;236.56;55.2;0.1;291.86;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";17M151;6526;1;1841.92671;1703.6238366;96.73;468.58;64.8;0.8;534.18;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";17M153;6528;1;9633.897117;9186.6157939;97.12;2647.05;103.2;1.13;2751.38;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";17M172;6537;1;4740.518172;4471.4427015;96.43;1239.77;65.6;2.24;1307.61;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";18M073;6783;1;12575.146467;12107.829247;97.68;2268.43;89;0.59;2358.02;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";18M07T;6785;1;1477.69089;1409.7539881;96.12;241.34;0;0.66;242;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";19C024;7004;1;114243.46368;107479.76879;99.77;0;5700;3.07;5703.07;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";19M02T;5778;1;323.672739;274.22818625;88;213.31;8.6;0.01;221.92;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";19M07T;5780;1;393.974061;337.09968671;93.13;224.38;27.2;0.04;251.62;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";19M11T;5782;1;339.529125;287.21295139;87.62;218.03;8.2;0;226.23;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";19M142;7100;1;4395.446328;3938.711373;92.8;1943.33;111.6;0.11;2055.04;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";19M14T;5785;1;358.612917;334.44158688;93.92;229.3;0;0.01;229.31;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";19M161;7109;2;3631.493268;3253.4718079;91.75;1328.26;55;0.1;1383.36;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";19M16T;5787;5;1746.658095;1577.9381384;92.41;1160;24.8;0.05;1184.85;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";19M22T;5793;11;3896.94301;3383.5527311;88.823636364;2242.64;53.6;0.22;2296.46;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";19M22Z;7134;4;10850.961879;9110.3374156;85.2575;3577.57;75.6;0.38;3653.55;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";20Z031;7263;1;1256.763924;1077.6497015;87.06;323.95;7.8;1.03;332.78;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";20Z04T;7271;2;955.79328;856.42152315;92.89;307.06;25.2;0;332.26;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";20Z051;5797;1;368.014491;301.57457546;86.47;197.48;14.4;0.02;211.9;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";20Z051;7272;3;3423.894616;2935.1037054;87.34;741.1;32.8;1.56;775.46;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";20Z062;7277;1;6284.481138;5648.2458048;91.84;1783.6;82.6;0.42;1866.62;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";20Z06T;5798;2;661.177218;551.38517876;87.65;426.44;24;0.08;450.52;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";21C051;7420;1;2567.241105;2438.3838757;97.47;508.42;35.2;11.19;554.81;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";21M101;7584;11;21446.121798;18948.206857;90.643636364;7407.1;339.8;15.14;7762.04;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";21M102;7585;4;13409.388578;12274.571761;93.445;4664.4;162;6.76;4833.16;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";21M10T;7616;36;38668.036661;33648.963192;88.966666667;10257;486;26.64;10769.64;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";21M121;7592;3;3855.958353;3242.0279945;85.16;925.14;15.6;3.12;943.86;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";21M141;7600;2;10440.979146;9179.5201937;88.95;1310.84;36;6.72;1353.56;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";21M143;7602;1;30570.310368;29015.774563;95.59;1897.95;0;1.83;1899.78;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";21M14T;7618;1;758.410341;641.14641681;86.94;252.32;12;1.6;265.92;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";22M02T;7862;1;720.012228;611.92604247;86;236.19;0;2.95;239.14;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";23K02Z;7959;2;1164.452094;1033.9300026;89.59;400.84;0;2;402.84;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";23M061;7963;1;1502.580819;1393.2754761;96.69;576.33;49.2;0.2;625.73;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";23M06T;7967;1;577.790152;505.20026525;93.85;192.52;33.2;0.06;225.78;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";23M091;7970;21;20750.082038;18906.795716;96.998571429;9459.09;1079;0.63;10538.72;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";23M092;7971;3;6765.073965;6165.8852191;97.95;2539.95;414;0.12;2954.07;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";23M101;7974;1;1406.547636;1279.9334142;95.1;433.85;45.6;2.73;482.18;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";23M102;7975;1;2763.651813;2488.0826322;96.99;1136.76;172;1.62;1310.38;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";23M20T;5877;1;412.005438;347.8204404;90.89;213.63;24;0.03;237.66;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";23M20T;7917;2;736.986555;687.16002007;93.92;358.88;0;0.14;359.02;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";23M20T;7989;6;5511.495248;5027.1293851;93.28;1271.46;76.4;1.97;1349.83;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";23M20Z;7990;13;36499.74985;32831.17693;93.780769231;7439.33;1147.4;11.81;8598.54;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";23M21T;7997;1;554.993556;469.3040847;85.16;224.08;0;0.02;224.1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";26C021;8802;1;9931.309596;9704.7165856;98.78;1455.03;18.8;17.96;1491.79;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";26M021;8852;1;4089.744828;3543.7204071;88.16;1246.19;32;4.56;1282.75;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";26M023;8854;1;11975.740998;11080.801239;93.69;3541.16;56;4.73;3601.89;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";28Z04Z;9605;98;35911.84935;35590.288959;99.811938776;13680.04;0;2.94;13682.98;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";28Z07Z;9606;10;4368.414098;4323.3547819;99.668;1908.26;0;0.1;1908.36;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";28Z14Z;9613;1;669.138751;658.5311322;99.11;172.52;0;0.01;172.53;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";28Z17Z;9616;11;4335.566448;4197.4433639;97.500909091;2244.1;0;0.11;2244.21;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:23";="590780193";Total;;711;2011976.9136;1867493.2947;95.450295359;470976.71;65678;1428.37;538083.08;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:26:21";="020004404";03K02J;819;1;1292.47804;1240.7617293;97.64;225.88;0;12.38;238.26;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:21";="020004404";05K14Z;1721;1;914.528589;904.36551123;99.86;169.36;0;2.49;171.85;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:21";="020004404";08C46J;2880;1;1247.031591;1179.3332776;96.53;236.91;0;16;252.91;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:21";="020004404";28Z07Z;9606;1;448.699641;444.12295553;99.68;203.97;0;0.01;203.98;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:21";="020004404";Total;;4;3902.737861;3768.5834737;98.4275;836.12;0;30.88;867;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:26:35";="590781605";01M25T;5107;1;389.99493;358.40863155;92.59;204.7;0;0.16;204.86;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:35";="590781605";03M111;5176;1;512.185323;434.21718241;87.06;205.27;8.4;0.17;213.84;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:35";="590781605";04M202;1215;1;3790.788807;3360.7278134;97.05;1180.9;292.4;0.08;1473.38;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:35";="590781605";06K04J;2121;2;1657.563648;1606.0217068;99.48;405.96;0;31.38;437.34;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:35";="590781605";06M09T;2162;1;791.085321;701.53360218;93.04;243.59;26.4;2.94;272.93;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:35";="590781605";06M12T;5381;1;380.262597;311.11497501;86.32;202.14;14.8;0.03;216.97;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:35";="590781605";07M102;2545;1;3666.4134;3170.486961;89.64;1216.92;91.8;1.28;1310;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:35";="590781605";09K02J;3514;1;859.462227;779.82908944;92.69;233.86;0;11.23;245.09;2023.7;X590781605;31AUG23;14:25:07
