"champ";"statut";"annee";"periode";"date du resultat";"ipe";eff;lib;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 15:44:33";="590782215";;Nombre de séjours/séances en SU non valorisés (CM90, ghs 9999, PIE);2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:33";="590782215";3;Nombre de séjours/séances en SU valorisés;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 17:00:05";="620100685";12;Nombre de séjours/séance en SU;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 17:00:05";="620100685";;Nombre de séjours/séances en SU non valorisés (CM90, ghs 9999, PIE);2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 17:00:05";="620100685";12;Nombre de séjours/séances en SU valorisés;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:54:32";="800000069";;Nombre de séjours/séance en SU;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:32";="800000069";;Nombre de séjours/séances en SU non valorisés (CM90, ghs 9999, PIE);2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:32";="800000069";;Nombre de séjours/séances en SU valorisés;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 08:07:22";="020000071";;Nombre de séjours/séance en SU;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:07:22";="020000071";;Nombre de séjours/séances en SU non valorisés (CM90, ghs 9999, PIE);2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:07:22";="020000071";;Nombre de séjours/séances en SU valorisés;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:19:48";="600100721";15;Nombre de séjours/séance en SU;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:48";="600100721";;Nombre de séjours/séances en SU non valorisés (CM90, ghs 9999, PIE);2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:48";="600100721";15;Nombre de séjours/séances en SU valorisés;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:16:43";="620100057";1;Nombre de séjours/séance en SU;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:43";="620100057";;Nombre de séjours/séances en SU non valorisés (CM90, ghs 9999, PIE);2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:43";="620100057";1;Nombre de séjours/séances en SU valorisés;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:23:21";="600101984";30;Nombre de séjours/séance en SU;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:21";="600101984";;Nombre de séjours/séances en SU non valorisés (CM90, ghs 9999, PIE);2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:21";="600101984";30;Nombre de séjours/séances en SU valorisés;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:08:51";="800000028";1;Nombre de séjours/séance en SU;2023.7;X800000028;01SEP23;13:07:27
