"champ";"statut";"annee";"periode";"date du resultat";"ipe";cl_age_cov;ponder;ponder_cn;dms;pct_homme;pct_dc;pct_rea;nb_rea;pct_sc;nb_sc;pct_si;nb_si;moy_igs_rea;med_igs_rea;moy_igs_sc;med_igs_sc;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 14:40:32";="590001749";40-59;3;3;4.6666666667;66.666666667;0;0;0;0;0;0;0;;;;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:32";="590001749";60-69;3;3;9.6666666667;66.666666667;0;0;0;0;0;0;0;;;;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:32";="590001749";70-79;6;6;14.166666667;16.666666667;0;0;0;0;0;0;0;;;;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:32";="590001749";80-89;12;12;6.9166666667;66.666666667;16.666666667;0;0;0;0;0;0;;;;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:32";="590001749";>90;15;15;17.4;33.333333333;26.666666667;0;0;0;0;0;0;;;;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:46:43";="590781670";0-17;;;;;;;;;;;;;;;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:43";="590781670";18-39;1;1;2;100;0;0;0;0;0;0;0;;;;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:43";="590781670";40-59;4;4;5.75;50;0;0;0;0;0;0;0;;;;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:43";="590781670";60-69;5;5;9.2;80;0;0;0;0;0;0;0;;;;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:43";="590781670";70-79;13;13;12.230769231;38.461538462;7.6923076923;0;0;0;0;0;0;;;;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:43";="590781670";80-89;32;32;13.3125;53.125;3.125;0;0;0;0;0;0;;;;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:43";="590781670";>90;11;11;13.363636364;36.363636364;18.181818182;0;0;0;0;0;0;;;;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:50:56";="020000261";0-17;10;10;2.4;50;0;0;0;0;0;0;0;;;;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:56";="020000261";18-39;5;5;8.4;40;0;0;0;20;1;0;0;;;21;21;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:56";="020000261";40-59;16;16;21.375;37.5;12.5;25;112;18.75;9;0;0;36.25;38.5;37.666666667;32;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:56";="020000261";60-69;23;23;11.869565217;56.52173913;4.347826087;8.6956521739;30;0;0;26.086956522;16;46;46;;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:56";="020000261";70-79;40;40;12.775;55;15;10;6;7.5;33;2.5;0;53.75;44.5;31.333333333;34;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:56";="020000261";80-89;71;71;15.056338028;45.070422535;11.267605634;1.4084507042;2;0;0;2.8169014085;3;31;31;;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:56";="020000261";>90;27;27;14.666666667;40.740740741;22.222222222;0;0;0;0;3.7037037037;4;;;;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:13:52";="620100651";0-17;35;35;3.6285714286;51.428571429;0;0;0;0;0;0;0;;;;;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:52";="620100651";18-39;34;34;4.0294117647;26.470588235;0;2.9411764706;0;2.9411764706;3;0;0;34;34;13;13;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:52";="620100651";40-59;35;35;11.142857143;42.857142857;0;17.142857143;49;0;0;11.428571429;38;35.5;35;;;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:52";="620100651";60-69;50;50;9.9;44;8;4;16;4;17;14;66;52;52;22.5;22.5;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:52";="620100651";70-79;70;70;11.828571429;44.285714286;14.285714286;10;145;2.8571428571;6;7.1428571429;36;45.142857143;44;41.5;41.5;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:52";="620100651";80-89;101;101;13.02970297;39.603960396;15.841584158;5.9405940594;65;0.9900990099;8;5.9405940594;20;63.333333333;61;41;41;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:52";="620100651";>90;34;34;10.852941176;23.529411765;5.8823529412;0;0;2.9411764706;1;5.8823529412;6;;;54;54;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:40:18";="620027839";0-17;;;;;;;;;;;;;;;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:18";="620027839";18-39;;;;;;;;;;;;;;;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:18";="620027839";40-59;;;;;;;;;;;;;;;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:18";="620027839";60-69;;;;;;;;;;;;;;;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:18";="620027839";70-79;;;;;;;;;;;;;;;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:18";="620027839";80-89;;;;;;;;;;;;;;;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:18";="620027839";>90;;;;;;;;;;;;;;;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";0-17;;;;;;;;;;;;;;;;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";18-39;7;7;2.2857142857;57.142857143;0;0;0;0;0;14.285714286;3;;;;;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";40-59;15;15;15.4;66.666666667;0;20;14;13.333333333;16;6.6666666667;10;42.333333333;42;33.5;33.5;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";60-69;21;21;7.8095238095;61.904761905;9.5238095238;9.5238095238;23;9.5238095238;8;14.285714286;16;72;72;69.5;69.5;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";70-79;39;39;15.461538462;61.538461538;5.1282051282;15.384615385;119;12.820512821;41;15.384615385;34;69.333333333;69;42;43;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";80-89;44;44;12.068181818;52.272727273;4.5454545455;4.5454545455;16;2.2727272727;9;4.5454545455;43;57.5;57.5;43;43;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:48";="590780284";>90;23;23;10.391304348;47.826086957;8.6956521739;0;0;0;0;4.347826087;7;;;;;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:42:54";="020000287";0-17;;;;;;;;;;;;;;;;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:54";="020000287";18-39;5;5;3.6;60;0;0;0;0;0;0;0;;;;;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:54";="020000287";40-59;8;8;10.625;37.5;12.5;0;0;0;0;0;0;;;;;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:54";="020000287";60-69;9;9;9.1111111111;77.777777778;0;0;0;0;0;0;0;;;;;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:54";="020000287";70-79;17;17;8.2352941176;47.058823529;0;0;0;5.8823529412;5;23.529411765;23;;;31;31;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:54";="020000287";80-89;44;44;10.613636364;50;2.2727272727;0;0;9.0909090909;44;6.8181818182;28;;;30;27.5;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:54";="020000287";>90;20;20;10.15;50;0;0;0;0;0;0;0;;;;;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 10:32:56";="590797353";0-17;15;15;2.0666666667;60;0;0;0;33.333333333;15;0;0;;;;;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:56";="590797353";18-39;19;19;4.7894736842;15.789473684;0;0;0;10.526315789;9;0;0;;;19;19;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:56";="590797353";40-59;8;8;2.875;25;0;0;0;0;0;0;0;;;;;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:56";="590797353";60-69;16;16;14.4375;56.25;6.25;0;0;25;15;0;0;;;35.25;34;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:56";="590797353";70-79;36;36;15.138888889;41.666666667;2.7777777778;0;0;16.666666667;26;0;0;;;42.625;47.5;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:56";="590797353";80-89;39;39;13.256410256;33.333333333;10.256410256;0;0;10.256410256;29;2.5641025641;15;;;39.166666667;41;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:56";="590797353";>90;24;24;17.875;37.5;4.1666666667;0;0;4.1666666667;4;0;0;;;48;48;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:29:38";="590782421";0-17;27;27;7.8148148148;55.555555556;0;0;0;22.222222222;38;0;0;;;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:38";="590782421";18-39;26;26;7.0384615385;38.461538462;3.8461538462;7.6923076923;38;7.6923076923;3;7.6923076923;15;48.5;48.5;21;21;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:38";="590782421";40-59;40;40;11.5;72.5;0;12.5;53;15;23;10;19;40.8;35;34.666666667;34;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:38";="590782421";60-69;44;44;12.363636364;54.545454545;4.5454545455;6.8181818182;23;2.2727272727;17;9.0909090909;27;49.333333333;51;51;51;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:38";="590782421";70-79;87;87;12.954022989;59.770114943;5.7471264368;12.643678161;162;4.5977011494;15;3.4482758621;27;57.416666667;47;41.25;42.5;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:38";="590782421";80-89;109;109;12.678899083;47.706422018;10.091743119;1.8348623853;4;0.9174311927;2;4.5871559633;14;43;43;48;48;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:38";="590782421";>90;57;57;16.01754386;31.578947368;14.035087719;0;0;0;0;3.5087719298;13;;;;;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:11:54";="800000051";0-17;;;;;;;;;;;;;;;;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:54";="800000051";18-39;;;;;;;;;;;;;;;;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:54";="800000051";40-59;;;;;;;;;;;;;;;;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:54";="800000051";60-69;2;2;7.5;100;0;0;0;0;0;0;0;;;;;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:54";="800000051";70-79;3;3;16.333333333;66.666666667;0;0;0;0;0;0;0;;;;;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:54";="800000051";80-89;6;6;9.5;33.333333333;0;0;0;0;0;0;0;;;;;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:54";="800000051";>90;3;3;12.666666667;0;0;0;0;0;0;0;0;;;;;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 13:42:15";="800000135";0-17;;;;;;;;;;;;;;;;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:15";="800000135";18-39;;;;;;;;;;;;;;;;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:15";="800000135";40-59;;;;;;;;;;;;;;;;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:15";="800000135";60-69;;;;;;;;;;;;;;;;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:15";="800000135";70-79;1;1;50;100;0;0;0;0;0;0;0;;;;;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:15";="800000135";80-89;1;1;28;0;0;0;0;0;0;0;0;;;;;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:15";="800000135";>90;;;;;;;;;;;;;;;;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:11:26";="590782165";0-17;1;1;4;0;0;0;0;0;0;0;0;;;;;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:26";="590782165";18-39;18;18;4.2777777778;16.666666667;0;0;0;5.5555555556;7;0;0;;;11;11;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:26";="590782165";40-59;18;18;9.1111111111;77.777777778;0;0;0;5.5555555556;15;0;0;;;22;22;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:26";="590782165";60-69;28;28;14.607142857;64.285714286;3.5714285714;0;0;17.857142857;24;0;0;;;35.8;33;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:26";="590782165";70-79;42;42;13.333333333;59.523809524;0;0;0;16.666666667;45;0;0;;;33.375;34;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:26";="590782165";80-89;74;74;14;33.783783784;6.7567567568;0;0;6.7567567568;49;0;0;;;38.4;40;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:26";="590782165";>90;33;33;14.696969697;27.272727273;6.0606060606;0;0;0;0;0;0;;;;;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:39:26";="620101360";0-17;3;3;1.3333333333;33.333333333;0;0;0;0;0;0;0;;;;;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:26";="620101360";18-39;6;6;4.5;0;16.666666667;0;0;16.666666667;13;0;0;;;24;24;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:26";="620101360";40-59;15;15;9.0666666667;60;6.6666666667;26.666666667;53;20;11;6.6666666667;5;41;41.5;48.333333333;49;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:26";="620101360";60-69;22;22;8.7272727273;59.090909091;0;4.5454545455;1;13.636363636;8;9.0909090909;7;24;24;33.666666667;24;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:26";="620101360";70-79;28;28;9;64.285714286;7.1428571429;17.857142857;52;3.5714285714;7;0;0;51.4;50;47;47;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:26";="620101360";80-89;56;56;12.339285714;53.571428571;8.9285714286;1.7857142857;8;1.7857142857;2;3.5714285714;9;37;37;40;40;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:26";="620101360";>90;24;24;12.708333333;16.666666667;16.666666667;0;0;0;0;0;0;;;;;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:56:03";="590781662";0-17;3;3;0.3333333333;33.333333333;0;0;0;0;0;0;0;;;;;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:03";="590781662";18-39;6;6;2.5;16.666666667;0;0;0;0;0;0;0;;;;;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:03";="590781662";40-59;6;6;6.3333333333;50;0;0;0;16.666666667;7;0;0;;;23;23;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:03";="590781662";60-69;12;12;14.666666667;50;8.3333333333;0;0;16.666666667;18;0;0;;;28;28;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:03";="590781662";70-79;19;19;10.526315789;21.052631579;0;0;0;0;0;0;0;;;;;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:03";="590781662";80-89;13;13;13.615384615;23.076923077;0;0;0;7.6923076923;6;0;0;;;43;43;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:03";="590781662";>90;14;14;10.214285714;21.428571429;7.1428571429;0;0;7.1428571429;14;0;0;;;49;49;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:04:46";="590781621";0-17;1;1;0;100;0;0;0;0;0;0;0;;;;;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:46";="590781621";18-39;2;2;1.5;0;0;0;0;50;2;0;0;;;8;8;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:46";="590781621";40-59;14;14;4.4285714286;50;0;0;0;14.285714286;14;0;0;;;26;26;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:46";="590781621";60-69;14;14;6.0714285714;42.857142857;7.1428571429;0;0;21.428571429;12;0;0;;;26.333333333;24;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:46";="590781621";70-79;20;20;11.6;75;20;0;0;20;47;0;0;;;37.5;37.5;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:46";="590781621";80-89;23;23;11.739130435;34.782608696;0;0;0;8.6956521739;8;0;0;;;38.5;38.5;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:46";="590781621";>90;17;17;10.117647059;58.823529412;5.8823529412;0;0;5.8823529412;12;0;0;;;30;30;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:19:34";="590052056";0-17;;;;;;;;;;;;;;;;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:34";="590052056";18-39;;;;;;;;;;;;;;;;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:34";="590052056";40-59;1;1;19;100;0;0;0;100;5;0;0;;;23;23;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:34";="590052056";60-69;2;2;6.5;100;0;0;0;50;9;0;0;;;19;19;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:34";="590052056";70-79;1;1;5;0;0;0;0;0;0;0;0;;;;;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:34";="590052056";80-89;;;;;;;;;;;;;;;;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:34";="590052056";>90;;;;;;;;;;;;;;;;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:34:45";="590781795";0-17;;;;;;;;;;;;;;;;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:45";="590781795";18-39;;;;;;;;;;;;;;;;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:45";="590781795";40-59;;;;;;;;;;;;;;;;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:45";="590781795";60-69;3;3;6.6666666667;66.666666667;33.333333333;0;0;0;0;0;0;;;;;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:45";="590781795";70-79;10;10;19.5;20;20;0;0;0;0;0;0;;;;;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:45";="590781795";80-89;18;18;13.444444444;44.444444444;5.5555555556;0;0;0;0;0;0;;;;;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:45";="590781795";>90;14;14;21.571428571;21.428571429;0;0;0;0;0;0;0;;;;;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:02";="620100677";0-17;;;;;;;;;;;;;;;;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:02";="620100677";18-39;14;14;6.9285714286;0;0;0;0;0;0;0;0;;;;;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:02";="620100677";40-59;3;3;8;100;0;0;0;0;0;0;0;;;;;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:02";="620100677";60-69;1;1;6;100;0;0;0;0;0;0;0;;;;;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:02";="620100677";70-79;2;2;38.5;50;0;0;0;0;0;0;0;;;;;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:02";="620100677";80-89;12;12;19.5;33.333333333;0;0;0;0;0;0;0;;;;;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:02";="620100677";>90;3;3;19;0;33.333333333;0;0;0;0;0;0;;;;;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:37:41";="590781415";0-17;12;12;1.6666666667;58.333333333;0;0;0;8.3333333333;1;0;0;;;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:41";="590781415";18-39;11;11;5.4545454545;27.272727273;0;0;0;0;0;9.0909090909;1;;;;;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:41";="590781415";40-59;27;27;7.7777777778;59.259259259;3.7037037037;7.4074074074;34;0;0;7.4074074074;5;46;46;;;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:41";="590781415";60-69;58;58;15.655172414;77.586206897;8.6206896552;6.8965517241;38;8.6206896552;25;25.862068966;117;40;45;32.6;39;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:41";="590781415";70-79;85;85;12.235294118;54.117647059;7.0588235294;11.764705882;144;7.0588235294;29;10.588235294;59;53.7;57;37.5;30;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:41";="590781415";80-89;88;88;12.022727273;34.090909091;5.6818181818;0;0;1.1363636364;14;13.636363636;56;;;46;46;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:41";="590781415";>90;37;37;11.162162162;27.027027027;16.216216216;0;0;0;0;5.4054054054;11;;;;;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:47";="620103440";0-17;18;18;2.2777777778;61.111111111;0;0;0;55.555555556;25;0;0;;;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:47";="620103440";18-39;11;11;5.5454545455;54.545454545;0;0;0;0;0;0;0;;;;;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:47";="620103440";40-59;36;36;9.8888888889;47.222222222;2.7777777778;5.5555555556;16;0;0;8.3333333333;10;35.5;35.5;;;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:47";="620103440";60-69;49;49;7.2857142857;44.897959184;8.1632653061;2.0408163265;6;2.0408163265;3;6.1224489796;13;91;91;27;27;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:47";="620103440";70-79;62;62;11.709677419;64.516129032;9.6774193548;4.8387096774;19;0;0;6.4516129032;19;35.333333333;30;;;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:47";="620103440";80-89;98;98;12.642857143;50;14.285714286;0;0;2.0408163265;9;1.0204081633;6;;;34;34;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:47";="620103440";>90;30;30;15.733333333;33.333333333;20;3.3333333333;3;0;0;3.3333333333;2;33;33;;;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:13:38";="800000085";0-17;;;;;;;;;;;;;;;;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:38";="800000085";18-39;;;;;;;;;;;;;;;;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:38";="800000085";40-59;3;3;19.333333333;66.666666667;0;0;0;0;0;0;0;;;;;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:38";="800000085";60-69;6;6;2.8333333333;50;0;0;0;0;0;0;0;;;;;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:38";="800000085";70-79;11;11;8;63.636363636;18.181818182;0;0;0;0;0;0;;;;;2023.7;X800000085;31AUG23;11:13:08
