"champ";"statut";"annee";"periode";"date du resultat";"ipe";mode;ponder;pct_ponder;ponder_cn;dms;age_moy;age_med;pct_homme;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 14:11:27";="590782165";72;39;18.224299065;39;18.538461538;84.846153846;86;30.769230769;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:27";="590782165";73;1;0.4672897196;1;0;82;82;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:27";="590782165";8;132;61.682242991;132;9.4696969697;68.098484848;72;47.727272727;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:27";="590782165";87;10;4.6728971963;10;9.9;83.3;84.5;30;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:27";="590782165";9;8;3.738317757;8;12.5;85.75;88;62.5;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:39:27";="620101360";62;11;7.1428571429;11;15.181818182;79.272727273;83;63.636363636;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:27";="620101360";63;1;0.6493506494;1;26;85;85;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:27";="620101360";71;10;6.4935064935;10;8.3;71.5;77.5;60;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:27";="620101360";72;10;6.4935064935;10;14.6;85.4;87;50;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:27";="620101360";76;1;0.6493506494;1;5;93;93;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:27";="620101360";8;105;68.181818182;105;9.2761904762;72.815055447;77;46.666666667;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:27";="620101360";87;3;1.9480519481;3;12.666666667;85.666666667;86;33.333333333;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:27";="620101360";9;13;8.4415584416;13;12.923076923;79.538461538;83;53.846153846;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:56:04";="590781662";62;13;17.808219178;13;12.461538462;87;90;15.384615385;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:04";="590781662";63;1;1.3698630137;1;28;85;85;0;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:04";="590781662";71;7;9.5890410959;7;3.2857142857;65.571428571;75;28.571428571;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:04";="590781662";72;2;2.7397260274;2;5.5;90.5;90.5;0;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:04";="590781662";8;48;65.753424658;48;10.354166667;64.151027397;71.5;33.333333333;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:04";="590781662";9;2;2.7397260274;2;14.5;78.5;78.5;50;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:04:50";="590781621";62;2;2.1978021978;2;17.5;82.5;82.5;0;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:50";="590781621";71;12;13.186813187;12;5.3333333333;64.75;69.5;58.333333333;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:50";="590781621";72;3;3.2967032967;3;17.333333333;78;78;66.666666667;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:50";="590781621";74;1;1.0989010989;1;1;22;22;0;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:50";="590781621";8;64;70.32967033;64;8.34375;74.9375;79;50;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:50";="590781621";87;3;3.2967032967;3;17.333333333;82.333333333;86;33.333333333;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:50";="590781621";9;6;6.5934065934;6;14.333333333;75.333333333;72;83.333333333;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:19:35";="590052056";71;1;25;1;2;67;67;100;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:35";="590052056";72;1;25;1;11;64;64;100;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:35";="590052056";8;2;50;2;12;65;65;50;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:34:48";="590781795";62;18;40;18;17;84.722222222;86;50;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:48";="590781795";71;3;6.6666666667;3;22.666666667;78.666666667;79;33.333333333;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:48";="590781795";73;1;2.2222222222;1;4;92;92;0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:48";="590781795";8;14;31.111111111;14;13.071428571;85.285714286;86;14.285714286;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:48";="590781795";87;5;11.111111111;5;24.2;88.6;92;20;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:48";="590781795";9;4;8.8888888889;4;19.25;74.5;74.5;50;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:03";="620100677";62;4;11.428571429;4;18.5;84.5;85.5;25;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:03";="620100677";71;1;2.8571428571;1;18;86;86;100;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:03";="620100677";72;1;2.8571428571;1;8;40;40;100;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:03";="620100677";8;24;68.571428571;24;11.166666667;47.125;26;20.833333333;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:03";="620100677";87;4;11.428571429;4;30.25;74.75;82.5;25;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:03";="620100677";9;1;2.8571428571;1;6;90;90;0;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:37:42";="590781415";71;31;9.748427673;31;17.064516129;75.580645161;77;45.161290323;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:42";="590781415";72;39;12.264150943;39;19.435897436;81.051282051;85;33.333333333;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:42";="590781415";8;225;70.754716981;225;8.8311111111;69.330398782;74;53.333333333;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:42";="590781415";9;23;7.2327044025;23;18.913043478;78.217391304;79;43.47826087;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:49";="620103440";62;15;4.9342105263;15;20.333333333;83.133333333;84;53.333333333;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:49";="620103440";71;16;5.2631578947;16;12.9375;68.5625;67;50;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:49";="620103440";72;10;3.2894736842;10;19.9;83.4;85;30;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:49";="620103440";8;232;76.315789474;232;8.6465517241;66.544367029;74;50.862068966;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:49";="620103440";9;31;10.197368421;31;17.258064516;81.290322581;84;58.064516129;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:13:39";="800000085";62;8;17.777777778;8;21;84.875;86.5;75;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:39";="800000085";63;1;2.2222222222;1;10;91;91;100;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:39";="800000085";71;1;2.2222222222;1;0;61;61;100;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:39";="800000085";74;1;2.2222222222;1;6;84;84;0;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:39";="800000085";76;1;2.2222222222;1;11;71;71;0;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:39";="800000085";8;27;60;27;6.962962963;76.592592593;77;59.259259259;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:39";="800000085";9;6;13.333333333;6;9;84;85.5;83.333333333;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:48:20";="590780193";01;1;0.1057082452;1;0;86;86;100;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:20";="590780193";62;26;2.7484143763;26;21.692307692;71.076923077;76;69.230769231;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:20";="590780193";63;2;0.2114164905;2;43.5;68.5;68.5;50;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:20";="590780193";66;1;0.1057082452;1;107;0;0;100;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:20";="590780193";71;236;24.947145877;236;6.7966101695;66.60854423;72;52.118644068;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:20";="590780193";72;71;7.5052854123;71;26.830985915;71.32614316;76;50.704225352;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:20";="590780193";73;5;0.5285412262;5;35;71.6;67;40;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:20";="590780193";74;4;0.422832981;4;10;50;51;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:20";="590780193";76;3;0.3171247357;3;77;39;32;33.333333333;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:20";="590780193";8;540;57.082452431;540;10.72962963;55.3147793;60;50.185185185;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:20";="590780193";9;57;6.0253699789;57;21.315789474;67.649459265;72;54.385964912;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:25:26";="020004404";71;9;4.347826087;9;11.888888889;80.111111111;80;55.555555556;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:26";="020004404";72;44;21.256038647;44;30.295454545;82.818181818;85;43.181818182;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:26";="020004404";8;137;66.183574879;137;15.02189781;76.912408759;80;43.065693431;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:26";="020004404";9;17;8.2125603865;17;31.823529412;78.823529412;76;76.470588235;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:25:53";="590781605";62;9;5.8064516129;9;21.888888889;85.555555556;86;33.333333333;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:53";="590781605";63;1;0.6451612903;1;1;65;65;100;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:53";="590781605";64;2;1.2903225806;2;6.5;48;48;50;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:53";="590781605";71;2;1.2903225806;2;8;79.5;79.5;50;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:53";="590781605";72;15;9.6774193548;15;22.466666667;78.733333333;79;66.666666667;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:53";="590781605";76;2;1.2903225806;2;25;75.5;75.5;0;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:53";="590781605";8;96;61.935483871;96;10.666666667;68.489583333;74;51.041666667;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:53";="590781605";87;9;5.8064516129;9;14.444444444;82.444444444;89;22.222222222;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:53";="590781605";9;19;12.258064516;19;12.315789474;79.157894737;79;68.421052632;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:29:20";="590781811";8;2;100;2;19.5;38;38;100;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:33:55";="800000093";62;6;14.634146341;6;21.166666667;81.166666667;77.5;16.666666667;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:55";="800000093";66;5;12.195121951;5;3.8;82.2;80;60;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:55";="800000093";71;5;12.195121951;5;8.4;71.2;82;60;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:55";="800000093";72;1;2.4390243902;1;16;83;83;0;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:55";="800000093";8;18;43.902439024;18;9.0555555556;79.666666667;82.5;66.666666667;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:55";="800000093";87;1;2.4390243902;1;32;72;72;100;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:55";="800000093";9;5;12.195121951;5;7.4;82.8;82;80;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:52:32";="600100713";62;15;6.3291139241;15;22.666666667;82.933333333;86;40;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:32";="600100713";66;1;0.4219409283;1;22;82;82;100;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:32";="600100713";71;6;2.5316455696;6;10.5;80.333333333;82.5;33.333333333;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:32";="600100713";72;39;16.455696203;39;28;74.923076923;78;53.846153846;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:32";="600100713";73;1;0.4219409283;1;21;85;85;100;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:32";="600100713";8;150;63.291139241;150;10.133333333;60.460639269;69;53.333333333;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:32";="600100713";9;25;10.548523207;25;23.92;79.08;78;60;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:59:42";="020000048";62;5;31.25;5;12.4;85.6;84;60;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:42";="020000048";8;9;56.25;9;13.444444444;84.888888889;85;22.222222222;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:42";="020000048";9;2;12.5;2;31.5;60;60;100;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:43:25";="590782215";01;4;0.4678362573;4;0.25;73.5;70.5;25;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:25";="590782215";64;1;0.1169590643;1;14;32;32;100;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:25";="590782215";66;1;0.1169590643;1;45;65;65;100;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:25";="590782215";71;81;9.4736842105;81;8.1604938272;73.432606122;77;44.444444444;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:25";="590782215";72;85;9.9415204678;85;18.917647059;78.658823529;79;42.352941176;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:25";="590782215";74;1;0.1169590643;1;1;26;26;0;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:25";="590782215";76;10;1.1695906433;10;19.4;73.7;75.5;60;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:25";="590782215";8;588;68.771929825;588;8.4370748299;58.654729289;68;43.197278912;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:25";="590782215";87;10;1.1695906433;10;23.7;88;86.5;60;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:25";="590782215";9;74;8.6549707602;74;10.635135135;81.364864865;84;52.702702703;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";71;45;10.440835267;45;10.577777778;72.003713851;74;48.888888889;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";72;51;11.832946636;51;29.862745098;72.745098039;73;43.137254902;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";73;6;1.3921113689;6;26.833333333;81.333333333;81;33.333333333;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";74;2;0.464037123;2;12.5;43.5;43.5;0;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";76;4;0.9280742459;4;14.5;73.5;77.5;50;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";8;260;60.324825986;260;10.161538462;62.423793467;71;49.230769231;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";87;15;3.4802784223;15;16;81.466666667;85;40;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";9;48;11.136890951;48;19.9375;78.770833333;78;45.833333333;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:53:54";="800000069";62;7;15.555555556;7;18.857142857;85.857142857;85;28.571428571;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:54";="800000069";71;3;6.6666666667;3;7;68.333333333;73;100;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:54";="800000069";72;1;2.2222222222;1;39;84;84;100;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:54";="800000069";8;30;66.666666667;30;6.7333333333;81.366666667;84.5;46.666666667;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:54";="800000069";87;3;6.6666666667;3;11.333333333;85.333333333;84;0;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:54";="800000069";9;1;2.2222222222;1;1;94;94;100;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 08:06:49";="020000071";8;4;40;4;16.5;89.75;88;50;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:49";="020000071";87;1;10;1;29;85;85;100;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:49";="020000071";9;5;50;5;18;86.4;85;60;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:18:52";="600100721";62;15;4.1666666667;15;22.2;84.066666667;87;46.666666667;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:52";="600100721";66;2;0.5555555556;2;36;97.5;97.5;50;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:52";="600100721";71;23;6.3888888889;23;20.47826087;75.260869565;77;60.869565217;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:52";="600100721";72;23;6.3888888889;23;22.695652174;73.913043478;80;60.869565217;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:52";="600100721";73;1;0.2777777778;1;1;80;80;100;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:52";="600100721";74;2;0.5555555556;2;2;49;49;50;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:52";="600100721";8;239;66.388888889;239;15.263598326;69.841508569;76;50.627615063;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:52";="600100721";9;55;15.277777778;55;27.254545455;80.436363636;83;63.636363636;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:15:47";="620100057";62;12;5;12;15;83.416666667;85;33.333333333;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:47";="620100057";71;7;2.9166666667;7;28.285714286;72.571428571;71;71.428571429;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:47";="620100057";72;15;6.25;15;20.666666667;79.933333333;86;53.333333333;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:47";="620100057";73;9;3.75;9;15.666666667;87.888888889;92;55.555555556;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:47";="620100057";76;11;4.5833333333;11;12.272727273;81.727272727;85;45.454545455;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:47";="620100057";8;154;64.166666667;154;7.5;60.575840598;74.5;50;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:47";="620100057";87;11;4.5833333333;11;15.454545455;85.181818182;87;36.363636364;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:47";="620100057";9;21;8.75;21;10.380952381;82.571428571;88;66.666666667;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:21:36";="600101984";71;38;13.919413919;38;5.5526315789;78.078947368;84.5;52.631578947;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:36";="600101984";72;60;21.978021978;60;18.833333333;80.433333333;84;51.666666667;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:36";="600101984";73;1;0.3663003663;1;16;69;69;100;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:36";="600101984";8;153;56.043956044;153;9.385620915;46.859020503;56;57.516339869;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:36";="600101984";9;21;7.6923076923;21;25.238095238;80.666666667;83;71.428571429;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:08:02";="800000028";64;1;0.3225806452;1;30;56;56;100;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:02";="800000028";66;3;0.9677419355;3;23;76;67;33.333333333;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:02";="800000028";71;8;2.5806451613;8;14.125;76.125;76.5;50;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:02";="800000028";72;30;9.6774193548;30;24.566666667;84.2;85.5;40;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:02";="800000028";73;2;0.6451612903;2;28;74;74;50;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:02";="800000028";8;200;64.516129032;200;9.74;71.387808219;76;52.5;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:02";="800000028";87;43;13.870967742;43;18.325581395;86.372093023;89;34.88372093;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:02";="800000028";9;23;7.4193548387;23;13.739130435;79.565217391;86;43.47826087;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 14:02:52";="590783239";62;14;5.6451612903;14;17.928571429;86.142857143;86;35.714285714;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:52";="590783239";71;8;3.2258064516;8;22.75;71.5;69;87.5;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:52";="590783239";72;22;8.8709677419;22;25.090909091;80.636363636;81.5;45.454545455;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:52";="590783239";76;3;1.2096774194;3;44.333333333;80;90;33.333333333;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:52";="590783239";8;165;66.532258065;165;11.115151515;67.089829805;75;55.757575758;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:52";="590783239";87;12;4.8387096774;12;22.666666667;89.583333333;91;41.666666667;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:52";="590783239";9;24;9.6774193548;24;23;74.666666667;76.5;58.333333333;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 16:13:08";="590785374";62;3;6.3829787234;3;19.666666667;76.333333333;82;33.333333333;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:08";="590785374";71;2;4.2553191489;2;1;41.5;41.5;0;2023.7;X590785374;01SEP23;16:12:38
