"champ";"statut";"annee";"periode";"date du resultat";"ipe";code_aff;mnt_tot;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9256540;10.03;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9256617;8.5;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9257545;0;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9258941;20.12;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9260033;83.23;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9262204;564.26;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9267615;0;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9269577;22.97;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9270729;51.6;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9270847;29.29;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9272585;523.41;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9273716;65.57;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9273722;229.48;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9274986;75.71;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9275106;3.46;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9276152;4.53;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9277795;30;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9280521;112.26;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9281288;7.06;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9282833;0;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9282856;466.23;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9282862;403.33;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9285547;3.89;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9287285;123.27;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9289545;163.13;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9290235;86.02;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9291536;32.11;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9294581;394.77;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9299101;190.02;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9301967;20.48;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9301973;12.67;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9304026;56.21;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9304641;7.54;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9309466;23.43;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9309472;4.68;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9309489;58.81;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9311368;126.02;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9312735;23.02;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9313700;29.84;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9318927;20.98;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9322314;74.52;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9326418;3205.55;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9337209;59.82;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9337215;127.62;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9337221;5.19;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9345290;214.71;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9348555;6.2;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9350664;10.95;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9352717;423.06;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9355638;1.2;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9358654;13.2;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9360935;148.34;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9361461;6.64;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9364063;107.13;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9364146;241.31;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9365542;534.54;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9367908;178.32;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9372051;25.58;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9373613;24.32;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9377083;16.61;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9384172;289.07;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9387377;5316.35;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9389815;158.26;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9394897;145.41;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9397329;15.22;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9397967;681.62;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9399400;73.43;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9399446;127.34;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9399469;45.25;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9405201;253.46;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9408352;6.88;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9408553;152.39;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9409423;154.01;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9410225;274.46;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9411696;50.04;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9411733;153.74;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9412394;7.63;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9412419;4.61;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9414105;9.96;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9414128;0;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9416239;0;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9417718;331.51;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9417842;151.03;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9417931;3.61;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9422369;267.98;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9423216;2.05;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9423274;1.55;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9429354;87.29;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9429360;93.5;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9432014;198.88;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9432066;245.47;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9432764;120.7;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9434289;222.83;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9434295;1289.64;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9436029;430.88;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9438005;584.14;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9438554;964.05;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9438560;3198.63;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9438577;967.99;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9439163;460.05;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9439565;1.07;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9439571;27.71;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9440261;364.01;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9440692;104.01;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9441220;34.62;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9441237;7.59;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9441266;45.63;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9441272;30.25;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9442679;30.83;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9443905;70.04;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9443911;302.96;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9445169;415.35;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9445554;914.54;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9452324;54.63;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9452436;0;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9452838;16791.48;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9454027;85;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9454062;123.35;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9454151;10.06;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9454168;17.14;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9454470;7.15;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9454576;154.88;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9456374;29.28;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9456569;209.07;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9456664;47.18;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9456919;186.87;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 11:27:51";="590781415";9456925;149.31;2023.7;X590781415;24AUG23;11:27:24
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9000023;7.67;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9000426;60.52;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9000924;91.39;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9001320;1.52;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9001704;2173.02;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9001917;38.12;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9002032;14.31;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9002798;30.6;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9007067;32.77;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9007239;0.71;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9008730;60.05;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9009043;6.17;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9010359;39.18;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9010394;59.16;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9010402;7.04;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9010508;0.56;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9010690;189.35;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9016184;473.58;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9016830;77.16;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9018906;0.83;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9020501;3.99;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9022115;45.16;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9023669;159.91;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9025036;4.21;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9027756;30.32;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9030652;3.71;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9032094;4.65;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9035856;12.32;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9036703;26.96;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9037298;14.96;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9041489;1.25;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9041503;57.08;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9041532;263.95;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9041986;64.36;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9042299;46.17;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9043583;35.91;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9043643;24.73;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9044619;5.89;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9047693;58.1;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9049723;42.04;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9049870;44.55;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9053699;427.01;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9055161;955.24;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9055178;1069.57;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9057208;319.12;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9058774;3.63;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9063580;33.68;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9064119;110.49;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9067282;3.26;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9073644;3.6;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9073791;1.69;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9075123;13.07;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9075264;4.07;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9077493;214.92;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9080302;7.41;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9080319;1.37;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9080710;69.04;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9080880;35.76;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9081224;13.85;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9081543;69.68;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9083714;246.63;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9083720;2269.81;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9084228;45.87;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9086799;75.54;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9087379;6.41;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9087735;14.77;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9088864;83.44;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9090714;4.49;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9090884;17.72;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9090890;92.4;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9092245;538.81;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9092251;22.25;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9093397;47.97;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9093405;16.59;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9094333;72.59;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9094758;4.82;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9095806;37.65;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9096562;74.38;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9100111;10.51;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9101122;98.14;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9101671;3.12;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9102127;3.91;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9104758;537.25;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9105083;5.92;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9105108;5.91;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9105433;5.44;2023.7;X020000253;24AUG23;12:32:32
"mco";"dgf";"2023";"7";"2023/08/24 12:32:33";="020000253";9105775;16.84;2023.7;X020000253;24AUG23;12:32:32
