"champ";"statut";"annee";"periode";"date du resultat";"ipe";code;code1;dep22a;nb22a;dep22_vala;dep22b;nb22b;dep22_valb;valo;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8140829;8140829;2278.227;14;2376.2235;2278.227;14;2376.2235;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8140893;8140893;7564.48;11;7889.805;7564.48;11;7889.805;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8141183;8141183;7753.563;27;8099.1765;7753.563;27;8099.1765;-1.81899E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8141272;8141272;14619.88;17;14828.105;14619.88;17;14828.105;1.818989E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8141705;8141705;512.69;6;527.455;512.69;6;527.455;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8141763;8141763;2826.713;14;2854.0265;1630.163;8;1638.3215;1215.705;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8141817;8141817;1937.622;7;1500.39;1937.622;7;1500.39;-2.27374E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8142053;8142053;7824.69;9;7863.84;7824.69;9;7863.84;-9.09495E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8142403;8142403;20429.043;198;20538.2415;20222.558;196;20330.719;207.5225;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8143220;8143220;4574.223;7;4591.8905;4574.223;7;4591.8905;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8143259;8143259;13683.075;78;13729.6075;13683.075;78;13729.6075;3.637979E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144247;8144247;3127.56;11;3284.015;3127.56;11;3284.015;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144253;8144253;4741.909;30;5021.9045;4741.909;30;5021.9045;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144276;8144276;3655.4;6;3673.69;3655.4;6;3673.69;-9.09495E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144299;8144299;2623.629;19;1690.85;2623.629;19;1690.85;2.273737E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144313;8144313;8096.77;11;8155.95;8096.77;11;8155.95;9.094947E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144365;8144365;3201.29;3;3244.705;3201.29;3;3244.705;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144394;8144394;9855.6;41;10029.225;9855.6;41;10029.225;-3.63798E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144460;8144460;17557.68;15;16198.23;17557.68;15;16198.23;3.637979E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144483;8144483;9805.619;311;9855.522;9805.619;311;9855.522;1.818989E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144490;8144490;8360.17;13;8401.965;8360.17;13;8401.965;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144508;8144508;3274.64;16;3655.56;3274.64;16;3655.56;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144537;8144537;16259.988;368;16341.914;16304.173;369;16386.3215;-44.4075;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144566;8144566;5375.742;48;5403.231;5375.742;48;5403.231;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144603;8144603;68812.954;217;70986.167;68812.954;217;70986.167;-4.36557E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144610;8144610;22887.045;195;23609.5725;22887.045;195;23609.5725;3.637979E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144626;8144626;54199.32;84;55910.82;54199.32;84;55910.82;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144655;8144655;11121.611;27;11472.7255;11121.611;27;11472.7255;1.818989E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144661;8144661;155289.24;136;159856.62;155289.24;136;159856.62;-1.74623E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144678;8144678;13677.678;27;14109.804;13677.678;27;14109.804;-5.45697E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144684;8144684;1947.4;5;1977.225;1947.4;5;1977.225;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144690;8144690;79283.9;122;99835.53;79283.9;122;99835.53;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144709;8144709;95332.12;76;98342.48;95332.12;76;98342.48;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144738;8144738;4770.112;27;4920.761;4770.112;27;4920.761;9.094947E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144744;8144744;44669.093;181;44893.4815;44669.093;181;44893.4815;-2.18279E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8144767;8144767;12065.604;54;12126.702;12065.604;54;12126.702;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8145672;8145672;133.78;2;117.44;133.78;2;117.44;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8145732;8145732;509.208;30;511.704;509.208;30;511.704;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8145809;8145809;242.9;2;244.11;242.9;2;244.11;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8146068;8146068;7420.4;8;7420.4;7420.4;8;7420.4;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8146074;8146074;43438.56;8;37623.76;43438.56;8;37623.76;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8146772;8146772;234.744;15;245.922;234.744;15;245.922;-2.84217E-14;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8146855;8146855;1007.96;15;1028.38;1007.96;15;1028.38;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8147062;8147062;9934.563;49;10097.623;9934.563;49;10097.623;1.818989E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8147151;8147151;606.34;1;166.28;606.34;1;166.28;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8147240;8147240;15885.341;137;25103.2905;15885.341;137;25103.2905;3.637979E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8147286;8147286;24356.69;33;5487.9;24356.69;33;5487.9;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8147607;8147607;9272.053;147;9810.4265;9272.053;147;9810.4265;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8147636;8147636;2841.933;104;2853.4065;2841.933;104;2853.4065;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8147659;8147659;46004.219;988;48640.7095;46004.219;988;48640.7095;-2.18279E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8147665;8147665;713.581;11;717.1505;713.581;11;717.1505;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8147702;8147702;17951.555;103;18041.3225;17951.555;103;18041.3225;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8147719;8147719;18671.166;166;18693.814;18671.166;166;18693.814;-3.63798E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8147731;8147731;8660.12;3;8703.445;8660.12;3;8703.445;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8147748;8147748;1738.82;2;1747.52;1738.82;2;1747.52;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8147910;8147910;10441.912;25;5788.16;10441.912;25;5788.16;9.094947E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8147926;8147926;4461.342;65;4503.071;4461.342;65;4503.071;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8147932;8147932;631.29;1;211;631.29;1;211;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8147955;8147955;329.27;2;330.915;329.27;2;330.915;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8147990;8147990;1795.662;11;1839.981;1795.662;11;1839.981;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8148009;8148009;91089.274;557;91859.187;91089.274;557;91859.187;-1.45519E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8148038;8148038;17695.053;132;17871.7065;17695.053;132;17871.7065;-3.63798E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8148044;8148044;1455.6;51;2398.56;1455.6;51;2398.56;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8148050;8148050;1319.934;8;1330.727;1319.934;8;1330.727;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8148067;8148067;520.338;8;522.929;520.338;8;522.929;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8148618;8148618;3512.94;3;3530.52;3512.94;3;3530.52;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8148624;8148624;88752;24;89196;88752;24;89196;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8149173;8149173;3531.958;43;3551.769;3531.958;43;3551.769;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8149180;8149180;24025.43;45;24167.665;24025.43;45;24167.665;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8149368;8149368;2370.988;18;2682.194;2370.988;18;2682.194;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8149374;8149374;110.75;2;125.295;110.75;2;125.295;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8151649;8151649;259.83;1;261.135;259.83;1;261.135;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8152382;8152382;6294.4;14;7120.61;6294.4;14;7120.61;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8152399;8152399;3518.55;15;3980.4;3518.55;15;3980.4;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8152407;8152407;3945.34;14;4463.2;3945.34;14;4463.2;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8153252;8153252;744.19;3;746;744.19;3;746;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8153275;8153275;13155.95;5;6667.95;13155.95;5;6667.95;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8153281;8153281;3947.12;5;4440.51;3947.12;5;4440.51;9.094947E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8153298;8153298;2799.68;16;2813.68;2799.68;16;2813.68;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8153306;8153306;1548.35;5;1556.1;1548.35;5;1556.1;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8153460;8153460;13897.953;18;13606.955;13897.953;18;13606.955;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8153499;8153499;123.54;1;124.16;123.54;1;124.16;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8153542;8153542;1348.56;5;1517.13;1348.56;5;1517.13;4.547474E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8153588;8153588;3100.14;4;3115.65;3100.14;4;3115.65;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8153967;8153967;94.62;3;95.1;94.62;3;95.1;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8154010;8154010;1092.03;3;1097.49;1092.03;3;1097.49;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8154636;8154636;708.547;42;714.2135;708.547;42;714.2135;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8154694;8154694;309.67;1;311.22;309.67;1;311.22;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8162222;8162222;105005.748;2031;131407.224;105005.748;2031;131407.224;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8171310;8171310;400661.636;612;402359.2155;400003.488;611;401685.1415;674.074;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8171758;8171758;8301.111;16;8472.3155;8301.111;16;8472.3155;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8171764;8171764;2496.792;8;2509.316;2496.792;8;2509.316;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8171770;8171770;164.48;2;165.3;164.48;2;165.3;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8173622;8173622;312.11;1;313.67;312.11;1;313.67;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8174521;8174521;176.73;1;176.73;176.73;1;176.73;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8177494;8177494;643.56;1;646.78;643.56;1;646.78;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8177590;8177590;3293.059;20;3309.5295;3293.059;20;3309.5295;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8177608;8177608;689.295;10;694.2475;689.295;10;694.2475;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8178447;8178447;25021.561;809;30563.6155;24959.703;807;30488.0565;75.559;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8178453;8178453;192128.546;4712;80763.68;192128.546;4712;80763.68;-2.91038E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8178476;8178476;16288.874;415;24267.187;16288.874;415;24267.187;1.091394E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8178513;8178513;215.438;2;397.599;215.438;2;397.599;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8178565;8178565;589.067;18;823.0135;589.067;18;823.0135;-2.27374E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8178571;8178571;6338.574;233;8671.582;6338.574;233;8671.582;-5.45697E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8178588;8178588;2474.342;78;3982.771;2474.342;78;3982.771;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8182414;8182414;1930.68;3;1940.34;1930.68;3;1940.34;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8182727;8182727;458837.883;131;474061.4415;455324.776;130;470437.388;3624.0535;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8182800;8182800;742.57;1;650;742.57;1;650;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8182816;8182816;1485.14;2;1300;1485.14;2;1300;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8183098;8183098;6882.8;20;6917.2;6538.66;19;6571.34;345.86;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8183106;8183106;3477.64;4;3495.04;3477.64;4;3495.04;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8183129;8183129;1650.38;2;1703.3;1650.38;2;1703.3;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8183610;8183610;49937.465;81;54605.0125;49978.506;81;54625.533;-20.5205;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8183626;8183626;2196.04;3;2030;2196.04;3;2030;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8183632;8183632;5657.989;13;4186.1645;5657.989;13;4186.1645;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8183796;8183796;2444.25;3;2539.29;2444.25;3;2539.29;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8184063;8184063;5216.46;6;5242.56;5216.46;6;5242.56;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8184070;8184070;42601.09;49;42814.24;42601.09;49;42814.24;1.455192E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8184086;8184086;8694.101;11;9176.6555;8694.101;11;9176.6555;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8185163;8185163;2341.96;2;2353.68;2341.96;2;2353.68;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8186346;8186346;265.64;2;300.51;265.64;2;300.51;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8186777;8186777;1819.02;3;1828.125;1819.02;3;1828.125;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8186790;8186790;606.34;1;609.375;606.34;1;609.375;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8187067;8187067;964.18;1;969.005;964.18;1;969.005;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8410134;8410134;124168.864;266;124789.942;124168.864;266;124789.942;4.365575E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8410157;8410157;3097;4;3112.5;3097;4;3112.5;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8410163;8410163;75148.205;55;75524.1025;75148.205;55;75524.1025;-1.45519E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8416272;8416272;7935.6;17;7975.295;7935.6;17;7975.295;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8416289;8416289;25960.27;19;26090.135;25960.27;19;26090.135;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8416384;8416384;2852.15;1;2781.79;2852.15;1;2781.79;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8416800;8416800;28201.998;11;25550.8;28201.998;11;25550.8;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8416817;8416817;107124.255;35;97362.65;107124.255;35;97362.65;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8426997;8426997;25217.879;54;25338.6295;25217.879;54;25338.6295;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8427070;8427070;41003.599;30;41201.7995;41003.599;30;41201.7995;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8427123;8427123;93950.812;203;94829.611;93030.742;201;93898.106;931.505;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8427488;8427488;61150.769;131;61456.6695;61150.769;131;61456.6695;1.455192E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8427531;8427531;14004;30;14074.05;14004;30;14074.05;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8428039;8428039;52649.184;68;52912.592;52649.184;68;52912.592;7.275958E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";8428045;8428045;42355.982;31;42567.991;40989.66;30;41194.83;1373.161;2023.7;X590780193;05SEP23;14:08:27
