"champ";"statut";"annee";"periode";"date du resultat";"ipe";code;code1;dep22a;nb22a;dep22_vala;dep22b;nb22b;dep22_valb;valo;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3100156;3100156;12103.68;4;12164.22;12103.68;4;12164.22;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3101316;3101316;16475.42;8;19257.71;16475.42;8;19257.71;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3101820;3101820;18737.352;36;18703.8845;18737.352;36;18703.8845;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3102043;3102043;1514.83;3;1553.915;1514.83;3;1553.915;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3102066;3102066;6613.08;12;6794.94;6613.08;12;6794.94;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3103031;3103031;7416.572;71;7453.536;7416.572;71;7453.536;9.094947E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3103663;3103663;85473.879;40;85886.5395;85473.879;40;85886.5395;1.455192E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3104177;3104177;1149.01;1;1154.755;1149.01;1;1154.755;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3104792;3104792;365.22;2;367.05;365.22;2;367.05;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3105863;3105863;783.41;1;787.33;783.41;1;787.33;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3106130;3106130;34944.322;16;35111.761;34944.322;16;35111.761;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3106791;3106791;155246.797;49;156023.3985;155246.797;49;156023.3985;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3107164;3107164;3342.56;8;3359.28;3342.56;8;3359.28;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3107402;3107402;683.17;1;686.585;683.17;1;686.585;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3107744;3107744;17710.98;2;17799.57;17710.98;2;17799.57;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3107750;3107750;6126.49;21;6101.85;6126.49;21;6101.85;9.094947E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3107827;3107827;1287.48;3;1408.74;1287.48;3;1408.74;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3108169;3108169;3039.436;7;3336.218;3039.436;7;3336.218;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3109157;3109157;501.4;4;503.9;501.4;4;503.9;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3110887;3110887;5327.22;3;5353.86;5327.22;3;5353.86;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3110918;3110918;109434.756;220;114141.578;109434.756;220;114141.578;1.455192E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3110924;3110924;3168.3;1;3184.15;3168.3;1;3184.15;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3111421;3111421;492067.81;32;583633.905;461313.57;30;547156.785;36477.12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3111467;3111467;1967.72;4;1977.56;1967.72;4;1977.56;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3112544;3112544;1147.2;15;1196.55;1147.2;15;1196.55;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3112900;3112900;3666.65;7;3735.85;3666.65;7;3735.85;-4.54747E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3113087;3113087;7412.751;15;7657.3755;7412.751;15;7657.3755;-1.81899E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3113153;3113153;2188.192;5;2369.096;2188.192;5;2369.096;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3114520;3114520;17710.98;2;17799.57;17710.98;2;17799.57;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3114684;3114684;498.1;1;500.59;498.1;1;500.59;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3115181;3115181;18758.138;36;18780.079;18758.138;36;18780.079;-3.63798E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3115703;3115703;830.085;2;843.3725;830.085;2;843.3725;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3116476;3116476;1234.593;3;1240.7715;1234.593;3;1240.7715;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3116507;3116507;4101.97;8;4122.485;4101.97;8;4122.485;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3116944;3116944;969.34;2;974.19;969.34;2;974.19;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3116950;3116950;13614.111;21;13682.2155;13614.111;21;13682.2155;-1.81899E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3117286;3117286;6184.9;14;6788.45;6184.9;14;6788.45;-9.09495E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3118222;3118222;17982.096;41;19729.548;17982.096;41;19729.548;-7.27596E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3118363;3118363;49098.78;18;49344.39;49098.78;18;49344.39;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3118630;3118630;5656.71;2;5685.005;5656.71;2;5685.005;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3119210;3119210;5817.743;8;5859.9495;5817.743;8;5859.9495;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3119463;3119463;45115.602;15;50570.301;45115.602;15;50570.301;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3121046;3121046;160230.08;32;161031.52;160230.08;32;161031.52;-2.91038E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3121075;3121075;25386.237;49;25429.1725;25386.237;49;25429.1725;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3121098;3121098;71286.85;5;71643.425;71286.85;5;71643.425;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3121187;3121187;8910.84;12;8955.42;8910.84;12;8955.42;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3121402;3121402;139935.87;30;148143.435;139935.87;30;148143.435;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3121939;3121939;35421.947;4;35599.1335;35421.947;4;35599.1335;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3121980;3121980;479.7;1;494.85;479.7;1;494.85;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3122614;3122614;12534.6;4;12597.3;12534.6;4;12597.3;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3122689;3122689;7131.654;14;7154.042;7131.654;14;7154.042;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3122703;3122703;1603.32;2;1611.34;1603.32;2;1611.34;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3122778;3122778;1925.52;4;2043.2;1925.52;4;2043.2;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3122850;3122850;2079.2;1;2089.6;2079.2;1;2089.6;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3123306;3123306;1420.58;2;1427.69;1420.58;2;1427.69;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3123387;3123387;32156.138;7;22467.69;32156.138;7;22467.69;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3124263;3124263;15019.674;41;15094.837;15019.674;41;15094.837;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3124501;3124501;156.68;1;157.465;156.68;1;157.465;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3125475;3125475;4974.78;10;5131.89;4974.78;10;5131.89;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3125765;3125765;1457.18;2;1464.47;1457.18;2;1464.47;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3126109;3126109;121187.56;68;121793.78;121187.56;68;121793.78;-1.45519E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3126486;3126486;2057.76;1;2068.055;2057.76;1;2068.055;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3127050;3127050;6689.09;13;6709.4775;6689.09;13;6709.4775;-9.09495E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3127280;3127280;222.051;3;235.6155;222.051;3;235.6155;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3127445;3127445;45573.313;57;45794.949;45573.313;57;45794.949;-7.27596E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3128048;3128048;52227.5;5;78863.75;52227.5;5;78863.75;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3128189;3128189;6280.04;13;6321.9;6280.04;13;6321.9;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3128723;3128723;6021.176;11;7411.633;6021.176;11;7411.633;-9.09495E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3129094;3129094;1566.83;1;1574.515;1566.83;1;1574.515;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3129450;3129450;35460.23;13;35637.615;35460.23;13;35637.615;-7.27596E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3130683;3130683;277.12;1;278.505;277.12;1;278.505;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3131820;3131820;82870.862;18;83285.431;78266.924;17;78658.462;4626.969;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3132860;3132860;9173.559;19;9494.7795;9173.559;19;9494.7795;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3134178;3134178;1671.28;2;1679.64;1671.28;2;1679.64;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3134741;3134741;12979.53;45;13042.89;12979.53;45;13042.89;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3135338;3135338;32932.595;65;33450.7975;32932.595;65;33450.7975;-7.27596E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3135982;3135982;181960.61;67;182870.805;181960.61;67;182870.805;5.820766E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3136384;3136384;229762.16;241;230911.735;229762.16;241;230911.735;5.820766E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3136450;3136450;17517.951;34;17510.0155;17517.951;34;17510.0155;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3137478;3137478;14775.716;120;14558.9255;14898.569;121;14685.527;-126.6015;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3138390;3138390;16583.282;49;16666.231;16583.282;49;16666.231;-3.63798E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3138549;3138549;16194.058;32;16351.529;16194.058;32;16351.529;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3138940;3138940;17710.98;2;17799.57;17710.98;2;17799.57;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3140339;3140339;182023.912;249;189853.751;182023.912;249;189853.751;-5.82077E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3140612;3140612;29650.633;58;29741.506;29650.633;58;29741.506;3.637979E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3140747;3140747;993.09;1;998.06;993.09;1;998.06;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3140836;3140836;1234.66;2;1240.84;1234.66;2;1240.84;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3143059;3143059;3342.56;4;3359.28;3342.56;4;3359.28;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3143326;3143326;58715.522;30;59009.161;58715.522;30;59009.161;-7.27596E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3143384;3143384;14257.37;1;14328.685;14257.37;1;14328.685;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3144047;3144047;10863.32;13;10917.66;10863.32;13;10917.66;-1.81899E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3144277;3144277;14257.37;1;14328.685;14257.37;1;14328.685;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3144969;3144969;2506.96;8;2519.48;2506.96;8;2519.48;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3145064;3145064;133412.74;245;139151.645;133412.74;245;139151.645;-1.74623E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3145130;3145130;2950.372;39;3094.856;2950.372;39;3094.856;-9.09495E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3145302;3145302;114.713;1;115.2865;114.713;1;115.2865;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3146750;3146750;953.37;1;958.14;953.37;1;958.14;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3148418;3148418;6569.834;15;7172.917;6569.834;15;7172.917;1.818989E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3148588;3148588;5149.292;10;5164.482;5149.292;10;5164.482;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3148648;3148648;8183.13;3;8224.065;8183.13;3;8224.065;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3148826;3148826;7145.204;11;7180.932;7145.204;11;7180.932;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3149004;3149004;8855.485;1;8899.7825;8855.485;1;8899.7825;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3150711;3150711;130144.83;43;130780.5;130144.83;43;130780.5;-2.91038E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3151372;3151372;44153.64;18;44374.5;41700.66;17;41909.25;2465.25;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3152472;3152472;835.64;1;839.82;835.64;1;839.82;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3152609;3152609;7741.32;15;7753.632;7741.32;15;7753.632;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3152667;3152667;3730.58;1;3749.24;3730.58;1;3749.24;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3152791;3152791;65204.442;88;65621.362;65204.442;88;65621.362;1.455192E-11;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3152911;3152911;25238.16;3;25364.4;25238.16;3;25364.4;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3152970;3152970;43466.03;5;44093.215;43466.03;5;44093.215;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3153276;3153276;2353.853;19;3230.1615;2353.853;19;3230.1615;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3154382;3154382;5632.08;13;6162.54;5632.08;13;6162.54;-9.09495E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3154650;3154650;7834.14;3;7873.32;7834.14;3;7873.32;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3154956;3154956;10905.108;12;10959.654;10905.108;12;10959.654;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3155588;3155588;57261.879;111;57300.136;56751.259;110;56790.136;510;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3155950;3155950;1646.22;2;1654.45;1646.22;2;1654.45;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3158322;3158322;4105.6;8;4149.175;4105.6;8;4149.175;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3160626;3160626;20085.596;39;20070.478;20085.596;39;20070.478;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3161063;3161063;5007.19;1;5032.235;5007.19;1;5032.235;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3161643;3161643;2263.54;2;2274.86;2263.54;2;2274.86;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3161689;3161689;4143.42;5;3992.855;4143.42;5;3992.855;4.547474E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3161940;3161940;893.44;1;897.91;893.44;1;897.91;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3162039;3162039;8412.71;1;8454.795;8412.71;1;8454.795;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3162298;3162298;5827.61;11;8335.265;5827.61;11;8335.265;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3163369;3163369;14966.666;26;15041.533;14966.666;26;15041.533;1.818989E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3163576;3163576;97410.38;11;97897.63;97410.38;11;97897.63;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3163582;3163582;7083.026;14;7143.013;7083.026;14;7143.013;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3164937;3164937;52039.44;9;52299.72;52039.44;9;52299.72;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3165227;3165227;11064.29;10;11119.645;11064.29;10;11119.645;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3165345;3165345;105150.99;21;105676.935;105150.99;21;105676.935;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3165641;3165641;1514.84;3;1522.42;1514.84;3;1522.42;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3165977;3165977;37372.598;72;37208.6275;37372.598;72;37208.6275;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3167077;3167077;20814.454;28;20922.2935;20814.454;28;20922.2935;-3.63798E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3167611;3167611;19543.516;40;20192.258;19543.516;40;20192.258;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3167893;3167893;1326.5;5;1391.375;1326.5;5;1391.375;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3168384;3168384;7199.953;14;7237.453;7199.953;14;7237.453;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3170725;3170725;4277.21;1;4298.605;4277.21;1;4298.605;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3171601;3171601;20175.27;41;21162.145;20175.27;41;21162.145;-3.63798E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3172055;3172055;96883.679;189;97172.569;96374.501;188;96662.98;509.589;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3172463;3172463;4804.136;6;4815.869;4804.136;6;4815.869;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3172658;3172658;5656.72;2;5685.01;5656.72;2;5685.01;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3172820;3172820;7834.125;3;35567.0625;7834.125;3;35567.0625;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3172960;3172960;4808.28;5;5439.39;4808.28;5;5439.39;9.094947E-13;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3173706;3173706;3392.696;8;3409.668;3392.696;8;3409.668;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3175326;3175326;2089.1;2;2099.55;2089.1;2;2099.55;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3175533;3175533;2293.02;3;2347.935;793.02;1;796.985;1550.95;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3175740;3175740;25702.2;41;25827.6;25702.2;41;25827.6;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3176691;3176691;9310.85;18;9359.82;9310.85;18;9359.82;-1.81899E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3177555;3177555;8855.49;1;8899.785;8855.49;1;8899.785;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:37";="590780193";3177609;3177609;8554.697;104;8596.4685;8554.697;104;8596.4685;3.637979E-12;2023.7;X590780193;05SEP23;14:08:27
