"champ";"statut";"annee";"periode";"date du resultat";"ipe";mois;semaine;ponder;dms;moy_age;med_age;pct_homme;pct_rea;pct_si;pct_sc;annee;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 15:43:29";="590782215";5;;2;2.5;48;48;0;0;0;0;2023;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:29";="590782215";6;;1;0;48;48;100;0;0;0;2023;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:29";="590782215";99;;8;7.5;57.5;55.5;75;0;0;0;9999;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 16:59:08";="620100685";1;;2;16;68.5;68.5;50;50;0;50;2023;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:08";="620100685";4;;1;7;18;18;0;0;100;0;2023;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:08";="620100685";5;;1;2;87;87;100;0;0;0;2023;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:08";="620100685";99;;4;10.25;60.5;68.5;50;25;25;25;9999;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:53:57";="800000069";1;;1;7;58;58;100;0;0;0;2023;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:57";="800000069";4;;1;2;68;68;0;0;0;0;2023;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:57";="800000069";5;;1;0;65;65;100;0;0;0;2023;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:57";="800000069";99;;3;3;63.666666667;65;66.666666667;0;0;0;9999;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 08:06:53";="020000071";99;;;;;0;;;;;9999;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:18:56";="600100721";1;;3;11.333333333;76;70;66.666666667;0;33.333333333;0;2023;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:56";="600100721";2;;4;11.75;67.25;63.5;75;25;0;0;2023;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:56";="600100721";3;;4;25.75;81.5;81;50;25;25;0;2023;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:56";="600100721";4;;1;53;79;79;100;100;0;0;2023;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:56";="600100721";5;;5;13;70.8;76;40;0;0;0;2023;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:56";="600100721";99;;17;17.764705882;73.882352941;76;58.823529412;17.647058824;11.764705882;0;9999;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:15:51";="620100057";6;;1;7;91;91;100;0;0;0;2023;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:51";="620100057";99;;1;7;91;91;100;0;0;0;9999;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:21:40";="600101984";1;;3;11.333333333;79.666666667;79;33.333333333;0;0;0;2023;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:40";="600101984";5;;1;5;79;79;0;0;0;0;2023;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:40";="600101984";99;;4;9.75;79.5;79;25;0;0;0;9999;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:08:06";="800000028";1;;7;12.571428571;81;85;28.571428571;0;0;0;2023;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:06";="800000028";2;;4;13;69.5;65;50;25;0;0;2023;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:06";="800000028";3;;3;6.6666666667;73.666666667;75;66.666666667;33.333333333;0;0;2023;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:06";="800000028";4;;4;8.75;84;82;0;0;0;0;2023;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:06";="800000028";5;;1;14;67;67;100;100;0;0;2023;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:06";="800000028";7;;1;10;82;82;0;0;0;0;2023;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:06";="800000028";99;;20;10.95;77.55;79;35;15;0;0;9999;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 14:02:56";="590783239";1;;1;0;57;57;100;0;0;0;2023;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:56";="590783239";99;;1;0;57;57;100;0;0;0;9999;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 16:13:11";="590785374";99;;;;;0;;;;;9999;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:55:55";="020000063";1;;3;13;75;76;100;0;0;0;2023;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:55";="020000063";4;;1;4;76;76;100;0;0;0;2023;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:55";="020000063";6;;1;7;76;76;100;0;0;0;2023;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:55";="020000063";99;;5;10;75.4;76;100;0;0;0;9999;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 18:27:21";="590000188";1;;1;15;74;74;100;0;0;0;2023;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:21";="590000188";3;;1;9;54;54;0;0;0;0;2023;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:21";="590000188";99;;2;12;64;64;50;0;0;0;9999;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:54:32";="620103432";1;;1;1;46;46;100;0;0;0;2023;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:32";="620103432";99;;1;1;46;46;100;0;0;0;9999;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 09:24:00";="590782637";99;;;;;0;;;;;9999;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 12:09:49";="590781803";1;;8;8.25;72.5;70;50;0;0;0;2023;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:49";="590781803";2;;3;5.6666666667;64;64;33.333333333;33.333333333;0;33.333333333;2023;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:49";="590781803";3;;3;13.666666667;68;70;100;0;33.333333333;0;2023;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:49";="590781803";4;;6;6.3333333333;66.333333333;68;83.333333333;0;0;0;2023;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:49";="590781803";5;;5;28.2;55.8;55;20;20;20;20;2023;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:49";="590781803";6;;4;6;69;69.5;25;0;25;0;2023;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:49";="590781803";7;;2;11;78.5;78.5;0;0;0;0;2023;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:49";="590781803";99;;31;11.258064516;67.290322581;69;48.387096774;6.4516129032;9.6774193548;6.4516129032;9999;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 17:41:11";="590780227";1;;2;10;72;72;100;0;50;0;2023;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:11";="590780227";2;;1;10;98;98;0;0;0;0;2023;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:11";="590780227";6;;1;5;72;72;100;0;0;0;2023;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:11";="590780227";99;;4;8.75;78.5;72.5;75;0;25;0;9999;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:45:09";="800000044";1;;7;11.714285714;60.428571429;63;28.571428571;14.285714286;14.285714286;0;2023;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:09";="800000044";2;;2;2;32;32;50;0;0;50;2023;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:09";="800000044";3;;6;19.5;65.166666667;68.5;33.333333333;33.333333333;33.333333333;16.666666667;2023;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:09";="800000044";5;;1;1;87;87;100;0;0;0;2023;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:09";="800000044";99;;16;12.75;60.3125;64;37.5;18.75;18.75;12.5;9999;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/07 20:01:19";="590781902";2;;2;2;74.5;74.5;50;0;0;0;2023;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:19";="590781902";3;;1;5;92;92;100;0;0;0;2023;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:19";="590781902";5;;2;7.5;76.5;76.5;50;0;0;0;2023;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:19";="590781902";6;;1;4;42;42;0;0;0;0;2023;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:19";="590781902";99;;6;4.6666666667;72.666666667;76.5;50;0;0;0;9999;2023.7;X590781902;07SEP23;20:00:41
