"champ";"statut";"annee";"periode";"date du resultat";"ipe";tum1;eff;nbchir;chirurg0;nbmutrf;nbdom;nbdc;nb0j;nbj;agem;type;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 14:23:08";="590000600";tot;922;0;0;109;771;42;203;6918;68.67462039;2;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:24:41";="620025346";CA;3968;1917;1917;8;3960;0;3419;549;55.076360887;1;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:41";="620025346";SC;36;2;1;9;24;3;0;374;68.888888889;1;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:41";="620025346";SI;6;0;0;1;5;0;0;116;69.5;1;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:41";="620025346";UHCD;1040;74;21;250;732;58;246;6620;68.708653846;1;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:41";="620025346";ZAUM;4369;1027;766;392;3927;50;234;16004;50.211948441;1;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:41";="620025346";tot;9419;3020;2705;660;8648;111;3899;23663;54.387196384;1;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:41";="620025346";CA;3399;1900;1900;8;3391;0;3399;0;56.009414534;2;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:41";="620025346";SC;36;2;1;9;24;3;0;374;68.888888889;2;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:41";="620025346";SI;6;0;0;1;5;0;0;116;69.5;2;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:41";="620025346";UHCD;1037;74;21;249;730;58;245;6609;68.81388621;2;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:41";="620025346";ZAUM;3102;915;685;362;2691;49;169;12175;63.888136686;2;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:41";="620025346";tot;7580;2891;2607;629;6841;110;3813;19274;61.057255937;2;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:40:13";="590001749";UHCD;69;0;0;37;31;1;60;57;66.927536232;1;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:13";="590001749";ZAUM;3069;2;1;333;2605;131;797;12304;61.484848485;1;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:13";="590001749";tot;3138;2;1;370;2636;132;857;12361;61.604525175;1;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:13";="590001749";UHCD;69;0;0;37;31;1;60;57;66.927536232;2;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:13";="590001749";ZAUM;2429;2;1;333;1965;131;797;11664;64.674763277;2;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:13";="590001749";tot;2498;2;1;370;1996;132;857;11721;64.736989592;2;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";HP;304;0;0;7;297;0;141;176;69.667763158;1;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";ZAUM;795;1;1;232;499;64;44;8066;78.051572327;1;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";tot;1099;1;1;239;796;64;185;8242;75.732484076;1;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";HP;143;0;0;7;136;0;141;15;72.440559441;2;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";ZAUM;795;1;1;232;499;64;44;8066;78.051572327;2;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:23";="590781670";tot;938;1;1;239;635;64;185;8081;77.196162047;2;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:50:27";="020000261";CA;1277;906;904;3;1274;0;1184;137;52.889584965;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:27";="020000261";HP;13776;116;115;3;13773;0;1298;12514;66.237008973;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:27";="020000261";REA;86;3;2;25;35;26;3;1414;64.011627907;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:27";="020000261";SC;69;3;1;14;47;8;1;702;59.84057971;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:27";="020000261";SI;553;17;1;152;375;26;15;3632;66.837251356;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:27";="020000261";UHCD;1161;21;10;349;782;30;530;2040;54.742463394;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:27";="020000261";ZAUM;7170;1120;472;600;6275;295;199;40398;51.605243308;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:27";="020000261";tot;24092;2186;1505;1146;22561;385;3230;60837;60.60856841;1;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:27";="020000261";CA;1249;906;904;3;1246;0;1184;109;52.49959968;2;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:27";="020000261";HP;1086;111;111;2;1084;0;1064;55;53.901506092;2;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:27";="020000261";REA;86;3;2;25;35;26;3;1414;64.011627907;2;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:27";="020000261";SC;69;3;1;14;47;8;1;702;59.84057971;2;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:27";="020000261";SI;553;17;1;152;375;26;15;3632;66.837251356;2;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:27";="020000261";UHCD;1161;21;10;349;782;30;530;2040;54.742463394;2;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:27";="020000261";ZAUM;5866;1017;402;590;4987;289;170;34827;59.30359303;2;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:27";="020000261";tot;10070;2078;1431;1135;8556;379;2967;42779;57.808829427;2;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";CA;748;574;574;1;747;0;747;1;57.63368984;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";HP;14133;80;80;1;14132;0;4252;9896;64.744955021;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";REA;75;9;7;25;30;20;4;798;60.546666667;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";SC;19;1;0;6;9;4;0;371;59.842105263;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";SI;75;9;0;18;54;3;1;999;60.133333333;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";UHCD;1097;1;1;30;1067;0;1032;65;51.139099162;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";ZAUM;13422;1400;580;1779;11173;470;1707;58722;52.01929137;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";tot;29569;2074;1242;1860;27212;497;7743;70852;58.258343869;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";CA;748;574;574;1;747;0;747;1;57.63368984;2;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";HP;3815;69;69;1;3814;0;3809;21;59.155818955;2;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";REA;75;9;7;25;30;20;4;798;60.546666667;2;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";SC;18;1;0;6;8;4;0;367;61.055555556;2;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";SI;75;9;0;18;54;3;1;999;60.133333333;2;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";UHCD;1097;1;1;30;1067;0;1032;65;51.139099162;2;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";ZAUM;12049;1246;498;1745;9839;465;1633;53412;56.140225131;2;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:21";="620100651";tot;17877;1909;1149;1826;15559;492;7226;55663;56.579549908;2;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:39:55";="620027839";HP;22138;0;0;0;22138;0;19;22119;66.827827562;1;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:39:55";="620027839";tot;22138;0;0;0;22138;0;19;22119;66.827827562;1;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:39:55";="620027839";HP;19;0;0;0;19;0;19;0;62.684210526;2;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:39:55";="620027839";tot;19;0;0;0;19;0;19;0;62.684210526;2;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";CA;1259;805;805;1;1258;0;1259;0;53.584590945;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";HP;5418;346;346;24;5394;0;4385;1033;58.035437431;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";REA;139;14;6;42;64;33;4;1960;62.115107914;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";SC;53;5;3;13;34;6;1;553;65.132075472;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";SI;643;50;10;45;561;37;25;4258;66.555209953;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";UHCD;2974;108;38;300;2592;82;1342;7999;61.969956979;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";ZAUM;6048;1841;657;365;5558;125;220;31457;67.178075397;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";tot;16534;3169;1865;790;15461;283;7236;47260;62.136908918;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";CA;1259;805;805;1;1258;0;1259;0;53.584590945;2;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";HP;4385;346;346;22;4363;0;4385;0;57.17354618;2;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";REA;139;14;6;42;64;33;4;1960;62.115107914;2;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";SC;53;5;3;13;34;6;1;553;65.132075472;2;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";SI;643;50;10;45;561;37;25;4258;66.555209953;2;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";UHCD;2974;108;38;300;2592;82;1342;7999;61.969956979;2;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";ZAUM;6047;1841;657;364;5558;125;220;31456;67.174632049;2;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:21";="590780284";tot;15500;3169;1865;787;14430;283;7236;46226;62.164751745;2;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";CA;907;417;417;0;906;1;878;51;57.187431092;1;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";HP;1371;46;46;0;1371;0;131;1280;63.912472648;1;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";SC;30;0;0;15;15;0;0;239;77.266666667;1;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";SI;266;0;0;103;160;3;2;1841;68.966165414;1;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";UHCD;658;5;1;193;428;37;98;2390;63.838905775;1;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";ZAUM;2384;160;93;351;1990;43;148;12720;55.048657718;1;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";tot;5616;628;557;662;4870;84;1257;18521;59.365740741;1;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";CA;907;417;417;0;906;1;878;51;57.187431092;2;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";HP;286;43;43;0;286;0;124;202;57.206293706;2;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";SC;30;0;0;15;15;0;0;239;77.266666667;2;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";SI;266;0;0;103;160;3;2;1841;68.966165414;2;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";UHCD;658;5;1;193;428;37;98;2390;63.838905775;2;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";ZAUM;1645;95;50;323;1282;40;15;10783;71.751367781;2;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:25";="020000287";tot;3792;560;511;634;3077;81;1117;15506;65.646097046;2;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 10:32:22";="590797353";CA;2797;2314;2314;0;2797;0;2762;47;35.794706657;1;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:22";="590797353";HP;13722;223;223;6;13716;0;7571;6397;43.306931974;1;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:22";="590797353";SC;405;53;28;37;346;22;12;2968;35.074249958;1;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:22";="590797353";UHCD;5319;33;6;625;4620;74;2199;9706;41.156864381;1;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:22";="590797353";ZAUM;8181;1500;1190;170;7849;162;522;42931;39.127512964;1;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:22";="590797353";tot;30424;4123;3761;838;29328;258;13066;62049;41.006972505;1;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:22";="590797353";CA;2747;2303;2303;0;2747;0;2746;13;35.607861129;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:22";="590797353";HP;7578;220;220;1;7577;0;7500;324;29.901612816;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:22";="590797353";SC;404;53;28;37;345;22;12;2965;35.16098603;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:22";="590797353";UHCD;5317;32;5;625;4618;74;2199;9701;41.162001438;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:22";="590797353";ZAUM;5770;1243;1016;154;5462;154;450;31892;48.474104603;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:22";="590797353";tot;21816;3851;3572;817;20749;250;12907;44895;38.374046571;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";CA;3142;2011;2011;0;3142;0;3105;37;43.977011414;1;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";HP;21336;266;266;74;21262;0;6310;15294;58.755101546;1;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";REA;254;23;9;54;164;36;4;3807;60.964566929;1;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";SC;372;16;5;42;318;12;7;2444;25.5799455;1;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";SI;803;56;10;142;617;44;33;5438;68.637608966;1;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";UHCD;2628;0;0;405;2146;77;1130;1626;48.969787953;1;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";ZAUM;15006;3338;1752;1146;13473;387;711;82546;43.651520214;1;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";tot;43541;5710;4053;1863;41122;556;11300;111192;51.80447558;1;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";CA;3105;2011;2011;0;3105;0;3105;0;43.645014449;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";HP;4976;201;201;6;4970;0;4870;374;48.834575276;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";REA;254;23;9;54;164;36;4;3807;60.964566929;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";SC;369;16;5;42;315;12;7;2441;25.787771467;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";SI;803;56;10;142;617;44;33;5438;68.637608966;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";UHCD;2628;0;0;405;2146;77;1130;1626;48.969787953;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";ZAUM;10936;2887;1518;1010;9554;372;626;62661;53.011486256;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:01";="590782421";tot;23071;5194;3754;1659;20871;541;9775;76347;50.58564954;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:11:25";="800000051";HP;107;0;0;1;106;0;107;0;55.869158879;1;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:25";="800000051";ZAUM;428;0;0;111;302;15;31;3531;67.679906542;1;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:25";="800000051";tot;535;0;0;112;408;15;138;3531;65.317757009;1;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:25";="800000051";HP;107;0;0;1;106;0;107;0;55.869158879;2;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:25";="800000051";ZAUM;390;0;0;101;274;15;31;3493;68.569230769;2;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:25";="800000051";tot;497;0;0;102;380;15;138;3493;65.83501006;2;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 13:41:55";="800000135";ZAUM;190;0;0;72;67;51;0;3567;76.126315789;1;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:55";="800000135";tot;190;0;0;72;67;51;0;3567;76.126315789;1;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:55";="800000135";ZAUM;190;0;0;72;67;51;0;3567;76.126315789;2;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:55";="800000135";tot;190;0;0;72;67;51;0;3567;76.126315789;2;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:10:58";="590782165";CA;2170;877;877;1;2169;0;2170;0;44.193087558;1;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:58";="590782165";HP;2368;1;1;37;2331;0;787;1581;59.621199324;1;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:58";="590782165";SC;131;5;1;33;89;9;0;1695;65.641221374;1;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:58";="590782165";UHCD;2026;13;5;308;1708;10;1072;2140;53.68065153;1;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:58";="590782165";ZAUM;4905;1356;803;589;4217;99;346;29776;53.138022426;1;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:58";="590782165";tot;11600;2252;1687;968;10514;118;4375;35192;53.024137931;1;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:58";="590782165";CA;2168;877;877;1;2167;0;2168;0;44.205258303;2;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:58";="590782165";HP;782;1;1;1;781;0;782;0;57.474424552;2;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:58";="590782165";SC;131;5;1;33;89;9;0;1695;65.641221374;2;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:58";="590782165";UHCD;2026;13;5;308;1708;10;1072;2140;53.68065153;2;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:58";="590782165";ZAUM;3610;1207;712;546;2967;97;134;25652;65.913019391;2;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:10:58";="590782165";tot;8717;2103;1596;889;7712;116;4156;29487;56.909946082;2;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";CA;1178;841;841;13;1165;0;1130;73;43.986417657;1;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";HP;5479;246;240;16;5462;1;3122;2556;57.525103321;1;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";REA;85;1;0;26;40;19;1;1198;62.929411765;1;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";SC;87;2;0;16;60;11;0;904;61.206896552;1;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";SI;205;20;0;38;157;10;2;1371;70.16097561;1;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";UHCD;3105;89;8;653;2327;125;239;12728;57.472614652;1;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";ZAUM;5534;1247;582;481;4940;113;166;28342;46.533440104;1;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";tot;15673;2446;1671;1243;14151;279;4660;47172;52.831083208;1;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";CA;1168;841;841;13;1155;0;1130;63;43.817636986;2;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";HP;2783;232;228;4;2778;1;2736;230;54.84837984;2;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";REA;85;1;0;26;40;19;1;1198;62.929411765;2;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";SC;87;2;0;16;60;11;0;904;61.206896552;2;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";SI;205;20;0;38;157;10;2;1371;70.16097561;2;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";UHCD;3102;88;8;653;2324;125;239;12718;57.503052383;2;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";ZAUM;4106;1090;494;440;3557;109;123;22865;57.170322081;2;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:54";="620101360";tot;11536;2274;1571;1190;10071;275;4231;39349;55.651426149;2;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:55:34";="590781662";HP;2378;0;0;0;205;0;0;2378;71.019512195;1;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:34";="590781662";SC;148;5;1;45;91;12;2;1304;65.351351351;1;2023.7;X590781662;30AUG23;14:55:22
