"champ";"statut";"annee";"periode";"date du resultat";"ipe";ghm;ghs;eff;nbj;nb0j;mnt_ghs_am;mnt_exinf_am;mnt_ghs50_am;mnt_exh_am;mnt_9615_am;mnt_rdth_am;mnt_rea_am;mnt_rep_am;mnt_si_am;mnt_sc_am;mnt_suppdia_am;mnt_nn1_am;mnt_nn2_am;mnt_nn3_am;mnt_caisson_am;mnt_ant_am;mnt_rap_am;mnt_fjs_ame;mnt_tjp20_ame;mnt_sdc_am;mnt_ctc_am;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";14Z14A;5495;13;50;0;24769.694751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;260;1133.426;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";14Z14B;5496;3;10;0;6540.7071638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;125.936;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";14Z14C;5497;1;5;0;2281.4630609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";14Z15Z;5500;1;0;1;752.871497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46.906;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";14Z16T;5501;2;2;0;714.43492902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";14Z16Z;5502;2;9;0;2061.7509243;0;0;684.44707286;0;0;0;0;0;0;0;0;0;0;0;0;0;40;251.872;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";16M101;6177;1;5;0;1971.163259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";16M102;6178;1;7;0;3692.83598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";16M10T;5739;3;0;3;1077.3628802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122.4;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";16M111;6182;1;2;0;1662.6774634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;95.152;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";16M11T;5740;1;1;0;413.62022207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";16M12T;6191;1;1;0;539.25872973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";18C02J;6706;1;0;1;1867.9532337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54.734;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";18M021;5765;2;2;0;908.21701722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";18M071;5769;1;2;0;415.85136849;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";18M093;6788;1;5;0;3546.2200152;0;0;0;0;0;0;0;0;604.39104271;0;0;0;0;0;0;0;20;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";18M11T;6804;1;1;0;559.39365604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";19M02T;5778;2;1;1;503.84903173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";19M16T;5787;1;0;1;271.89561674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";19M171;7114;1;0;1;508.16977529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";19M191;7123;1;2;0;1396.9160966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";19M22T;5793;1;1;0;284.27613904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";20Z031;5795;1;1;0;323.27439423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";20Z042;7268;1;9;0;2884.396455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";20Z051;5797;11;9;2;2970.1295382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";20Z06T;5798;1;1;0;257.30735165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";21M05T;5847;1;1;0;283.99529544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";21M10T;5850;1;1;0;274.08775711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";21M131;7596;1;0;1;1052.7734622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";23M061;7963;1;3;0;1252.2504347;0;0;0;0;0;0;0;0;0;0;855.30920232;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";23M06T;7967;3;3;0;1444.5892988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";23M19Z;7988;4;1;3;2446.6067266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";23M20T;5877;3;0;3;962.02977263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81.6;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";23M20T;7989;1;0;1;595.60687881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";28Z07Z;9606;11;11;0;3841.6050791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:34:05";="590797353";28Z17Z;9616;2;2;0;621.00762273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44.02;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";01M162;252;1;4;0;2289.412372;0;0;0;0;0;0;0;1074.7233264;0;0;0;0;0;0;0;0;20;1288.976;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";01M231;281;3;2;1;2431.6006056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;604.584;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";01M242;286;1;3;0;3313.042512;0;0;0;0;0;0;0;0;931.8262824;0;0;0;0;0;0;0;20;1023.564;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";01M252;291;1;3;0;2248.9918936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;581.784;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";01M31T;5113;1;0;1;386.1340704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205.328;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";02C05J;424;3;0;3;3442.4636328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;695.064;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";03C071;633;1;1;0;1536.0207408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;275.454;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";03C101;643;2;3;0;1698.0886416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;826.362;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";03C131;655;1;4;0;1420.5718176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1101.816;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";03C201;687;1;1;0;1771.9621608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;275.454;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";03C27J;713;1;0;1;849.0443208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236.056;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";03C28J;714;1;0;1;457.6020696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236.056;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";03K021;815;1;1;0;1033.982432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;260.16;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";03K02J;819;5;0;5;5389.386604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1158.872;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";03K04J;821;1;0;1;505.8568008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236.056;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";03M021;5167;1;1;0;278.358756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;205.328;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";03M021;822;1;1;0;733.3147536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;275.454;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";03M02T;874;1;0;1;517.0184136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236.056;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";03M031;826;2;4;0;2406.1236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;798.512;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";03M03T;875;3;2;1;1745.6280608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;604.584;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";03M09T;855;1;1;0;771.80204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;260.16;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";03M15T;882;1;1;0;583.2343608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;275.454;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";04M02T;1237;1;1;0;561.8653248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;205.328;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";04M02T;5185;1;0;1;302.5101768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205.328;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";04M032;1135;2;15;0;4721.7711224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;3011.52;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";04M033;1136;1;6;0;2926.4714736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1163.568;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";04M053;1144;2;16;0;7996.0928112;0;0;0;0;0;0;0;1553.0357856;0;0;0;0;0;0;0;0;40;3828.688;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";04M05T;5188;1;0;1;323.3580168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205.328;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";04M133;1182;1;9;0;5556.9436416;0;0;0;0;0;0;0;0;2484.8700864;0;0;0;0;0;0;0;20;550.97;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";04M191;1209;1;15;0;2255.9527848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;5117.82;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";04M192;1210;1;5;0;5941.393848;0;0;0;0;0;0;0;0;1553.043804;0;0;0;0;0;0;0;0;1705.94;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";04M202;1215;1;3;0;3032.6310456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;615.984;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";05C123;1473;1;12;0;9127.2966096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3305.448;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";05K14Z;1721;1;0;1;683.2791096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222.952;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";05K17J;1727;1;0;1;560.8161144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222.952;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";05M093;1755;1;7;0;4198.193688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1437.296;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";05M13T;5336;1;1;0;308.9329152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;205.328;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";06C033;1937;1;14;0;11543.673523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;3856.356;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";06C091;1955;1;2;0;1880.5874256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;550.908;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";06C14J;1982;1;0;1;1151.9554176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236.056;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";06C191;1991;1;1;0;1408.5247048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;260.16;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";06K02Z;2119;1;0;1;802.5055272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193.784;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";06K04J;2121;3;0;3;1989.0763776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;586.152;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";06K05J;5369;1;0;1;302.7667656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205.328;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";06M021;2124;1;2;0;1280.9233632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;410.656;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";06M02T;2128;1;1;0;564.1184952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;205.328;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";06M042;2135;1;7;0;3236.3224608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1437.296;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";06M121;2172;1;2;0;984.6704096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;387.856;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";07C141;2351;2;3;0;4092.5339736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;811.068;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";07C14J;2355;1;0;1;1976.3499192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222.952;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";07M042;2520;1;6;0;3177.3972536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1163.568;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";07M082;2535;1;5;0;3456.1751944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;969.64;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";07M08T;2538;1;0;1;809.9155232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193.928;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";08C14J;2768;1;0;1;1059.3914208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222.952;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";08C321;2808;1;2;0;2894.3056272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;550.908;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";08C38J;2840;1;0;1;1478.3273304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222.952;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";08C392;2842;1;3;0;2975.7164424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;826.362;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";08C44J;2870;2;0;2;2348.138444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;459.008;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";08C45J;2875;1;0;1;1243.0364232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240.856;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";08C461;2876;1;1;0;997.6252728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;275.454;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";08C46J;2880;1;0;1;997.6252728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236.056;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";08C472;2882;1;11;0;5760.378468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3029.994;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";08C533;2907;1;32;0;6463.711916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8325.12;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";08C541;2909;1;1;0;2136.8783352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;260.16;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";08C611;2948;1;8;0;5417.6399784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2203.632;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";08C614;2951;1;67;0;14326.231922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14384.048;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";08M152;3074;1;8;0;2533.7261976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1642.624;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";08M271;3115;1;8;0;1708.3299456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1551.424;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";08M29T;5544;1;1;0;314.601924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;205.328;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";08M37T;3173;1;1;0;599.9447064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;275.454;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";08M37T;5552;1;0;1;301.6636536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193.928;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";09C25J;3490;1;0;1;1001.9648632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222.952;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";09K02J;3514;1;0;1;687.5697816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236.056;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";09M051;3530;1;2;0;1492.665252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;410.656;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";09M12Z;3581;1;0;1;304.8675864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193.784;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";10C132;3755;1;4;0;4877.1035976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1101.816;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";10M082;3927;1;7;0;2662.2884816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1357.496;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";10M13T;3982;8;0;8;4584.1229184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1528.752;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:46";="590782421";10M13T;3991;1;0;1;304.8675864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193.784;0;0;2023.7;X590782421;30AUG23;11:28:50
