"champ";"statut";"annee";"periode";"date du resultat";"ipe";let_ghm;adnp_11;adnp_10;adnp_21;adnp_20;adnp_v1;adnp_v0;adnp_x1;adnp_x0;Total_Dans;Total_Hors;Total;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/08 14:41:14";="800000036";K;0;0;0;105;0;0;0;0;0;105;105;2023.7;X800000036;08AUG23;14:40:54
"mco";"dgf";"2023";"7";"2023/08/08 14:41:14";="800000036";M;0;19;0;1;0;23;0;0;0;43;43;2023.7;X800000036;08AUG23;14:40:54
"mco";"dgf";"2023";"7";"2023/08/08 14:41:14";="800000036";Z;0;11;0;0;0;12;0;0;0;23;23;2023.7;X800000036;08AUG23;14:40:54
"mco";"dgf";"2023";"7";"2023/08/11 08:31:11";="600100168";C;0;0;0;0;0;391;0;0;0;391;391;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:11";="600100168";K;0;0;0;0;0;595;0;0;0;595;595;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:11";="600100168";M;0;0;0;0;0;265;0;0;0;265;265;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:11";="600100168";Z;0;0;0;0;0;9;0;0;0;9;9;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/18 15:14:59";="020000022";K;0;0;0;0;0;3;0;0;0;3;3;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:14:59";="020000022";M;0;1;0;0;0;110;0;0;0;111;111;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:14:59";="020000022";Z;0;0;0;0;0;23;0;0;0;23;23;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/22 19:10:00";="590782439";K;0;0;0;0;0;2;0;0;0;2;2;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:00";="590782439";M;0;36;0;103;0;157;0;0;0;296;296;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:00";="590782439";Z;0;0;0;0;0;1;0;0;0;1;1;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/23 11:54:58";="590049565";Z;0;0;0;1;0;67;0;0;0;68;68;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/24 14:38:28";="020000253";C;0;0;0;6;0;977;0;0;0;983;983;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:28";="020000253";K;0;0;0;1;0;47;0;0;0;48;48;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:28";="020000253";M;0;4;0;126;0;2491;0;0;0;2621;2621;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:28";="020000253";Z;0;0;0;0;0;526;0;0;0;526;526;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/25 10:37:49";="620003376";C;0;0;0;0;0;937;0;0;0;937;937;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:49";="620003376";K;0;0;0;0;0;88;0;0;0;88;88;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:49";="620003376";M;0;0;0;0;0;788;0;0;0;788;788;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:49";="620003376";Z;0;0;0;0;0;117;0;0;0;117;117;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 12:05:51";="620101337";C;0;0;0;1;0;1005;0;0;0;1006;1006;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:51";="620101337";K;0;0;0;0;0;124;0;0;0;124;124;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:51";="620101337";M;0;0;0;1;0;4929;0;0;0;4930;4930;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:51";="620101337";Z;0;0;0;0;0;1386;0;0;0;1386;1386;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 14:46:54";="800000077";M;0;0;0;0;0;50;0;0;0;50;50;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:46:54";="800000077";Z;0;0;0;0;0;120;0;0;0;120;120;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/28 12:10:05";="590782645";M;0;0;0;0;0;33;0;0;0;33;33;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:05";="590782645";Z;0;0;0;0;0;10;0;0;0;10;10;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:51:28";="600100572";M;0;0;0;0;0;42;0;0;0;42;42;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:28";="600100572";Z;0;0;0;0;0;7;0;0;0;7;7;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 15:44:35";="020004495";M;0;0;0;1;0;375;0;0;0;376;376;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:35";="020004495";Z;0;0;0;0;0;84;0;0;0;84;84;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/29 09:24:35";="020000055";M;0;0;0;0;0;80;0;0;0;80;80;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:35";="020000055";Z;0;0;0;0;0;19;0;0;0;19;19;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:28:37";="590782652";C;0;2;0;132;0;233;0;0;0;367;367;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:37";="590782652";K;0;0;0;137;0;6;0;0;0;143;143;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:37";="590782652";M;0;25;0;31;0;1323;0;0;0;1379;1379;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:37";="590782652";Z;0;6;0;99;0;536;0;0;0;641;641;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:48:49";="590780052";M;0;16;0;3;0;1;0;0;0;20;20;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:49";="590780052";Z;0;2;0;155;0;2;0;0;0;159;159;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 10:19:40";="600100648";C;0;3;0;0;0;236;0;0;0;239;239;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:40";="600100648";K;0;0;0;0;0;9;0;0;0;9;9;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:40";="600100648";M;0;10;0;1;0;828;0;0;0;839;839;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:40";="600100648";Z;0;1;0;0;0;90;0;0;0;91;91;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 13:05:26";="620000026";C;0;0;0;21;0;1410;0;0;0;1431;1431;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:26";="620000026";K;0;0;0;0;0;162;0;0;0;162;162;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:26";="620000026";M;0;0;0;6;0;1015;0;0;0;1021;1021;2023.7;X620000026;29AUG23;13:05:03
