"champ";"statut";"annee";"periode";"date du resultat";"ipe";libel;dp;eff_sej;eff_mon;dep;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 15:19:26";="590052056";OGIVRI;C16;2;3.833;199.588;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:26";="590052056";OGIVRI;C78;1;1.37;199.745;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:26";="590052056";OPDIVO;C64;21;42.95;94264.112;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:26";="590052056";OPDIVO;C34;28;29.058;72098.041;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:26";="590052056";OPDIVO;C78;12;24;59548.248;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:26";="590052056";OPDIVO;C15;15;22;54585.894;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:26";="590052056";OPDIVO;C67;8;8.375;20779.857;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:26";="590052056";OPDIVO;C39;7;7;17368.239;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:26";="590052056";OPDIVO;C45;4;3.242;8043.976;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:26";="590052056";OPDIVO;C16;3;3;7443.531;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:26";="590052056";PEMETREXED;C34;3;9;93.117;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:26";="590052056";PERJETA;C50;28;29;76245.553;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:26";="590052056";REMICADE;K50;26;151;18500.52;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:26";="590052056";TECENTRIQ;C34;27;27;93485.88;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:26";="590052056";TECENTRIQ;C22;2;2;6924.88;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:26";="590052056";TECENTRIQ;C39;1;1;3462.44;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:26";="590052056";VECTIBIX;C19;11;20.18;17860.928;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:26";="590052056";VECTIBIX;C18;11;15.82;12366.292;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:26";="590052056";VECTIBIX;C20;6;10;10411.598;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:26";="590052056";YERVOY;C64;4;10;29302.7;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:26";="590052056";YERVOY;C45;2;2;5860.54;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:26";="590052056";ZALTRAP;C18;3;4;1860.358;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:26";="590052056";ZOLSKETIL;C56;7;16;9022.368;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:26";="590052056";ZOLSKETIL;R52;1;1;802.782;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";ACLOTINE;R57;1;23;21701.608;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";ACLOTINE;C91;1;9;7904.634;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";ACLOTINE;A40;1;6;4939.69;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";ACLOTINE;J15;1;4;3952.966;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";ACLOTINE;D68;1;2;1976.469;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";ADCETRIS;C81;8;26.64;80357.333;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";ADVATE;K92;1;9;5153.167;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";ADVATE;D66;1;1;1945.01;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";AMBISOME;C92;7;90;12989.566;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";AMBISOME;R04;1;2;288.659;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";ARSENIC;C92;34;48.7;5966.724;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";AYBINTIO;C22;57;183.83;29476.591;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";AYBINTIO;C56;33;91.76;14712.807;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";AYBINTIO;C18;22;20.82;3338.204;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";AYBINTIO;C20;18;19.28;3090.562;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";AYBINTIO;C34;6;10.08;1616.129;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";AZACITIDINE;C92;95;186.02;11021.638;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";AZACITIDINE;D46;18;45.5;2694.419;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";AZACITIDINE;A41;1;10;478.06;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";AZACITIDINE;C93;5;9.5;562.569;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";AZACITIDINE;C90;4;8;473.744;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";BAVENCIO;C66;15;60;42332.362;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";BAVENCIO;C44;13;52;36848.122;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";BENDAMUST.ACC;C88;2;6;330.804;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";BERINERT;T78;1;3;1559.883;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";BLINCYTO;C91;43;149.39;322795.566;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";BORTEZOMIB;C90;26;24.91;2149.154;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";BORTEZOMIB;E85;11;13.03;1124.086;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CABAZITAXEL;C61;6;5.77;4518.121;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CAELYX;C56;4;16;5238.009;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CAELYX;C90;1;3;982.167;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CAELYX;C81;1;2;654.742;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CASPOFUNGINE;K85;1;43;1574.439;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CASPOFUNGINE;C83;1;31;2092.72;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CASPOFUNGINE;G91;1;26;1776.32;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CASPOFUNGINE;K26;2;17;596.501;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CASPOFUNGINE;C91;2;12;948.64;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CASPOFUNGINE;J44;1;11;407.122;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CASPOFUNGINE;N32;1;11;386;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CASPOFUNGINE;R57;1;9;333.101;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CASPOFUNGINE;J18;1;8;296.089;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CASPOFUNGINE;J80;1;8;297.277;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CASPOFUNGINE;T42;1;8;296.089;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CASPOFUNGINE;S42;1;6;510.72;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CASPOFUNGINE;K65;1;4;285.88;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLAIRYG;Z29;22;33;27327.413;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLAIRYG;G61;12;31;21015.827;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLAIRYG;D69;3;25;27007.283;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLAIRYG;M33;7;21;23816.841;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLAIRYG;C90;5;10;7085.191;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLAIRYG;D80;4;8;6781.713;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLAIRYG;C91;2;3;2807.75;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLAIRYG;D84;1;1;1139.129;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLAIRYG;J13;1;1;561.55;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLOTTAFACT;I46;1;4;2629.673;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLOTTAFACT;K70;1;4;2629.674;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLOTTAFACT;O34;1;4;2643.161;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLOTTAFACT;O80;2;4;2639.075;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLOTTAFACT;K25;1;3;2044.296;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLOTTAFACT;D68;1;2;1317.495;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLOTTAFACT;I71;1;2;1362.864;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLOTTAFACT;I72;1;2;1314.837;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLOTTAFACT;M62;1;2;1362.864;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLOTTAFACT;N85;1;2;1362.864;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLOTTAFACT;N93;1;2;1311.618;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLOTTAFACT;O14;1;2;1362.999;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLOTTAFACT;R57;1;2;1362.864;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLOTTAFACT;C61;1;1;692.27;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLOTTAFACT;D29;1;1;658.747;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLOTTAFACT;I98;1;1;658.747;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLOTTAFACT;K55;1;1;657.418;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLOTTAFACT;N28;1;1;658.747;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CLOTTAFACT;O67;1;1;660.79;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CUTAQUIG;M46;1;2;997.01;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";CUVITRU;D80;2;4;1246.242;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";DARZALEX;C90;515;522;2373707.145;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";DARZALEX;E85;35;35;159175.311;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";DARZALEX;D47;14;14;63668.42;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";DARZALEX;N17;2;5;22738.717;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";DARZALEX;J69;1;2;8919.46;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";DARZALEX;N18;1;2;8919.46;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";DARZALEX;A32;1;1;4459.73;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";DARZALEX;D63;1;1;4547.335;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";DARZALEX;E83;1;1;4547.748;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";DARZALEX;E86;1;1;4459.73;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";DARZALEX;J18;1;1;4547.748;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";ENTYVIO;K51;29;29;39613.275;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";ENTYVIO;K50;13;13;17757.675;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";ENTYVIO;M80;1;1;1365.975;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";ERBITUX;C18;27;52.34;43103.532;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";ERBITUX;C01;20;36.99;30462.824;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";ERBITUX;C04;25;24.83;20448.371;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";ERBITUX;C20;5;7.87;6481.117;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";ERBITUX;C09;7;7.66;6308.84;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";ERBITUX;C44;7;6.77;5575.515;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";ERBITUX;C11;3;3.17;2610.845;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";ERBITUX;K56;1;0.84;678.358;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";FEIBA;M62;1;5;4261.7;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";FETCROJA;J44;1;58;8784.35;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";FIRAZYR;S00;1;1;1427.97;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";FLIXABI;M31;2;15;2024.545;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";FLIXABI;M45;2;8;1079.76;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";FLIXABI;K50;1;5;674.85;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";FLIXABI;K51;1;3;404.909;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";GAZYVARO;C91;8;8;24092.95;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";GAZYVARO;C83;4;4;12046.435;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";GAZYVARO;Z29;1;1;3011.657;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";HALAVEN;C50;6;15;4900.8;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";HERCEPTIN;C50;3;3;3895.461;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";HERCEPTIN;C18;2;2;2596.98;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";HERZUMA;C50;13;39.59;3532.091;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";HERZUMA;C16;6;17.37;1549.665;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";ICATIBANT;K12;1;1;582.01;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";ICATIBANT;L08;1;1;970.011;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";IDELVION;Z47;1;1;3560.637;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";IMFINZI;C34;39;79.58;144062.972;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";INTRATECT;C80;1;16;10084.83;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";INTRATECT;R40;1;10;8423.25;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";INTRATECT;M72;1;9;9546.349;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";INTRATECT;G70;1;6;3930.85;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";INTRATECT;I78;1;4;4492.4;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";INTRATECT;G95;1;2;2246.2;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";JEVTANA;C61;1;1;2034.44;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KADCYLA;C50;12;29;53238.171;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KANOKAD;I62;4;32;4441.35;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KANOKAD;J94;1;14;1837.8;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KANOKAD;L89;1;14;2144.1;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KANOKAD;J38;1;11;1531.5;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KANOKAD;I85;1;10;1531.5;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KANOKAD;K57;2;10;1378.35;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KANOKAD;I31;1;6;765.75;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KANOKAD;I50;1;6;765.75;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KANOKAD;I72;1;6;765.75;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KANOKAD;K26;1;6;765.75;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KANOKAD;R57;1;6;765.75;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KANOKAD;N28;1;5;689.175;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KANOKAD;A40;1;4;536.025;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KANOKAD;A41;1;4;612.6;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KANOKAD;I33;1;4;536.025;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KANOKAD;I98;1;4;612.6;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KANOKAD;K92;1;4;612.6;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KANOKAD;S36;1;4;612.6;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KANOKAD;R29;1;3;382.875;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KANOKAD;S06;1;3;459.45;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KANOKAD;I61;1;2;306.3;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KANOKAD;T45;1;2;306.3;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KANOKAD;K25;1;1;153.15;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KANOKAD;N49;1;1;153.15;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KEYTRUDA;C34;132;266;717957.09;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KEYTRUDA;C11;11;22;59382.55;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KEYTRUDA;C13;10;20;53984.01;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KEYTRUDA;C67;7;14;37789.752;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KEYTRUDA;C81;7;14;37789.717;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KEYTRUDA;C65;6;12;32391.058;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KEYTRUDA;C83;6;12;32389.92;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:30";="590781415";KEYTRUDA;C78;5;10;26992.623;2023.7;X590781415;31AUG23;10:37:00
