"champ";"statut";"annee";"periode";"date du resultat";"ipe";racine;ghm;ghs;majo;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 10:32:26";="590797353";09C20;09C20J;3445;***;1;4.7619047619;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:26";="590797353";09C20;09C20J;3590;***;1;4.7619047619;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:26";="590797353";09C22;09C22J;3460;;8;100;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:26";="590797353";11C03;11C031;4116;;9;90;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:26";="590797353";11C03;11C032;4117;;1;10;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:26";="590797353";13C12;13C12J;4968;;32;76.19047619;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:26";="590797353";13C12;13C12J;4987;***;10;23.80952381;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:26";="590797353";19C02;19C021;7001;;1;100;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:26";="590797353";20Z02;20Z021;7258;;2;33.333333333;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:26";="590797353";20Z02;20Z022;7259;;3;50;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:26";="590797353";20Z02;20Z023;7260;;1;16.666666667;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:26";="590797353";20Z04;20Z041;7267;;4;22.222222222;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:26";="590797353";20Z04;20Z042;7268;;9;50;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:26";="590797353";20Z04;20Z043;7269;;5;27.777777778;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:26";="590797353";23Z02;23Z02Z;7992;;8;6.8965517241;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:26";="590797353";23Z02;23Z02Z;7993;***;3;2.5862068966;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:26";="590797353";23Z02;23Z02Z;7994;***;105;90.517241379;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";02C09;02C091;460;;1;20;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";02C09;02C09J;464;;4;80;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";04M03;04M031;1134;;20;19.801980198;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";04M03;04M032;1135;;29;28.712871287;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";04M03;04M033;1136;;50;49.504950495;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";04M03;04M034;1137;;2;1.9801980198;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";06C19;06C191;1991;;10;45.454545455;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";06C19;06C19J;1995;;12;54.545454545;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";08C61;08C611;2948;;2;5.1282051282;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";08C61;08C612;2949;;4;10.256410256;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";08C61;08C613;2950;;22;56.41025641;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";08C61;08C614;2951;;11;28.205128205;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";08C62;08C621;2952;;2;5;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";08C62;08C622;2953;;3;7.5;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";08C62;08C623;2954;;25;62.5;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";08C62;08C624;2955;;8;20;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";08C62;08C62J;2956;;2;5;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";09C19;09C191;3431;;7;58.333333333;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";09C19;09C192;3432;;5;41.666666667;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";09C20;09C201;3441;;9;19.14893617;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";09C20;09C201;3591;***;12;25.531914894;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";09C20;09C202;3442;;1;2.1276595745;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";09C20;09C202;3592;***;2;4.2553191489;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";09C20;09C20J;3440;;12;25.531914894;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";09C20;09C20J;3445;***;2;4.2553191489;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";09C20;09C20J;3590;***;9;19.14893617;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";09C22;09C221;3461;;1;6.25;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";09C22;09C22J;3460;;14;87.5;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";09C22;09C22J;3595;***;1;6.25;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";11C03;11C031;4116;;6;42.857142857;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";11C03;11C032;4117;;5;35.714285714;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";11C03;11C034;4119;;3;21.428571429;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";13C12;13C12J;4968;;56;88.888888889;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";13C12;13C12J;4987;***;7;11.111111111;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";19C02;19C021;7001;;2;100;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";20Z02;20Z021;7258;;20;20.408163265;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";20Z02;20Z021;7285;***;5;5.1020408163;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";20Z02;20Z022;7259;;43;43.87755102;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";20Z02;20Z022;7286;***;25;25.510204082;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";20Z02;20Z023;7260;;5;5.1020408163;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";20Z04;20Z041;7267;;30;18.072289157;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";20Z04;20Z041;7281;***;6;3.6144578313;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";20Z04;20Z042;7268;;65;39.156626506;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";20Z04;20Z042;7282;***;55;33.13253012;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";20Z04;20Z043;7269;;6;3.6144578313;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";20Z04;20Z043;7283;***;1;0.6024096386;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";20Z04;20Z044;7270;;3;1.8072289157;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";23Z02;23Z02Z;7992;;8;6.015037594;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";23Z02;23Z02Z;7993;***;9;6.7669172932;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";23Z02;23Z02Z;7994;***;116;87.218045113;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:07";="590782421";28Z04;28Z04Z;9605;;8545;100;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:11:29";="800000051";04M03;04M033;1136;;3;100;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:29";="800000051";20Z02;20Z021;7258;;15;78.947368421;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:29";="800000051";20Z02;20Z022;7259;;3;15.789473684;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:29";="800000051";20Z02;20Z023;7260;;1;5.2631578947;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:29";="800000051";20Z04;20Z041;7267;;85;80.188679245;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:29";="800000051";20Z04;20Z042;7268;;13;12.264150943;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:29";="800000051";20Z04;20Z043;7269;;7;6.6037735849;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:29";="800000051";20Z04;20Z044;7270;;1;0.9433962264;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:29";="800000051";23Z02;23Z02Z;7993;***;11;100;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 13:41:57";="800000135";04M03;04M033;1136;;1;100;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:57";="800000135";20Z04;20Z041;7267;;1;3.4482758621;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:57";="800000135";20Z04;20Z041;7281;***;10;34.482758621;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:57";="800000135";20Z04;20Z042;7268;;3;10.344827586;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:57";="800000135";20Z04;20Z042;7282;***;15;51.724137931;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:57";="800000135";23Z02;23Z02Z;7993;***;69;100;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:11:02";="590782165";04M03;04M031;1134;;6;17.647058824;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:02";="590782165";04M03;04M032;1135;;11;32.352941176;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:02";="590782165";04M03;04M033;1136;;17;50;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:02";="590782165";06C19;06C191;1991;;13;92.857142857;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:02";="590782165";06C19;06C19J;1995;;1;7.1428571429;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:02";="590782165";08C61;08C611;2948;;1;8.3333333333;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:02";="590782165";08C61;08C612;2949;;2;16.666666667;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:02";="590782165";08C61;08C613;2950;;6;50;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:02";="590782165";08C61;08C614;2951;;3;25;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:02";="590782165";08C62;08C621;2952;;1;14.285714286;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:02";="590782165";08C62;08C622;2953;;1;14.285714286;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:02";="590782165";08C62;08C623;2954;;4;57.142857143;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:02";="590782165";08C62;08C624;2955;;1;14.285714286;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:02";="590782165";09C22;09C22J;3460;;1;100;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:02";="590782165";11C03;11C031;4116;;1;50;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:02";="590782165";11C03;11C032;4117;;1;50;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:02";="590782165";13C12;13C12J;4968;;20;100;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:02";="590782165";20Z04;20Z041;7267;;1;10;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:02";="590782165";20Z04;20Z042;7268;;5;50;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:02";="590782165";20Z04;20Z043;7269;;3;30;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:02";="590782165";20Z04;20Z044;7270;;1;10;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:02";="590782165";23Z02;23Z02Z;7992;;1;100;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";04M03;04M031;1134;;16;28.070175439;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";04M03;04M032;1135;;6;10.526315789;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";04M03;04M033;1136;;33;57.894736842;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";04M03;04M034;1137;;2;3.5087719298;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";06C19;06C191;1991;;21;55.263157895;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";06C19;06C19J;1995;;17;44.736842105;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";08C61;08C611;2948;;3;60;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";08C61;08C613;2950;;2;40;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";08C62;08C621;2952;;2;40;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";08C62;08C623;2954;;1;20;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";08C62;08C624;2955;;1;20;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";08C62;08C62J;2956;;1;20;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";09C22;09C22J;3460;;5;100;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";11C03;11C032;4117;;1;100;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";13C12;13C12J;4968;;47;83.928571429;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";13C12;13C12J;4987;***;9;16.071428571;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";20Z02;20Z021;7258;;2;100;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";20Z04;20Z041;5796;;1;0.3333333333;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";20Z04;20Z041;7267;;142;47.333333333;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";20Z04;20Z041;7281;***;73;24.333333333;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";20Z04;20Z042;7268;;44;14.666666667;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";20Z04;20Z042;7282;***;31;10.333333333;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";20Z04;20Z043;7269;;8;2.6666666667;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";20Z04;20Z043;7283;***;1;0.3333333333;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";23Z02;23Z02Z;7993;***;1;1.2658227848;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:58";="620101360";23Z02;23Z02Z;7994;***;78;98.734177215;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:55:38";="590781662";04M03;04M031;1134;;2;20;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:38";="590781662";04M03;04M032;1135;;2;20;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:38";="590781662";04M03;04M033;1136;;5;50;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:38";="590781662";04M03;04M034;1137;;1;10;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:38";="590781662";06C19;06C191;1991;;1;50;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:38";="590781662";06C19;06C19J;2013;***;1;50;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:38";="590781662";08C62;08C622;2953;;1;100;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:38";="590781662";13C12;13C12J;4968;;7;100;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:38";="590781662";20Z04;20Z041;7267;;1;9.0909090909;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:38";="590781662";20Z04;20Z042;7268;;6;54.545454545;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:38";="590781662";20Z04;20Z043;7269;;3;27.272727273;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:38";="590781662";20Z04;20Z044;7270;;1;9.0909090909;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:38";="590781662";23Z02;23Z02Z;7993;***;15;100;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:38";="590781662";28Z04;28Z04Z;9605;;2378;100;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:04:22";="590781621";04M03;04M031;1134;;1;33.333333333;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:22";="590781621";04M03;04M032;1135;;1;33.333333333;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:22";="590781621";04M03;04M033;1136;;1;33.333333333;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:22";="590781621";13C12;13C12J;4968;;1;100;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:22";="590781621";20Z02;20Z021;7285;***;1;100;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:22";="590781621";20Z04;20Z041;5796;;1;0.8547008547;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:22";="590781621";20Z04;20Z041;7267;;17;14.52991453;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:22";="590781621";20Z04;20Z041;7281;***;54;46.153846154;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:22";="590781621";20Z04;20Z042;7268;;7;5.9829059829;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:22";="590781621";20Z04;20Z042;7282;***;31;26.495726496;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:22";="590781621";20Z04;20Z043;7269;;1;0.8547008547;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:22";="590781621";20Z04;20Z043;7283;***;5;4.2735042735;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:22";="590781621";20Z04;20Z044;7270;;1;0.8547008547;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:22";="590781621";23Z02;23Z02Z;7992;;8;100;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:19:14";="590052056";02C11;02C11J;454;***;2;100;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:14";="590052056";06C19;06C191;1991;;6;54.545454545;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:14";="590052056";06C19;06C19J;1995;;5;45.454545455;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:14";="590052056";08C61;08C611;2948;;1;100;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:14";="590052056";09C19;09C191;3431;;5;71.428571429;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:14";="590052056";09C19;09C192;3432;;1;14.285714286;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:14";="590052056";09C19;09C193;3433;;1;14.285714286;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:14";="590052056";09C20;09C201;3441;;8;40;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:14";="590052056";09C20;09C201;3591;***;3;15;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:14";="590052056";09C20;09C202;3442;;5;25;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:14";="590052056";09C20;09C202;3592;***;3;15;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:14";="590052056";09C20;09C203;3443;;1;5;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:14";="590052056";09C22;09C221;3461;;1;25;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:14";="590052056";09C22;09C22J;3460;;3;75;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:14";="590052056";11C03;11C031;4116;;2;100;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:14";="590052056";13C12;13C12J;4968;;23;100;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:14";="590052056";23Z02;23Z02Z;7992;;1;5.2631578947;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:14";="590052056";23Z02;23Z02Z;7993;***;18;94.736842105;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:33:45";="590781795";04M03;04M032;1135;;1;33.333333333;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:45";="590781795";04M03;04M033;1136;;2;66.666666667;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:45";="590781795";20Z02;20Z022;7286;***;1;100;2023.7;X590781795;30AUG23;16:33:32
