"champ";"statut";"annee";"periode";"date du resultat";"ipe";acte_ccam;nb_act1;nb_act4;aff_code;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/11 08:31:09";="600100168";FCFC00130;1;1;FCFC001-30;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:09";="600100168";FCFC00330;2;2;FCFC003-30;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:09";="600100168";HFFC01830;3;3;HFFC018-30;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:09";="600100168";HHFA00230;8;8;HHFA002-30;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:09";="600100168";HHFA00830;7;7;HHFA008-30;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:09";="600100168";HHFA02330;1;1;HHFA023-30;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:09";="600100168";HJFA00430;2;2;HJFA004-30;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:09";="600100168";JAFC00130;3;3;JAFC001-30;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:09";="600100168";JAFC01930;4;4;JAFC019-30;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:09";="600100168";JBMC00130;1;1;JBMC001-30;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:09";="600100168";JGFC00130;12;12;JGFC001-30;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:09";="600100168";JGFE02301;2;2;JGFE023-01;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:09";="600100168";JGFE02302;36;36;JGFE023-02;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:09";="600100168";JKDC00138;13;13;JKDC001-38;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:09";="600100168";JKFC00430;2;2;JKFC004-30;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:09";="600100168";JLCA00507;1;1;JLCA005-07;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:09";="600100168";JLDC01538;7;7;JLDC015-38;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:09";="600100168";NEKA00502;1;1;NEKA005-02;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:09";="600100168";NEKA00602;1;1;NEKA006-02;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";HFCA00101;1;1;HFCA001-01;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";HFFC01830;19;19;HFFC018-30;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";HHFA00530;1;1;HHFA005-30;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JBMC00130;1;1;JBMC001-30;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JGFE02301;6;6;JGFE023-01;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JGFE02302;39;39;JGFE023-02;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JGFE02303;4;4;JGFE023-03;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JGFE02304;6;6;JGFE023-04;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JKDA00108;1;1;JKDA001-08;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JKDA00307;1;1;JKDA003-07;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JKDA04208;2;2;JKDA042-08;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JKFA00107;4;4;JKFA001-07;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JKFA00207;1;1;JKFA002-07;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JKFA00407;2;2;JKFA004-07;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JKFA01207;1;1;JKFA012-07;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JKFC00230;1;1;JKFC002-30;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JKFC00330;1;1;JKFC003-30;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JKFC00430;2;2;JKFC004-30;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JKFC00630;1;1;JKFC006-30;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JLCA00407;2;2;JLCA004-07;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JLCA00408;1;1;JLCA004-08;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JLCA00707;2;2;JLCA007-07;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JLDA00108;1;1;JLDA001-08;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JLDA00207;3;3;JLDA002-07;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JQGA00211;9;9;JQGA002-11;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JQGA00212;16;16;JQGA002-12;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JQGA00222;1;1;JQGA002-22;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JQGA00311;28;28;JQGA003-11;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JQGA00312;17;16;JQGA003-12;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JQGA00321;1;1;JQGA003-21;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JQGA00411;13;13;JQGA004-11;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JQGA00412;13;12;JQGA004-12;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";JQGA00422;1;1;JQGA004-22;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";MCKA00202;1;1;MCKA002-02;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";MEKA00802;1;1;MEKA008-02;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";NEEP00201;1;1;NEEP002-01;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";NEEP00202;2;2;NEEP002-02;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";NEGA00402;1;1;NEGA004-02;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";NEKA00502;1;1;NEKA005-02;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";NEKA00601;1;1;NEKA006-01;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";NEKA00801;1;1;NEKA008-01;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";NEKA01101;14;14;NEKA011-01;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";NEKA01102;15;15;NEKA011-02;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";NEKA01401;12;12;NEKA014-01;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";NEKA01402;12;12;NEKA014-02;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";NEKA01801;2;2;NEKA018-01;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";NEKA01802;3;3;NEKA018-02;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";NEKA02001;14;14;NEKA020-01;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";NEKA02002;4;4;NEKA020-02;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";NFKA00401;1;1;NFKA004-01;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";NFKA00701;1;1;NFKA007-01;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";NFKA00702;2;2;NFKA007-02;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";NFKA00801;8;8;NFKA008-01;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:26";="020000253";NFKA00802;2;2;NFKA008-02;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";AHLA80401;1;0;AHLA804-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";AHLB01801;1;0;AHLB018-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";FCFC00140;1;1;FCFC001-40;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";FCFC00330;2;2;FCFC003-30;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";FCFC00340;4;3;FCFC003-40;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";FCFC00430;3;3;FCFC004-30;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";FCFC00440;1;2;FCFC004-40;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";FCFC00530;1;1;FCFC005-30;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";FCFC00540;1;1;FCFC005-40;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";HEFC80001;2;2;HEFC800-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";HFCC00331;4;1;HFCC003-31;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";HFCC00341;15;11;HFCC003-41;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";HFFC01830;18;9;HFFC018-30;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";HHFA00230;22;19;HHFA002-30;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";HHFA00430;1;1;HHFA004-30;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";HHFA00830;12;7;HHFA008-30;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";HHFA01030;3;1;HHFA010-30;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";HHFA01040;1;0;HHFA010-40;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";HHFC04030;4;4;HHFC040-30;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";HHFC29630;4;3;HHFC296-30;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";HJDC00138;6;2;HJDC001-38;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";HJFA00430;12;7;HJFA004-30;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";HJFA01740;2;2;HJFA017-40;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";HJFA01930;4;4;HJFA019-30;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";JAFC00130;2;2;JAFC001-30;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";JAFC00140;2;2;JAFC001-40;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";JAFC00540;4;4;JAFC005-40;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";JAFC00630;2;2;JAFC006-30;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";JGFC00140;34;27;JGFC001-40;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";JGFE02301;5;5;JGFE023-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";JGFE02302;56;46;JGFE023-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";JGFE02304;7;7;JGFE023-04;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";JKDA00308;1;1;JKDA003-08;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";JKDC00138;11;5;JKDC001-38;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";JKDC01538;34;20;JKDC015-38;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";JKFA01830;1;1;JKFA018-30;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";JKFA02030;1;1;JKFA020-30;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";JKFC00330;16;10;JKFC003-30;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";JKFC00340;1;0;JKFC003-40;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";JKFC00530;3;3;JKFC005-30;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";JKFC00630;2;2;JKFC006-30;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";JLCA00407;2;1;JLCA004-07;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";JLCA00707;5;2;JLCA007-07;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";JLDA00207;7;3;JLDA002-07;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";JLDC01538;40;24;JLDC015-38;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";MCKA00201;2;1;MCKA002-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";MCKA00202;1;1;MCKA002-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";MEKA00201;4;4;MEKA002-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";MEKA00202;1;1;MEKA002-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";MEKA00801;18;13;MEKA008-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";MEKA00802;9;8;MEKA008-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";MEKA01001;1;1;MEKA010-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";MFKA00302;1;1;MFKA003-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";MJJA00302;1;1;MJJA003-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEEA00202;1;1;NEEA002-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEEP00201;6;5;NEEP002-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEEP00202;4;4;NEEP002-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEGA00502;1;1;NEGA005-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEKA00201;2;1;NEKA002-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEKA00202;2;2;NEKA002-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEKA00301;3;2;NEKA003-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEKA00302;1;1;NEKA003-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEKA00401;1;1;NEKA004-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEKA00601;2;2;NEKA006-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEKA00602;1;1;NEKA006-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEKA00702;1;1;NEKA007-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEKA00802;1;1;NEKA008-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEKA00901;3;3;NEKA009-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEKA00902;4;4;NEKA009-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEKA01002;1;1;NEKA010-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEKA01101;16;13;NEKA011-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEKA01102;12;6;NEKA011-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEKA01201;5;4;NEKA012-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEKA01202;3;3;NEKA012-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEKA01401;1;1;NEKA014-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEKA01502;1;1;NEKA015-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEKA01702;1;1;NEKA017-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEKA01801;1;0;NEKA018-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEKA02001;107;97;NEKA020-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEKA02002;88;82;NEKA020-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NEKA02201;1;1;NEKA022-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NFGA00201;1;1;NFGA002-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NFGA00202;1;1;NFGA002-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NFKA00101;1;1;NFKA001-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NFKA00202;2;2;NFKA002-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NFKA00401;1;1;NFKA004-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NFKA00402;1;1;NFKA004-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NFKA00601;3;3;NFKA006-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NFKA00602;7;6;NFKA006-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NFKA00701;43;40;NFKA007-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NFKA00702;41;38;NFKA007-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NFKA00801;44;43;NFKA008-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NFKA00802;39;38;NFKA008-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NFKA00902;1;1;NFKA009-02;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:46";="620003376";NFLA00101;1;1;NFLA001-01;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 12:05:48";="620101337";FCFC00330;2;2;FCFC003-30;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:48";="620101337";FCFC00530;1;1;FCFC005-30;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:48";="620101337";HFFC01830;10;10;HFFC018-30;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:48";="620101337";HHFA00230;2;2;HHFA002-30;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:48";="620101337";HHFA00830;3;3;HHFA008-30;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:48";="620101337";HJFA00430;1;1;HJFA004-30;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:48";="620101337";JGFE02301;1;1;JGFE023-01;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:48";="620101337";JGFE02302;9;9;JGFE023-02;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:48";="620101337";JGFE02304;2;2;JGFE023-04;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:48";="620101337";JKDC00137;2;2;JKDC001-37;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:48";="620101337";JKDC00138;14;14;JKDC001-38;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:48";="620101337";JKDC01538;2;2;JKDC015-38;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:48";="620101337";JKFA01830;5;5;JKFA018-30;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:48";="620101337";JKFA02030;1;1;JKFA020-30;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:48";="620101337";JKFA02507;2;2;JKFA025-07;2023.7;X620101337;25AUG23;12:05:23
