"champ";"statut";"annee";"periode";"date du resultat";"ipe";racine;ghm;ghs;majo_;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 14:46:26";="590781670";20Z05;20Z051;7272;Plein;1;100;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:26";="590781670";21M05;21M05T;7620;Plein;3;100;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:26";="590781670";21M12;21M121;7592;Plein;2;100;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:26";="590781670";23M08;23M08J;7909;Intermédiaire;4;16.666666667;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:26";="590781670";23M08;23M08J;7969;Plein;20;83.333333333;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:26";="590781670";23M20;23M20T;7989;Plein;1;100;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M08;01M08T;222;Plein;1;33.333333333;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M08;01M08T;5091;UHCD;1;33.333333333;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M08;01M08T;9999;Erreur;1;33.333333333;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M12;01M12T;5095;UHCD;3;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M13;01M131;243;Plein;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M15;01M15T;334;Plein;2;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M16;01M16T;335;Plein;11;91.666666667;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M16;01M16T;5098;UHCD;1;8.3333333333;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M17;01M17T;259;Plein;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M18;01M18T;336;Plein;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M19;01M191;264;Plein;3;60;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M19;01M191;5101;UHCD;2;40;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M20;01M201;268;Plein;20;74.074074074;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M20;01M201;5102;UHCD;7;25.925925926;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M21;01M21T;337;Plein;34;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M22;01M22T;5104;UHCD;5;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M23;01M231;281;Plein;22;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M24;01M24T;289;Plein;12;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M25;01M25T;294;Plein;9;42.857142857;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M25;01M25T;5107;UHCD;12;57.142857143;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M28;01M28T;5110;UHCD;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M30;01M30T;318;Plein;9;69.230769231;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M30;01M30T;356;Intermédiaire;1;7.6923076923;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M30;01M30T;5112;UHCD;3;23.076923077;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M31;01M31T;5113;UHCD;3;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M32;01M32Z;324;Plein;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M34;01M34T;5116;UHCD;2;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M35;01M35T;339;Plein;4;66.666666667;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";01M35;01M35T;5117;UHCD;2;33.333333333;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";02M02;02M021;506;Plein;1;50;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";02M02;02M021;5133;UHCD;1;50;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";02M07;02M07T;528;Plein;2;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";02M08;02M08T;5138;UHCD;2;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";02M09;02M09Z;534;Plein;2;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";03M03;03M03T;875;Plein;10;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";03M04;03M04T;876;Plein;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";03M05;03M05T;5170;UHCD;7;36.842105263;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";03M05;03M05T;877;Plein;12;63.157894737;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";03M06;03M06T;5171;UHCD;3;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";03M08;03M08T;879;Plein;3;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";03M09;03M09T;5174;UHCD;2;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";03M10;03M10T;5175;UHCD;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";03M11;03M11T;5176;UHCD;2;66.666666667;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";03M11;03M11T;881;Plein;1;33.333333333;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";03M12;03M121;864;Plein;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";03M13;03M131;5178;UHCD;6;60;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";03M13;03M131;868;Plein;4;40;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";03M15;03M15T;5180;UHCD;3;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M02;04M02T;1237;Plein;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M03;04M03T;5186;UHCD;5;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M04;04M041;1138;Plein;4;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M05;04M05T;5188;UHCD;14;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M06;04M06T;1150;Plein;2;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M07;04M07T;1155;Plein;2;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M09;04M09T;1165;Plein;12;92.307692308;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M09;04M09T;5026;Intermédiaire;1;7.6923076923;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M10;04M10T;1170;Plein;8;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M11;04M111;1171;Plein;13;59.090909091;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M11;04M111;5028;Intermédiaire;1;4.5454545455;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M11;04M111;5194;UHCD;8;36.363636364;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M12;04M12T;1179;Plein;2;66.666666667;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M12;04M12T;5195;UHCD;1;33.333333333;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M13;04M13T;5196;UHCD;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M16;04M16T;1199;Plein;1;50;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M16;04M16T;5199;UHCD;1;50;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M17;04M17T;1204;Plein;1;33.333333333;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M17;04M17T;5247;UHCD;2;66.666666667;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M18;04M18T;1240;Plein;4;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M20;04M20T;5250;UHCD;3;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M22;04M22Z;1223;Plein;2;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M25;04M25T;1231;Plein;1;50;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M25;04M25T;5255;UHCD;1;50;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";04M27;04M271;1241;Plein;3;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";05M04;05M04T;1733;Plein;2;66.666666667;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";05M04;05M04T;5293;UHCD;1;33.333333333;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";05M05;05M05T;1813;Plein;2;20;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";05M05;05M05T;5294;UHCD;8;80;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";05M07;05M07T;1747;Plein;2;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";05M08;05M08T;1752;Plein;17;54.838709677;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";05M08;05M08T;5297;UHCD;14;45.161290323;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";05M09;05M09T;1757;Plein;15;71.428571429;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";05M09;05M09T;5298;UHCD;6;28.571428571;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";05M11;05M11T;1766;Plein;1;50;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";05M11;05M11T;5334;UHCD;1;50;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";05M12;05M12T;1771;Plein;4;25;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";05M12;05M12T;5335;UHCD;12;75;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";05M13;05M13T;1815;Plein;13;18.571428571;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";05M13;05M13T;5336;UHCD;57;81.428571429;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";05M14;05M141;1776;Plein;1;50;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";05M14;05M141;5337;UHCD;1;50;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";05M15;05M15T;1784;Plein;3;21.428571429;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";05M15;05M15T;5338;UHCD;11;78.571428571;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";05M16;05M16T;1789;Plein;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";05M17;05M17T;1794;Plein;3;75;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";05M17;05M17T;5340;UHCD;1;25;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";05M20;05M20Z;1803;Plein;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M02;06M02T;2128;Plein;12;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M03;06M03T;2133;Plein;23;54.761904762;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M03;06M03T;5372;UHCD;19;45.238095238;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M04;06M04T;2199;Plein;9;69.230769231;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M04;06M04T;5373;UHCD;4;30.769230769;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M05;06M05T;2142;Plein;4;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M06;06M06T;2147;Plein;4;40;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M06;06M06T;5375;UHCD;6;60;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M07;06M07T;2152;Plein;2;50;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M07;06M07T;5051;Intermédiaire;1;25;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M07;06M07T;5376;UHCD;1;25;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M08;06M08T;2157;Plein;5;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M09;06M09T;2162;Plein;15;65.217391304;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M09;06M09T;5378;UHCD;8;34.782608696;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M10;06M101;2163;Plein;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M11;06M11T;5380;UHCD;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M12;06M12T;2200;Plein;18;32.142857143;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M12;06M12T;5381;UHCD;38;67.857142857;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M13;06M13T;2180;Plein;2;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M16;06M16Z;2186;Plein;18;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M17;06M17T;2187;Plein;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M18;06M18T;2201;Plein;9;37.5;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M18;06M18T;5387;UHCD;15;62.5;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M19;06M191;2190;Plein;9;90;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M19;06M191;5388;UHCD;1;10;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M20;06M20T;2198;Plein;3;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";06M21;06M211;2202;Plein;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";07M02;07M02T;2518;Plein;6;54.545454545;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";07M02;07M02T;2574;Intermédiaire;1;9.0909090909;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";07M02;07M02T;5409;UHCD;4;36.363636364;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";07M06;07M06T;2528;Plein;13;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";07M07;07M07T;2533;Plein;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";07M10;07M10T;2548;Plein;6;60;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";07M10;07M10T;5415;UHCD;4;40;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";07M13;07M13Z;2558;Plein;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";07M14;07M14T;2559;Plein;134;97.810218978;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";07M14;07M14T;2584;Intermédiaire;2;1.4598540146;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";07M14;07M14T;5419;UHCD;1;0.7299270073;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";07M15;07M15T;2565;Plein;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M04;08M04T;3041;Plein;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M06;08M06T;3164;Plein;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M07;08M07T;3165;Plein;3;50;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M07;08M07T;5527;UHCD;3;50;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M14;08M14T;3072;Plein;2;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M15;08M15T;5532;UHCD;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M18;08M18T;3168;Plein;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M19;08M19T;3169;Plein;1;33.333333333;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M19;08M19T;5534;UHCD;2;66.666666667;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M20;08M201;3085;Plein;3;50;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M20;08M201;5535;UHCD;3;50;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M21;08M211;3089;Plein;2;50;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M21;08M211;5536;UHCD;2;50;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M22;08M221;3093;Plein;1;50;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M22;08M221;5537;UHCD;1;50;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M23;08M231;3097;Plein;1;50;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M23;08M231;5538;UHCD;1;50;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M25;08M25T;5540;UHCD;2;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M26;08M261;3111;Plein;9;64.285714286;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M26;08M261;5541;UHCD;5;35.714285714;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M28;08M28T;3124;Plein;2;15.384615385;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M28;08M28T;5543;UHCD;11;84.615384615;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M29;08M29T;3170;Plein;1;5.5555555556;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M29;08M29T;5544;UHCD;17;94.444444444;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M30;08M30T;3133;Plein;4;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M31;08M31T;3138;Plein;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M32;08M32T;5547;UHCD;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M36;08M36T;5551;UHCD;2;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M37;08M37T;3173;Plein;5;62.5;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M37;08M37T;5552;UHCD;2;25;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M37;08M37T;9999;Erreur;1;12.5;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";08M38;08M38T;5553;UHCD;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";09M02;09M02T;5569;UHCD;1;100;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";09M03;09M03T;3524;Plein;1;10;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:31";="020000261";09M03;09M03T;5570;UHCD;9;90;2023.7;X020000261;29AUG23;14:50:19
