"champ";"statut";"annee";"periode";"date du resultat";"ipe";racine;ghm;ghs;majo_;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";06M09;06M09T;9999;Erreur;1;0.6802721088;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";06M10;06M101;5379;UHCD;1;100;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";06M11;06M11T;2171;Plein;8;50;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";06M11;06M11T;5380;UHCD;8;50;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";06M12;06M12T;2200;Plein;33;13.095238095;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";06M12;06M12T;2206;Intermédiaire;2;0.7936507937;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";06M12;06M12T;5381;UHCD;217;86.111111111;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";06M13;06M13T;2180;Plein;24;92.307692308;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";06M13;06M13T;5382;UHCD;2;7.6923076923;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";06M14;06M141;5383;UHCD;9;100;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";06M16;06M16Z;2186;Plein;180;58.441558442;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";06M16;06M16Z;5059;Intermédiaire;128;41.558441558;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";06M17;06M17T;2187;Plein;61;93.846153846;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";06M17;06M17T;5060;Intermédiaire;1;1.5384615385;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";06M17;06M17T;5386;UHCD;1;1.5384615385;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";06M17;06M17T;9999;Erreur;2;3.0769230769;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";06M18;06M18T;2201;Plein;37;23.566878981;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";06M18;06M18T;2207;Intermédiaire;9;5.7324840764;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";06M18;06M18T;5387;UHCD;111;70.700636943;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";06M19;06M191;2190;Plein;25;69.444444444;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";06M19;06M191;5061;Intermédiaire;2;5.5555555556;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";06M19;06M191;5388;UHCD;9;25;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";06M20;06M20T;2198;Plein;13;100;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M02;07M02T;2518;Plein;39;45.882352941;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M02;07M02T;2574;Intermédiaire;2;2.3529411765;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M02;07M02T;5409;UHCD;44;51.764705882;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M04;07M04T;2523;Plein;28;71.794871795;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M04;07M04T;2575;Intermédiaire;1;2.5641025641;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M04;07M04T;5410;UHCD;10;25.641025641;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M06;07M06T;2528;Plein;180;94.240837696;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M06;07M06T;2576;Intermédiaire;4;2.0942408377;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M06;07M06T;5411;UHCD;7;3.664921466;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M07;07M07T;2533;Plein;8;50;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M07;07M07T;5412;UHCD;8;50;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M08;07M08T;2538;Plein;23;88.461538462;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M08;07M08T;2578;Intermédiaire;3;11.538461538;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M10;07M10T;2548;Plein;34;45.945945946;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M10;07M10T;5415;UHCD;40;54.054054054;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M11;07M11T;2553;Plein;10;90.909090909;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M11;07M11T;5416;UHCD;1;9.0909090909;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M12;07M121;2554;Plein;108;40.298507463;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M12;07M121;2582;Intermédiaire;159;59.328358209;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M12;07M121;9999;Erreur;1;0.3731343284;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M13;07M13Z;2558;Plein;704;93.121693122;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M13;07M13Z;2583;Intermédiaire;51;6.746031746;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M13;07M13Z;9999;Erreur;1;0.1322751323;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M14;07M14T;2559;Plein;115;88.461538462;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M14;07M14T;2584;Intermédiaire;12;9.2307692308;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M14;07M14T;5419;UHCD;3;2.3076923077;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M15;07M15T;2565;Plein;8;88.888888889;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M15;07M15T;5420;UHCD;1;11.111111111;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M16;07M161;2566;Plein;1;33.333333333;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";07M16;07M161;5421;UHCD;2;66.666666667;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M04;08M04T;3041;Plein;3;17.647058824;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M04;08M04T;5524;UHCD;14;82.352941176;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M05;08M05T;3163;Plein;5;35.714285714;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M05;08M05T;5525;UHCD;9;64.285714286;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M06;08M06T;3164;Plein;1;12.5;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M06;08M06T;5526;UHCD;7;87.5;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M07;08M07T;3165;Plein;5;16.666666667;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M07;08M07T;5527;UHCD;20;66.666666667;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M07;08M07T;9999;Erreur;5;16.666666667;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M08;08M08T;3166;Plein;1;100;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M09;08M09T;3062;Plein;8;72.727272727;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M09;08M09T;5064;Intermédiaire;1;9.0909090909;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M09;08M09T;5529;UHCD;2;18.181818182;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M10;08M10T;3067;Plein;103;77.443609023;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M10;08M10T;5065;Intermédiaire;24;18.045112782;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M10;08M10T;5530;UHCD;6;4.5112781955;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M14;08M14T;3072;Plein;48;82.75862069;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M14;08M14T;5066;Intermédiaire;5;8.6206896552;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M14;08M14T;5531;UHCD;5;8.6206896552;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M15;08M15T;3167;Plein;12;50;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M15;08M15T;3179;Intermédiaire;2;8.3333333333;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M15;08M15T;5532;UHCD;10;41.666666667;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M18;08M18T;3168;Plein;10;71.428571429;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M18;08M18T;3180;Intermédiaire;1;7.1428571429;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M18;08M18T;5533;UHCD;2;14.285714286;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M18;08M18T;9999;Erreur;1;7.1428571429;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M19;08M19T;3169;Plein;40;42.105263158;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M19;08M19T;3181;Intermédiaire;7;7.3684210526;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M19;08M19T;5534;UHCD;45;47.368421053;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M19;08M19T;9999;Erreur;3;3.1578947368;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M20;08M201;3085;Plein;7;14.285714286;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M20;08M201;5535;UHCD;42;85.714285714;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M21;08M211;3089;Plein;50;81.967213115;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M21;08M211;5536;UHCD;11;18.032786885;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M22;08M221;3093;Plein;10;35.714285714;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M22;08M221;5537;UHCD;18;64.285714286;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M23;08M231;3097;Plein;1;10;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M23;08M231;5538;UHCD;9;90;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M24;08M24T;3105;Plein;1;33.333333333;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M24;08M24T;5539;UHCD;2;66.666666667;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M25;08M25T;3110;Plein;13;65;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M25;08M25T;3183;Intermédiaire;1;5;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M25;08M25T;5540;UHCD;6;30;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M26;08M261;3111;Plein;33;56.896551724;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M26;08M261;5541;UHCD;25;43.103448276;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M27;08M27T;3119;Plein;9;52.941176471;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M27;08M27T;3185;Intermédiaire;1;5.8823529412;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M27;08M27T;5542;UHCD;7;41.176470588;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M28;08M28T;3124;Plein;1;4.347826087;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M28;08M28T;5543;UHCD;22;95.652173913;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M29;08M29T;3170;Plein;36;42.352941176;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M29;08M29T;3187;Intermédiaire;3;3.5294117647;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M29;08M29T;5544;UHCD;46;54.117647059;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M30;08M30T;3133;Plein;15;93.75;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M30;08M30T;3188;Intermédiaire;1;6.25;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M31;08M31T;3138;Plein;2;10.526315789;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M31;08M31T;5546;UHCD;17;89.473684211;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M32;08M32T;3143;Plein;1;12.5;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M32;08M32T;3190;Intermédiaire;1;12.5;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M32;08M32T;5547;UHCD;6;75;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M33;08M33T;3171;Plein;4;18.181818182;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M33;08M33T;3191;Intermédiaire;1;4.5454545455;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M33;08M33T;5548;UHCD;2;9.0909090909;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M33;08M33T;9999;Erreur;15;68.181818182;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M35;08M35Z;3152;Plein;363;86.428571429;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M35;08M35Z;3193;Intermédiaire;55;13.095238095;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M35;08M35Z;9999;Erreur;2;0.4761904762;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M36;08M36T;3153;Plein;44;65.671641791;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M36;08M36T;3194;Intermédiaire;7;10.447761194;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M36;08M36T;5551;UHCD;16;23.880597015;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M37;08M37T;3173;Plein;15;30;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M37;08M37T;5552;UHCD;35;70;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";08M38;08M38T;5553;UHCD;1;100;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M02;09M02T;3519;Plein;4;15.384615385;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M02;09M02T;5569;UHCD;22;84.615384615;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M03;09M03T;3524;Plein;28;35.897435897;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M03;09M03T;3572;Intermédiaire;2;2.5641025641;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M03;09M03T;5570;UHCD;47;60.256410256;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M03;09M03T;9999;Erreur;1;1.2820512821;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M04;09M04T;3529;Plein;3;8.8235294118;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M04;09M04T;5571;UHCD;31;91.176470588;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M05;09M05T;3534;Plein;31;20.394736842;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M05;09M05T;5572;UHCD;121;79.605263158;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M06;09M06T;3539;Plein;79;13.188647746;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M06;09M06T;3575;Intermédiaire;516;86.143572621;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M06;09M06T;5573;UHCD;3;0.5008347245;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M06;09M06T;9999;Erreur;1;0.1669449082;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M07;09M07T;3544;Plein;36;62.068965517;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M07;09M07T;3576;Intermédiaire;8;13.793103448;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M07;09M07T;5574;UHCD;10;17.24137931;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M07;09M07T;9999;Erreur;4;6.8965517241;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M08;09M08T;3549;Plein;8;47.058823529;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M08;09M08T;3577;Intermédiaire;1;5.8823529412;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M08;09M08T;5575;UHCD;8;47.058823529;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M09;09M09T;3554;Plein;11;78.571428571;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M09;09M09T;5576;UHCD;2;14.285714286;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M09;09M09T;9999;Erreur;1;7.1428571429;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M10;09M10T;3567;Plein;1;100;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M11;09M11T;3568;Plein;7;9.7222222222;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M11;09M11T;3580;Intermédiaire;59;81.944444444;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M11;09M11T;9999;Erreur;6;8.3333333333;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M12;09M12Z;3563;Plein;190;28.443113772;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M12;09M12Z;3581;Intermédiaire;478;71.556886228;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M13;09M13Z;3564;Plein;15;75;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M13;09M13Z;3582;Intermédiaire;5;25;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M14;09M14T;3569;Plein;86;83.495145631;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M14;09M14T;3583;Intermédiaire;4;3.8834951456;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M14;09M14T;5581;UHCD;12;11.650485437;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";09M14;09M14T;9999;Erreur;1;0.9708737864;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";10M02;10M02T;3915;Plein;78;64.462809917;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";10M02;10M02T;3983;Intermédiaire;14;11.570247934;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";10M02;10M02T;5594;UHCD;29;23.966942149;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";10M03;10M03T;3920;Plein;32;60.377358491;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";10M03;10M03T;3984;Intermédiaire;8;15.094339623;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";10M03;10M03T;5595;UHCD;13;24.528301887;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";10M07;10M07T;3925;Plein;132;74.157303371;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:17";="590780193";10M07;10M07T;3985;Intermédiaire;32;17.97752809;2023.7;X590780193;31AUG23;11:45:29
