"champ";"statut";"annee";"periode";"date du resultat";"ipe";ghm;dp;nb;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 14:51:14";="020000261";28Z04Z;Z491;2022;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:14:16";="620100651";28Z04Z;Z491;114;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/31 10:38:04";="590781415";28Z04Z;Z491;2;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 11:49:47";="590780193";28Z04Z;Z491;16;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 14:53:23";="600100713";28Z04Z;Z491;1;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 15:43:47";="590782215";28Z04Z;Z491;1;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/09/01 12:16:07";="620100057";28Z04Z;Z491;58;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:22:47";="600101984";28Z04Z;Z491;19;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 14:03:13";="590783239";28Z04Z;Z491;8;2023.7;X590783239;01SEP23;14:02:13
