"champ";"statut";"annee";"periode";"date du resultat";"ipe";nb;lib;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 15:58:10";="620025346";0;Factures avec code PII ou PME  et code PH8;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 16:28:02";="620100651";0;Factures avec APE sans code PI,PME, PH8;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:02";="620100651";0;Factures avec code PII ou PME sans APE;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:02";="620100651";0;Factures avec PH8 sans APE;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:02";="620100651";0;Factures avec code PII ou PME  et code PH8;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/30 08:07:09";="600100713";0;Factures avec APE sans code PI,PME, PH8;2023.7;X600100713;30AUG23;8:06:51
"mco";"dgf";"2023";"7";"2023/08/30 08:07:09";="600100713";0;Factures avec code PII ou PME sans APE;2023.7;X600100713;30AUG23;8:06:51
"mco";"dgf";"2023";"7";"2023/08/30 08:07:09";="600100713";0;Factures avec PH8 sans APE;2023.7;X600100713;30AUG23;8:06:51
"mco";"dgf";"2023";"7";"2023/08/30 08:07:09";="600100713";0;Factures avec code PII ou PME  et code PH8;2023.7;X600100713;30AUG23;8:06:51
"mco";"dgf";"2023";"7";"2023/08/30 09:19:02";="590780284";0;Factures avec APE sans code PI,PME, PH8;2023.7;X590780284;30AUG23;9:18:49
"mco";"dgf";"2023";"7";"2023/08/30 09:19:02";="590780284";0;Factures avec code PII ou PME sans APE;2023.7;X590780284;30AUG23;9:18:49
"mco";"dgf";"2023";"7";"2023/08/30 09:19:02";="590780284";0;Factures avec PH8 sans APE;2023.7;X590780284;30AUG23;9:18:49
"mco";"dgf";"2023";"7";"2023/08/30 09:19:02";="590780284";0;Factures avec code PII ou PME  et code PH8;2023.7;X590780284;30AUG23;9:18:49
"mco";"dgf";"2023";"7";"2023/08/30 10:38:11";="590780052";0;Factures avec APE sans code PI,PME, PH8;2023.7;X590780052;30AUG23;10:38:03
"mco";"dgf";"2023";"7";"2023/08/30 10:38:11";="590780052";0;Factures avec code PII ou PME sans APE;2023.7;X590780052;30AUG23;10:38:03
"mco";"dgf";"2023";"7";"2023/08/30 10:38:11";="590780052";0;Factures avec PH8 sans APE;2023.7;X590780052;30AUG23;10:38:03
"mco";"dgf";"2023";"7";"2023/08/30 10:38:11";="590780052";0;Factures avec code PII ou PME  et code PH8;2023.7;X590780052;30AUG23;10:38:03
"mco";"dgf";"2023";"7";"2023/08/30 10:39:23";="590797353";0;Factures avec APE sans code PI,PME, PH8;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:23";="590797353";0;Factures avec code PII ou PME sans APE;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:23";="590797353";0;Factures avec PH8 sans APE;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:23";="590797353";0;Factures avec code PII ou PME  et code PH8;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 14:08:15";="620101360";0;Factures avec APE sans code PI,PME, PH8;2023.7;X620101360;30AUG23;14:08:01
"mco";"dgf";"2023";"7";"2023/08/30 14:08:15";="620101360";0;Factures avec code PII ou PME sans APE;2023.7;X620101360;30AUG23;14:08:01
"mco";"dgf";"2023";"7";"2023/08/30 14:08:15";="620101360";0;Factures avec PH8 sans APE;2023.7;X620101360;30AUG23;14:08:01
"mco";"dgf";"2023";"7";"2023/08/30 14:08:15";="620101360";0;Factures avec code PII ou PME  et code PH8;2023.7;X620101360;30AUG23;14:08:01
"mco";"dgf";"2023";"7";"2023/08/30 14:17:39";="590782165";0;Factures avec APE sans code PI,PME, PH8;2023.7;X590782165;30AUG23;14:17:25
"mco";"dgf";"2023";"7";"2023/08/30 14:17:39";="590782165";0;Factures avec code PII ou PME sans APE;2023.7;X590782165;30AUG23;14:17:25
"mco";"dgf";"2023";"7";"2023/08/30 14:17:39";="590782165";0;Factures avec PH8 sans APE;2023.7;X590782165;30AUG23;14:17:25
"mco";"dgf";"2023";"7";"2023/08/30 14:17:39";="590782165";0;Factures avec code PII ou PME  et code PH8;2023.7;X590782165;30AUG23;14:17:25
"mco";"dgf";"2023";"7";"2023/08/30 15:22:51";="590052056";0;Factures avec APE sans code PI,PME, PH8;2023.7;X590052056;30AUG23;15:22:42
"mco";"dgf";"2023";"7";"2023/08/30 15:22:51";="590052056";0;Factures avec code PII ou PME sans APE;2023.7;X590052056;30AUG23;15:22:42
"mco";"dgf";"2023";"7";"2023/08/30 15:22:51";="590052056";0;Factures avec PH8 sans APE;2023.7;X590052056;30AUG23;15:22:42
"mco";"dgf";"2023";"7";"2023/08/30 15:22:51";="590052056";0;Factures avec code PII ou PME  et code PH8;2023.7;X590052056;30AUG23;15:22:42
"mco";"dgf";"2023";"7";"2023/08/30 15:54:16";="620100685";0;Factures avec APE sans code PI,PME, PH8;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:16";="620100685";1;Factures avec code PII ou PME sans APE;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:16";="620100685";0;Factures avec PH8 sans APE;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:16";="620100685";0;Factures avec code PII ou PME  et code PH8;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 16:30:16";="620103440";0;Factures avec APE sans code PI,PME, PH8;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:16";="620103440";0;Factures avec code PII ou PME sans APE;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:16";="620103440";0;Factures avec PH8 sans APE;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:16";="620103440";0;Factures avec code PII ou PME  et code PH8;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 17:55:20";="600100721";0;Factures avec APE sans code PI,PME, PH8;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:20";="600100721";0;Factures avec code PII ou PME sans APE;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:20";="600100721";0;Factures avec PH8 sans APE;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:20";="600100721";0;Factures avec code PII ou PME  et code PH8;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 21:29:28";="590000188";0;Factures avec APE sans code PI,PME, PH8;2023.7;X590000188;30AUG23;21:29:16
