"champ";"statut";"annee";"periode";"date du resultat";"ipe";type;nb;mnt_br_val;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/28 12:09:50";="590782645";09;0;0;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:50";="590782645";10;0;0;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:50";="590782645";11;0;0;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:50";="590782645";12;0;0;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:50";="590782645";13;0;0;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:50";="590782645";14;0;0;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:50";="590782645";15;0;0;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:50";="590782645";16;0;0;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:52:20";="590782421";01;1;100.32;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:20";="590782421";02;0;0;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:20";="590782421";03;24;3678.66;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:20";="590782421";04;0;0;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:20";="590782421";05;9;521.74;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:20";="590782421";06;0;0;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:20";="590782421";07;0;0;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:20";="590782421";08;1;287.96;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:20";="590782421";09;1;287.96;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:20";="590782421";10;0;0;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:20";="590782421";11;1;80.55;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:20";="590782421";12;2;16.98;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:20";="590782421";13;69;8877.2;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:20";="590782421";14;0;0;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:20";="590782421";15;0;0;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:20";="590782421";16;0;0;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 14:31:11";="020000063";01;3;212.69;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:11";="020000063";02;0;0;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:11";="020000063";03;0;0;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:11";="020000063";04;0;0;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:11";="020000063";05;3;212.69;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:11";="020000063";06;0;0;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:11";="020000063";07;0;0;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:11";="020000063";08;0;0;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:11";="020000063";09;0;0;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:11";="020000063";10;0;0;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:11";="020000063";11;0;0;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:11";="020000063";12;0;0;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:11";="020000063";13;0;0;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:11";="020000063";14;0;0;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:11";="020000063";15;0;0;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:11";="020000063";16;0;0;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 15:42:17";="020004495";01;0;0;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:17";="020004495";02;1;84.21;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:17";="020004495";03;0;0;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:17";="020004495";04;0;0;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:17";="020004495";05;0;0;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:17";="020004495";06;0;0;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:17";="020004495";07;0;0;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:17";="020004495";08;0;0;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:17";="020004495";09;0;0;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:17";="020004495";10;0;0;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:17";="020004495";11;0;0;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:17";="020004495";12;2;16.98;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:17";="020004495";13;3;342.7;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:17";="020004495";14;0;0;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:17";="020004495";15;0;0;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:17";="020004495";16;0;0;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 17:55:43";="800000051";01;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:43";="800000051";02;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:43";="800000051";03;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:43";="800000051";04;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:43";="800000051";05;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:43";="800000051";06;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:43";="800000051";07;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:43";="800000051";08;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:43";="800000051";09;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:43";="800000051";10;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:43";="800000051";11;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:43";="800000051";12;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:43";="800000051";13;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:43";="800000051";14;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:43";="800000051";15;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 17:55:43";="800000051";16;0;0;2023.7;X800000051;28AUG23;17:55:36
"mco";"dgf";"2023";"7";"2023/08/28 18:05:55";="800000036";01;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:55";="800000036";02;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:55";="800000036";03;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:55";="800000036";04;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:55";="800000036";05;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:55";="800000036";06;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:55";="800000036";07;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:55";="800000036";08;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:55";="800000036";09;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:55";="800000036";10;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:55";="800000036";11;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:55";="800000036";12;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:55";="800000036";13;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:55";="800000036";14;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:55";="800000036";15;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/28 18:05:55";="800000036";16;0;0;2023.7;X800000036;28AUG23;18:05:49
"mco";"dgf";"2023";"7";"2023/08/29 09:15:25";="020000055";01;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:25";="020000055";02;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:25";="020000055";03;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:25";="020000055";04;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:25";="020000055";05;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:25";="020000055";06;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:25";="020000055";07;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:25";="020000055";08;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:25";="020000055";09;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:25";="020000055";10;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:25";="020000055";11;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:25";="020000055";12;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:25";="020000055";13;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:25";="020000055";14;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:25";="020000055";15;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:15:25";="020000055";16;0;0;2023.7;X020000055;29AUG23;9:15:15
"mco";"dgf";"2023";"7";"2023/08/29 09:49:32";="590782652";01;0;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:32";="590782652";02;0;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:32";="590782652";03;0;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:32";="590782652";04;0;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:32";="590782652";05;0;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:32";="590782652";06;0;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:32";="590782652";07;0;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:32";="590782652";08;0;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:32";="590782652";09;0;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:32";="590782652";10;0;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:32";="590782652";11;3;540.78;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:32";="590782652";12;0;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:32";="590782652";13;9;1037.4;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:32";="590782652";14;0;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:32";="590782652";15;0;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:32";="590782652";16;0;0;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 11:59:20";="020000261";01;10;1181.82;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:20";="020000261";02;0;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:20";="020000261";03;0;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:20";="020000261";04;0;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:20";="020000261";05;0;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:20";="020000261";06;0;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:20";="020000261";07;0;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:20";="020000261";08;0;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:20";="020000261";09;0;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:20";="020000261";10;0;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:20";="020000261";11;1;121.52;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:20";="020000261";12;5;42.45;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:20";="020000261";13;5;516.99;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:20";="020000261";14;0;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:20";="020000261";15;0;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:20";="020000261";16;0;0;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 13:08:35";="620000026";01;0;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:35";="620000026";02;0;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:35";="620000026";03;0;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:35";="620000026";04;0;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:35";="620000026";05;0;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:35";="620000026";06;0;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:35";="620000026";07;0;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:35";="620000026";08;0;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:35";="620000026";09;0;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:35";="620000026";10;0;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:35";="620000026";11;0;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:35";="620000026";12;0;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:35";="620000026";13;0;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:35";="620000026";14;0;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:35";="620000026";15;0;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:35";="620000026";16;0;0;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:23:07";="590065223";01;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:07";="590065223";02;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:07";="590065223";03;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:07";="590065223";04;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:07";="590065223";05;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:07";="590065223";06;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:07";="590065223";07;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:07";="590065223";08;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:07";="590065223";09;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:07";="590065223";10;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:07";="590065223";11;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:07";="590065223";12;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:07";="590065223";13;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:07";="590065223";14;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:07";="590065223";15;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 13:23:07";="590065223";16;0;0;2023.7;X590065223;29AUG23;13:22:52
"mco";"dgf";"2023";"7";"2023/08/29 14:03:37";="590000600";01;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:37";="590000600";02;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:37";="590000600";03;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:37";="590000600";04;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:37";="590000600";05;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:37";="590000600";06;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:37";="590000600";07;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:37";="590000600";08;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:37";="590000600";09;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:37";="590000600";10;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:37";="590000600";11;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:37";="590000600";12;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:37";="590000600";13;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:37";="590000600";14;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:37";="590000600";15;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:03:37";="590000600";16;0;0;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:32:41";="620003350";01;0;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:41";="620003350";02;0;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:41";="620003350";03;1;142.65;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:41";="620003350";04;0;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:41";="620003350";05;0;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:41";="620003350";06;0;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:41";="620003350";07;0;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:41";="620003350";08;0;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:41";="620003350";09;0;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:41";="620003350";10;10;1996.16;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:41";="620003350";11;0;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:41";="620003350";12;0;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:41";="620003350";13;0;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:41";="620003350";14;0;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:41";="620003350";15;0;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:32:41";="620003350";16;0;0;2023.7;X620003350;29AUG23;14:32:33
"mco";"dgf";"2023";"7";"2023/08/29 14:46:26";="590781670";01;0;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:26";="590781670";02;0;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:26";="590781670";03;0;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:26";="590781670";04;0;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:26";="590781670";05;0;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:26";="590781670";06;0;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:26";="590781670";07;0;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:26";="590781670";08;0;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:26";="590781670";09;0;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:26";="590781670";10;0;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:26";="590781670";11;0;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:26";="590781670";12;0;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:26";="590781670";13;0;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:26";="590781670";14;0;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:26";="590781670";15;0;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:26";="590781670";16;0;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 15:41:15";="590001749";01;0;0;2023.7;X590001749;29AUG23;15:40:58
"mco";"dgf";"2023";"7";"2023/08/29 15:41:15";="590001749";02;0;0;2023.7;X590001749;29AUG23;15:40:58
"mco";"dgf";"2023";"7";"2023/08/29 15:41:15";="590001749";03;0;0;2023.7;X590001749;29AUG23;15:40:58
"mco";"dgf";"2023";"7";"2023/08/29 15:41:15";="590001749";04;0;0;2023.7;X590001749;29AUG23;15:40:58
