"champ";"statut";"annee";"periode";"date du resultat";"ipe";code;code1;nombre;nb_nonval;nombre_02;nb_nonvalhp;nb_val;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";3123387;3123387;2;0;0;0;2;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";3127280;3127280;1;0;0;0;1;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";3128723;3128723;2;0;0;0;2;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";3146773;3146773;1;0;0;0;1;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";3153276;3153276;2;0;0;0;2;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";3162298;3162298;2;0;0;0;2;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";3177532;3177532;1;0;0;0;1;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";3309761;3309761;2;0;0;0;2;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";3329775;3329775;1;0;0;0;1;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";3363447;3363447;1;0;0;0;1;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";8131859;8131859;1;0;0;0;1;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";8133746;8133746;1;0;0;0;1;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";8133829;8133829;1;0;0;0;1;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";8144537;8144537;1;0;0;0;1;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";8144589;8144589;2;0;0;0;2;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:40";="600100168";8168503;8168503;2;0;0;0;2;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/22 19:10:29";="590782439";3195843;3195843;2;0;0;0;2;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3117671;3117671;42;0;0;0;42;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3121402;3121402;1;0;0;0;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3127362;3127362;9;0;0;0;9;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3134741;3134741;1;0;0;0;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3148826;3148826;2;0;0;0;2;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3153276;3153276;0;0;0;0;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3160750;3160750;32;0;0;0;32;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3177609;3177609;1;0;0;0;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3182059;3182059;3;0;0;0;3;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3331252;3331252;2;0;0;0;2;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3399818;3399818;1;0;0;0;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3402466;3402466;5;0;0;0;5;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3402472;3402472;1;0;0;0;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3407430;3407430;7;0;0;0;7;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3412312;3412312;23;2;0;0;21;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3419389;3419389;2;0;0;0;2;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3420056;3420056;4;2;0;0;2;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3422167;3422167;1;0;0;0;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3422256;3422256;2;0;0;0;2;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3428900;3428900;11;0;0;0;11;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3433834;3433834;13;1;0;0;12;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3437476;3437476;5;0;0;0;5;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3438530;3438530;2;0;0;0;2;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3463048;3463048;5;0;0;0;5;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3466532;3466532;2;0;0;0;2;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3468608;3468608;21;2;0;0;19;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3471355;3471355;1;0;0;0;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3478848;3478848;10;0;0;0;10;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";3486374;3486374;3;0;0;0;3;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8120815;8120815;2;0;0;0;2;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8120821;8120821;5;0;0;0;5;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8120850;8120850;3;0;0;0;3;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8120940;8120940;2;0;0;0;2;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8120979;8120979;13;0;0;0;13;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8121708;8121708;2;0;0;0;2;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8121737;8121737;2;0;0;0;2;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8121944;8121944;2;0;0;0;2;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8121950;8121950;2;0;0;0;2;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8130848;8130848;26;0;0;0;26;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8132310;8132310;5;0;0;0;5;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8132356;8132356;16;0;0;0;16;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8134160;8134160;1;0;0;0;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8134208;8134208;2;0;0;0;2;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8142604;8142604;14;0;0;0;14;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8143408;8143408;64;0;0;0;64;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8145548;8145548;9;0;0;0;9;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8145620;8145620;8;0;0;0;8;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8146022;8146022;3;0;0;0;3;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8146045;8146045;3;0;0;0;3;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8146140;8146140;51;0;0;0;51;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8146230;8146230;16;4;0;0;12;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8146246;8146246;20;0;0;0;20;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8153097;8153097;40;0;0;0;40;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8153720;8153720;1;0;0;0;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8153743;8153743;1;0;0;0;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8153750;8153750;1;0;1;0;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8153766;8153766;12;0;0;0;12;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8153810;8153810;14;0;0;0;14;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8153832;8153832;13;0;0;0;13;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8177525;8177525;30;0;0;0;30;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8184407;8184407;5;1;0;0;4;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8198190;8198190;2;0;0;0;2;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8410134;8410134;24;0;0;0;24;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8416800;8416800;1;0;0;0;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8416817;8416817;6;0;0;0;6;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8416830;8416830;13;0;0;0;13;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8427123;8427123;7;0;0;0;7;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:25";="020000253";8427531;8427531;1;0;0;0;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3101606;3101606;1;1;0;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3102422;3102422;1;1;0;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3106130;3106130;3;1;0;0;2;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3108933;3108933;2;0;0;0;2;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3118297;3118297;52;17;0;0;35;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3119138;3119138;6;3;0;0;3;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3121543;3121543;1;1;0;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3128108;3128108;56;19;0;0;37;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3128226;3128226;1;1;0;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3130683;3130683;1;0;0;0;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3131889;3131889;4;1;0;0;3;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3132914;3132914;63;13;0;0;50;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3134741;3134741;1;1;0;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3135982;3135982;8;2;0;0;6;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3142918;3142918;68;15;0;0;53;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3145130;3145130;59;18;0;0;41;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3150071;3150071;8;5;0;0;3;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3165517;3165517;3;3;0;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3167893;3167893;4;4;0;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3171601;3171601;60;17;0;0;43;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3177609;3177609;1;0;0;0;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3185767;3185767;1;1;0;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3187370;3187370;5;3;0;0;2;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3199321;3199321;2;2;0;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3306449;3306449;1;0;0;0;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3309761;3309761;2;1;0;0;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3322537;3322537;5;1;0;0;4;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3324387;3324387;4;1;0;0;3;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3331252;3331252;4;0;0;0;4;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3337007;3337007;1;0;0;0;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3348962;3348962;1;1;0;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3349482;3349482;1;1;0;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3350976;3350976;1;1;0;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3372989;3372989;1;0;0;0;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3378851;3378851;2;2;0;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3410483;3410483;5;2;0;0;3;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3424427;3424427;9;4;0;0;5;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3428900;3428900;2;2;0;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3461322;3461322;1;0;0;0;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3471355;3471355;6;5;0;0;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3478179;3478179;1;1;0;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3486196;3486196;1;0;0;0;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";3486374;3486374;7;5;0;0;2;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8110120;8110120;35;24;0;0;11;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8110165;8110165;2;2;0;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8110863;8110863;1;0;0;0;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8110870;8110870;6;0;0;0;6;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8110900;8110900;81;0;0;0;81;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8111124;8111124;1;0;0;0;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8111680;8111680;1;1;0;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8111816;8111816;21;8;0;0;13;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8111839;8111839;1;1;0;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8111845;8111845;33;11;0;0;22;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8111880;8111880;2;0;0;0;2;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8111905;8111905;31;11;0;0;20;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8111928;8111928;10;4;0;0;6;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8111940;8111940;1;1;0;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8111970;8111970;1;1;0;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8112030;8112030;1;1;0;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8112193;8112193;1;0;0;0;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8113005;8113005;50;17;0;0;33;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8113011;8113011;164;45;0;0;119;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8113034;8113034;2;1;0;0;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8113040;8113040;38;14;0;0;24;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8113063;8113063;195;56;0;0;139;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8113241;8113241;4;0;0;0;4;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8113258;8113258;1;0;0;0;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8113264;8113264;22;10;0;0;12;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8116676;8116676;21;3;0;0;18;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8120821;8120821;2;1;0;0;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8120850;8120850;1;1;0;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8120896;8120896;1;0;0;0;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8120933;8120933;1;1;0;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8121915;8121915;4;1;0;0;3;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8125267;8125267;119;6;0;0;113;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8125280;8125280;56;4;0;0;52;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8125333;8125333;18;6;0;0;12;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8125379;8125379;24;5;0;0;19;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8125385;8125385;10;0;0;0;10;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8125391;8125391;48;6;0;0;42;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8125422;8125422;4;0;0;0;4;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8126108;8126108;1;1;0;0;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8126189;8126189;12;6;0;0;6;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8126290;8126290;13;6;0;0;7;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8126350;8126350;13;6;0;0;7;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8126373;8126373;12;6;0;0;6;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8126396;8126396;66;35;0;0;31;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8126404;8126404;10;1;0;0;9;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8129288;8129288;1;0;0;0;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8131842;8131842;9;0;0;0;9;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8131931;8131931;5;2;0;0;3;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8132008;8132008;2;0;0;0;2;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8132155;8132155;13;2;0;0;11;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8133150;8133150;1;0;0;0;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8133640;8133640;20;6;0;0;14;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8133858;8133858;4;3;0;0;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8134160;8134160;2;1;0;0;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8134208;8134208;2;1;0;0;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8135509;8135509;2;0;0;0;2;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:31";="620003376";8139447;8139447;1;0;0;0;1;2023.7;X620003376;25AUG23;10:37:19
