"champ";"statut";"annee";"periode";"date du resultat";"ipe";code1;nbfact;nbacte;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";DGAA0020;1;1;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";MDEP0020;1;1;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";PAGA0100;1;1;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";BGBA0010;1;1;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";QZMA0020;1;1;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";GAMA0020;1;1;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";QBFA0030;1;1;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";AEGA0010;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";AHPA0210;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";HDJD0020;2;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";BAEA0010;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";GEQJ2370;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";BCFA0040;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";MJPA0130;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";MJFA0180;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";MJEC0020;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";MEMC0050;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";QEMA0100;2;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";BADA0030;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";BEPA0040;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";QZGA0010;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";HHQE0020;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";BAMA0040;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";LAEP0020;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";JQGA0010;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";JNJD0020;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";HEQJ0010;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";AELA0020;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";BAFA0150;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";FCFA0180;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";JHFA0020;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";GDLE0010;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";PDFA0030;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";HHQE0050;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";HDFA0200;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";HHQE0040;1;2;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";QAFA0070;2;3;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";BCFA0030;1;3;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";QZMA0010;2;4;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";QZFA0230;2;4;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";HAPA0030;2;4;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";HAFA0230;2;4;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";PAGA0110;2;4;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";EQQH0060;2;4;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";JHFA0040;2;4;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";AHPC0010;2;4;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";ZZLP0540;5;5;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";BAFA0080;4;5;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";BCFA0080;3;6;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";JHPA0010;3;6;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";QZJA0110;5;7;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";BFGA4270;4;8;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";HCFA0070;6;9;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";HFCB0010;5;10;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";QZJP0030;13;19;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";ZZLP0250;22;22;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";BAFA0070;25;39;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";YYYY4050;13;41;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";QAMA0020;36;49;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";QZJP0020;35;64;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";QZFA0380;58;95;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";QZJP0010;62;103;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 14:31:09";="020000063";ZZQL0100;113;120;2023.7;X020000063;28AUG23;14:30:50
"mco";"dgf";"2023";"7";"2023/08/28 15:42:16";="020004495";JKMD0010;1;1;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/28 15:42:16";="020004495";JMPA0050;4;4;2023.7;X020004495;28AUG23;15:42:08
"mco";"dgf";"2023";"7";"2023/08/29 09:49:31";="590782652";MJPA0100;1;1;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:31";="590782652";JHEA0030;1;1;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:31";="590782652";HHQE0040;1;1;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:31";="590782652";PAGA0110;2;2;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:31";="590782652";QZJA0110;7;7;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 09:49:31";="590782652";ZZLP0250;32;33;2023.7;X590782652;29AUG23;9:49:22
"mco";"dgf";"2023";"7";"2023/08/29 11:59:18";="020000261";HHFE0010;1;1;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:18";="020000261";MCEP0010;1;1;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:18";="020000261";JMCA0050;1;1;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:18";="020000261";QBPA0010;1;1;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:18";="020000261";GAMA0180;1;1;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:18";="020000261";ZZLP0250;1;1;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:18";="020000261";DDQH0090;1;1;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:18";="020000261";QBFA0070;1;2;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:18";="020000261";NDEP0010;1;2;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:18";="020000261";MJPA0100;1;2;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:18";="020000261";MDEP0020;1;2;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:18";="020000261";BEMP0010;2;3;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:18";="020000261";HHFE0020;3;3;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:18";="020000261";HDQE0010;6;6;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:18";="020000261";YYYY4050;5;7;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:18";="020000261";HHQE0050;8;9;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 11:59:18";="020000261";HHQE0040;10;10;2023.7;X020000261;29AUG23;11:59:04
"mco";"dgf";"2023";"7";"2023/08/29 13:08:34";="620000026";HHFE0060;1;1;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:34";="620000026";CAMA0020;1;1;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:34";="620000026";HHFE0010;1;1;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 13:08:34";="620000026";QZJA0230;1;1;2023.7;X620000026;29AUG23;13:08:26
"mco";"dgf";"2023";"7";"2023/08/29 14:03:36";="590000600";HHFE0010;8;8;2023.7;X590000600;29AUG23;14:03:29
"mco";"dgf";"2023";"7";"2023/08/29 14:46:25";="590781670";QZJA0050;1;1;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:25";="590781670";LBFA0300;1;1;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:25";="590781670";QAJA0060;1;1;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:25";="590781670";QAJA0090;1;1;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:25";="590781670";MFEP0020;1;1;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:25";="590781670";HHQE0040;1;1;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:25";="590781670";QAJA0120;1;1;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:25";="590781670";QZJA0040;2;2;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:25";="590781670";HCFA0070;2;2;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:25";="590781670";MJPA0100;2;2;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:25";="590781670";QZFA0380;2;2;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:25";="590781670";QCJA0010;3;3;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 15:41:14";="590001749";HHFE0010;1;1;2023.7;X590001749;29AUG23;15:40:58
"mco";"dgf";"2023";"7";"2023/08/29 15:41:14";="590001749";HFKE0010;5;5;2023.7;X590001749;29AUG23;15:40:58
"mco";"dgf";"2023";"7";"2023/08/29 15:58:11";="620025346";AFGA0020;1;1;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:11";="620025346";JCLE0020;1;1;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:11";="620025346";NGFA0020;1;1;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:11";="620025346";MJFA0030;1;1;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:11";="620025346";QAGA0010;1;2;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:11";="620025346";HFMA0110;1;2;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:11";="620025346";NFJA0020;1;2;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:11";="620025346";ZZLP0250;2;2;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:11";="620025346";QAJA0120;1;2;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:11";="620025346";PDFA0030;3;3;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:11";="620025346";JHPA0010;3;3;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:11";="620025346";JCKE0010;2;4;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:11";="620025346";YYYY4050;4;7;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:11";="620025346";NFJC0020;5;9;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:11";="620025346";MDGA0020;9;14;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:11";="620025346";PAGA0110;16;23;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:11";="620025346";HHQE0040;22;41;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";GGLC0010;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";LMMA0020;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";HHFA0110;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";NCCA0190;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";JKFC0040;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";JJFC0090;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";HKFA0020;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";NHDA0050;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";NCCA0020;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";NFKA0060;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";NFJC0010;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";QEFA0200;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";HFMC0070;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";QEFA0190;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";HMFA0070;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";GGJC0010;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";NJMA0040;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";MHFA0020;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";NEKA0040;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";HEFE0010;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";MJJA0010;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";NCPA0140;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";MJPA0100;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";JDDB0050;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";NFKA0010;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";NGFA0020;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";NBFA0010;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";DGSA0050;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";AHPA0110;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";MJEA0090;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";HHMC0010;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";MHPA0040;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";KDFA0020;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";GFFC0050;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";HGFA0030;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";AHPA0170;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";MBCA0110;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";QZFA0240;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";MCCA0110;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";HFFC0120;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";JKFC0060;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";NZFA0050;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";MZQP0010;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";QEFA0170;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";NBCA0150;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";FCFA0010;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";JJFA0040;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";ZZLP0540;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";NDGA0030;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";NELA0020;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";HNFA0130;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";FCFA0020;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";HGSE0020;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";HPGA0010;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";PCPA0060;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";NFGA0020;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";LMMA0170;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";NJEA0020;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";NBCA0010;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";QEFA0040;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";HNGE0010;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";NGDA0020;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";HHFA0060;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";ZZQA0020;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";LMGA0010;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";NDFA0020;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";GGNC0010;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";JBHE0010;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";MJDC0010;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";HGCA0020;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";HGCA0080;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";NZHA0010;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";ZCJA0040;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";FCFA0180;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";MEMC0010;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";HHFA0260;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";NEKA0220;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";NEJA0010;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";KDQA0010;1;1;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:03";="620100651";MJEA0040;1;1;2023.7;X620100651;29AUG23;16:27:45
