"champ";"statut";"annee";"periode";"date du resultat";"ipe";code13;code;indication;code1;nba;nboka;montanta;nbb;nbokb;montantb;valo;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894076483;9407648;NXXXX00;9407648;0.032;0.032;4.844;0.032;0.032;4.844;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894078036;9407803;CRIFA01;9407803;5052;4926;26301.336;4884;4758;25404.336;897;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894078036;9407803;NXXXX00;9407803;134;134;715.479;101;101;539.277;176.202;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894078036;9407803;NXXXX02;9407803;126;126;672.753;126;126;672.753;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894094692;9409469;CNIVO01;9409469;32;32;13181.248;32;32;13181.248;1.818989E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894103141;9410314;NXXXX00;9410314;2;0;0;10;0;0;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894103202;9410320;NXXXX00;9410320;5;0;0;50;0;0;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894153467;9415346;CCAPT01;9415346;2;2;273.474;2;2;273.474;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894153467;9415346;CCAPT02;9415346;8;6;820.422;6;4;546.948;273.474;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894153467;9415346;CCAPT03;9415346;7;6;820.422;7;6;820.422;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894159032;9415903;NXXXX00;9415903;4;4;367.856;4;4;367.856;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894178941;9417894;NXXXX00;9417894;284;271;4778.222;282;269;4742.958;35.264;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894197690;9419769;NPROP10;9419769;1;1;24.5;1;1;24.5;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894197812;9419781;NPROP09;9419781;1;1;13.18;1;1;13.18;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894199991;9419999;NXXXX00;9419999;5;5;777.727;5;5;777.727;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894200406;9420040;NXXXX00;9420040;100;100;4447.38;100;100;4447.38;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894228080;9422808;CVENE01;9422808;1384;1384;60713.289;0;0;0;60713.289;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894255116;9425511;NETHO01;9425511;10;10;8.54;10;10;8.54;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894255116;9425511;NXXXX00;9425511;4;4;3.416;4;4;3.416;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894284260;9428426;NXXXX00;9428426;0.179;0.179;13.629;0.179;0.179;13.629;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894287223;9428722;NXXXX00;9428722;11;11;6510.24;11;11;6510.24;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894341543;9434154;NXXXX00;9434154;40;0;0;40;0;0;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894373131;9437313;NXXXX00;9437313;138;0;0;133;0;0;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894380573;9438057;NXXXX00;9438057;141;132;474203.812;136;127;456241.546;17962.266;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894389798;9438979;CNIVO01;9438979;9;9;22243.32;9;9;22243.32;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894393351;9439335;NXXXX02;9439335;760;760;120576.765;0;0;0;120576.765;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894394013;9439401;NXXXX00;9439401;56;0;0;56;0;0;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894396604;9439660;NLURB02;9439660;8;8;45765.44;8;8;45765.44;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894396604;9439660;NLURB03;9439660;4;4;22882.72;4;4;22882.72;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894399384;9439938;CTISA03;9439938;2;2;605458.6;2;2;605458.6;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894399384;9439938;CTISA04;9439938;1;1;302729.3;1;1;302729.3;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894404569;9440456;CAXIC02;9440456;4;4;1330249.08;4;4;1330249.08;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894405450;9440545;CDURV05;9440545;15;15;15226.365;15;15;15226.365;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894405450;9440545;NXXXX00;9440545;6;6;6090.546;6;6;6090.546;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894458449;9445844;NXXXX00;9445844;1;1;58.7;1;1;58.7;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894463412;9446341;NGLIB01;9446341;2;2;3051.03;2;2;3051.03;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894487593;9448759;NXXXX00;9448759;16;16;5.16;16;16;5.16;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894501244;9450124;NXXXX00;9450124;183;0;0;182;0;0;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894510239;9451023;NXXXX00;9451023;4;4;2394.686;4;4;2394.686;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894512301;9451230;NXXXX00;9451230;3.2;3.2;0;3.2;3.2;0;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894512820;9451282;CCAPM01;9451282;324;324;12859.186;324;324;12859.186;1.818989E-12;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894513070;9451307;NXXXX00;9451307;9;9;670.35;9;9;670.35;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894513360;9451336;NXXXX00;9451336;1;1;8814.09;1;1;8814.09;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894533290;9453329;NXXXX00;9453329;0.2;0.2;46.172;0.2;0.2;46.172;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894533290;9453329;NXXXX01;9453329;3;3;692.58;3;3;692.58;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894554462;9455446;NXXXX00;9455446;91;91;22956.297;89;89;22451.763;504.534;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894554752;9455475;CISAT01;9455475;208.096;208.096;650991.247;208.096;208.096;650991.247;1.164153E-10;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894554813;9455481;CISAT01;9455481;119.98;119.98;75067.322;119.98;119.98;75067.322;0;2023.7;X590780193;05SEP23;14:08:27
"mco";"dgf";"2023";"7";"2023/09/05 14:09:36";="590780193";3400894567769;9456776;CUPAD01;9456776;28;28;0;28;28;0;0;2023.7;X590780193;05SEP23;14:08:27
