"champ";"statut";"annee";"periode";"date du resultat";"ipe";code;PU;nb;mnt_br;mnt_remb;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/10 13:22:49";="590780227";APC F;55;12;888.72;866.5;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:49";="590780227";APC N;55;13;1041.95;877.57;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:49";="590780227";FPL;19.61;22;431.42;0;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:49";="590780227";FPM;8.49;8;67.92;0;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:49";="590780227";FPU;19.61;15845;310720.45;0;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:49";="590780227";FPV;8.49;3342;28373.58;0;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:49";="590780227";MPC N;0;1;0;0;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/10 13:22:49";="590780227";PA;150;11;1650;1155;2023.7;X590780227;10AUG23;13:22:39
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";CPY;30;16;480;0;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";CPY;35;6;210;0;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";ERI;0.06;4;0.24;0.24;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";ERI;2.36;1;2.36;2.36;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";ERI;2.8;2;5.6;5.6;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";ERI;5.6;1;5.6;5.6;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";ERI;49.2;4;196.8;196.8;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";ERI;129.8;1;129.8;129.8;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";ERI;132.16;2;264.32;264.32;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";ERI;248.12;6;1488.72;1488.72;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";ERI;337.12;1;337.12;337.12;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";ERI;498.96;1;498.96;498.96;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";MAR;22;32;704;704;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHD;3.04;18;6.08;54.72;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHH;0.15;168;0.6;91.2;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHH;0.25;147;1.75;190.75;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHH;0.86;410;3.44;440.6;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHH;1.29;16;5.16;20.64;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHH;1.32;8;2.64;10.56;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHH;4.77;224;14.31;1134.48;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHH;5.36;336;32.16;1932.96;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHH;6.35;448;44.45;2998.8;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHH;9.14;30;9.14;296.2;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHH;20.42;24;122.52;622.08;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHH;244.43;56;1711.01;13842.08;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHH;411.91;1;411.91;433.91;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHH;683.99;3;2051.97;2117.97;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHH;1394.46;30;4183.38;41899.8;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHI;0.5;1050;2;525;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHI;0.55;150;0.55;82.5;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHI;0.56;450;1.68;252;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHI;7.66;168;45.96;1286.88;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHI;61.26;7;428.82;428.82;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHI;73.51;7;514.57;514.57;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHI;1066.95;4;2133.9;4267.8;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHS;0.74;56;0.74;63.44;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHS;3.68;86;22.08;448.48;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHS;19.35;960;77.4;18664;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHS;27.57;4;27.57;132.28;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHS;74.64;74;373.2;5633.36;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHS;112.32;8;449.28;986.56;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHS;165.86;15;165.86;2509.9;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHS;168.92;28;168.92;4751.76;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/18 15:14:39";="020000022";PHS;273.06;4;546.12;1136.24;2023.7;X020000022;18AUG23;15:14:32
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";APC N;55;39;3125.85;2282.18;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;0.01;1;0.01;0.01;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;0.6;2;1.2;1.2;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;0.87;1;0.87;0.87;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;1.68;1;1.68;1.68;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;7.28;1;7.28;7.28;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;12.3;4;49.2;49.2;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;14.25;1;14.25;14.25;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;16.8;1;16.8;16.8;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;22.23;1;22.23;22.23;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;23.6;1;23.6;23.6;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;32;1;32;32;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;34.08;3;102.24;102.24;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;36.12;1;36.12;36.12;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;36.4;1;36.4;36.4;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;48.16;1;48.16;48.16;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;54.18;1;54.18;54.18;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;57.86;1;57.86;0;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;58.5;32;1872;1872;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;60.2;1;60.2;60.2;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;69.63;8;557.04;557.04;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;84.28;1;84.28;84.28;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;85.6;5;428;428;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;90.72;30;2721.6;2721.6;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;91.63;1;91.63;91.63;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;96.32;1;96.32;96.32;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;117;1;117;117;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;120.4;1;120.4;120.4;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;124.04;21;2604.84;2604.84;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;126.45;35;4425.75;4425.75;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;132.16;9;1189.44;1189.44;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;214.43;1;214.43;214.43;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;246.44;21;5175.24;5175.24;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;252.84;1;252.84;252.84;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;259.67;5;1298.35;1298.35;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;285.08;1;285.08;285.08;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;328.58;1;328.58;328.58;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;428.86;1;428.86;428.86;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;497.28;6;2983.68;2983.68;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;524.16;1;524.16;524.16;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;576.03;1;576.03;576.03;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;3791.42;5;18957.1;18957.1;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";ERI;4236.87;1;4236.87;4236.87;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";FPL;19.61;25;490.25;0;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";FPM;8.49;6;50.94;0;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";FPU;19.61;10828;212337.08;0;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";FPV;8.49;2481;21063.69;0;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";MAR;22;68;1496;1496;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHD;0.77;15;0.77;11.55;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHD;1;91;4;91;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;0.02;3116;0.68;810.32;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;0.15;514;1.5;297.1;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;0.2;150;0.2;52;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;0.24;1680;7.2;1063.2;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;0.41;595;11.48;859.95;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;0.44;1176;9.24;979.44;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;0.46;126;2.76;189.96;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;0.56;42;1.12;67.52;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;0.67;21;0.67;36.07;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;0.71;1050;24.85;1515.5;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;0.86;1150;7.74;1187;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;1.14;25;1.14;50.5;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;1.29;180;2.58;276.2;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;1.3;60;1.3;100;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;1.31;200;2.62;306;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;1.32;542;10.56;891.44;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;1.61;15;4.83;90.15;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;5.36;3948;396.64;22789.28;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;5.51;800;16.53;4474;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;8.93;870;98.23;8011.1;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;10.21;336;61.26;3562.56;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;20.42;20;102.1;518.4;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;35.99;600;359.9;21814;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;38.25;112;38.25;4306;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;39.63;1080;237.78;42932.4;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;52.98;330;317.88;17615.4;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;57.18;62;171.54;3611.16;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;61.11;40;611.1;2664.4;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;81.68;6;490.08;622.08;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;108.74;240;543.7;26207.6;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;138.84;102;3748.68;14755.68;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;155.66;55;778.3;8671.3;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;184.96;21;1109.76;4016.16;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;229.54;8;1377.24;1968.32;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;244.43;72;1711.01;17752.96;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;383.9;31;11900.9;12582.9;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;411.91;5;2059.55;2169.55;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;488.85;12;1466.55;5932.2;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;561.55;18;3369.3;10239.9;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;594.16;2;594.16;1210.32;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;683.99;20;11627.83;14053.8;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;948.04;1;948.04;970.04;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;948.05;4;3792.2;3880.2;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;1323.22;72;7939.32;95403.84;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;1394.46;48;8366.76;67066.08;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;1626.49;10;8132.45;16374.9;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;2362.49;28;16537.43;66303.72;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;4672.08;12;28032.48;56196.96;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHH;4724.98;28;33074.86;132453.44;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHI;35.63;18;213.78;641.34;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHM;229.54;8;1147.7;1836.32;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHP;5.21;1080;31.26;5626.8;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHP;35.02;100;350.2;3502;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHS;0.74;125;5.92;268.5;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHS;0.87;50;0.87;65.5;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHS;1.23;40;1.23;46.28;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHS;1.33;3;1.33;25.99;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHS;1.74;7;1.74;34.18;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHS;1.94;33;3.88;108.02;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHS;2.45;720;14.7;1896;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHS;16.08;21;16.08;0;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHS;19.35;240;77.4;4732;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHS;27.57;16;55.14;419.52;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHS;65.5;20;65.5;1332;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHS;74.64;2;74.64;171.28;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHS;74.88;196;524.16;14830.48;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHS;112.31;16;898.48;1972.96;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHS;112.32;5;561.6;671.6;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHS;153.15;3;306.3;442.15;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHS;165.86;1;165.86;187.86;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHS;168.92;2;168.92;359.84;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHS;181.94;2;181.94;385.88;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHS;273.06;14;1911.42;3976.84;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHS;582.01;2;1164.02;785.22;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHU;0.18;60;0.18;10.8;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHU;0.43;360;3.01;154.8;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHU;0.46;100;0.46;46;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHU;0.47;180;2.35;84.6;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHU;0.5;1890;3.5;945;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHU;1.05;336;4.2;352.8;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHU;1.31;200;2.62;262;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHU;1.32;504;7.92;665.28;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:53";="590781605";PHU;20.42;12;61.26;245.04;2023.7;X590781605;24AUG23;9:38:44
