"champ";"statut";"annee";"periode";"date du resultat";"ipe";code;PU;nb;mnt_br;mnt_remb;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";ERI;72.24;1;72.24;72.24;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";ERI;90.72;14;1270.08;1270.08;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";ERI;126.45;1;126.45;126.45;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";ERI;129.97;4;519.88;519.88;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";ERI;132.16;3;396.48;396.48;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";ERI;141.6;4;566.4;566.4;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";ERI;165.41;1;165.41;165.41;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";ERI;177.23;2;354.46;354.46;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";ERI;187.6;2;375.2;375.2;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";ERI;188.16;5;940.8;940.8;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";ERI;214.43;4;857.72;857.72;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";ERI;237.3;6;1423.8;1423.8;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";ERI;248.12;6;1488.72;1488.72;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";ERI;252.9;6;1517.4;1517.4;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";ERI;261.36;1;261.36;261.36;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";ERI;261.56;1;261.56;261.56;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";ERI;287.39;5;1436.95;1436.95;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";ERI;356.4;2;712.8;712.8;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";ERI;476.49;2;952.98;952.98;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";ERI;498.96;3;1496.88;1496.88;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";ERI;578.34;2;1156.68;1156.68;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";FPL;19.61;6;117.66;0;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";FPM;8.49;4;33.96;0;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";FPU;19.61;3185;62457.85;0;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";FPV;8.49;1208;10255.92;0;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";MAR;22;30;660;660;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHD;0.04;30;0.04;1.2;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHD;1.19;18;1.19;21.42;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHD;1.48;12;1.48;17.76;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHD;2.14;1;2.14;2.14;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;0.02;1200;0.36;420;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;0.12;560;0.6;177.2;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;0.13;224;0.26;73.12;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;0.15;408;1.05;215.2;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;0.18;168;1.44;206.24;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;0.2;144;1.4;182.8;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;0.24;784;3.36;496.16;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;0.25;329;5.25;544.25;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;0.28;21;0.28;27.88;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;0.34;147;2.38;203.98;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;0.67;98;1.34;109.66;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;0.71;390;4.97;430.9;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;0.82;101;6.56;258.82;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;0.86;1000;6.02;1014;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;1.32;90;1.32;140.8;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;3.78;87;30.24;504.86;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;5.36;840;80.4;4832.4;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;8.68;15;26.04;196.2;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;8.93;720;107.16;6693.6;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;19.76;210;138.32;4303.6;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;20.42;40;204.2;1036.8;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;31.46;480;62.92;15144.8;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;35.99;420;251.93;15269.8;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;61.11;84;1161.09;5551.24;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;73.89;252;147.78;18664.28;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;122.21;48;1466.52;6130.08;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;138.84;4;138.84;577.36;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;244.43;92;4888.6;22927.56;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;331.83;60;1659.15;20019.8;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;488.85;20;2444.25;9887;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;611.07;28;3666.42;17241.96;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;948.05;4;3792.2;3880.2;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;1128.21;1;1128.21;1150.21;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHH;1222.14;6;3666.42;7398.84;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHI;0.03;180;0.03;0;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHI;0.04;360;0.04;0;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHI;0.09;180;0.09;0;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHI;0.15;52;0.15;0;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHI;0.29;3;0.29;0;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHI;0.37;180;0.37;0;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHI;0.71;90;0.71;0;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHI;2.39;168;2.39;0;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHI;10.69;1;10.69;0;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHI;19.31;1;19.31;0;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHI;23.81;10;23.81;0;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHI;27.04;1;27.04;0;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHI;27.57;10;27.57;0;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHI;39.82;6;238.92;238.92;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHI;62.4;1;62.4;0;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHI;73.51;16;588.08;1176.16;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHI;82;1;82;0;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHI;88.21;6;176.42;529.26;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHI;107.35;1;107.35;0;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHP;0.5;600;1;300;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHS;0.74;12;0.74;30.88;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHS;1.33;33;2.66;69.02;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHS;2.45;300;12.25;845;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHS;3.68;36;14.72;220.48;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHS;39.1;70;39.1;2759;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHS;153.15;4;612.6;700.6;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHS;273.06;6;819.18;1704.36;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHS;424.74;12;2548.44;5228.88;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:11:42";="020000287";PHU;22.59;19;180.72;429.21;2023.7;X020000287;25AUG23;14:11:36
"mco";"dgf";"2023";"7";"2023/08/25 14:48:07";="800000077";DINI;30;9;270;0;2023.7;X800000077;25AUG23;14:48:03
"mco";"dgf";"2023";"7";"2023/08/25 14:48:07";="800000077";DSUI;10;36;360;0;2023.7;X800000077;25AUG23;14:48:03
"mco";"dgf";"2023";"7";"2023/08/25 14:48:07";="800000077";SMT;35;8;280;0;2023.7;X800000077;25AUG23;14:48:03
"mco";"dgf";"2023";"7";"2023/08/25 15:06:46";="590785374";CSH;30;1;30;0;2023.7;X590785374;25AUG23;15:06:41
"mco";"dgf";"2023";"7";"2023/08/28 12:09:47";="590782645";ERI;82.39;1;82.39;82.39;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:47";="590782645";ERI;119.04;4;476.16;476.16;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:47";="590782645";ERI;247.17;1;247.17;247.17;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:47";="590782645";ERI;353.1;1;353.1;353.1;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:47";="590782645";MAR;22;10;220;220;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:47";="590782645";PHH;5.36;168;16.08;966.48;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:47";="590782645";PHH;45.56;42;91.12;1957.52;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:47";="590782645";PHH;47.77;21;47.77;1025.17;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:47";="590782645";PHH;52.9;21;52.9;1132.9;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:47";="590782645";PHP;5.21;240;10.42;1250.4;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:47";="590782645";PHS;1.01;116;3.03;131.7;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:47";="590782645";PHS;1.07;200;1.07;236;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:47";="590782645";PHS;3.68;24;7.36;132.32;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:47";="590782645";PHS;8.17;384;32.68;3225.28;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:47";="590782645";PHS;27.57;16;27.57;463.12;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:47";="590782645";PHS;74.88;392;1048.32;29660.96;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:47";="590782645";PHS;273.06;2;273.06;568.12;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:47";="590782645";PHU;0.18;90;0.18;16.2;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:09:47";="590782645";PHU;7.66;196;53.62;1501.36;2023.7;X590782645;28AUG23;12:09:43
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;1.05;1;1.05;1.05;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;3.05;1;3.05;3.05;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;3.8;1;3.8;3.8;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;4.2;1;4.2;4.2;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;6.1;1;6.1;6.1;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;6.5;1;6.5;6.5;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;6.71;1;6.71;6.71;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;7.32;1;7.32;7.32;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;8.27;1;8.27;8.27;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;10.98;1;10.98;10.98;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;11.02;1;11.02;11.02;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;12.2;1;12.2;12.2;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;13.78;1;13.78;13.78;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;17.08;3;51.24;51.24;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;17.94;1;17.94;17.94;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;18.3;7;128.1;128.1;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;20.7;4;82.8;82.8;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;23.46;1;23.46;23.46;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;23.68;1;23.68;23.68;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;26.07;1;26.07;26.07;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;30.1;1;30.1;30.1;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;33.06;1;33.06;33.06;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;35.56;2;71.12;71.12;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;36.12;1;36.12;36.12;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;36.4;1;36.4;36.4;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;42.12;1;42.12;42.12;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;44.08;1;44.08;44.08;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;45.36;6;272.16;272.16;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;46.9;6;281.4;281.4;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;48.6;1;48.6;48.6;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;52;1;52;52;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;54.18;1;54.18;54.18;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;57.6;10;576;576;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;58.5;54;3159;3159;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;60.2;4;240.8;240.8;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;61.2;1;61.2;61.2;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;66.08;6;396.48;396.48;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;68.04;1;68.04;68.04;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;72.24;2;144.48;144.48;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;84.28;7;589.96;589.96;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;89.6;2;179.2;179.2;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;90.08;6;540.48;540.48;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;90.09;1;90.09;90.09;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;90.72;52;4717.44;4717.44;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;91.25;1;91.25;91.25;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;93.8;5;469;469;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;100.06;1;100.06;100.06;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;104.45;3;313.35;313.35;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;112.2;1;112.2;112.2;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;114.38;1;114.38;114.38;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;115.2;3;345.6;345.6;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;117;1;117;117;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;120.28;1;120.28;120.28;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;120.4;2;240.8;240.8;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;122.4;1;122.4;122.4;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;126.45;14;1770.3;1770.3;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;130.35;3;391.05;391.05;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;132.16;7;925.12;925.12;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;150.08;1;150.08;150.08;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;156.52;1;156.52;156.52;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;165.76;1;165.76;165.76;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;168.56;3;505.68;505.68;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;180.6;5;903;903;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;181.44;1;181.44;181.44;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;192.01;1;192.01;192.01;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;192.64;1;192.64;192.64;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;195.53;1;195.53;195.53;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;200.08;7;1400.56;1400.56;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;213.92;1;213.92;213.92;2023.7;X590782421;28AUG23;12:51:57
"mco";"dgf";"2023";"7";"2023/08/28 12:52:14";="590782421";ERI;228.76;1;228.76;228.76;2023.7;X590782421;28AUG23;12:51:57
