"champ";"statut";"annee";"periode";"date du resultat";"ipe";date_fin;finessg;um;typ_um;mode_hospit;dateeffet;nblits_g;nbsupth;type;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0046;04;C;01/01/2005;11;2332;1;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0059;05;C;01/01/2005;6;1272;1;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0007;14A;C;01/12/2017;6;1272;1;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";01/01/2022;590797353;0010;16;C;01/04/2007;3;;1;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0010;16;C;01/01/2022;6;1272;1;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0067;07A;C;01/01/2008;7;1484;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0025;07B;C;01/10/2010;5;1060;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0073;08;C;01/01/2011;12;2544;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0026;27;C;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0076;27;P;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0004;28;P;01/01/2005;17;3604;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0018;28;C;01/03/2023;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0021;28;C;01/03/2023;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0033;28;C;01/03/2023;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0035;28;P;01/03/2023;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0037;28;C;01/03/2023;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0038;28;P;01/03/2023;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0047;28;C;01/01/2015;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0048;28;C;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0049;28;P;01/03/2023;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0056;28;P;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0060;28;P;01/03/2023;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0066;28;P;01/03/2023;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0072;28;P;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0074;28;P;01/03/2023;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0003;29;P;01/01/2020;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0008;29;C;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0009;29;P;01/01/2023;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0011;29;C;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0019;29;P;01/01/2018;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0020;29;P;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0024;29;C;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0027;29;P;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0029;29;P;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0030;29;P;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0031;29;C;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0034;29;C;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0036;29;C;01/09/2021;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0039;29;P;01/12/2020;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0043;29;C;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0044;29;C;01/01/2020;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0050;29;P;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0053;29;P;01/03/2023;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0057;29;C;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0058;29;P;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0064;29;P;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0069;29;P;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0075;29;P;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0077;29;C;01/05/2019;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0032;40;C;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0045;43;P;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0052;43;P;01/01/2008;20;4240;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0006;52;C;01/03/2023;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0012;52;C;01/03/2023;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0015;52;P;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0022;52;P;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0051;52;P;01/03/2023;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0054;52;P;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0055;52;P;01/03/2023;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0061;52;C;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0065;52;C;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0005;53;P;01/03/2023;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0013;53;C;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0014;53;P;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0016;53;P;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0017;53;P;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0040;53;C;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0041;53;C;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0062;53;P;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0063;53;C;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0070;53;C;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0071;53;P;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0078;53;C;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0079;53;P;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0028;70;C;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0002;71;C;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0023;71;C;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0042;71;C;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:47";="590797353";;590797353;0068;71;P;01/01/2012;0;0;2;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0040;01A;C;01/10/2013;20;4240;1;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0086;02A;C;01/10/2013;12;2544;1;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0014;03A;C;01/03/2017;10;2120;1;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0083;04;C;01/01/2004;14;2968;1;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0030;05;C;01/01/2004;6;1272;1;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0046;14A;C;01/10/2013;3;636;1;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0072;14A;C;01/10/2013;1;212;1;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0033;16;C;01/04/2007;4;848;1;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0049;18;C;02/03/2010;6;1272;1;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0087;07A;C;01/10/2013;20;4240;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0025;07B;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0073;08;C;01/03/2008;12;2544;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0006;17;C;02/03/2010;14;2968;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590812186;0052;19;C;01/01/2009;20;4240;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590812186;0076;19;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0008;21;P;01/01/2005;26;5512;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0077;21;P;01/01/2009;1;212;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0009;27;C;01/03/2016;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";01/01/2021;590801106;0018;27;C;01/03/2020;0;;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0018;27;C;01/01/2021;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0019;27;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0021;27;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0031;27;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0088;27;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0012;28;C;01/10/2013;27;5724;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0081;28;P;01/10/2013;5;1060;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0001;29;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0003;29;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0004;29;C;01/03/2014;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0013;29;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0015;29;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0016;29;P;01/01/2021;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0017;29;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0020;29;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0026;29;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0027;29;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0028;29;C;01/03/2016;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0029;29;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0036;29;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0039;29;P;01/01/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0042;29;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0043;29;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0051;29;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0053;29;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0056;29;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0057;29;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0058;29;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0060;29;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0063;29;P;01/01/2021;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0065;29;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0069;29;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0071;29;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0074;29;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0075;29;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0082;29;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0084;29;P;01/03/2014;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0085;29;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0034;40;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0080;40;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0045;52;P;01/03/2014;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0079;52;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0002;53;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0005;53;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0007;53;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0010;53;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0011;53;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0023;53;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0024;53;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0032;53;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0035;53;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0037;53;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0038;53;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0041;53;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0044;53;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0048;53;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0055;53;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0059;53;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0064;53;C;01/10/2013;15;3180;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0066;53;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0068;53;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0070;53;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0078;53;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0022;70;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0047;70;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";01/01/2021;590801106;0016;71;C;01/10/2020;0;;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0061;71;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0067;71;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0050;73;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0054;73;P;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:28";="590782421";;590801106;0062;73;C;01/10/2013;0;0;2;2023.7;X590782421;30AUG23;11:28:50
