"champ";"statut";"annee";"periode";"date du resultat";"ipe";date_fin;finessg;um;typ_um;mode_hospit;dateeffet;nblits_g;nbsupth;type;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0155;29;C;01/01/2012;11;2332;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";01/08/2020;590784864;0166;29;C;01/01/2012;20;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";18/09/2020;590784864;0166;29;C;01/08/2020;30;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";14/11/2020;590784864;0166;29;C;18/09/2020;20;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";12/12/2020;590784864;0166;29;C;14/11/2020;10;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";19/03/2021;590784864;0166;29;C;12/12/2020;28;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";22/03/2021;590784864;0166;29;C;19/03/2021;23;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";09/04/2021;590784864;0166;29;C;22/03/2021;18;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";15/04/2021;590784864;0166;29;C;09/04/2021;10;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";07/06/2021;590784864;0166;29;C;15/04/2021;20;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";18/06/2021;590784864;0166;29;C;07/06/2021;28;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590784864;0166;29;C;18/06/2021;20;4240;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590787586;0168;29;P;01/06/2020;2;424;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";09/05/2021;590811279;0170;29;C;01/01/2012;7;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";10/05/2021;590811279;0170;29;C;09/05/2021;6;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";11/10/2021;590811279;0170;29;C;10/05/2021;7;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590811279;0170;29;C;11/10/2021;6;1272;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590787586;0175;29;C;08/10/2010;20;4240;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";01/04/2015;590784864;0178;29;C;01/01/2012;20;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";01/01/2021;590784864;0178;29;C;01/04/2015;21;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590787586;0178;29;C;01/01/2021;21;4452;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0185;29;C;01/01/2012;6;1272;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";01/01/2019;590787586;0189;29;P;30/09/2016;1;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590787586;0189;29;P;01/01/2019;8;1696;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590784864;0030;30;C;01/01/2008;1;212;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590006607;0044;30;C;01/01/2008;1;212;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590811279;0086;30;C;01/01/2008;1;212;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590787586;0137;30;C;01/01/2008;1;212;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590791091;0174;30;C;01/01/2008;1;212;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0186;30;C;01/01/2008;1;212;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";01/01/2012;590811279;0001;40;P;01/01/2008;12;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";19/07/2021;590811279;0001;40;P;01/01/2012;14;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590811279;0001;40;P;19/07/2021;15;3180;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590811279;0125;40;C;01/01/2012;10;2120;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";27/10/2020;590811279;0050;41;C;01/11/2014;10;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";19/11/2020;590811279;0050;41;C;27/10/2020;0;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";02/02/2021;590811279;0050;41;C;19/11/2020;10;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";25/06/2021;590811279;0050;41;C;02/02/2021;2;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";09/12/2021;590811279;0050;41;C;25/06/2021;10;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";07/03/2022;590811279;0050;41;C;09/12/2021;2;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590811279;0050;41;C;07/03/2022;10;2120;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";28/10/2010;590787586;0008;50;C;01/01/2010;26;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";30/11/2010;590787586;0008;50;C;28/10/2010;13;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";21/04/2021;590787586;0008;50;C;30/11/2010;26;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";01/01/2022;590787586;0008;50;C;21/04/2021;18;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590787586;0008;50;C;01/01/2022;39;8268;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";01/04/2019;590796975;0024;51;C;01/01/2012;14;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0024;51;C;01/04/2019;26;5512;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";01/04/2019;590796975;0051;51;C;01/01/2012;21;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0051;51;C;01/04/2019;15;3180;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0156;51;C;01/01/2012;28;5936;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0176;51;C;01/01/2012;28;5936;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0182;51;C;01/01/2012;28;5936;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";01/01/2019;590006607;0095;52;P;01/01/2007;12;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590006607;0095;52;P;01/01/2019;18;3816;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590006607;0119;52;C;18/01/2016;26;5512;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590811279;0002;53;C;01/01/2012;20;4240;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";01/04/2019;590796975;0005;53;C;01/01/2012;17;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0005;53;C;01/04/2019;18;3816;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0018;53;C;01/01/2012;6;1272;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0020;53;C;01/01/2012;7;1484;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0037;53;C;01/01/2012;28;5936;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";01/09/2007;590811279;0067;53;P;01/04/2007;2;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590811279;0067;53;P;01/09/2007;10;2120;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0069;53;C;01/01/2012;9;1908;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0071;53;C;01/01/2012;12;2544;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";01/01/2019;590811279;0076;53;C;01/01/2012;15;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590811279;0076;53;C;01/01/2019;26;5512;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";01/11/2014;590811279;0081;53;P;01/04/2007;4;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";27/10/2020;590811279;0081;53;P;01/11/2014;10;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";19/11/2020;590811279;0081;53;P;27/10/2020;0;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";01/03/2021;590811279;0081;53;P;19/11/2020;10;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";25/06/2021;590811279;0081;53;P;01/03/2021;4;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";23/12/2021;590811279;0081;53;P;25/06/2021;10;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";21/02/2022;590811279;0081;53;P;23/12/2021;4;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590811279;0081;53;P;21/02/2022;10;2120;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";01/04/2019;590796975;0084;53;C;01/01/2012;28;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";26/10/2020;590796975;0084;53;C;01/04/2019;14;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";07/12/2020;590796975;0084;53;C;26/10/2020;0;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0084;53;C;07/12/2020;14;2968;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0091;53;C;01/01/2012;4;848;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0098;53;P;01/01/2008;1;212;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";01/01/2021;590784864;0102;53;C;01/01/2012;18;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";31/07/2021;590787586;0102;53;C;01/01/2021;18;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590787586;0102;53;C;31/07/2021;16;3392;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0104;53;P;01/04/2007;10;2120;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";01/01/2019;590811279;0107;53;C;01/01/2012;20;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590811279;0107;53;C;01/01/2019;25;5300;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";01/04/2019;590811279;0109;53;C;01/01/2012;15;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590811279;0109;53;C;01/04/2019;12;2544;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590811279;0117;53;P;01/01/2007;2;424;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0123;53;C;01/01/2012;28;5936;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";01/01/2020;590796975;0128;53;P;01/11/2016;34;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0128;53;P;01/01/2020;33;6996;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0136;53;P;01/01/2007;1;212;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590811279;0140;53;P;12/01/2009;11;2332;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0143;53;P;01/01/2022;1;212;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590811279;0145;53;C;01/01/2012;24;5088;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0160;53;C;01/01/2012;8;1696;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0165;53;P;01/01/2008;2;424;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";01/04/2019;590811279;0167;53;P;01/04/2007;19;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590811279;0167;53;P;01/04/2019;17;3604;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0169;53;C;01/01/2012;9;1908;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";01/01/2022;590787586;0172;53;C;01/01/2012;26;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590787586;0172;53;C;01/01/2022;23;4876;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";02/09/2019;590811279;0173;53;C;01/01/2012;18;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590811279;0173;53;C;02/09/2019;25;5300;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";13/12/2010;590811279;0183;53;P;01/01/2007;10;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590811279;0183;53;P;13/12/2010;20;4240;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590796975;0184;53;C;01/01/2008;18;3816;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";02/09/2019;590811279;0187;53;C;01/01/2012;17;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590811279;0187;53;C;02/09/2019;20;4240;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590787586;0015;60;C;01/01/2009;1;212;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590787586;0068;60;C;01/01/2010;1;212;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590811279;0141;61;P;01/01/2022;1;212;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590006607;0022;70;C;01/01/2012;21;4452;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";01/07/2021;590006607;0028;70;P;01/01/2012;3;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590006607;0028;70;P;01/07/2021;1;212;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";14/06/2010;590006607;0046;70;P;01/01/2007;15;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590006607;0046;70;P;14/06/2010;13;2756;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590006607;0061;70;P;01/01/2022;1;212;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590006607;0179;70;P;14/06/2010;6;1272;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";01/06/2021;590006607;0055;71;P;01/01/2012;10;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590006607;0055;71;P;01/06/2021;6;1272;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590006607;0096;71;P;01/01/2012;7;1484;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";01/01/2021;590006607;0120;71;C;01/01/2012;76;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590006607;0120;71;C;01/01/2021;72;15264;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";;590006607;0163;71;C;01/01/2012;28;5936;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:51:02";="590780193";20/06/2022;590787586;0087;88;C;22/07/2021;0;;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0041;01A;C;01/01/1990;8;1696;1;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0016;02A;C;14/01/2008;4;848;1;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0040;03A;C;01/02/2008;4;848;1;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0011;04;C;01/01/1990;6;1272;1;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0015;07A;C;01/01/2020;0;0;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0018;07A;C;03/07/2006;2;424;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0028;07A;C;30/07/2006;2;424;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0006;27;M;01/01/2009;21;4452;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0002;28;M;01/01/1990;8;1696;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0005;29;P;01/01/2017;0;0;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0013;29;C;01/08/2017;13;2756;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0021;29;M;01/01/1990;13;2756;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0025;29;C;01/01/1990;8;1696;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0030;29;M;01/01/1990;22;4664;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0034;29;M;01/01/1990;26;5512;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0037;29;C;01/01/2020;0;0;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0014;43;P;01/01/2020;0;0;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0031;43;P;01/01/2020;0;0;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0008;52;M;01/04/1992;1;212;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0001;53;P;01/06/2011;10;2120;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0003;53;C;01/02/2008;0;0;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0004;53;P;01/01/2020;0;0;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0007;53;C;01/02/2008;0;0;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0009;53;P;01/01/2020;0;0;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0010;53;P;01/01/2020;0;0;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0012;53;C;01/07/2015;0;0;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0017;53;M;03/07/2000;0;0;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0019;53;P;01/01/2020;0;0;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0020;53;M;29/01/1992;0;0;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0023;53;P;01/01/2020;0;0;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0024;53;P;01/01/2020;0;0;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0026;53;P;01/01/2020;0;0;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0027;53;P;01/01/2020;0;0;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0032;53;P;01/01/2020;0;0;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0033;53;C;01/07/2015;15;3180;2;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:11";="020004404";;020001061;0035;53;P;01/01/2020;0;0;2;2023.7;X020004404;31AUG23;12:24:34
