"champ";"statut";"annee";"periode";"date du resultat";"ipe";ghm;nb_cont;mnt_br_cont;mnt_am_cont;nb_rh;mnt_br_rh;mnt_am_rh;nb_re;mnt_br_re;mnt_am_re;nb_pl;mnt_br_pl;mnt_am_pl;nb_inter;mnt_br_inter;mnt_am_inter;nb_uhcd;mnt_br_uhcd;mnt_am_uhcd;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/28 15:45:09";="020004495";21M04T;0;0;0;0;0;0;0;0;0;1;629.885412;500.38097129;0;0;0;0;0;0;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:45:09";="020004495";21M05T;0;0;0;0;0;0;0;0;0;1;677.715168;538.37692946;0;0;0;0;0;0;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:45:09";="020004495";21M10T;0;0;0;0;0;0;0;0;0;1;654.060888;519.58596943;0;0;0;0;0;0;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:45:09";="020004495";23M06T;0;0;0;0;0;0;0;0;0;21;12787.66556;10158.521521;0;0;0;0;0;0;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:45:09";="020004495";23M20T;0;0;0;6;4490.27974;4154.896041;0;0;0;44;32911.862046;27806.874951;1;355.902072;282.728606;0;0;0;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";01M08T;1;676.321971;537.27017376;0;0;0;0;0;0;1;676.321971;671.5877172;0;0;0;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";01M11T;1;735.267234;730.12036336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";01M21T;0;0;0;192;89480.603908;85161.510859;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";01M32Z;0;0;0;0;0;0;0;0;0;8;6856.159644;6459.1085194;2;652.29684;647.73076212;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";01M34T;1;681.104286;541.0692448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";02M09Z;0;0;0;0;0;0;0;0;0;7;4872.939155;4838.8285809;21;7876.862088;7821.7240534;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";04M17T;9;5571.023666;5532.0265003;0;0;0;0;0;0;1;623.580945;619.21587838;0;0;0;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";05M05T;1;663.06086;526.73554718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";05M20Z;0;0;0;0;0;0;0;0;0;14;11411.304863;11007.670708;1;381.084483;302.7335133;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";06M16Z;0;0;0;0;0;0;0;0;0;9;8323.129371;7338.2760629;0;0;0;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";07M14T;58;30121.926114;29813.071343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";08M04T;1;739.356618;734.18112167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";10M07T;1;829.744032;659.14865902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";10M09T;0;0;0;0;0;0;0;0;0;50;37617.801582;30789.668134;4;1499.155521;1342.2959025;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";10M12T;0;0;0;0;0;0;0;0;0;1;950.160354;943.50923152;0;0;0;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";10M13T;0;0;0;0;0;0;0;0;0;136;97220.099328;85738.036;71;26729.62695;25795.688232;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";10M16T;1;682.927128;678.1466381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";11M02T;1;806.901615;641.00264296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";11M16T;1;780.661401;620.15741695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";11M18Z;0;0;0;0;0;0;0;0;0;4;2895.364056;2875.0965076;1;381.084483;378.41689162;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";13M04T;1;801.710871;636.87911592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";14M03T;3;1664.980668;1653.3258033;0;0;0;0;0;0;18;9659.848509;9055.686535;120;31707.710385;28978.943683;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";14Z04T;1;570.629436;566.63502995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";14Z16T;1;428.626491;425.62610556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";19M06T;1;717.225834;712.20525316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";23M06T;2;1237.33935;1228.6779746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:45";="590782652";23M20T;1;714.667862;567.73214957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:19";="600100648";04M03T;1;641.8333;637.3404669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:19";="600100648";05M17T;2;1318.32519;1309.0969137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:19";="600100648";06M03T;2;1557.914982;1237.6076617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:19";="600100648";06M16Z;2;1766.273174;1403.1274094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:19";="600100648";07M10T;1;971.579505;771.82275877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:19";="600100648";07M14T;2;1056.744936;1049.3477214;5;2572.038736;2554.0344648;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:19";="600100648";08M231;1;1076.700729;855.33105912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:19";="600100648";08M37T;1;700.379311;695.47665582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:19";="600100648";09M05T;2;1359.786026;1080.2140191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:19";="600100648";14M03T;1;554.993556;551.10860111;1;554.993556;551.10860111;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:19";="600100648";16M11T;17;16518.721847;15030.914777;18;17505.756818;15631.942541;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:19";="600100648";23M10T;4;2362.100364;1876.4525292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:19";="600100648";23M14Z;2;1069.609781;1062.1225125;7;3798.457051;3771.8678516;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:19";="600100648";23M20T;1;714.667862;567.73214957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 13:06:02";="620000026";01M11T;0;0;0;0;0;0;0;0;0;4;2726.0392494;2298.673104;0;0;0;0;0;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:02";="620000026";01M21T;0;0;0;1;458.31141119;364.08258505;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:02";="620000026";01M32Z;0;0;0;0;0;0;0;0;0;5;4113.1715372;3744.7760163;4;1249.2404202;992.39658983;0;0;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:02";="620000026";01M34T;0;0;0;0;0;0;0;0;0;3;2128.6190068;1690.974939;0;0;0;0;0;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:02";="620000026";03M15T;0;0;0;0;0;0;0;0;0;0;0;0;2;741.52463519;589.0671702;0;0;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:02";="620000026";05M12T;0;0;0;0;0;0;0;0;0;1;834.08600703;828.24740498;0;0;0;0;0;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:02";="620000026";08M10T;0;0;0;0;0;0;0;0;0;8;5912.587419;4696.9594456;2;741.52463519;589.0671702;0;0;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:02";="620000026";08M14T;0;0;0;0;0;0;0;0;0;8;5758.2913193;4857.977023;0;0;0;0;0;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:02";="620000026";08M15T;0;0;0;0;0;0;0;0;0;3;1936.0363549;1537.9872803;0;0;0;0;0;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:02";="620000026";08M18T;0;0;0;0;0;0;0;0;0;1;1234.9902547;1226.3453229;0;0;0;0;0;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:02";="620000026";08M25T;0;0;0;0;0;0;0;0;0;8;7433.5659149;6268.3880564;0;0;0;0;0;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:02";="620000026";08M29T;0;0;0;0;0;0;0;0;0;24;16561.909275;13835.72466;3;1088.8995985;1007.6439051;0;0;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:02";="620000026";08M31T;0;0;0;0;0;0;0;0;0;1;739.5938354;587.53334284;0;0;0;0;0;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:02";="620000026";08M35Z;0;0;0;0;0;0;0;0;0;93;66182.035074;56772.302425;17;6232.7973363;5457.4785208;0;0;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:02";="620000026";08M36T;1;657.05509113;652.45570549;0;0;0;0;0;0;1;657.05509113;652.45570549;16;5674.9361845;5129.0673144;0;0;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:02";="620000026";09M12Z;0;0;0;0;0;0;0;0;0;1;650.9330692;646.37653772;0;0;0;0;0;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:02";="620000026";11M02T;0;0;0;0;0;0;0;0;0;1;735.52328775;584.29969979;0;0;0;0;0;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:02";="620000026";19M06T;0;0;0;0;0;0;0;0;0;10;6889.9529749;5750.5443449;2;694.74992664;620.89800944;0;0;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:02";="620000026";19M07T;0;0;0;0;0;0;0;0;0;31;21620.74109;18430.181919;2;718.13728092;570.48825596;0;0;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:02";="620000026";19M171;0;0;0;0;0;0;0;0;0;15;9827.5158775;7933.1317598;32;10033.956672;8282.0929414;0;0;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:02";="620000026";19M21Z;0;0;0;0;0;0;0;0;0;7;5046.6128218;4430.4610128;1;347.37496332;344.94333858;0;0;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:02";="620000026";23M19Z;0;0;0;0;0;0;0;0;0;7;5290.6984013;4424.6121013;0;0;0;0;0;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:02";="620000026";23M20T;0;0;0;0;0;0;0;0;0;29;21355.931526;18720.810968;1;370.7623176;294.5335851;0;0;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 14:22:01";="620003350";01M05T;0;0;0;0;0;0;0;0;0;0;0;0;1;459.26715202;456.05228196;0;0;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:22:01";="620003350";01M07T;0;0;0;0;0;0;0;0;0;1;718.6378316;713.60736678;0;0;0;0;0;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:22:01";="620003350";01M08T;0;0;0;0;0;0;0;0;0;2;1316.0058339;1176.1144137;0;0;0;0;0;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:22:01";="620003350";01M10T;0;0;0;0;0;0;0;0;0;0;0;0;1;424.21036638;421.24089381;0;0;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:22:01";="620003350";01M16T;0;0;0;0;0;0;0;0;0;0;0;0;1;370.7623176;294.5335851;0;0;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:22:01";="620003350";01M32Z;0;0;0;0;0;0;0;0;0;2;1656.0549302;1474.6608855;4;1249.2404202;992.39658983;0;0;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:22:01";="620003350";01M34T;0;0;0;0;0;0;0;0;0;1;709.53966894;563.65831301;0;0;0;0;0;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:22:01";="620003350";04M09T;0;0;0;0;0;0;0;0;0;1;1061.2085219;1053.7800623;0;0;0;0;0;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:22:01";="620003350";04M13T;1;827.72268579;821.92862699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:22:01";="620003350";04M22Z;0;0;0;0;0;0;0;0;0;0;0;0;55;20017.729799;19449.739499;0;0;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:22:01";="620003350";05M20Z;0;0;0;0;0;0;0;0;0;11;8866.0380192;8488.5011371;4;1436.2745618;1426.2206399;0;0;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:22:01";="620003350";06M18T;1;1069.0584908;1061.5750813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:22:01";="620003350";18M03T;1;690.24142254;548.32778607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:22:01";="620003350";19M06T;0;0;0;0;0;0;0;0;0;94;64624.701189;62665.400769;5;1830.4242337;1748.6225964;0;0;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:22:01";="620003350";19M07T;0;0;0;0;0;0;0;0;0;69;48135.173429;45050.709508;7;2571.9488689;2333.045038;0;0;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:22:01";="620003350";23M20T;0;0;0;0;0;0;0;0;0;161;117611.63319;112732.23102;12;4378.9857483;4053.799263;0;0;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:23:51";="590000600";01M32Z;0;0;0;0;0;0;0;0;0;1;878.796594;872.64501784;0;0;0;0;0;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:51";="590000600";06M12T;1;706.280718;561.06940238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:51";="590000600";06M17T;1;606.080787;601.83822149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:51";="590000600";07M13Z;1;775.546902;770.11807369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:51";="590000600";07M14T;6;3065.499402;3044.0409062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:51";="590000600";10M13T;0;0;0;0;0;0;0;0;0;184;131312.25218;117026.2455;0;0;0;0;0;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:51";="590000600";11M19T;1;578.62779;459.66191638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:51";="590000600";23M19Z;0;0;0;0;0;0;0;0;0;1;798.442203;792.85310758;0;0;0;0;0;0;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";01M08T;0;0;0;0;0;0;0;0;0;0;0;0;1;370.7623176;368.16698137;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";01M11T;0;0;0;1;715.35157135;710.34411035;0;0;0;0;0;0;2;741.52463519;662.70056647;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";01M21T;0;0;0;2;887.71197847;705.1983957;0;0;0;0;0;0;2;492.29044712;391.07553119;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";01M22T;1;911.77631986;724.3151085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";04M09T;8;8422.725687;7731.4985698;0;0;0;0;0;0;2;2122.4170439;1896.8041121;0;0;0;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";04M14T;0;0;0;0;0;0;0;0;0;1;671.3042667;533.28410947;0;0;0;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";04M22Z;0;0;0;0;0;0;0;0;0;3;2251.0492664;2235.2919215;1;370.7623176;368.16698137;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";04M25T;1;1065.8637428;1058.4026966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";05M05T;1;690.74850127;685.91326176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";05M17T;2;1282.6166496;1273.638333;1;600.85978281;596.65376433;0;0;0;3;1923.9249744;1783.0936662;0;0;0;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";05M23T;0;0;0;0;0;0;0;0;0;2;1301.0275082;1291.9203156;0;0;0;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";06M03T;0;0;0;0;0;0;0;0;0;1;757.85842131;602.04272989;0;0;0;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";06M12T;0;0;0;0;0;0;0;0;0;1;643.80277146;511.43692165;1;317.31426881;252.07445515;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";07M04T;2;1517.6403466;1351.4069804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";07M06T;3;2654.8770819;2468.0893937;0;0;0;0;0;0;0;0;0;1;397.45231286;394.67014667;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";07M09T;1;787.6590484;625.71634805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";07M14T;10;5140.608173;4696.2540025;0;0;0;0;0;0;1;514.0608173;510.46239157;2;492.29044712;439.95997259;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";08M19T;0;0;0;0;0;0;0;0;0;1;710.98304093;564.80492771;0;0;0;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";08M28T;0;0;0;0;0;0;0;0;0;0;0;0;1;347.37496332;344.94333858;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";08M29T;0;0;0;1;665.80201303;528.91311915;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";08M30T;0;0;0;0;0;0;0;0;0;1;822.04288712;653.03086952;1;370.7623176;294.5335851;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";08M34T;1;483.39230545;480.00855931;9;4198.0935508;3514.8593295;0;0;0;1;483.39230545;384.00684745;7;1756.1572005;1545.0354694;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";08M36T;0;0;0;0;0;0;0;0;0;1;701.28988802;557.10468704;1;347.37496332;275.95467086;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";09M03T;0;0;0;0;0;0;0;0;0;1;841.99448496;668.88041886;0;0;0;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";09M09T;0;0;0;1;873.77351932;867.65710469;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";10M09T;0;0;0;0;0;0;0;0;0;2;1479.5972344;1175.392043;0;0;0;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";11M04T;0;0;0;0;0;0;0;0;0;1;670.845661;532.91979309;0;0;0;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";11M07T;1;1099.1118192;873.13442914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";12M05T;0;0;0;0;0;0;0;0;0;0;0;0;1;782.46149138;621.58740876;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";13M04T;0;0;0;3;2452.8784218;2031.5007795;0;0;0;2;1617.6904936;1285.0933281;0;0;0;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";14M03T;0;0;0;0;0;0;0;0;0;21;11066.725875;10037.660019;5;1263.8667534;1101.7846317;0;0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:33";="620025346";14Z04T;0;0;0;0;0;0;0;0;0;1;555.17320074;441.02959067;0;0;0;0;0;0;2023.7;X620025346;29AUG23;14:24:34
