"champ";"statut";"annee";"periode";"date du resultat";"ipe";pb;code13;code;code1;indication;annee;periode;dep23;nb;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";1;3400892259307;9225930;9225930;i000113;2023;06;330.804;1;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";1;3400892717982;9271798;9271798;i000262;2023;06;410.95;5;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";1;3400894187356;9418735;9418735;i000507;2023;06;352.245;3;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";1;3400894199472;9419947;9419947;i000512;2023;06;12.558;2;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";2;3400894405450;9440545;9440545;I000541;2023;06;14071.54;7;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";1;3400890012997;9001299;9001299;I00355;2023;07;2030.538;3;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";1;3400890012997;9001299;9001299;i000350;2023;07;4061.076;6;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";1;3400890012997;9001299;9001299;i000355;2023;07;12183.228;18;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";2;3400891828306;9182830;9182830;I000398;2023;07;11792.55;21;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";1;3400892182612;9218261;9218261;;2023;07;2085.543;17;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";1;3400892933405;9293340;9293340;i000355;2023;07;1353.691;1;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";1;3400893606803;9360680;9360680;i000123;2023;07;1123.1;1;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";2;3400893951064;9395106;9395106;I000271;2023;07;47324.88;18;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:58";="020000063";2;3400894405450;9440545;9440545;I000541;2023;07;6030.66;3;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";2;3400892905198;9290519;9290519;I000382;2023;01;707.46;10;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";2;3400892905259;9290525;9290525;I000382;2023;01;9056;32;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";2;3400892905198;9290519;9290519;I000382;2023;02;778.206;11;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";2;3400892905259;9290525;9290525;I000382;2023;02;6509;23;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";2;3400892905198;9290519;9290519;I000382;2023;03;1414.92;20;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";2;3400892905259;9290525;9290525;I000382;2023;03;9056;32;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";2;3400892905198;9290519;9290519;I000382;2023;04;778.206;11;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";2;3400892905259;9290525;9290525;I000382;2023;04;5589.25;19.75;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";2;3400892905198;9290519;9290519;I000382;2023;05;919.698;13;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";2;3400892905259;9290525;9290525;I000382;2023;05;8490;30;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";2;3400892905198;9290519;9290519;I000382;2023;06;990.444;14;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";2;3400892905259;9290525;9290525;I000382;2023;06;8490;30;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";2;3400892905198;9290519;9290519;I000382;2023;07;212.238;3;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";2;3400892905259;9290525;9290525;I000382;2023;07;6321.82;29;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:28:07";="590000188";2;3400893951064;9395106;9395106;I000271;2023;07;18404.12;7;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:55:15";="620103432";2;3400894073932;9407393;9407393;I000405;2023;01;152.767;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:15";="620103432";2;3400894074182;9407418;9407418;I000405;2023;01;305.534;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:15";="620103432";2;3400893951064;9395106;9395106;I000271;2023;07;7887.468;3;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 17:41:52";="590780227";2;3400893689837;9368983;9368983;I000169;2023;02;366.63;3;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:52";="590780227";2;3400893690086;9369008;9369008;I000169;2023;02;1466.52;6;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:52";="590780227";2;3400893689837;9368983;9368983;I000169;2023;03;855.47;7;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:52";="590780227";2;3400893690086;9369008;9369008;I000169;2023;03;977.68;4;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:52";="590780227";2;3400893689837;9368983;9368983;I000169;2023;04;366.63;3;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:52";="590780227";2;3400893690086;9369008;9369008;I000169;2023;04;1466.52;6;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:52";="590780227";2;3400894023036;9402303;9402303;I000286;2023;04;633;10;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:52";="590780227";2;3400893689837;9368983;9368983;I000169;2023;05;733.26;6;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:52";="590780227";2;3400893690086;9369008;9369008;I000169;2023;05;488.84;2;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:52";="590780227";2;3400894023036;9402303;9402303;I000286;2023;05;633;10;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:52";="590780227";1;3400894023036;9402303;9402303;I000530;2023;05;569.7;9;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:52";="590780227";2;3400893690086;9369008;9369008;I000169;2023;06;488.85;2;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:52";="590780227";1;3400894023036;9402303;9402303;I000530;2023;06;569.72;9;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:52";="590780227";1;3400894250203;9425020;9425020;I000287;2023;06;8721.26;4;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:52";="590780227";2;3400894023036;9402303;9402303;I000286;2023;07;633;10;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:52";="590780227";1;3400894023036;9402303;9402303;I000530;2023;07;569.7;9;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894179832;9417983;9417983;I000371;2022;10;87.192;14;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894179832;9417983;9417983;I000371;2022;11;983.866;158;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400893318850;9331885;9331885;I000464;2022;12;537.597;1;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400893318911;9331891;9331891;I000464;2022;12;107.522;1;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894179832;9417983;9417983;I000371;2022;12;2590.432;416;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400892905198;9290519;9290519;I000382;2023;01;589.565;5;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400892905259;9290525;9290525;I000382;2023;01;1886.66;4;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400893318799;9331879;9331879;I000558;2023;01;268.798;1;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400893318850;9331885;9331885;I000558;2023;01;537.598;1;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894179832;9417983;9417983;I000371;2023;01;4204.992;704;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400892905198;9290519;9290519;I000382;2023;02;353.745;3;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400892905259;9290525;9290525;I000382;2023;02;943.32;2;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400893318799;9331879;9331879;I000458;2023;02;1343.99;5;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400893318850;9331885;9331885;I000458;2023;02;1612.794;3;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400893318911;9331891;9331891;I000458;2023;02;430.084;4;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894023036;9402303;9402303;I000286;2023;02;949.53;15;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894179832;9417983;9417983;I000371;2023;02;2884.959;483;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894351368;9435136;9435136;I000455;2023;02;11077.85;2;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400892905198;9290519;9290519;I000382;2023;03;353.745;3;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400892905259;9290525;9290525;I000382;2023;03;2358.3;5;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400893318850;9331885;9331885;I000458;2023;03;3225.588;6;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894179832;9417983;9417983;I000371;2023;03;4270.695;715;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894351368;9435136;9435136;I000455;2023;03;22155.7;4;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400892905198;9290519;9290519;I000382;2023;04;353.745;3;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400892905259;9290525;9290525;I000382;2023;04;943.32;2;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400893318799;9331879;9331879;I000558;2023;04;537.596;2;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400893318850;9331885;9331885;I000558;2023;04;1075.194;2;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894179832;9417983;9417983;I000371;2023;04;2807.31;470;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894274674;9427467;9427467;I000503;2023;04;418.08;4;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894335511;9433551;9433551;I000618;2023;04;2042;4;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894351368;9435136;9435136;I000455;2023;04;44311.4;8;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894405450;9440545;9440545;I000541;2023;04;3537.998;1.76;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";1;3400890011556;9001155;9001155;I000455;2023;05;8984.8;8;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400892905198;9290519;9290519;I000382;2023;05;353.748;3;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400892905259;9290525;9290525;I000382;2023;05;943.32;2;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";1;3400893126523;9312652;9312652;I000554;2023;05;1123.102;2;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400893318799;9331879;9331879;I000464;2023;05;268.798;1;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400893318850;9331885;9331885;I000458;2023;05;2150.388;4;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";1;3400893318850;9331885;9331885;I000646;2023;05;537.597;1;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400893318911;9331891;9331891;I000458;2023;05;107.522;1;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";1;3400893475966;9347596;9347596;I000028;2023;05;1123.1;2;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";1;3400893951125;9395112;9395112;I000069;2023;05;13477.2;6;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894023036;9402303;9402303;I000286;2023;05;443.114;7;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894179832;9417983;9417983;I000371;2023;05;1093.059;183;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894351368;9435136;9435136;I000455;2023;05;11077.85;2;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894405450;9440545;9440545;I000541;2023;05;6030.678;3;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894405511;9440551;9440551;I000541;2023;05;2331.701;4.833;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400893318799;9331879;9331879;I000464;2023;06;268.798;1;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400893318850;9331885;9331885;I000464;2023;06;537.596;1;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894179832;9417983;9417983;I000371;2023;06;483.813;81;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894197232;9419723;9419723;I000625;2023;06;10588.18;4;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894197232;9419723;9419723;I000630;2023;06;10588.18;4;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";1;3400894389798;9438979;9438979;I001003;2023;06;2017.197;0.813;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894405450;9440545;9440545;I000541;2023;06;10051.13;5;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894405511;9440551;9440551;I000541;2023;06;4020.29;8.333;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";1;3400893475966;9347596;9347596;I000280;2023;07;561.55;1;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";1;3400893476048;9347604;9347604;I000280;2023;07;4492.4;4;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";1;3400893476048;9347604;9347604;I000553;2023;07;6738.6;6;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";1;3400893606681;9360668;9360668;I000280;2023;07;280.775;1;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";1;3400893606681;9360668;9360668;I000546;2023;07;280.775;1;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";1;3400893606742;9360674;9360674;I000280;2023;07;1123.1;2;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";1;3400893606803;9360680;9360680;I000280;2023;07;5615.5;5;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";1;3400893606803;9360680;9360680;I000546;2023;07;4492.4;4;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894351368;9435136;9435136;I000455;2023;07;33233.55;6;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894405450;9440545;9440545;I000541;2023;07;16604.467;8.26;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:46:18";="800000044";2;3400894405511;9440551;9440551;I000541;2023;07;3839.37;7.958;2023.7;X800000044;05SEP23;17:44:11
