"champ";"statut";"annee";"periode";"date du resultat";"ipe";titre;nb;periode;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 13:41:56";="800000135";Performance Globale;0.6659401374;1;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:11:01";="590782165";Nombre  de journées;9853;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:01";="590782165";Nombre  de journées standardisées;9874.4315856;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:01";="590782165";Performance Globale;1.002175133;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:01";="590782165";Nombre  de journées;23758;1;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:01";="590782165";Nombre  de journées standardisées;24617.527097;1;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:01";="590782165";Performance Globale;1.0361784282;1;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:38:57";="620101360";Nombre  de journées;12986;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:57";="620101360";Nombre  de journées standardisées;12412.389412;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:57";="620101360";Performance Globale;0.9558285393;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:57";="620101360";Nombre  de journées;31870;1;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:57";="620101360";Nombre  de journées standardisées;30997.715038;1;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:38:57";="620101360";Performance Globale;0.9726299039;1;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:55:37";="590781662";Nombre  de journées;3952;0;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:37";="590781662";Nombre  de journées standardisées;4630.1567086;0;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:37";="590781662";Performance Globale;1.1715983574;0;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:37";="590781662";Nombre  de journées;10362;1;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:37";="590781662";Nombre  de journées standardisées;11532.741988;1;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:37";="590781662";Performance Globale;1.1129841717;1;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:04:21";="590781621";Nombre  de journées;3118;0;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:21";="590781621";Nombre  de journées standardisées;2883.2928184;0;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:21";="590781621";Performance Globale;0.9247250861;0;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:21";="590781621";Nombre  de journées;8212;1;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:21";="590781621";Nombre  de journées standardisées;7690.4985545;1;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:21";="590781621";Performance Globale;0.9364951966;1;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:19:13";="590052056";Nombre  de journées;2454;0;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:13";="590052056";Nombre  de journées standardisées;2724.6468759;0;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:13";="590052056";Performance Globale;1.1102880505;0;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:13";="590052056";Nombre  de journées;6187;1;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:13";="590052056";Nombre  de journées standardisées;6859.8967205;1;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:13";="590052056";Performance Globale;1.1087597738;1;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:33:45";="590781795";Nombre  de journées;2509;0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:45";="590781795";Nombre  de journées standardisées;1949.8476041;0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:45";="590781795";Performance Globale;0.7771413328;0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:45";="590781795";Nombre  de journées;5864;1;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:45";="590781795";Nombre  de journées standardisées;4431.331042;1;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:45";="590781795";Performance Globale;0.7556840113;1;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:42";="620100677";Nombre  de journées;2273;0;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:42";="620100677";Nombre  de journées standardisées;2643.2588605;0;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:42";="620100677";Performance Globale;1.1628943513;0;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:42";="620100677";Nombre  de journées;6018;1;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:42";="620100677";Nombre  de journées standardisées;7022.9315859;1;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:42";="620100677";Performance Globale;1.1669876347;1;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:37:13";="590781415";Nombre  de journées;21076;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:13";="590781415";Nombre  de journées standardisées;22979.248007;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:13";="590781415";Performance Globale;1.0903040428;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:13";="590781415";Nombre  de journées;48351;1;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:13";="590781415";Nombre  de journées standardisées;53292.263586;1;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:13";="590781415";Performance Globale;1.1021956854;1;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:13";="620103440";Nombre  de journées;19864;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:13";="620103440";Nombre  de journées standardisées;19866.384351;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:13";="620103440";Performance Globale;1.0001200338;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:13";="620103440";Nombre  de journées;49189;1;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:13";="620103440";Nombre  de journées standardisées;49711.342027;1;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:13";="620103440";Performance Globale;1.0106190821;1;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:13:17";="800000085";Nombre  de journées;2254;0;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:17";="800000085";Nombre  de journées standardisées;2197.9000898;0;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:17";="800000085";Performance Globale;0.9751109538;0;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:17";="800000085";Nombre  de journées;5937;1;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:17";="800000085";Nombre  de journées standardisées;5902.8901392;1;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:17";="800000085";Performance Globale;0.9942546975;1;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:46:15";="590780193";Nombre  de journées;83369;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:15";="590780193";Nombre  de journées standardisées;81762.377057;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:15";="590780193";Performance Globale;0.9807287728;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:15";="590780193";Nombre  de journées;204785;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:15";="590780193";Nombre  de journées standardisées;202956.67069;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:15";="590780193";Performance Globale;0.9910719569;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:24:47";="020004404";Nombre  de journées;8417;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:47";="020004404";Nombre  de journées standardisées;7688.1456645;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:47";="020004404";Performance Globale;0.9134068747;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:47";="020004404";Nombre  de journées;22316;1;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:47";="020004404";Nombre  de journées standardisées;20882.309029;1;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:47";="020004404";Performance Globale;0.9357550201;1;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:25:23";="590781605";Nombre  de journées;14379;0;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:23";="590781605";Nombre  de journées standardisées;13406.026396;0;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:23";="590781605";Performance Globale;0.9323337086;0;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:23";="590781605";Nombre  de journées;33408;1;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:23";="590781605";Nombre  de journées standardisées;31017.339344;1;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:23";="590781605";Performance Globale;0.9284404736;1;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:29:02";="590781811";Nombre  de journées;450;0;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:02";="590781811";Nombre  de journées standardisées;313.33129243;0;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:02";="590781811";Performance Globale;0.696291761;0;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:02";="590781811";Nombre  de journées;1123;1;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:02";="590781811";Nombre  de journées standardisées;791.49456022;1;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:02";="590781811";Performance Globale;0.7048037046;1;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:33:32";="800000093";Nombre  de journées;3233;0;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:32";="800000093";Nombre  de journées standardisées;3033.4956649;0;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:32";="800000093";Performance Globale;0.9382912666;0;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:32";="800000093";Nombre  de journées;6937;1;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:32";="800000093";Nombre  de journées standardisées;7036.2253816;1;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:32";="800000093";Performance Globale;1.0143037886;1;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:52:02";="600100713";Nombre  de journées;21505;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:02";="600100713";Nombre  de journées standardisées;19936.880097;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:02";="600100713";Performance Globale;0.9270811484;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:02";="600100713";Nombre  de journées;49849;1;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:02";="600100713";Nombre  de journées standardisées;46422.719833;1;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:02";="600100713";Performance Globale;0.9312668225;1;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:59:20";="020000048";Nombre  de journées;1715;0;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:20";="020000048";Nombre  de journées standardisées;1413.7082404;0;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:20";="020000048";Performance Globale;0.8243196737;0;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:20";="020000048";Nombre  de journées;4165;1;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:20";="020000048";Nombre  de journées standardisées;3401.2264897;1;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:20";="020000048";Performance Globale;0.8166210059;1;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:42:25";="590782215";Nombre  de journées;38438;0;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:25";="590782215";Nombre  de journées standardisées;44056.831018;0;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:25";="590782215";Performance Globale;1.1461790681;0;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:25";="590782215";Nombre  de journées;99816;1;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:25";="590782215";Nombre  de journées standardisées;112636.19461;1;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:25";="590782215";Performance Globale;1.1284382726;1;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 16:58:06";="620100685";Nombre  de journées;22965;0;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:06";="620100685";Nombre  de journées standardisées;23465.158439;0;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:06";="620100685";Performance Globale;1.0217791613;0;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:06";="620100685";Nombre  de journées;59916;1;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:06";="620100685";Nombre  de journées standardisées;60669.102958;1;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:06";="620100685";Performance Globale;1.012569313;1;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:53:33";="800000069";Nombre  de journées;2383;0;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:33";="800000069";Nombre  de journées standardisées;2521.4109301;0;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:33";="800000069";Performance Globale;1.0580826396;0;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:33";="800000069";Nombre  de journées;5265;1;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:33";="800000069";Nombre  de journées standardisées;5591.7651961;1;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:33";="800000069";Performance Globale;1.062063665;1;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 08:06:29";="020000071";Nombre  de journées;886;0;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:29";="020000071";Nombre  de journées standardisées;736.89927583;0;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:29";="020000071";Performance Globale;0.8317147583;0;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:29";="020000071";Nombre  de journées;2565;1;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:29";="020000071";Nombre  de journées standardisées;1929.5721933;1;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:29";="020000071";Performance Globale;0.7522698609;1;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:18:26";="600100721";Nombre  de journées;23379;0;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:26";="600100721";Nombre  de journées standardisées;21083.885204;0;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:26";="600100721";Performance Globale;0.9018300699;0;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:26";="600100721";Nombre  de journées;56208;1;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:26";="600100721";Nombre  de journées standardisées;51824.115668;1;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:26";="600100721";Performance Globale;0.9220060431;1;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:14:56";="620100057";Nombre  de journées;17445;0;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:56";="620100057";Nombre  de journées standardisées;17112.459338;0;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:56";="620100057";Performance Globale;0.9809377666;0;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:56";="620100057";Nombre  de journées;40373;1;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:56";="620100057";Nombre  de journées standardisées;41713.858709;1;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:56";="620100057";Performance Globale;1.033211768;1;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:21:07";="600101984";Nombre  de journées;20973;0;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:07";="600101984";Nombre  de journées standardisées;19146.13705;0;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:07";="600101984";Performance Globale;0.9128945335;0;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:07";="600101984";Nombre  de journées;51405;1;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:07";="600101984";Nombre  de journées standardisées;48372.802097;1;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:07";="600101984";Performance Globale;0.9410135609;1;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:07:38";="800000028";Nombre  de journées;16220;0;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:38";="800000028";Nombre  de journées standardisées;14943.175062;0;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:38";="800000028";Performance Globale;0.92128083;0;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:38";="800000028";Nombre  de journées;40424;1;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:38";="800000028";Nombre  de journées standardisées;39913.967434;1;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:38";="800000028";Performance Globale;0.9873829268;1;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 14:02:24";="590783239";Nombre  de journées;19195;0;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:24";="590783239";Nombre  de journées standardisées;18346.036434;0;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:24";="590783239";Performance Globale;0.9557716298;0;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:24";="590783239";Nombre  de journées;45654;1;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:24";="590783239";Nombre  de journées standardisées;46297.18968;1;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:24";="590783239";Performance Globale;1.0140883533;1;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 16:12:48";="590785374";Nombre  de journées;2698;0;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:48";="590785374";Nombre  de journées standardisées;2532.6565963;0;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:48";="590785374";Performance Globale;0.938716307;0;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:48";="590785374";Nombre  de journées;6141;1;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:48";="590785374";Nombre  de journées standardisées;5954.2595532;1;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:48";="590785374";Performance Globale;0.969591199;1;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:55:16";="020000063";Nombre  de journées;20487;0;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:16";="020000063";Nombre  de journées standardisées;20607.39412;0;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:16";="020000063";Performance Globale;1.0058766105;0;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:16";="020000063";Nombre  de journées;51585;1;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:16";="020000063";Nombre  de journées standardisées;53172.94149;1;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:16";="020000063";Performance Globale;1.0307830084;1;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 18:26:50";="590000188";Nombre  de journées;4269;0;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:50";="590000188";Nombre  de journées standardisées;5547.7595141;0;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:50";="590000188";Performance Globale;1.2995454472;0;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:50";="590000188";Nombre  de journées;10378;1;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:50";="590000188";Nombre  de journées standardisées;13294.497887;1;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:50";="590000188";Performance Globale;1.2810269693;1;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:54:06";="620103432";Nombre  de journées;8928;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:06";="620103432";Nombre  de journées standardisées;8852.7541713;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:06";="620103432";Performance Globale;0.9915719278;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:06";="620103432";Nombre  de journées;22680;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:06";="620103432";Nombre  de journées standardisées;23340.290124;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:06";="620103432";Performance Globale;1.0291133212;1;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 09:23:34";="590782637";Nombre  de journées;9773;0;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:34";="590782637";Nombre  de journées standardisées;10043.862818;0;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:34";="590782637";Performance Globale;1.0277154219;0;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:34";="590782637";Nombre  de journées;23765;1;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:34";="590782637";Nombre  de journées standardisées;24070.60519;1;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:34";="590782637";Performance Globale;1.0128594652;1;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 12:09:19";="590781803";Nombre  de journées;13616;0;2023.7;X590781803;05SEP23;12:09:07
