"champ";"statut";"annee";"periode";"date du resultat";"ipe";finessgeo;nb;mnt_br_val;rs_geo;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/04 11:00:17";="800000044";800017253;1;60.28;CHU AMIENS IOP;2023.7;X800000044;04SEP23;10:59:15
