"champ";"statut";"annee";"periode";"date du resultat";"ipe";couple;COUNT;PERCENT;pctcum;effcum;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/05 14:09:30";="590780193";04M032 / 04M053;1;100;100;1;2023.7;X590780193;05SEP23;14:08:27
