"champ";"statut";"annee";"periode";"date du resultat";"ipe";niveau;eff;effmars;mnt_ghs;nbj;nbXinf;nbjXinf;mnt_exinf;nbxinfmars;nbjXinfmars;mnt_exinfmars;ghs50;mnt_ghs50;nbXsup;nbjXsup;mnt_exh;nbXsupmars;nbjXsupmars;mnt_exhmars;nbsuppdia;nb_9615;mnt_9615;mnt_rdth;nb_rdth;nb_ant;nb_sej_ant;mnt_ant;nb_rap;nbrea;mnt_rea;nbrep;mnt_rep;nbsi;mnt_si;nbsc;mnt_sc;mnt_suppdia;nbnn1;mnt_nn1;nbnn2;mnt_nn2;nbnn3;mnt_nn3;mnt_po;nb_po;nbcaisson;mnt_caisson;mnt_rap;nbsdc;mnt_sdc;nb_supp_inno;mnt_supp_inno;nb_ctc;mnt_ctc;px_moy;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 08:43:30";="020000287";3;580;415;3092133.0186;6027;1;1;-1369.392375;1;1;-1369.392375;0;0;12;71;11172.007013;6;28;4207.364733;0;0;0;0;0;0;0;0;0;0;0;0;0;358;170894.18394;107;40403.319951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5712.4709261;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:30";="020000287";4;78;53;526746.79808;1111;0;0;0;0;0;0;0;0;1;13;4318.226406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;34638.194444;16;5942.032683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7328.7852771;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:30";="020000287";A;467;317;919780.72687;1484;5;5;-1953.92598;1;1;-390.576264;0;0;5;6;624.109641;3;3;330.538494;0;0;0;0;0;9;3;3872.135475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1974.9958159;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:30";="020000287";B;79;48;154112.69072;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;1636.092852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1971.5035896;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:30";="020000287";C;4;4;17828.451342;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4457.1128355;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:30";="020000287";E;15;13;9918.508906;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;661.23392707;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:30";="020000287";J;725;469;880452.65497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1214.4174551;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:30";="020000287";T;444;311;258652.59051;296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;7577.567443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;599.61747286;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:30";="020000287";Z;1578;1144;1075555.5483;1816;0;0;0;0;0;0;0;0;5;8;2715.691758;5;8;2715.691758;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2911.942098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;685.16044497;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 10:33:54";="590797353";1;3233;2332;4455662.9819;5278;1;2;-1161.093281;1;2;-1161.093281;0;0;50;196;36441.796817;48;186;34596.714269;0;2;2713.1170839;0;0;0;0;0;0;0;0;0;0;13;6032.9979879;112;41605.309648;0;119;41746.638412;3;1603.6169907;0;0;0;0;0;0;0;0;0;0;0;0;0;1418.07775;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:54";="590797353";2;1643;1193;6333513.083;9262;11;14;-13925.33928;5;7;-8330.006635;1;-1390.990251;51;277;43865.585582;42;245;38757.314778;0;5;6915.3273035;0;0;0;0;0;0;0;0;0;0;123;57165.155892;318;116696.65063;0;105;36147.887292;25;13363.474923;0;0;0;0;0;0;0;0;0;0;0;0;0;4012.3863877;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:54";="590797353";3;1497;1013;9115353.4942;17419;7;14;-10808.11403;5;11;-7887.629198;0;0;79;1044;187361.99254;47;730;128669.9511;0;4;5514.5905637;0;0;0;0;0;0;0;0;0;0;307;141202.36484;587;215642.05399;0;26;8576.9091073;31;16451.468993;0;0;0;0;14;4418.3720327;0;0;0;0;0;0;0;6468.7462473;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:54";="590797353";4;336;221;3412760.4762;5907;31;104;-67170.79707;19;63;-34791.7543;0;0;13;234;71746.513981;7;75;25111.923583;0;0;0;0;0;0;0;0;0;0;0;0;0;582;269647.10787;304;111773.30195;0;59;20549.392357;16;8433.3840397;0;0;0;0;2;631.19600466;0;0;0;0;0;0;0;11393.960046;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:54";="590797353";A;1737;1213;3348102.8377;7431;10;15;-6144.490172;8;11;-4624.32401;0;0;14;27;4265.6363904;11;22;3487.4339876;0;0;0;0;0;20;11;8214.1010197;0;0;0;0;0;0;0;0;0;0;667;233094.0801;549;289487.24561;0;0;0;0;0;0;0;0;0;0;0;0;0;2232.0203861;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:54";="590797353";B;351;260;868915.55521;2483;4;45;-2553.065163;3;40;-2141.617775;0;0;8;83;8989.5210367;8;83;8989.5210367;0;0;0;0;0;52;14;21398.682341;0;0;0;0;0;0;0;4;1510.9776068;0;416;144649.90586;507;264333.83643;0;0;0;0;0;0;0;0;0;0;0;0;0;3724.3459069;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:54";="590797353";C;50;37;193737.66219;521;0;0;0;0;0;0;0;0;4;40;12732.284565;3;37;11833.355094;0;0;0;0;0;57;6;23412.814137;0;0;0;0;0;0;0;0;0;0;80;28192.334166;70;36583.050408;0;0;0;0;0;0;0;0;0;0;0;0;0;5893.1629093;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:54";="590797353";D;1;1;7976.8067944;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7976.8067944;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:54";="590797353";E;22;18;14462.958542;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3021.9552135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;794.76880708;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:54";="590797353";J;4050;2837;4939048.7066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1219.5181991;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:54";="590797353";T;6445;4613;3212436.7811;1954;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;9451.7315959;0;0;0;0;0;0;0;0;0;0;6;2833.0683854;45;16352.599802;0;29;9990.5159025;1;534.53899691;0;0;0;0;0;0;0;0;0;0;0;0;0;504.51500944;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:54";="590797353";Z;10365;7525;7223466.9568;10598;3;4;-6167.124532;2;3;-4699.449675;0;0;84;1321;531089.84432;56;992;424590.69493;0;1;1400.7367399;0;0;0;0;0;0;0;0;0;0;31;13830.09083;41;15375.190335;0;30;10638.369599;2;1029.3313569;0;0;0;0;0;0;0;0;0;0;0;0;0;751.63177959;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:30:37";="590782421";1;4943;3597;10232985.604;10962;18;29;-16309.85926;12;18;-10381.24207;0;0;128;403;78526.906368;105;329;65328.460665;70;0;0;0;0;0;0;0;0;34;32438.487937;0;0;504;239987.8937;294;113098.1653;25622.901218;117;42375.695434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2174.5348563;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:37";="590782421";2;2464;1743;10324155.283;16040;11;16;-6853.61004;6;9;-3022.766409;0;0;86;373;63838.821309;58;253;46475.438217;196;0;0;0;0;0;0;0;0;62;59284.807421;0;0;1115;527402.74584;320;119801.16044;68748.565088;32;11721.617856;19;10438.994592;0;0;0;0;2;648.768744;0;0;0;0;0;0;0;4537.0077736;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:37";="590782421";3;2101;1458;12846198.626;23901;3;4;-3869.509449;3;4;-3869.509449;2;-8832.377853;113;928;155136.22518;73;669;114741.86069;258;12;17276.805468;0;0;0;0;0;0;493;464849.00482;0;0;1163;552461.83059;360;136772.35866;92031.486796;44;15607.432944;34;17533.275804;0;0;0;0;1;324.384372;0;0;0;0;0;0;0;6799.3762699;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:37";="590782421";4;878;593;8419392.1895;17817;26;63;-32158.04848;17;42;-23270.84011;0;0;62;1009;348467.26414;43;711;245175.02857;413;14;20156.273046;0;0;0;0;0;0;2385;2256278.6717;0;0;999;475045.0398;474;177882.44419;151028.40025;0;0;0;0;0;0;16327.416885;3;28;8482.693184;0;0;0;0;0;0;0;13486.221349;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:37";="590782421";A;2703;1980;5249725.1092;11625;13;14;-5556.012597;11;12;-4826.485443;0;0;87;248;28493.817095;66;190;22052.394117;0;0;0;0;0;68;30;28605.570132;0;0;0;0;0;1;485.323683;4;1553.043804;0;1014;364943.08369;562;303379.18091;0;0;0;0;0;0;0;0;0;0;0;0;0;2209.2597543;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:37";="590782421";B;719;500;1848132.3481;5557;1;13;-890.984562;1;13;-890.984562;0;0;34;183;17936.604833;23;140;13756.908282;0;0;0;0;0;102;57;42865.927074;0;2;1939.009488;0;0;9;4180.301662;4;1553.043804;0;741;265254.57067;1361;733742.40593;0;0;0;0;0;0;0;0;0;0;0;0;0;4053.8431529;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:37";="590782421";C;139;110;539606.80084;1424;0;0;0;0;0;0;0;0;8;26;5574.737784;5;16;3532.716603;0;0;0;0;0;93;15;39531.214503;0;1;969.504744;0;0;3;1455.971049;2;776.521902;0;142;51363.278848;321;174664.76237;0;0;0;0;0;0;0;0;0;0;0;0;0;5855.7035398;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:37";="590782421";D;27;20;150143.61503;292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;5;16694.397477;0;2;1939.009488;0;0;6;2911.942098;1;388.260951;0;16;5860.808928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6590.2975544;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:37";="590782421";E;73;42;42423.791546;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;7606.131278;0;0;10;4778.192236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;750.79609671;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:37";="590782421";J;3573;2484;4875883.4981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7427.402968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1366.725693;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:37";="590782421";T;7293;5132;4129519.0119;2208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;4;3878.018976;0;0;115;54724.076932;38;14453.757768;1831.983464;12;4282.319672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;577.08613311;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:37";="590782421";Z;16773;12185;9300662.1919;18868;3;7;-8325.50472;3;7;-8325.50472;1;-297.673077;70;812;331731.207;49;596;244072.5587;41;0;0;0;0;0;0;0;0;2;1789.102814;0;0;225;106308.61181;12;4659.131412;15280.884096;21;7380.772402;7;3760.980168;0;0;0;0;0;0;0;0;0;0;0;0;0;582.06341762;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:12:34";="800000051";1;112;90;298181.69944;806;4;6;-3358.858725;2;3;-1754.175345;0;0;2;18;3006.769401;1;3;497.461536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2659.1929475;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:34";="800000051";2;69;48;257691.02297;664;0;0;0;0;0;0;0;0;9;35;5831.050716;8;32;5479.864767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3819.1604881;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:34";="800000051";3;100;69;539527.28539;1179;1;1;-1369.392375;1;1;-1369.392375;0;0;6;45;5125.364387;2;25;2830.224579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5432.832574;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:34";="800000051";4;43;27;319697.28784;512;2;5;-1298.07873;2;5;-1298.07873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7404.63277;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:34";="800000051";E;3;2;2604.988546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;868.32951533;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:34";="800000051";T;144;94;96359.90819;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;669.1660291;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:34";="800000051";Z;64;45;137003.8262;361;0;0;0;0;0;0;0;0;8;73;27275.409422;6;71;26653.111485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2566.8630565;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 13:42:45";="800000135";1;19;10;68804.11976;215;0;0;0;0;0;0;0;0;3;8;1995.258564;3;8;1995.258564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3726.2830697;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:45";="800000135";2;31;24;166246.58777;526;1;2;-613.236172;0;0;0;0;0;8;63;8533.420984;7;47;7087.383576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5618.2829865;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:45";="800000135";3;41;25;227818.22264;680;0;0;0;0;0;0;0;0;3;63;5037.059676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5679.3971296;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:45";="800000135";4;21;15;153300.14295;427;1;1;-350.565143;0;0;0;0;0;2;13;4118.831574;2;13;4118.831574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7479.4480657;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:45";="800000135";E;1;1;869.555388;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;869.555388;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:45";="800000135";T;3;2;2212.871936;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;737.62397867;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:45";="800000135";Z;73;58;425251.5615;1714;0;0;0;0;0;0;0;0;51;988;386547.23767;40;862;340009.32693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11120.531495;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:12:10";="590782165";1;1387;1044;2502370.7183;2784;0;0;0;0;0;0;0;0;27;101;18756.258404;23;92;16686.831642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;8331.630063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1823.6904158;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:10";="590782165";2;878;621;3839245.0449;5793;1;1;-328.313388;1;1;-328.313388;0;0;27;134;22679.869377;19;103;17195.55903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;31923.555633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4434.5332079;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:10";="590782165";3;1114;779;6795860.4895;12776;1;2;-2061.610824;1;2;-2061.610824;0;0;49;354;52721.885098;32;219;33696.604344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;525;199244.57621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6324.7444704;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:10";="590782165";4;377;260;3377439.4609;6274;10;30;-20735.26166;10;30;-20735.26166;0;0;9;107;39073.38333;7;98;36183.781725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;482;182039.08609;0;0;0;0;0;0;0;0;0;5;1514.76664;0;0;0;0;0;0;0;9494.247839;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:10";="590782165";A;830;597;1630312.6747;3119;0;0;0;0;0;0;0;0;20;43;5079.018658;12;26;3276.268125;0;0;0;0;0;16;6;6883.7964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1978.6451684;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:10";="590782165";B;166;129;363954.61677;716;0;0;0;0;0;0;0;0;1;1;104.675902;0;0;0;0;0;0;0;0;5;3;2151.186375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2206.0872232;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:10";="590782165";C;17;14;58869.94127;114;0;0;0;0;0;0;0;0;1;3;321.497748;1;3;321.497748;0;0;0;0;0;3;1;1290.711825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3557.773579;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:10";="590782165";D;1;0;4412.488788;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;401.951859;0;0;0;0;0;0;0;2;716.490228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5530.930875;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:10";="590782165";E;11;9;23910.519586;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2717.826657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2420.7587494;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:10";="590782165";J;2088;1471;2641903.6141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1265.2795087;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:10";="590782165";T;2313;1661;1098225.39;602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3434.316885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;476.29040506;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:10";="590782165";Z;2159;1597;1413572.6823;2810;0;0;0;0;0;0;0;0;18;104;37129.064436;14;84;29846.469354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;5225.542455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;674.35261195;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:40:13";="620101360";1;2778;2016;5250500.1039;8771;15;24;-13382.94468;13;21;-11811.8449;1;-588.490422;108;270;48347.486486;81;205;35022.085956;0;0;0;0;0;0;0;0;0;23;21848.88909;0;0;155;73649.234391;46;17559.845376;0;38;13777.812424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1948.0604523;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:13";="620101360";2;1292;901;5282019.4313;9518;13;13;-6430.298478;7;7;-2298.193716;1;-2374.788217;68;316;52640.553667;44;213;37153.176216;0;0;0;0;0;0;0;0;0;94;90833.632588;0;0;370;176117.71139;153;57723.038631;0;10;3379.78802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4376.0906106;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:13";="620101360";3;1003;689;5775273.692;11495;1;2;-920.031216;1;2;-920.031216;0;0;47;301;42475.394114;29;162;22548.7431;0;0;0;0;0;0;0;0;0;299;284185.46484;0;0;350;165735.83638;415;157706.48925;0;23;8424.912834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6413.6408357;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:13";="620101360";4;323;238;2855685.1636;5498;9;26;-13013.20085;7;23;-11105.52409;0;0;11;65;21370.737218;9;60;19902.781353;0;0;0;0;0;0;0;0;0;704;666791.13901;0;0;84;39941.698838;256;97053.56817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11355.508068;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:13";="620101360";A;996;720;1971709.9399;3775;2;2;-781.152528;2;2;-781.152528;0;0;21;58;6165.468372;14;43;4539.967965;0;0;0;0;0;15;10;6283.846629;0;0;0;0;0;0;0;0;0;0;261;91809.330334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2083.5215188;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:13";="620101360";B;239;161;546989.12249;1127;0;0;0;0;0;0;0;0;2;14;1333.093924;1;12;1087.054488;0;0;0;0;0;23;11;9640.888581;0;0;0;0;0;0;0;0;0;0;86;30623.873552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2462.7070232;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:13";="620101360";C;33;25;121381.7488;196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;3872.135475;0;0;0;0;0;1;485.323683;0;0;0;21;7409.094158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4034.7970339;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:13";="620101360";D;5;3;20933.407456;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1205.855577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4427.8526066;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:13";="620101360";E;31;20;17120.267321;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5592.168453;0;0;2;970.647366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;763.97042387;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:13";="620101360";J;1666;1183;2102820.1628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1262.1969765;2023.7;X620101360;30AUG23;14:38:44
