"champ";"statut";"annee";"periode";"date du resultat";"ipe";code;code1;indication;qte;mnt_fact;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9402786;9402786;CATAL01;720;149215.2;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9407803;9407803;;56;322.16;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9407803;9407803;CRIFA01;4662;26836.32;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9410917;9410917;NISON02;1;59.78;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9417894;9417894;;10;292.2;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9417894;9417894;CDEXA01;436;13347.12;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9417894;9417894;I999999;39;1192.38;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9422808;9422808;;49;2201.96;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9422808;9422808;CVENE01;140;6341.6;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9422808;9422808;CVENE02;581;25719.24;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9422814;9422814;;14;83.6;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9422814;9422814;CVENE02;14;83.6;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9422820;9422820;;7;176.14;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9422820;9422820;CVENE02;7;176.14;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9422990;9422990;;2;1918.1;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9422990;9422990;CCHLO01;5;4828.25;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9425511;9425511;;240;250.4;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9425511;9425511;CETHO01;420;427.2;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9425511;9425511;NETHO01;800;842;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9428722;9428722;;4;2420.64;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9428722;9428722;CDUPI01;2;1210.32;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9428722;9428722;CDUPI04;52;31402.32;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9436420;9436420;CBURO04;5;39163.25;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9438181;9438181;CBURO04;10;52181;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9449411;9449411;;1;199.65;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9449411;9449411;NTACR02;26;5080.9;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9449411;9449411;NTACR03;9;1796.85;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9449411;9449411;NXXXX00;1;199.65;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:03";="590781415";9451307;9451307;NASCI04;60;4629;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 12:34:06";="020004404";9000788;9000788;;180;19573.2;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:06";="020004404";9000909;9000909;;180;1607.4;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:06";="020004404";9001172;9001172;;7;14565.88;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:06";="020004404";9002094;9002094;;3;851.7;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:06";="020004404";9002095;9002095;;4;1535.6;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:06";="020004404";9002096;9002096;;5;1919.5;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:06";="020004404";9002096;9002096;CSEMA01;4;1535.6;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:06";="020004404";9002097;9002097;;2;767.78;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:06";="020004404";9002097;9002097;CSEMA01;2;767.78;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:06";="020004404";9002098;9002098;;8;3071.2;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:06";="020004404";9002098;9002098;CSEMA01;2;767.8;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:06";="020004404";9330963;9330963;;280;1898.96;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:06";="020004404";9400391;9400391;;22;1796.96;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:06";="020004404";9407803;9407803;;624;3344.64;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:06";="020004404";9417894;9417894;;2;40.84;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:06";="020004404";9422990;9422990;;3;3204.47;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:06";="020004404";9425511;9425511;;1500;1290;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 14:49:58";="800000093";9000909;9000909;;180;1607.4;2023.7;X800000093;31AUG23;14:49:52
"mco";"dgf";"2023";"7";"2023/08/31 14:49:58";="800000093";9000999;9000999;;140;10344.6;2023.7;X800000093;31AUG23;14:49:52
"mco";"dgf";"2023";"7";"2023/08/31 14:49:58";="800000093";9299319;9299319;;5;285.9;2023.7;X800000093;31AUG23;14:49:52
"mco";"dgf";"2023";"7";"2023/08/31 14:49:58";="800000093";9407803;9407803;;896;4802.56;2023.7;X800000093;31AUG23;14:49:52
"mco";"dgf";"2023";"7";"2023/08/31 14:49:58";="800000093";9417894;9417894;;46;939.32;2023.7;X800000093;31AUG23;14:49:52
"mco";"dgf";"2023";"7";"2023/08/31 14:49:58";="800000093";9428722;9428722;;1;594.16;2023.7;X800000093;31AUG23;14:49:52
"mco";"dgf";"2023";"7";"2023/08/31 14:49:58";="800000093";9436561;9436561;;2;23624.92;2023.7;X800000093;31AUG23;14:49:52
"mco";"dgf";"2023";"7";"2023/08/31 14:49:58";="800000093";9436578;9436578;;16;37605.48;2023.7;X800000093;31AUG23;14:49:52
"mco";"dgf";"2023";"7";"2023/08/31 14:49:58";="800000093";9436584;9436584;;4;18899.92;2023.7;X800000093;31AUG23;14:49:52
"mco";"dgf";"2023";"7";"2023/09/01 10:58:19";="800000085";9000909;9000909;;210;1787.1;2023.7;X800000085;01SEP23;10:58:10
"mco";"dgf";"2023";"7";"2023/09/01 10:58:19";="800000085";9001657;9001657;;68;190927;2023.7;X800000085;01SEP23;10:58:10
"mco";"dgf";"2023";"7";"2023/09/01 10:58:19";="800000085";9002098;9002098;;13;4990.7;2023.7;X800000085;01SEP23;10:58:10
"mco";"dgf";"2023";"7";"2023/09/01 10:58:19";="800000085";9299319;9299319;;6;343.08;2023.7;X800000085;01SEP23;10:58:10
"mco";"dgf";"2023";"7";"2023/09/01 10:58:19";="800000085";9407803;9407803;;2800;15008;2023.7;X800000085;01SEP23;10:58:10
"mco";"dgf";"2023";"7";"2023/09/01 10:58:19";="800000085";9417894;9417894;;17;347.14;2023.7;X800000085;01SEP23;10:58:10
"mco";"dgf";"2023";"7";"2023/09/01 10:58:19";="800000085";9422808;9422808;;112;4932.48;2023.7;X800000085;01SEP23;10:58:10
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9000323;9000323;;120;3172.8;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9000525;9000525;;210;50517.6;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9000788;9000788;;300;32622;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9000893;9000893;;56;10025.68;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9000909;9000909;;600;5358;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9001172;9001172;;1;2080.84;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9001330;9001330;;60;14089.8;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9001858;9001858;;480;11179.2;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9002094;9002094;;39;14972.1;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9002095;9002095;;34;13052.6;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9002096;9002096;;45;17275.5;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9002097;9002097;;46;17659.4;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9002098;9002098;;207;79467.3;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9002286;9002286;;100;7604.4;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9293564;9293564;;900;1179;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9299319;9299319;;3;171.54;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9385929;9385929;;28;5615.4;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9400391;9400391;;118;9637.9;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9407648;9407648;;12;1823.74;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9407803;9407803;;4761;24894.56;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9417894;9417894;;64;1306.88;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9422990;9422990;;2;1896.1;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9425511;9425511;;3960;3405.6;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9436555;9436555;;8;66149.76;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9436561;9436561;;16;188999.36;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9436578;9436578;;102;240973.98;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:11";="620100057";9436584;9436584;;24;113399.52;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9000323;9000323;;120;3172.8;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9000525;9000525;;90;21650.4;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9000788;9000788;;600;65222.4;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9000909;9000909;;570;5090.1;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9000999;9000999;;336;24827.04;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9001458;9001458;;720;360;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9001858;9001858;;480;15096;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9002286;9002286;;120;9124.8;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9002400;9002400;;2;28.58;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9239607;9239607;;4;5520.52;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9262434;9262434;;112;1302.28;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9262440;9262440;;28;285.88;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9262457;9262457;;140;1071;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9262463;9262463;;140;1072.4;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9293564;9293564;;500;655;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9371040;9371040;;300;366;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9407803;9407803;;1568;8395.08;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9408866;9408866;;180;9536.4;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9415346;9415346;;31;4255.37;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9417894;9417894;;28;571.76;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9419775;9419775;;2;62.7;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9421944;9421944;;60;7133.4;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9422808;9422808;;560;24662.4;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9422814;9422814;;4;17.6;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9422820;9422820;;11;242.22;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9425511;9425511;;2100;1806;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:10";="800000028";9441935;9441935;;672;26156.48;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 17:22:35";="600101984";9000323;9000323;;420;11104.8;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:35";="600101984";9000324;9000324;;120;12694.8;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:35";="600101984";9000501;9000501;;88;2167.44;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:35";="600101984";9000525;9000525;;180;43300.8;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:35";="600101984";9000788;9000788;;540;58719.6;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:35";="600101984";9000909;9000909;;1200;10716;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:35";="600101984";9000999;9000999;;252;18620.28;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:35";="600101984";9001237;9001237;;60;426;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:35";="600101984";9001238;9001238;;360;853.2;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:35";="600101984";9001239;9001239;;360;28929.6;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:35";="600101984";9001858;9001858;;1200;33830.4;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:35";="600101984";9002821;9002821;;240;9564;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:35";="600101984";9299319;9299319;;11;628.98;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:35";="600101984";9330963;9330963;;84;505.68;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:35";="600101984";9400391;9400391;;12;980.16;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:35";="600101984";9407648;9407648;;13;1975.74;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:35";="600101984";9407803;9407803;;5502;29237.6;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:35";="600101984";9408866;9408866;;120;6357.6;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:35";="600101984";9417894;9417894;;36;735.12;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:35";="600101984";9422990;9422990;;6;5688.3;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:35";="600101984";9425511;9425511;;1800;1548;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:35";="600101984";9436561;9436561;;2;23624.92;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:35";="600101984";9453973;9453973;;140;842.8;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9000501;9000501;CTUCA01;88;2167.44;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9000788;9000788;CACAL01;240;26097.6;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9000788;9000788;CACAL02;120;13048.8;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9000788;9000788;NXXXX00;120;13048.8;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9000893;9000893;NIVAC01;56;10025.68;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9000909;9000909;;240;2143.2;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9000909;9000909;CCICL02;810;7233.3;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9000909;9000909;NCICL02;840;7501.2;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9000909;9000909;NCICL06;240;2143.2;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9000909;9000909;NXXXX00;30;267.9;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9000909;9000909;NXXXX01;120;1071.6;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9000999;9000999;CTUCA01;504;35402.64;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9000999;9000999;CTULA01;84;6206.76;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9000999;9000999;NXXXX00;84;6206.76;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9000999;9000999;NXXXX02;84;6206.76;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9001172;9001172;CFENF01;12;24970.08;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9001239;9001239;CVOXE01;180;14463;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9001330;9001330;NIVOS03;60;14089.8;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9001330;9001330;NIVOS04;60;14089.8;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9001488;9001488;CPRAL01;360;25113.6;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9001858;9001858;CSOTO01;1432;37272.88;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9001951;9001951;CPEGC01;64;217007.36;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9002069;9002069;CRIPR01;360;87807.6;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9002094;9002094;CSEMA01;1;383.9;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9002156;9002156;CAVAC01;180;7133.4;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9002292;9002292;CTEMO01;1;5320.43;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9002292;9002292;NTEMO01;3;15961.29;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9002292;9002292;NXXXX01;4;21281.72;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9002720;9002720;CMARI01;224;51060.8;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9293564;9293564;;200;262;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9293564;9293564;NSULT02;350;458.5;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9293564;9293564;NSULT07;750;982.5;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9299319;9299319;;1;57.18;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9299319;9299319;CURSO01;13;743.34;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9299319;9299319;NURSO02;1;57.18;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9299319;9299319;NURSO04;4;228.72;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9299319;9299319;NURSO09;1;57.18;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9299319;9299319;NXXXX01;4;228.72;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9330963;9330963;;56;408.24;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9385929;9385929;CIVAL01;28;5615.4;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9399995;9399995;CAMIK01;56;21584.08;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9402757;9402757;CATAL01;150;124236;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9402763;9402763;CATAL01;450;46588.5;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9402786;9402786;CATAL01;1950;403767;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9407648;9407648;CCAPT02;1;151.98;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9407803;9407803;CRIFA01;3696;19810.56;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9407803;9407803;NXXXX02;112;600.32;2023.7;X800000044;04SEP23;10:59:15
