"champ";"statut";"annee";"periode";"date du resultat";"ipe";code;code1;indication;qte;mnt_fact;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9408866;9408866;CLENV01;240;12715.2;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9408872;9408872;CLENV01;60;3178.8;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9415346;9415346;CCAPT03;2;274.54;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9417894;9417894;;194;3961.48;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9422808;9422808;CVENE01;596;26247.84;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9422808;9422808;CVENE02;956;42102.24;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9422814;9422814;CVENE01;56;246.4;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9422814;9422814;CVENE02;12;52.8;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9422820;9422820;CVENE01;7;154.14;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9422820;9422820;CVENE02;7;154.14;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9422990;9422990;;4;3792.2;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9422990;9422990;NXXXX02;3;3024.31;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9425511;9425511;;420;361.2;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9425511;9425511;NETHO01;1530;1315.8;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9428722;9428722;;1;594.16;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9428722;9428722;CDUPI04;4;2376.64;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9428722;9428722;CDUPI05;6;3564.96;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9436555;9436555;;4;33074.88;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9436561;9436561;;4;47249.84;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9436584;9436584;;12;56699.76;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9438057;9438057;;19;69407.57;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9441935;9441935;;112;4284;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9441935;9441935;COLAP04;896;34059.2;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:06";="800000044";9451023;9451023;CDUPI05;7;4159.12;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";9000788;9000788;;180;19639.2;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";9001172;9001172;;10;20576;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";9001239;9001239;;450;36272;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";9002094;9002094;;16;6494.4;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";9002095;9002095;;5;2029.5;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";9002096;9002096;;1;405.9;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";9002097;9002097;;6;2435.4;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";9002821;9002821;;120;4804;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";9407803;9407803;CRIFA01;4242;24431.12;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";9417894;9417894;;8;207.36;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";9417894;9417894;CDEXA01;16;414.72;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";9422990;9422990;;2;1940.1;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:02:45";="620103432";9422990;9422990;CCHLO01;6;5776.3;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";9000525;9000525;;300;72168;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";9000788;9000788;;180;19573.2;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";9000909;9000909;;90;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";9000909;9000909;NXXXX00;90;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";9000997;9000997;;448;38881.92;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";9001238;9001238;;240;568.8;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";9002094;9002094;;4;1535.6;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";9002095;9002095;;2;767.8;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";9002096;9002096;;3;1151.7;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";9002097;9002097;;2;767.8;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";9002098;9002098;;7;1535.6;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";9002286;9002286;;300;22815;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";9241076;9241076;;8;1083.76;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";9330963;9330963;;280;1756.72;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";9395388;9395388;;2;156.8;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";9400391;9400391;;8;653.44;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";9407648;9407648;;26;3951.48;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";9407803;9407803;;10726;56605.44;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";9417894;9417894;;25;510.5;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";9422990;9422990;;2;1896.1;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";9425511;9425511;;3500;3010;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";9436348;9436348;NXXXX00;180;130483.8;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:29:52";="590781803";9436584;9436584;;2;9448;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9000323;9000323;COSIL01;1080;28753.2;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9000324;9000324;COSIL01;660;69931.4;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9000525;9000525;;420;101299.2;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9000525;9000525;CBULE01;30;7238.8;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9000525;9000525;CBULE02;1080;260552.8;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9000788;9000788;CACAL01;360;39278.4;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9000788;9000788;CACAL02;540;58917.6;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9000893;9000893;;112;20094.24;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9000893;9000893;CIVAL01;168;30141.36;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9000893;9000893;RIVAC01;168;30141.36;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9000909;9000909;;330;3056.9;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9000909;9000909;NCICL02;240;2231.2;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9000909;9000909;NCICL06;4140;38349.6;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9000909;9000909;NXXXX01;210;1938.1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9000996;9000996;;168;14646.72;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9000996;9000996;CSELP01;728;63469.12;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9000997;9000997;;168;14646.72;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9000997;9000997;CSELP01;896;78071.84;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9001237;9001237;CCITR01;1080;8020;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9001238;9001238;CCITR01;1200;3130;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9001330;9001330;;60;14111.8;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9001330;9001330;NIVOS01;420;98782.6;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9001330;9001330;NIVOS03;240;56447.2;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9001330;9001330;NIVOS04;600;141118;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9001622;9001622;;46;54128.12;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9001622;9001622;CAVAL01;544;640509.68;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9001858;9001858;CSOTO01;3200;84618;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9001951;9001951;CPEGC01;109;370120.84;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9002094;9002094;CSEMA01;57;23136.3;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9002095;9002095;CSEMA01;44;17859.6;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9002096;9002096;CSEMA01;35;14206.5;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9002097;9002097;CSEMA01;40;16236;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9002098;9002098;CSEMA01;75;30442.5;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9002286;9002286;;360;27484.4;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9002286;9002286;CASCI01;2100;160454;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9002820;9002820;;120;4802.8;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9002821;9002821;;480;19211.2;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9268081;9268081;;3;1565.74;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9293564;9293564;;400;612;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9293564;9293564;CSULT01;1200;1792;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9293564;9293564;NSULT02;2150;3234.5;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9293564;9293564;NSULT03;700;1071;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9299319;9299319;;4;294.72;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9299319;9299319;CURSO01;51;3906.18;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9299319;9299319;NURSO04;3;215.54;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9345284;9345284;CPRIM01;28;450.68;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9385929;9385929;;56;11043.52;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9385929;9385929;CIVAL01;140;27608.8;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9385929;9385929;RIVAC01;28;5521.76;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9389732;9389732;;9;5233.89;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9389749;9389749;;19;21907.98;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9389755;9389755;;29;83348.45;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9399995;9399995;;28;10814.04;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9399995;9399995;CAMIK01;84;32442.12;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9400391;9400391;;30;2846.4;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9400391;9400391;CCLOB01;111;10540.48;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9407648;9407648;;15;2411.7;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9407648;9407648;CCAPT01;6;977.88;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9407648;9407648;CCAPT02;73;11776.54;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9407648;9407648;CCAPT03;12;1955.76;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9407648;9407648;CCAPT04;8;1303.84;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9407648;9407648;NXXXX00;3;499.94;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9407803;9407803;;2800;16108;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9407803;9407803;CRIFA01;12208;70164.88;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9407803;9407803;NXXXX02;168;966.48;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9408866;9408866;CLENV01;30;1611.4;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9415346;9415346;;6;889.62;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9415346;9415346;CCAPT03;2;296.54;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9415346;9415346;NXXXX02;2;296.54;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9417894;9417894;;337;7695.54;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9417894;9417894;CDEXA01;591;13388.22;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9422808;9422808;;2653;117520.12;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9422814;9422814;;140;814;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9422820;9422820;;98;2465.96;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9422990;9422990;;3;2910.15;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9425511;9425511;;700;413;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9425511;9425511;NETHO01;3400;3386;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9436414;9436414;;5;13127.75;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9436414;9436414;CBURO04;4;10480.2;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9436420;9436420;;10;78216.5;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9436420;9436420;CBURO04;6;46951.9;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9436555;9436555;;56;463488.32;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9436561;9436561;;186;2198547.56;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9436578;9436578;;46;109026.54;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9436584;9436584;;103;487068.94;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9438057;9438057;;7;25593.21;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9438181;9438181;CBURO04;1;5229.1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9442828;9442828;;210;134.1;2023.7;X590780193;05SEP23;14:38:10
"mco";"dgf";"2023";"7";"2023/09/05 14:39:54";="590780193";9453973;9453973;;1120;7182.4;2023.7;X590780193;05SEP23;14:38:10
