"champ";"statut";"annee";"periode";"date du resultat";"ipe";code;PU;nb;mnt_br;mnt_remb;nb_fides;mnt_br_fides;mnt_remb_fides;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 15:41:17";="590001749";SE1;85.78;719;59720.696506;49919.525174;0;0;0;2023.7;X590001749;29AUG23;15:40:58
"mco";"dgf";"2023";"7";"2023/08/29 15:41:17";="590001749";SE4;21.7;50;1052.9925;855.02991;0;0;0;2023.7;X590001749;29AUG23;15:40:58
"mco";"dgf";"2023";"7";"2023/08/29 15:41:17";="590001749";SE4;22.87;144;3188.883024;2648.5445116;0;0;0;2023.7;X590001749;29AUG23;15:40:58
"mco";"dgf";"2023";"7";"2023/08/29 15:58:14";="620025346";SE1;79.56;8;636.495944;541.0215524;0;0;0;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:14";="620025346";SE1;81.41;131;10350.654643;9244.4262554;0;0;0;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:14";="620025346";SE1;83.65;32;2676.884992;2359.0048992;0;0;0;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:14";="620025346";SE1;85.78;248;20599.071952;18356.431054;0;0;0;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:14";="620025346";SE2;65.14;21;1327.58577;1314.942096;0;0;0;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:14";="620025346";SE2;66.94;1;66.937728;66.937728;0;0;0;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:14";="620025346";SE2;68.64;60;3987.84672;3987.84672;0;0;0;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:14";="620025346";SE3;42.42;3;127.273779;127.273779;0;0;0;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:14";="620025346";SE3;43.41;29;1221.752745;1061.661006;0;0;0;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:14";="620025346";SE3;44.61;2;89.211296;80.2901664;0;0;0;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:14";="620025346";SE3;45.74;46;2037.341932;1798.1757052;0;0;0;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:14";="620025346";SE4;21.21;2;42.41482;42.41482;0;0;0;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:14";="620025346";SE4;21.7;16;336.9576;307.47381;0;0;0;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:14";="620025346";SE4;22.3;2;44.605648;44.605648;0;0;0;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:14";="620025346";SE4;22.87;31;686.495651;628.9185964;0;0;0;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:14";="620025346";SE6;287.29;2;574.574216;517.1167944;0;0;0;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:14";="620025346";SE6;293.96;16;4564.61088;4336.380336;0;0;0;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:14";="620025346";SE6;302.07;6;1812.4092;1510.341;0;0;0;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 15:58:14";="620025346";SE6;309.75;44;13196.9607;12567.105758;0;0;0;2023.7;X620025346;29AUG23;15:57:59
"mco";"dgf";"2023";"7";"2023/08/29 16:28:10";="620100651";SE1;81.41;223;18050.949749;16512.976452;0;0;0;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:10";="620100651";SE1;85.78;506;43200.678004;40144.187347;0;0;0;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:10";="620100651";SE2;65.14;46;2979.360292;2836.8691476;0;0;0;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:10";="620100651";SE2;68.64;103;7036.691376;6786.970813;0;0;0;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:10";="620100651";SE3;43.41;16.5;712.1822895;703.5497769;0;0;0;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:10";="620100651";SE3;45.74;32;1456.800704;1402.1706776;0;0;0;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:10";="620100651";SE4;21.7;42;906.20502;850.106614;0;0;0;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:10";="620100651";SE4;22.87;86;1957.575946;1811.8958756;0;0;0;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:10";="620100651";SE5;142.69;44.5;6313.5116815;5887.8816805;0;0;0;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:10";="620100651";SE5;150.36;112;16761.170496;15369.394732;0;0;0;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:10";="620100651";SE6;293.96;51;14906.505828;13912.738773;0;0;0;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/29 16:28:10";="620100651";SE6;309.75;166;51176.83305;47292.326445;0;0;0;2023.7;X620100651;29AUG23;16:27:45
"mco";"dgf";"2023";"7";"2023/08/30 08:07:15";="600100713";SE1;81.41;109;8823.109967;8207.9206482;0;0;0;2023.7;X600100713;30AUG23;8:06:51
"mco";"dgf";"2023";"7";"2023/08/30 08:07:15";="600100713";SE1;85.78;396;33809.226264;31401.599545;0;0;0;2023.7;X600100713;30AUG23;8:06:51
"mco";"dgf";"2023";"7";"2023/08/30 08:07:15";="600100713";SE2;65.14;31;2007.829762;1891.2460984;0;0;0;2023.7;X600100713;30AUG23;8:06:51
"mco";"dgf";"2023";"7";"2023/08/30 08:07:15";="600100713";SE2;68.64;137.5;9393.6414;8979.9590962;0;0;0;2023.7;X600100713;30AUG23;8:06:51
"mco";"dgf";"2023";"7";"2023/08/30 08:07:15";="600100713";SE3;43.41;25.5;1100.6453565;1005.6877179;0;0;0;2023.7;X600100713;30AUG23;8:06:51
"mco";"dgf";"2023";"7";"2023/08/30 08:07:15";="600100713";SE3;45.74;48;2185.201056;2030.4159812;0;0;0;2023.7;X600100713;30AUG23;8:06:51
"mco";"dgf";"2023";"7";"2023/08/30 08:07:15";="600100713";SE4;21.7;30;647.2893;617.082466;0;0;0;2023.7;X600100713;30AUG23;8:06:51
"mco";"dgf";"2023";"7";"2023/08/30 08:07:15";="600100713";SE4;22.87;77;1752.713347;1652.5582986;0;0;0;2023.7;X600100713;30AUG23;8:06:51
"mco";"dgf";"2023";"7";"2023/08/30 09:19:07";="590780284";SE1;79.56;29;2307.297797;1941.3126292;0;0;0;2023.7;X590780284;30AUG23;9:18:49
"mco";"dgf";"2023";"7";"2023/08/30 09:19:07";="590780284";SE1;81.41;201;15880.689405;14284.719624;0;0;0;2023.7;X590780284;30AUG23;9:18:49
"mco";"dgf";"2023";"7";"2023/08/30 09:19:07";="590780284";SE1;83.65;38;3178.800928;2710.3460544;0;0;0;2023.7;X590780284;30AUG23;9:18:49
"mco";"dgf";"2023";"7";"2023/08/30 09:19:07";="590780284";SE1;85.78;260;21595.80124;19137.20233;0;0;0;2023.7;X590780284;30AUG23;9:18:49
"mco";"dgf";"2023";"7";"2023/08/30 09:19:07";="590780284";SE2;63.66;5;318.30661;318.30661;0;0;0;2023.7;X590780284;30AUG23;9:18:49
"mco";"dgf";"2023";"7";"2023/08/30 09:19:07";="590780284";SE2;65.14;38;2402.29806;2389.654386;0;0;0;2023.7;X590780284;30AUG23;9:18:49
"mco";"dgf";"2023";"7";"2023/08/30 09:19:07";="590780284";SE2;66.94;8;535.501824;535.501824;0;0;0;2023.7;X590780284;30AUG23;9:18:49
"mco";"dgf";"2023";"7";"2023/08/30 09:19:07";="590780284";SE2;68.64;57;3788.454384;3628.9405152;0;0;0;2023.7;X590780284;30AUG23;9:18:49
"mco";"dgf";"2023";"7";"2023/08/30 09:19:07";="590780284";SE3;42.42;1;42.424593;33.9396744;0;0;0;2023.7;X590780284;30AUG23;9:18:49
"mco";"dgf";"2023";"7";"2023/08/30 09:19:07";="590780284";SE3;43.41;5;210.647025;176.943501;0;0;0;2023.7;X590780284;30AUG23;9:18:49
"mco";"dgf";"2023";"7";"2023/08/30 09:19:07";="590780284";SE3;44.61;2;89.211296;71.3690368;0;0;0;2023.7;X590780284;30AUG23;9:18:49
"mco";"dgf";"2023";"7";"2023/08/30 09:19:07";="590780284";SE3;45.74;6;265.740252;248.0242352;0;0;0;2023.7;X590780284;30AUG23;9:18:49
"mco";"dgf";"2023";"7";"2023/08/30 09:19:07";="590780284";SE6;287.29;1;287.287108;287.287108;0;0;0;2023.7;X590780284;30AUG23;9:18:49
"mco";"dgf";"2023";"7";"2023/08/30 09:19:07";="590780284";SE6;293.96;1;285.28818;228.230544;0;0;0;2023.7;X590780284;30AUG23;9:18:49
"mco";"dgf";"2023";"7";"2023/08/30 09:19:07";="590780284";SE6;309.75;2;599.86185;539.875665;0;0;0;2023.7;X590780284;30AUG23;9:18:49
"mco";"dgf";"2023";"7";"2023/08/30 09:19:07";="590780284";SE7;111;8;861.804;797.1687;0;0;0;2023.7;X590780284;30AUG23;9:18:49
"mco";"dgf";"2023";"7";"2023/08/30 09:19:07";="590780284";SE7;116.96;7;792.766576;747.4656288;0;0;0;2023.7;X590780284;30AUG23;9:18:49
"mco";"dgf";"2023";"7";"2023/08/30 10:38:14";="590780052";SE2;68.64;2;136.634784;109.3078272;0;0;0;2023.7;X590780052;30AUG23;10:38:03
"mco";"dgf";"2023";"7";"2023/08/30 10:38:14";="590780052";SE4;21.7;2;43.15262;43.15262;0;0;0;2023.7;X590780052;30AUG23;10:38:03
"mco";"dgf";"2023";"7";"2023/08/30 10:38:14";="590780052";SE4;22.87;8;182.100088;172.9950836;0;0;0;2023.7;X590780052;30AUG23;10:38:03
"mco";"dgf";"2023";"7";"2023/08/30 10:39:30";="590797353";SE1;79.56;10;795.61993;684.2331398;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:30";="590797353";SE1;81.41;87;6873.731235;5815.018608;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:30";="590797353";SE1;83.65;32;2676.884992;2241.8911808;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:30";="590797353";SE1;85.78;154;12791.359196;10880.961394;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:30";="590797353";SE2;63.66;14;891.258508;776.6681284;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:30";="590797353";SE2;65.14;255;16120.68435;14957.466342;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:30";="590797353";SE2;66.94;56;3748.512768;3279.948672;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:30";="590797353";SE2;68.64;568;37751.615616;34840.48751;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:30";="590797353";SE3;43.41;5;210.647025;185.369382;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:30";="590797353";SE3;44.61;3;133.816944;124.8958144;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:30";="590797353";SE3;45.74;8;354.320336;345.4623276;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:30";="590797353";SE4;21.21;3;63.62223;59.380748;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:30";="590797353";SE4;21.7;51.5;1084.582275;1012.978785;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:30";="590797353";SE4;22.3;12;267.633888;245.331064;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:30";="590797353";SE4;22.87;204;4517.584284;4127.8319144;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 10:39:30";="590797353";SE7;116.96;5;566.26184;475.6599456;0;0;0;2023.7;X590797353;30AUG23;10:39:02
"mco";"dgf";"2023";"7";"2023/08/30 14:08:21";="620101360";SE1;81.41;75;6070.947225;5358.6227506;0;0;0;2023.7;X620101360;30AUG23;14:08:01
"mco";"dgf";"2023";"7";"2023/08/30 14:08:21";="620101360";SE1;85.78;189;16136.221626;14148.196433;0;0;0;2023.7;X620101360;30AUG23;14:08:01
"mco";"dgf";"2023";"7";"2023/08/30 14:08:21";="620101360";SE2;65.14;62;4015.659524;3856.581115;0;0;0;2023.7;X620101360;30AUG23;14:08:01
"mco";"dgf";"2023";"7";"2023/08/30 14:08:21";="620101360";SE2;68.64;136.5;9325.324008;9011.0640048;0;0;0;2023.7;X620101360;30AUG23;14:08:01
"mco";"dgf";"2023";"7";"2023/08/30 14:08:21";="620101360";SE3;43.41;16;690.601008;630.1734198;0;0;0;2023.7;X620101360;30AUG23;14:08:01
"mco";"dgf";"2023";"7";"2023/08/30 14:08:21";="620101360";SE3;45.74;47;2139.676034;1948.4709416;0;0;0;2023.7;X620101360;30AUG23;14:08:01
"mco";"dgf";"2023";"7";"2023/08/30 14:08:21";="620101360";SE4;21.7;46;992.51026;910.520282;0;0;0;2023.7;X620101360;30AUG23;14:08:01
"mco";"dgf";"2023";"7";"2023/08/30 14:08:21";="620101360";SE4;22.87;102;2321.776122;2144.2285362;0;0;0;2023.7;X620101360;30AUG23;14:08:01
"mco";"dgf";"2023";"7";"2023/08/30 14:08:21";="620101360";SE7;116.96;1;116.410288;116.410288;0;0;0;2023.7;X620101360;30AUG23;14:08:01
"mco";"dgf";"2023";"7";"2023/08/30 14:17:46";="590782165";SE1;81.41;158;12789.462154;11300.056435;0;0;0;2023.7;X590782165;30AUG23;14:17:25
"mco";"dgf";"2023";"7";"2023/08/30 14:17:46";="590782165";SE1;85.78;411;35089.878774;30786.88634;0;0;0;2023.7;X590782165;30AUG23;14:17:25
"mco";"dgf";"2023";"7";"2023/08/30 14:17:46";="590782165";SE2;65.14;5;323.84351;272.0285484;0;0;0;2023.7;X590782165;30AUG23;14:17:25
"mco";"dgf";"2023";"7";"2023/08/30 14:17:46";="590782165";SE2;68.64;14;956.443488;819.808704;0;0;0;2023.7;X590782165;30AUG23;14:17:25
"mco";"dgf";"2023";"7";"2023/08/30 14:17:46";="590782165";SE3;43.41;24;1035.901512;940.9438734;0;0;0;2023.7;X590782165;30AUG23;14:17:25
"mco";"dgf";"2023";"7";"2023/08/30 14:17:46";="590782165";SE3;45.74;40;1821.00088;1556.9557524;0;0;0;2023.7;X590782165;30AUG23;14:17:25
"mco";"dgf";"2023";"7";"2023/08/30 14:17:46";="590782165";SE4;21.7;57;1229.84967;1121.96812;0;0;0;2023.7;X590782165;30AUG23;14:17:25
"mco";"dgf";"2023";"7";"2023/08/30 14:17:46";="590782165";SE4;22.87;166;3778.576826;3400.7191434;0;0;0;2023.7;X590782165;30AUG23;14:17:25
"mco";"dgf";"2023";"7";"2023/08/30 15:23:00";="590052056";SE1;79.56;1;79.561993;63.6495944;0;0;0;2023.7;X590052056;30AUG23;15:22:42
"mco";"dgf";"2023";"7";"2023/08/30 15:23:00";="590052056";SE1;81.41;127;10034.067435;8769.932955;0;0;0;2023.7;X590052056;30AUG23;15:22:42
"mco";"dgf";"2023";"7";"2023/08/30 15:23:00";="590052056";SE1;83.65;18;1505.747808;1338.442496;0;0;0;2023.7;X590052056;30AUG23;15:22:42
"mco";"dgf";"2023";"7";"2023/08/30 15:23:00";="590052056";SE1;85.78;277;23007.834398;20524.317255;0;0;0;2023.7;X590052056;30AUG23;15:22:42
"mco";"dgf";"2023";"7";"2023/08/30 15:23:00";="590052056";SE2;65.14;110;6954.0207;6321.837;0;0;0;2023.7;X590052056;30AUG23;15:22:42
"mco";"dgf";"2023";"7";"2023/08/30 15:23:00";="590052056";SE2;66.94;7;468.564096;468.564096;0;0;0;2023.7;X590052056;30AUG23;15:22:42
"mco";"dgf";"2023";"7";"2023/08/30 15:23:00";="590052056";SE2;68.64;295;19606.91304;17971.895885;0;0;0;2023.7;X590052056;30AUG23;15:22:42
"mco";"dgf";"2023";"7";"2023/08/30 15:23:00";="590052056";SE3;43.41;20;842.5881;707.774004;0;0;0;2023.7;X590052056;30AUG23;15:22:42
"mco";"dgf";"2023";"7";"2023/08/30 15:23:00";="590052056";SE3;45.74;37;1638.731554;1355.2752852;0;0;0;2023.7;X590052056;30AUG23;15:22:42
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";SE1;81.41;201;16270.138563;15153.084274;0;0;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";SE1;85.78;460;39273.34364;36848.641554;0;0;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";SE2;65.14;816;52851.260832;51659.516715;0;0;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";SE2;68.64;1828;124884.19258;121706.70968;0;0;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";SE3;43.41;46.5;2007.0591795;1795.5626208;0;0;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";SE3;45.74;68.5;3118.464007;2895.3913992;0;0;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";SE4;21.7;15;323.64465;323.64465;0;0;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";SE4;22.87;22;500.775242;459.8027222;0;0;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";SE5;142.69;33;4681.930011;4426.5520104;0;0;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";SE5;150.36;57.5;8605.06521;7856.79867;0;0;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";SE6;293.96;143;41796.673204;38640.001382;0;0;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";SE6;309.75;266;82006.25055;74853.82569;0;0;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";SE7;111;12;1324.4076;1302.33414;0;0;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 15:54:22";="620100685";SE7;116.96;47;5471.283536;5285.0270752;0;0;0;2023.7;X620100685;30AUG23;15:53:57
"mco";"dgf";"2023";"7";"2023/08/30 16:30:23";="620103440";SE1;81.41;287.5;23271.964362;21814.937028;0;0;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:23";="620103440";SE1;85.78;865.5;73893.649827;68514.909285;0;0;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:23";="620103440";SE2;65.14;633;40998.588366;40286.132644;0;0;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:23";="620103440";SE2;68.64;1623;110879.12722;108535.84067;0;0;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:23";="620103440";SE3;43.41;55;2373.940965;2158.12815;0;0;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:23";="620103440";SE3;45.74;107.5;4893.939865;4406.8221296;0;0;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:23";="620103440";SE4;21.7;2;43.15262;38.837358;0;0;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:23";="620103440";SE4;22.87;10;227.62511;213.9676034;0;0;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:23";="620103440";SE5;142.69;14;1986.273338;1816.0213376;0;0;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:23";="620103440";SE5;150.36;48;7183.358784;6584.745552;0;0;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:23";="620103440";SE6;293.96;25;7307.1107;6780.9987296;0;0;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:23";="620103440";SE6;309.75;65;20039.121375;18066.038655;0;0;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:23";="620103440";SE7;111;5;551.8365;529.76304;0;0;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 16:30:23";="620103440";SE7;116.96;3;349.230864;325.9488064;0;0;0;2023.7;X620103440;30AUG23;16:29:46
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";SE1;81.41;287;23231.491381;20884.058454;0;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";SE1;85.78;646.5;55196.123181;49228.282484;0;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";SE2;65.14;61;3950.890822;3730.6772352;0;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";SE2;68.64;169;11545.639248;10958.109677;0;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";SE3;43.41;21.5;927.9951045;815.7724407;0;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";SE3;45.74;54.5;2481.113699;2112.3610208;0;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";SE4;21.7;132;2848.07292;2653.88613;0;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";SE4;22.87;291.5;6635.2719565;6125.3917101;0;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";SE5;142.69;20;2837.53334;2553.780006;0;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";SE5;150.36;53;7931.625324;7183.358784;0;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";SE6;293.96;22;6430.257416;5670.3179032;0;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";SE6;309.75;49;15106.414575;13503.284865;0;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";SE7;111;6;662.2038;640.13034;0;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 17:55:27";="600100721";SE7;116.96;12;1396.923456;1327.0772832;0;0;0;2023.7;X600100721;30AUG23;17:55:00
"mco";"dgf";"2023";"7";"2023/08/30 21:29:32";="590000188";SE1;81.41;30;2370.25215;2354.450469;0;0;0;2023.7;X590000188;30AUG23;21:29:16
"mco";"dgf";"2023";"7";"2023/08/30 21:29:32";="590000188";SE1;85.78;95;7890.77353;7807.712756;0;0;0;2023.7;X590000188;30AUG23;21:29:16
"mco";"dgf";"2023";"7";"2023/08/30 21:29:32";="590000188";SE2;65.14;92;5816.09004;5803.446366;0;0;0;2023.7;X590000188;30AUG23;21:29:16
"mco";"dgf";"2023";"7";"2023/08/30 21:29:32";="590000188";SE2;68.64;217;14422.712304;14303.076902;0;0;0;2023.7;X590000188;30AUG23;21:29:16
"mco";"dgf";"2023";"7";"2023/08/30 21:29:32";="590000188";SE3;43.41;4;168.51762;168.51762;0;0;0;2023.7;X590000188;30AUG23;21:29:16
"mco";"dgf";"2023";"7";"2023/08/30 21:29:32";="590000188";SE3;45.74;2;88.580084;88.580084;0;0;0;2023.7;X590000188;30AUG23;21:29:16
"mco";"dgf";"2023";"7";"2023/08/31 09:35:25";="590783239";SE1;81.41;119;9632.569597;9082.1370486;0;0;0;2023.7;X590783239;31AUG23;9:35:03
"mco";"dgf";"2023";"7";"2023/08/31 09:35:25";="590783239";SE1;85.78;266;22710.237844;21480.811434;0;0;0;2023.7;X590783239;31AUG23;9:35:03
"mco";"dgf";"2023";"7";"2023/08/31 09:35:25";="590783239";SE2;65.14;255;16516.01901;16321.712904;0;0;0;2023.7;X590783239;31AUG23;9:35:03
"mco";"dgf";"2023";"7";"2023/08/31 09:35:25";="590783239";SE2;68.64;651;44474.622192;43900.756099;0;0;0;2023.7;X590783239;31AUG23;9:35:03
"mco";"dgf";"2023";"7";"2023/08/31 09:35:25";="590783239";SE3;43.41;13;561.113319;517.950756;0;0;0;2023.7;X590783239;31AUG23;9:35:03
"mco";"dgf";"2023";"7";"2023/08/31 09:35:25";="590783239";SE3;45.74;27.5;1251.938105;1156.3355588;0;0;0;2023.7;X590783239;31AUG23;9:35:03
"mco";"dgf";"2023";"7";"2023/08/31 09:35:25";="590783239";SE6;293.96;4;1169.137712;1169.137712;0;0;0;2023.7;X590783239;31AUG23;9:35:03
"mco";"dgf";"2023";"7";"2023/08/31 09:35:25";="590783239";SE6;309.75;12;3699.5301;3452.89476;0;0;0;2023.7;X590783239;31AUG23;9:35:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:41";="590782215";SE1;81.41;469;37963.656647;34783.50022;0;0;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:41";="590782215";SE1;85.78;551;47042.635534;43508.034606;0;0;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:41";="590782215";SE2;65.14;484;31348.051768;30700.364748;0;0;0;2023.7;X590782215;31AUG23;9:47:03
