"champ";"statut";"annee";"periode";"date du resultat";"ipe";nba;mnt_bra;mnt_tot_ama;raca;nbb;mnt_brb;mnt_tot_amb;racb;nb;mnt_tot_am;rac;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/05 14:09:34";="590780193";1287;3370414.4416;3139660.3215;854894.85;1287;3370414.4416;3139660.3215;854894.85;0;7.4505806E-9;-1.97906E-9;2023.7;X590780193;05SEP23;14:08:27
