"champ";"statut";"annee";"periode";"date du resultat";"ipe";ghm;dstot0;dstot1;dstot2;dstots2;duree;pct0;pct1;pct2;pcts2;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 10:37:15";="590781415";08C611;2;0;1;4;7;28.571428571;0;14.285714286;57.142857143;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:15";="590781415";09C271;2;1;0;0;3;66.666666667;33.333333333;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:15";="590781415";11C061;1;0;0;0;1;100;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:15";="590781415";12C051;1;2;0;1;4;25;50;0;25;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:15";="590781415";13C031;2;11;4;0;17;11.764705882;64.705882353;23.529411765;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:16";="620103440";04C031;3;0;0;0;3;100;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:16";="620103440";06C091;1;5;10;4;20;5;25;50;20;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:16";="620103440";06C151;3;2;2;1;8;37.5;25;25;12.5;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:16";="620103440";06C221;1;0;0;3;4;25;0;0;75;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:16";="620103440";07C121;1;0;2;1;4;25;0;50;25;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:16";="620103440";07C131;11;1;4;5;21;52.380952381;4.7619047619;19.047619048;23.80952381;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:16";="620103440";08C271;1;1;18;14;34;2.9411764706;2.9411764706;52.941176471;41.176470588;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:16";="620103440";08C331;2;2;0;1;5;40;40;0;20;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:16";="620103440";09C191;1;1;3;5;10;10;10;30;50;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:16";="620103440";09C211;36;19;46;3;104;34.615384615;18.269230769;44.230769231;2.8846153846;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:16";="620103440";09C331;2;3;1;1;7;28.571428571;42.857142857;14.285714286;14.285714286;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:16";="620103440";10C091;1;0;0;0;1;100;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:16";="620103440";10C101;2;4;20;4;30;6.6666666667;13.333333333;66.666666667;13.333333333;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:16";="620103440";12C051;1;0;2;0;3;33.333333333;0;66.666666667;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:16";="620103440";13C051;3;0;0;0;3;100;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:16";="620103440";17C071;2;4;4;1;11;18.181818182;36.363636364;36.363636364;9.0909090909;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:16";="620103440";22C031;1;1;0;0;2;50;50;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";01C041;1;2;37;286;326;0.3067484663;0.6134969325;11.349693252;87.73006135;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";03C261;3;8;9;9;29;10.344827586;27.586206897;31.034482759;31.034482759;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";04C031;8;4;11;11;34;23.529411765;11.764705882;32.352941176;32.352941176;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";06C071;2;15;7;38;62;3.2258064516;24.193548387;11.290322581;61.290322581;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";06C091;12;36;22;10;80;15;45;27.5;12.5;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";06C151;38;14;18;1;71;53.521126761;19.718309859;25.352112676;1.4084507042;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";06C211;2;0;4;1;7;28.571428571;0;57.142857143;14.285714286;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";07C061;2;0;2;1;5;40;0;40;20;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";07C121;1;0;0;0;1;100;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";07C131;2;6;20;11;39;5.1282051282;15.384615385;51.282051282;28.205128205;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";08C041;4;4;6;11;25;16;16;24;44;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";08C271;28;23;76;52;179;15.642458101;12.849162011;42.458100559;29.05027933;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";08C311;6;14;6;3;29;20.689655172;48.275862069;20.689655172;10.344827586;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";08C331;22;17;14;19;72;30.555555556;23.611111111;19.444444444;26.388888889;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";08C501;6;1;5;14;26;23.076923077;3.8461538462;19.230769231;53.846153846;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";08C611;1;0;0;12;13;7.6923076923;0;0;92.307692308;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";09C211;33;101;27;32;193;17.098445596;52.331606218;13.989637306;16.580310881;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";09C271;3;1;2;2;8;37.5;12.5;25;25;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";09C331;9;0;1;3;13;69.230769231;0;7.6923076923;23.076923077;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";11C061;9;0;0;1;10;90;0;0;10;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";12C051;14;2;2;0;18;77.777777778;11.111111111;11.111111111;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";13C031;38;4;49;16;107;35.514018692;3.738317757;45.794392523;14.953271028;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";13C051;20;3;1;3;27;74.074074074;11.111111111;3.7037037037;11.111111111;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";13C141;6;2;9;7;24;25;8.3333333333;37.5;29.166666667;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";13C151;1;1;1;6;9;11.111111111;11.111111111;11.111111111;66.666666667;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";13C181;3;1;6;12;22;13.636363636;4.5454545455;27.272727273;54.545454545;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";17C061;2;0;2;8;12;16.666666667;0;16.666666667;66.666666667;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";17C071;2;1;12;7;22;9.0909090909;4.5454545455;54.545454545;31.818181818;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";19C021;13;13;13;23;62;20.967741935;20.967741935;20.967741935;37.096774194;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";22C031;38;3;1;0;42;90.476190476;7.1428571429;2.380952381;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:18";="590780193";27C031;1;0;0;0;1;100;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:24:52";="020004404";06C091;2;8;16;5;31;6.4516129032;25.806451613;51.612903226;16.129032258;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:52";="020004404";06C151;1;0;0;1;2;50;0;0;50;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:52";="020004404";08C311;2;1;0;0;3;66.666666667;33.333333333;0;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:52";="020004404";08C331;2;0;0;0;2;100;0;0;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:52";="020004404";12C051;1;0;0;0;1;100;0;0;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:25:25";="590781605";04C031;2;0;0;0;2;100;0;0;0;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:25";="590781605";06C151;2;0;2;1;5;40;0;40;20;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:25";="590781605";07C131;3;1;4;3;11;27.272727273;9.0909090909;36.363636364;27.272727273;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:25";="590781605";08C221;1;1;3;3;8;12.5;12.5;37.5;37.5;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:25";="590781605";08C311;1;2;1;1;5;20;40;20;20;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:25";="590781605";08C531;1;1;0;2;4;25;25;0;50;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:25";="590781605";09C271;2;0;0;0;2;100;0;0;0;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:25";="590781605";09C331;1;0;0;0;1;100;0;0;0;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:25";="590781605";12C051;1;0;0;0;1;100;0;0;0;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:33:34";="800000093";07C131;1;0;0;1;2;50;0;0;50;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:34";="800000093";08C251;1;1;0;0;2;50;50;0;0;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:34";="800000093";09C271;1;0;0;0;1;100;0;0;0;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:52:04";="600100713";07C131;6;1;10;5;22;27.272727273;4.5454545455;45.454545455;22.727272727;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:04";="600100713";08C311;1;1;1;2;5;20;20;20;40;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:04";="600100713";08C331;1;2;0;0;3;33.333333333;66.666666667;0;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:04";="600100713";08C531;1;0;2;2;5;20;0;40;40;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:04";="600100713";09C211;6;3;1;0;10;60;30;10;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:04";="600100713";10C101;2;5;1;2;10;20;50;10;20;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:04";="600100713";13C051;1;2;0;1;4;25;50;0;25;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";04C031;8;1;0;1;10;80;10;0;10;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";05C101;1;0;0;2;3;33.333333333;0;0;66.666666667;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";05C111;1;0;0;1;2;50;0;0;50;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";05C201;3;0;0;0;3;100;0;0;0;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";06C151;2;1;1;1;5;40;20;20;20;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";07C131;6;3;3;3;15;40;20;20;20;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";08C041;1;1;1;7;10;10;10;10;70;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";08C221;1;2;7;2;12;8.3333333333;16.666666667;58.333333333;16.666666667;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";08C251;1;14;7;1;23;4.347826087;60.869565217;30.434782609;4.347826087;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";08C331;28;23;17;1;69;40.579710145;33.333333333;24.637681159;1.4492753623;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";08C481;3;105;69;16;193;1.5544041451;54.404145078;35.751295337;8.2901554404;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";08C501;1;1;0;0;2;50;50;0;0;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";08C531;1;1;1;4;7;14.285714286;14.285714286;14.285714286;57.142857143;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";08C551;1;0;0;1;2;50;0;0;50;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";09C191;1;5;15;26;47;2.1276595745;10.638297872;31.914893617;55.319148936;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";09C211;28;65;5;3;101;27.722772277;64.356435644;4.9504950495;2.9702970297;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";09C331;4;1;0;2;7;57.142857143;14.285714286;0;28.571428571;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";10C101;1;20;7;1;29;3.4482758621;68.965517241;24.137931034;3.4482758621;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";10C131;3;22;30;1;56;5.3571428571;39.285714286;53.571428571;1.7857142857;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";11C061;3;0;1;0;4;75;0;25;0;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";13C051;13;4;3;2;22;59.090909091;18.181818182;13.636363636;9.0909090909;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";13C181;1;1;0;0;2;50;50;0;0;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";17C061;1;0;0;0;1;100;0;0;0;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";17C071;2;2;1;5;10;20;20;10;50;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:28";="590782215";22C031;1;0;0;0;1;100;0;0;0;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 16:58:09";="620100685";03C261;1;1;0;5;7;14.285714286;14.285714286;0;71.428571429;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:09";="620100685";06C081;1;1;10;12;24;4.1666666667;4.1666666667;41.666666667;50;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:09";="620100685";07C101;1;0;0;1;2;50;0;0;50;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:09";="620100685";07C121;2;1;0;1;4;50;25;0;25;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:09";="620100685";07C131;2;1;2;3;8;25;12.5;25;37.5;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:09";="620100685";08C041;4;4;3;5;16;25;25;18.75;31.25;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:09";="620100685";08C251;1;2;0;8;11;9.0909090909;18.181818182;0;72.727272727;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:09";="620100685";08C311;9;12;1;3;25;36;48;4;12;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:09";="620100685";08C331;6;2;0;0;8;75;25;0;0;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:09";="620100685";09C091;1;0;0;0;1;100;0;0;0;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:09";="620100685";09C211;2;2;0;0;4;50;50;0;0;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:09";="620100685";09C271;1;0;2;2;5;20;0;40;40;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:09";="620100685";09C331;2;0;0;0;2;100;0;0;0;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:09";="620100685";11C061;1;0;0;0;1;100;0;0;0;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:09";="620100685";13C031;19;29;4;1;53;35.849056604;54.716981132;7.5471698113;1.8867924528;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:09";="620100685";13C051;3;0;0;1;4;75;0;0;25;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:09";="620100685";17C071;1;0;0;3;4;25;0;0;75;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:09";="620100685";19C021;1;0;0;0;1;100;0;0;0;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/09/01 09:18:28";="600100721";06C041;1;0;3;5;9;11.111111111;0;33.333333333;55.555555556;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:28";="600100721";06C091;1;6;13;7;27;3.7037037037;22.222222222;48.148148148;25.925925926;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:28";="600100721";06C151;1;0;1;0;2;50;0;50;0;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:28";="600100721";07C131;5;2;10;8;25;20;8;40;32;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:28";="600100721";08C311;1;0;1;0;2;50;0;50;0;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:28";="600100721";08C331;4;1;0;0;5;80;20;0;0;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:28";="600100721";08C481;1;6;46;53;106;0.9433962264;5.6603773585;43.396226415;50;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:28";="600100721";10C101;2;0;4;11;17;11.764705882;0;23.529411765;64.705882353;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:28";="600100721";17C071;3;0;0;1;4;75;0;0;25;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:14:58";="620100057";04C031;1;0;0;0;1;100;0;0;0;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:58";="620100057";06C071;1;1;1;5;8;12.5;12.5;12.5;62.5;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:58";="620100057";06C091;4;23;14;2;43;9.3023255814;53.488372093;32.558139535;4.6511627907;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:58";="620100057";06C151;1;0;0;2;3;33.333333333;0;0;66.666666667;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:58";="620100057";06C211;1;0;0;0;1;100;0;0;0;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:58";="620100057";08C251;2;3;2;3;10;20;30;20;30;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:58";="620100057";08C311;1;1;1;0;3;33.333333333;33.333333333;33.333333333;0;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:58";="620100057";08C331;1;0;2;0;3;33.333333333;0;66.666666667;0;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:58";="620100057";08C481;2;2;5;21;30;6.6666666667;6.6666666667;16.666666667;70;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:58";="620100057";08C611;1;1;0;2;4;25;25;0;50;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:58";="620100057";09C191;1;2;1;0;4;25;50;25;0;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:58";="620100057";09C211;58;15;1;0;74;78.378378378;20.27027027;1.3513513514;0;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:58";="620100057";10C101;6;19;14;5;44;13.636363636;43.181818182;31.818181818;11.363636364;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:58";="620100057";12C051;2;0;0;0;2;100;0;0;0;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:58";="620100057";13C031;26;12;1;0;39;66.666666667;30.769230769;2.5641025641;0;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:58";="620100057";13C051;3;0;0;0;3;100;0;0;0;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:58";="620100057";13C151;2;3;0;0;5;40;60;0;0;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:14:58";="620100057";13C181;2;0;3;1;6;33.333333333;0;50;16.666666667;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:21:09";="600101984";07C131;7;0;2;1;10;70;0;20;10;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:09";="600101984";08C311;1;0;2;0;3;33.333333333;0;66.666666667;0;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:09";="600101984";08C491;1;0;1;1;3;33.333333333;0;33.333333333;33.333333333;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:09";="600101984";09C211;1;7;5;2;15;6.6666666667;46.666666667;33.333333333;13.333333333;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:09";="600101984";09C271;1;0;0;0;1;100;0;0;0;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:09";="600101984";10C101;4;1;3;1;9;44.444444444;11.111111111;33.333333333;11.111111111;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:09";="600101984";10C121;1;2;2;0;5;20;40;40;0;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:09";="600101984";13C031;20;42;21;8;91;21.978021978;46.153846154;23.076923077;8.7912087912;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:09";="600101984";13C051;2;1;1;0;4;50;25;25;0;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:09";="600101984";13C151;1;2;0;9;12;8.3333333333;16.666666667;0;75;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:07:40";="800000028";06C151;2;1;0;0;3;66.666666667;33.333333333;0;0;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:40";="800000028";07C131;1;1;1;12;15;6.6666666667;6.6666666667;6.6666666667;80;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:40";="800000028";08C331;4;0;1;0;5;80;0;20;0;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:40";="800000028";08C531;1;1;1;1;4;25;25;25;25;2023.7;X800000028;01SEP23;13:07:27
