"champ";"statut";"annee";"periode";"date du resultat";"ipe";ghm;ghs;COUNT;PERCENT;pcum;scum;nb;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/11 08:31:32";="600100168";06C12J;1973;3;20;40;6;2;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:32";="600100168";23M08J;7909;3;20;20;3;2;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:32";="600100168";23K02Z;7959;2;13.333333333;53.333333333;8;1;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:32";="600100168";05M081;1748;1;6.6666666667;66.666666667;10;1;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:32";="600100168";06C191;1991;1;6.6666666667;73.333333333;11;1;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:32";="600100168";06C241;2015;1;6.6666666667;80;12;1;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:32";="600100168";07C132;2348;1;6.6666666667;86.666666667;13;0;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:32";="600100168";09C291;3631;1;6.6666666667;93.333333333;14;1;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:32";="600100168";12C08J;4540;1;6.6666666667;100;15;0;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/11 08:31:32";="600100168";23M08J;7969;1;6.6666666667;60;9;1;2023.7;X600100168;11AUG23;8:30:51
"mco";"dgf";"2023";"7";"2023/08/18 15:15:32";="020000022";04M13T;1184;1;50;50;1;1;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/18 15:15:32";="020000022";08M261;3111;1;50;100;2;1;2023.7;X020000022;18AUG23;15:14:25
"mco";"dgf";"2023";"7";"2023/08/22 19:10:21";="590782439";05M13T;1815;5;21.739130435;21.739130435;5;3;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:21";="590782439";05M20Z;1803;4;17.391304348;39.130434783;9;2;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:21";="590782439";06M12T;2200;3;13.043478261;52.173913043;12;3;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:21";="590782439";05M08T;1752;2;8.6956521739;60.869565217;14;1;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:21";="590782439";11M02T;4342;2;8.6956521739;69.565217391;16;2;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:21";="590782439";04M081;1156;1;4.347826087;73.913043478;17;1;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:21";="590782439";04M22Z;1223;1;4.347826087;78.260869565;18;1;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:21";="590782439";06M031;2129;1;4.347826087;82.608695652;19;0;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:21";="590782439";06M18T;2201;1;4.347826087;86.956521739;20;1;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:21";="590782439";08M36T;3153;1;4.347826087;91.304347826;21;1;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:21";="590782439";11M041;4293;1;4.347826087;95.652173913;22;1;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/22 19:10:21";="590782439";23M20Z;7990;1;4.347826087;100;23;1;2023.7;X590782439;22AUG23;19:09:40
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";14Z08Z;9999;202;60.119047619;60.119047619;202;147;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";28Z04Z;9605;21;6.25;66.369047619;223;16;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";28Z07Z;9606;13;3.869047619;70.238095238;236;9;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";14Z14A;5495;4;1.1904761905;71.428571429;240;2;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";01C101;47;3;0.8928571429;72.321428571;243;2;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";06M03T;5372;3;0.8928571429;73.214285714;246;3;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";06M12T;5381;3;0.8928571429;74.107142857;249;2;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";14Z16Z;5502;3;0.8928571429;75;252;3;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";15Z10E;9999;3;0.8928571429;75.892857143;255;3;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";01C10J;73;2;0.5952380952;76.488095238;257;2;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";05M13T;5336;2;0.5952380952;77.083333333;259;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";08M07T;5527;2;0.5952380952;77.678571429;261;2;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";08M28T;5543;2;0.5952380952;78.273809524;263;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";08M29T;5544;2;0.5952380952;78.869047619;265;2;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";11C131;4168;2;0.5952380952;79.464285714;267;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";11M04T;5630;2;0.5952380952;80.05952381;269;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";14C08A;5326;2;0.5952380952;80.654761905;271;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";23M111;7979;2;0.5952380952;81.25;273;2;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";01M11T;237;1;0.2976190476;81.547619048;274;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";01M201;268;1;0.2976190476;81.845238095;275;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";01M25T;5107;1;0.2976190476;82.142857143;276;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";01M32Z;324;1;0.2976190476;82.44047619;277;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";03C16J;673;1;0.2976190476;82.738095238;278;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";03K03J;820;1;0.2976190476;83.035714286;279;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";03M052;835;1;0.2976190476;83.333333333;280;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";04M03T;5186;1;0.2976190476;83.630952381;281;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";04M052;1143;1;0.2976190476;83.928571429;282;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";04M05T;5188;1;0.2976190476;84.226190476;283;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";04M07T;5190;1;0.2976190476;84.523809524;284;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";04M16T;5199;1;0.2976190476;84.821428571;285;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";04M25T;5255;1;0.2976190476;85.119047619;286;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";05M04T;1733;1;0.2976190476;85.416666667;287;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";05M06T;5295;1;0.2976190476;85.714285714;288;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";05M15T;5338;1;0.2976190476;86.011904762;289;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";05M162;1786;1;0.2976190476;86.30952381;290;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";05M16T;5339;1;0.2976190476;86.607142857;291;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";06C132;1975;1;0.2976190476;86.904761905;292;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";06M021;2124;1;0.2976190476;87.202380952;293;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";06M062;2144;1;0.2976190476;87.5;294;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";06M06T;5375;1;0.2976190476;87.797619048;295;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";06M092;2159;1;0.2976190476;88.095238095;296;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";07C132;2348;1;0.2976190476;88.392857143;297;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";07C141;2351;1;0.2976190476;88.69047619;298;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";07M02T;5409;1;0.2976190476;88.988095238;299;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";08C322;2809;1;0.2976190476;89.285714286;300;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";08C341;2817;1;0.2976190476;89.583333333;301;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";08C46J;5505;1;0.2976190476;89.880952381;302;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";08C492;2890;1;0.2976190476;90.178571429;303;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";08M102;3064;1;0.2976190476;90.476190476;304;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";08M10T;5530;1;0.2976190476;90.773809524;305;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";08M211;5536;1;0.2976190476;91.071428571;306;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";08M36T;5551;1;0.2976190476;91.369047619;307;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";08M372;3156;1;0.2976190476;91.666666667;308;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";09C31J;5948;1;0.2976190476;91.964285714;309;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";09M031;5570;1;0.2976190476;92.261904762;310;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";09M03T;5570;1;0.2976190476;92.55952381;311;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";10M083;3928;1;0.2976190476;92.857142857;312;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";10M171;3962;1;0.2976190476;93.154761905;313;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";10M193;3976;1;0.2976190476;93.452380952;314;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";11C09J;88;1;0.2976190476;93.75;315;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";11M12T;5636;1;0.2976190476;94.047619048;316;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";12C061;4526;1;0.2976190476;94.345238095;317;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";12C07J;4535;1;0.2976190476;94.642857143;318;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";13K02Z;5205;1;0.2976190476;94.94047619;319;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";13M04T;5219;1;0.2976190476;95.238095238;320;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";14M03B;5478;1;0.2976190476;95.535714286;321;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";14M03T;5481;1;0.2976190476;95.833333333;322;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";14Z13C;5492;1;0.2976190476;96.130952381;323;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";15M02Z;5900;1;0.2976190476;96.428571429;324;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";15M05B;5904;1;0.2976190476;96.726190476;325;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";15M06A;5907;1;0.2976190476;97.023809524;326;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";15M07A;5911;1;0.2976190476;97.321428571;327;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";16M06T;5735;1;0.2976190476;97.619047619;328;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";18M04T;5767;1;0.2976190476;97.916666667;329;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";20Z051;5797;1;0.2976190476;98.214285714;330;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";20Z052;7273;1;0.2976190476;98.511904762;331;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";21M11T;5851;1;0.2976190476;98.80952381;332;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";23M101;7974;1;0.2976190476;99.107142857;333;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";23M20T;5877;1;0.2976190476;99.404761905;334;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";28Z14Z;9613;1;0.2976190476;99.702380952;335;1;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:39:12";="020000253";28Z17Z;9616;1;0.2976190476;100;336;0;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";90Z00Z;9999;3315;95.75389948;95.75389948;3315;3158;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";08M15T;9999;11;0.3177354131;96.071634893;3326;9;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";08M07T;9999;8;0.2310803004;96.302715194;3334;5;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";28Z17Z;9616;8;0.2310803004;96.533795494;3342;5;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";06K04J;2121;7;0.2021952629;96.735990757;3349;4;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";01M11T;9999;5;0.1444251878;96.880415945;3354;5;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";08M10T;9999;5;0.1444251878;97.024841132;3359;3;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";11M19T;9999;5;0.1444251878;97.16926632;3364;5;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";06K02Z;2119;4;0.1155401502;97.40034662;3372;4;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";08M19T;9999;4;0.1155401502;97.515886771;3376;4;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";09M03T;9999;4;0.1155401502;97.28480647;3368;4;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";12M07T;9999;4;0.1155401502;97.631426921;3380;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";01M21T;9999;3;0.0866551127;97.718082034;3383;3;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";03M11T;9999;3;0.0866551127;97.804737146;3386;2;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";06M09T;9999;3;0.0866551127;97.891392259;3389;3;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";06M12T;9999;3;0.0866551127;97.978047371;3392;3;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";08M33T;9999;3;0.0866551127;98.064702484;3395;3;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";11M02T;9999;3;0.0866551127;98.151357597;3398;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";16M11T;6186;3;0.0866551127;98.238012709;3401;3;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";01M21T;337;2;0.0577700751;98.295782785;3403;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";02C05J;424;2;0.0577700751;98.35355286;3405;2;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";06C12J;1973;2;0.0577700751;98.411322935;3407;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";06C14J;1982;2;0.0577700751;98.46909301;3409;2;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";08M36T;9999;2;0.0577700751;98.526863085;3411;2;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";12M05T;9999;2;0.0577700751;98.58463316;3413;2;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";13M04T;9999;2;0.0577700751;98.642403235;3415;2;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";20Z051;5797;2;0.0577700751;98.70017331;3417;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";23M15Z;9999;2;0.0577700751;98.757943385;3419;2;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";23M20T;9999;2;0.0577700751;98.81571346;3421;2;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";01M25T;5107;1;0.0288850376;98.873483536;3423;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";01M35T;5117;1;0.0288850376;98.902368573;3424;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";02C02J;474;1;0.0288850376;98.931253611;3425;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";02C11J;398;1;0.0288850376;98.960138648;3426;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";04M03T;5186;1;0.0288850376;98.989023686;3427;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";05M07T;5296;1;0.0288850376;99.017908723;3428;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";05M15T;9999;1;0.0288850376;99.046793761;3429;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";05M17T;9999;1;0.0288850376;99.075678798;3430;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";06C041;1939;1;0.0288850376;99.104563836;3431;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";06M031;2129;1;0.0288850376;99.133448873;3432;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";06M20T;9999;1;0.0288850376;99.162333911;3433;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";07K04J;2512;1;0.0288850376;99.191218949;3434;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";07M02T;9999;1;0.0288850376;99.220103986;3435;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";07M10T;2548;1;0.0288850376;99.248989024;3436;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";07M14T;9999;1;0.0288850376;99.277874061;3437;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";08C44J;2870;1;0.0288850376;99.306759099;3438;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";08C461;2876;1;0.0288850376;99.335644136;3439;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";08C471;2881;1;0.0288850376;99.364529174;3440;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";08M09T;9999;1;0.0288850376;99.393414211;3441;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";08M231;9999;1;0.0288850376;99.422299249;3442;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";08M37T;9999;1;0.0288850376;99.451184287;3443;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";09C26J;3600;1;0.0288850376;99.480069324;3444;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";09C272;3612;1;0.0288850376;99.508954362;3445;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";09C29J;3630;1;0.0288850376;99.537839399;3446;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";09M03T;5570;1;0.0288850376;98.844598498;3422;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";09M05T;9999;1;0.0288850376;99.566724437;3447;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";10M09T;3935;1;0.0288850376;99.595609474;3448;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";11C111;4158;1;0.0288850376;99.624494512;3449;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";11C114;4161;1;0.0288850376;99.653379549;3450;0;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";11C11J;4162;1;0.0288850376;99.682264587;3451;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";11C13J;4172;1;0.0288850376;99.711149624;3452;1;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:38:22";="620003376";11K08J;4283;1;0.0288850376;99.740034662;3453;1;2023.7;X620003376;25AUG23;10:37:19
