"champ";"statut";"annee";"periode";"date du resultat";"ipe";ghm;ghs;COUNT;PERCENT;pcum;scum;nb;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";06M032;2130;2;0.024657872;93.169769449;7557;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";06M034;2132;2;0.024657872;93.194427321;7559;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";06M03T;5372;2;0.024657872;91.739612871;7441;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";06M09T;5378;2;0.024657872;90.999876711;7381;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";06M17T;9999;2;0.024657872;93.219085193;7561;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";06M20T;2198;2;0.024657872;93.243743065;7563;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";07M041;2519;2;0.024657872;93.268400937;7565;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";07M043;2521;2;0.024657872;93.293058809;7567;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";07M06T;2528;2;0.024657872;93.317716681;7569;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";08C242;2784;2;0.024657872;93.342374553;7571;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";08C311;2804;2;0.024657872;93.367032425;7573;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";08C323;2810;2;0.024657872;93.391690297;7575;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";08C36J;2830;2;0.024657872;93.416348169;7577;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";08C37J;2835;2;0.024657872;93.441006041;7579;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";08C482;2886;2;0.024657872;93.465663913;7581;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";08M07T;5527;2;0.024657872;90.950560967;7377;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";08M101;5530;2;0.024657872;91.764270743;7443;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";08M14T;5531;2;0.024657872;91.788928615;7445;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";08M19T;3169;2;0.024657872;91.295771175;7405;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";08M253;3108;2;0.024657872;93.490321785;7583;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";08M29T;5544;2;0.024657872;91.813586487;7447;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";08M35Z;9999;2;0.024657872;91.024534583;7383;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";08M36T;3153;2;0.024657872;93.514979657;7585;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";08M37T;5552;2;0.024657872;93.539637529;7587;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";09C08J;5560;2;0.024657872;93.564295401;7589;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";09C22J;3460;2;0.024657872;91.83824436;7449;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";09C29J;5946;2;0.024657872;93.588953273;7591;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";09C30J;3640;2;0.024657872;93.613611145;7593;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";09M07T;3576;2;0.024657872;91.049192455;7385;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";10C021;3717;2;0.024657872;93.638269017;7595;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";10C101;3742;2;0.024657872;93.662926889;7597;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";10C111;3746;2;0.024657872;93.687584761;7599;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";10C132;3755;2;0.024657872;93.712242633;7601;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";10M08T;3930;2;0.024657872;91.862902232;7451;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";10M15T;5604;2;0.024657872;93.736900505;7603;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";11C093;86;2;0.024657872;93.761558378;7605;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";11C13J;4172;2;0.024657872;93.78621625;7607;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";11K04Z;4279;2;0.024657872;93.810874122;7609;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";11M063;4300;2;0.024657872;93.835531994;7611;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";11M16T;4357;2;0.024657872;91.887560104;7453;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";11M171;4358;2;0.024657872;91.073850327;7387;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";11M18Z;9999;2;0.024657872;90.975218839;7379;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";11M19T;9999;2;0.024657872;91.320429047;7407;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";13C051;4930;2;0.024657872;93.860189866;7613;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";14C05Z;5313;2;0.024657872;93.884847738;7615;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";14C07B;5323;2;0.024657872;93.90950561;7617;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";14C08B;5327;2;0.024657872;93.934163482;7619;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";14C08D;5329;2;0.024657872;93.958821354;7621;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";14M03C;5479;2;0.024657872;93.983479226;7623;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";14Z10T;5485;2;0.024657872;94.008137098;7625;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";14Z14T;5499;2;0.024657872;94.03279497;7627;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";14Z15Z;5500;2;0.024657872;94.057452842;7629;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";14Z16Z;5502;2;0.024657872;94.082110714;7631;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";15M06C;5909;2;0.024657872;94.106768586;7633;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";16M09T;6116;2;0.024657872;91.493034151;7421;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";16M09T;6176;2;0.024657872;91.517692023;7423;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";16M131;6192;2;0.024657872;91.912217976;7455;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";17K091;6404;2;0.024657872;94.131426458;7635;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";17K092;6405;2;0.024657872;94.15608433;7637;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";17M091;6502;2;0.024657872;94.180742202;7639;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";17M151;6526;2;0.024657872;94.205400074;7641;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";18M071;6781;2;0.024657872;94.230057946;7643;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";18M09T;5770;2;0.024657872;91.936875848;7457;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";19M07T;5780;2;0.024657872;90.901245223;7373;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";19M22Z;5793;2;0.024657872;91.96153372;7459;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";20Z051;5797;2;0.024657872;91.986191592;7461;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";21C04J;7419;2;0.024657872;94.254715818;7645;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";21M02T;5845;2;0.024657872;91.542349895;7425;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";21M14T;7618;2;0.024657872;92.010849464;7463;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";21M16T;7613;2;0.024657872;91.567007767;7427;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";22C02J;7810;2;0.024657872;94.27937369;7647;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";22M022;7854;2;0.024657872;94.304031562;7649;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";22Z03Z;5862;2;0.024657872;94.328689434;7651;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";23M06T;7907;2;0.024657872;90.925903095;7375;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";23M16Z;7986;2;0.024657872;94.353347306;7653;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";23M21T;9999;2;0.024657872;90.777955862;7363;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";26C024;8805;2;0.024657872;94.378005178;7655;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";27Z03Z;8977;2;0.024657872;94.40266305;7657;2;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01C032;23;1;0.012328936;96.005424732;7787;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01C034;25;1;0.012328936;96.017753668;7788;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01C062;35;1;0.012328936;96.030082604;7789;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01C101;47;1;0.012328936;96.04241154;7790;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M051;208;1;0.012328936;96.054740476;7791;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M07T;217;1;0.012328936;96.067069412;7792;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M09T;5009;1;0.012328936;94.945136235;7701;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M09T;9999;1;0.012328936;94.932807299;7700;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M101;228;1;0.012328936;96.079398348;7793;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M111;233;1;0.012328936;96.091727284;7794;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M113;235;1;0.012328936;96.10405622;7795;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M11T;5094;1;0.012328936;94.834175811;7692;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M122;239;1;0.012328936;96.116385156;7796;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M131;243;1;0.012328936;96.128714092;7797;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M161;251;1;0.012328936;96.141043028;7798;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M162;252;1;0.012328936;96.153371964;7799;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M16T;5098;1;0.012328936;94.846504747;7693;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M171;255;1;0.012328936;96.1657009;7800;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M182;261;1;0.012328936;96.178029836;7801;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M201;5102;1;0.012328936;95.376648995;7736;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M201;9999;1;0.012328936;95.364320059;7735;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M211;272;1;0.012328936;95.388977931;7737;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M211;5103;1;0.012328936;95.401306867;7738;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M21T;9999;1;0.012328936;94.439649858;7660;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M221;5104;1;0.012328936;95.142399211;7717;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M222;277;1;0.012328936;96.190358772;7802;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M241;285;1;0.012328936;96.202687708;7803;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M252;291;1;0.012328936;96.215016644;7804;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M25T;294;1;0.012328936;95.413635803;7739;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M25T;5107;1;0.012328936;95.425964739;7740;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M26T;5108;1;0.012328936;96.22734558;7805;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M27T;5109;1;0.012328936;96.239674516;7806;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M303;316;1;0.012328936;96.252003452;7807;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M30T;318;1;0.012328936;94.957465171;7702;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M34T;360;1;0.012328936;95.438293675;7741;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";01M34T;5116;1;0.012328936;95.450622611;7742;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";02C032;416;1;0.012328936;96.264332388;7808;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";02C091;460;1;0.012328936;96.276661324;7809;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";02C09J;444;1;0.012328936;96.28899026;7810;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";02C101;445;1;0.012328936;96.301319196;7811;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";02M031;510;1;0.012328936;96.313648132;7812;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";02M041;5135;1;0.012328936;94.969794107;7703;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";02M07T;541;1;0.012328936;95.475280483;7744;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";02M07T;9999;1;0.012328936;95.462951547;7743;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";02M081;529;1;0.012328936;96.325977068;7813;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";02M08T;9999;1;0.012328936;94.982123043;7704;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";02M09Z;9999;1;0.012328936;95.154728147;7718;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";02M10T;5140;1;0.012328936;96.338306004;7814;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03C102;644;1;0.012328936;96.35063494;7815;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03C121;651;1;0.012328936;96.362963876;7816;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03C131;5148;1;0.012328936;96.375292812;7817;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03C164;672;1;0.012328936;96.387621748;7818;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03C16J;673;1;0.012328936;95.167057083;7719;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03C181;679;1;0.012328936;96.399950684;7819;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03C202;688;1;0.012328936;96.41227962;7820;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03C20J;691;1;0.012328936;96.424608556;7821;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03C254;706;1;0.012328936;96.436937492;7822;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03C27J;5160;1;0.012328936;95.179386019;7720;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03C28J;714;1;0.012328936;96.449266428;7823;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03K021;815;1;0.012328936;96.461595364;7824;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03M02T;874;1;0.012328936;94.46430773;7662;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03M05T;5170;1;0.012328936;95.487609419;7745;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03M05T;877;1;0.012328936;95.499938355;7746;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03M063;840;1;0.012328936;96.4739243;7825;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03M071;842;1;0.012328936;96.486253236;7826;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03M091;851;1;0.012328936;96.498582172;7827;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03M101;856;1;0.012328936;95.191714955;7721;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03M102;857;1;0.012328936;96.510911108;7828;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03M10T;5175;1;0.012328936;94.575268154;7671;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03M10T;880;1;0.012328936;94.58759709;7672;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03M121;864;1;0.012328936;96.523240044;7829;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03M131;5178;1;0.012328936;96.53556898;7830;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";03M15T;882;1;0.012328936;96.547897916;7831;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";04C023;1007;1;0.012328936;96.560226852;7832;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";04C031;1009;1;0.012328936;96.572555788;7833;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";04C034;1012;1;0.012328936;96.584884724;7834;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";04C041;1013;1;0.012328936;96.59721366;7835;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";04M022;1131;1;0.012328936;96.609542596;7836;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";04M023;1132;1;0.012328936;96.621871532;7837;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";04M02T;5185;1;0.012328936;95.524596227;7748;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";04M02T;9999;1;0.012328936;95.512267291;7747;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";04M032;1135;1;0.012328936;96.634200468;7838;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";04M03T;1246;1;0.012328936;95.536925163;7749;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";04M03T;5186;1;0.012328936;95.549254099;7750;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";04M043;1140;1;0.012328936;96.646529405;7839;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";04M051;1142;1;0.012328936;96.658858341;7840;1;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";04M053;1144;1;0.012328936;96.671187277;7841;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";04M061;5189;1;0.012328936;96.683516213;7842;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:58";="590780193";04M062;1147;1;0.012328936;96.695845149;7843;0;2023.7;X590780193;31AUG23;11:45:29
