"champ";"statut";"annee";"periode";"date du resultat";"ipe";_NAME_;adnp_1;adnp_2;adnp_v;adnp_x;adnp_Total;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 11:29:52";="590782421";nb_sea_crit5;0;0;0;0;;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:52";="590782421";nb_sea_dis;2;207;7141;0;;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:12:03";="800000051";nb_sea_crit1;1;0;28;0;29;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:03";="800000051";nb_sea_crit2;4;0;35;0;39;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:03";="800000051";nb_sea_crit3;0;0;0;0;;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:03";="800000051";nb_sea_crit4;1;10;1;0;12;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:03";="800000051";nb_sea_crit5;0;0;0;0;;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:03";="800000051";nb_sea_dis;6;10;44;0;;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 14:11:36";="590782165";nb_sea_crit1;2;196;1249;0;1447;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:36";="590782165";nb_sea_crit2;0;5;57;0;62;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:36";="590782165";nb_sea_crit3;0;30;7;0;37;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:36";="590782165";nb_sea_crit4;0;5;421;0;426;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:36";="590782165";nb_sea_crit5;0;0;0;0;;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:36";="590782165";nb_sea_dis;2;211;1652;0;;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:39:37";="620101360";nb_sea_crit1;0;0;1844;0;1844;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:37";="620101360";nb_sea_crit2;1;8;78;0;87;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:37";="620101360";nb_sea_crit3;0;0;38;0;38;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:37";="620101360";nb_sea_crit4;0;9;491;0;500;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:37";="620101360";nb_sea_crit5;0;0;0;0;;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:37";="620101360";nb_sea_dis;1;17;2405;0;;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 15:19:42";="590052056";nb_sea_crit1;0;0;1;0;1;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:42";="590052056";nb_sea_crit2;1;9;7;0;17;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:42";="590052056";nb_sea_crit3;0;1;0;0;1;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:42";="590052056";nb_sea_crit4;0;149;275;0;424;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:42";="590052056";nb_sea_crit5;0;0;0;0;;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:42";="590052056";nb_sea_dis;1;158;283;0;;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/31 10:37:52";="590781415";nb_sea_crit1;6;0;2832;0;2838;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:52";="590781415";nb_sea_crit2;2;2;104;0;108;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:52";="590781415";nb_sea_crit3;3;2;76;0;81;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:52";="590781415";nb_sea_crit4;30;152;3927;0;4109;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:52";="590781415";nb_sea_crit5;0;0;0;0;;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:52";="590781415";nb_sea_dis;38;155;6758;0;;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 12:25:42";="020004404";nb_sea_crit1;2;1;1608;0;1611;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:42";="020004404";nb_sea_crit2;0;0;108;0;108;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:42";="020004404";nb_sea_crit3;0;0;48;0;48;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:42";="020004404";nb_sea_crit4;0;2;149;0;151;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:42";="020004404";nb_sea_crit5;0;0;0;0;;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:42";="020004404";nb_sea_dis;2;3;1837;0;;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:53:09";="600100713";nb_sea_crit1;15;1;2016;0;2032;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:09";="600100713";nb_sea_crit2;0;0;111;0;111;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:09";="600100713";nb_sea_crit3;0;0;34;0;34;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:09";="600100713";nb_sea_crit4;0;0;5970;0;5970;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:09";="600100713";nb_sea_crit5;0;0;0;0;;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:09";="600100713";nb_sea_dis;15;1;8093;0;;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 15:43:35";="590782215";nb_sea_crit1;0;1;4239;0;4240;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:35";="590782215";nb_sea_crit2;2;37;367;0;406;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:35";="590782215";nb_sea_crit3;3;1;124;0;128;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:35";="590782215";nb_sea_crit4;0;166;8210;0;8376;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:35";="590782215";nb_sea_crit5;0;0;0;0;;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:35";="590782215";nb_sea_dis;5;205;12768;0;;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 16:59:13";="620100685";nb_sea_crit1;3;5;2879;0;2887;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:13";="620100685";nb_sea_crit2;0;12;247;0;259;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:13";="620100685";nb_sea_crit3;0;0;51;0;51;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:13";="620100685";nb_sea_crit4;0;13;3799;0;3812;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:13";="620100685";nb_sea_crit5;0;0;0;0;;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:13";="620100685";nb_sea_dis;3;30;6919;0;;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:54:01";="800000069";nb_sea_crit1;3;0;531;0;534;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:01";="800000069";nb_sea_crit2;0;0;42;0;42;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:01";="800000069";nb_sea_crit3;0;0;24;0;24;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:01";="800000069";nb_sea_crit4;0;0;322;0;322;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:01";="800000069";nb_sea_crit5;0;0;0;0;;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:01";="800000069";nb_sea_dis;3;0;857;0;;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 09:19:02";="600100721";nb_sea_crit1;1;7;2766;0;2774;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:02";="600100721";nb_sea_crit2;1;2;269;0;272;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:02";="600100721";nb_sea_crit3;1;2;54;0;57;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:02";="600100721";nb_sea_crit4;0;2;1171;0;1173;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:02";="600100721";nb_sea_crit5;0;0;0;0;;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:02";="600100721";nb_sea_dis;3;13;4194;0;;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:15:56";="620100057";nb_sea_crit1;49;15;2445;0;2509;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:56";="620100057";nb_sea_crit2;2;6;95;0;103;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:56";="620100057";nb_sea_crit3;0;0;27;0;27;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:56";="620100057";nb_sea_crit4;1;185;4693;0;4879;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:56";="620100057";nb_sea_crit5;0;0;0;0;;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:56";="620100057";nb_sea_dis;52;206;7213;0;;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 14:03:01";="590783239";nb_sea_crit1;0;2425;3;0;2428;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:01";="590783239";nb_sea_crit2;2;101;6;0;109;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:01";="590783239";nb_sea_crit3;0;68;0;0;68;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:01";="590783239";nb_sea_crit4;1;3596;2;0;3599;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:01";="590783239";nb_sea_crit5;0;0;0;0;;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:01";="590783239";nb_sea_dis;3;6103;11;0;;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 18:27:26";="590000188";nb_sea_crit1;1;1;5;0;7;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:26";="590000188";nb_sea_crit2;0;0;36;0;36;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:26";="590000188";nb_sea_crit3;0;0;1;0;1;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:26";="590000188";nb_sea_crit4;0;0;6535;0;6535;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:26";="590000188";nb_sea_crit5;0;0;0;0;;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:26";="590000188";nb_sea_dis;1;1;6568;0;;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:54:37";="620103432";nb_sea_crit1;31;418;2092;0;2541;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:37";="620103432";nb_sea_crit2;0;4;92;0;96;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:37";="620103432";nb_sea_crit3;0;0;33;0;33;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:37";="620103432";nb_sea_crit4;0;198;349;0;547;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:37";="620103432";nb_sea_crit5;0;0;0;0;;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:37";="620103432";nb_sea_dis;31;498;2298;0;;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 09:24:05";="590782637";nb_sea_crit1;0;2;1459;0;1461;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:05";="590782637";nb_sea_crit2;1;19;80;0;100;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:05";="590782637";nb_sea_crit3;0;0;15;0;15;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:05";="590782637";nb_sea_crit4;0;7;195;0;202;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:05";="590782637";nb_sea_crit5;0;0;0;0;;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:05";="590782637";nb_sea_dis;1;26;1735;0;;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 12:09:56";="590781803";nb_sea_crit1;11;21;2114;0;2146;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:56";="590781803";nb_sea_crit2;2;5;70;0;77;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:56";="590781803";nb_sea_crit3;0;0;69;0;69;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:56";="590781803";nb_sea_crit4;0;0;141;0;141;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:56";="590781803";nb_sea_crit5;0;0;0;0;;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:56";="590781803";nb_sea_dis;13;26;2341;0;;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/07 20:01:24";="590781902";nb_sea_crit1;0;1269;685;0;1954;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:24";="590781902";nb_sea_crit2;2;80;20;0;102;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:24";="590781902";nb_sea_crit3;0;17;7;0;24;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:24";="590781902";nb_sea_crit4;0;279;21;0;300;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:24";="590781902";nb_sea_crit5;0;0;0;0;;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:24";="590781902";nb_sea_dis;2;1625;721;0;;2023.7;X590781902;07SEP23;20:00:41
