"champ";"statut";"annee";"periode";"date du resultat";"ipe";let_ghm;adnp_11;adnp_10;adnp_21;adnp_20;adnp_v1;adnp_v0;adnp_x1;adnp_x0;Total_Dans;Total_Hors;Total;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/23 11:54:58";="590049565";Z;7;0;6;1;0;144;0;0;13;145;158;2023.7;X590049565;23AUG23;11:54:38
"mco";"dgf";"2023";"7";"2023/08/24 14:38:28";="020000253";C;3;0;305;9;0;1927;0;0;308;1936;2244;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:28";="020000253";K;1;0;77;2;0;619;0;0;78;621;699;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:28";="020000253";M;23;4;178;267;3;6240;0;0;204;6511;6715;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/24 14:38:28";="020000253";Z;1;0;0;7;0;6207;0;0;1;6214;6215;2023.7;X020000253;24AUG23;14:38:01
"mco";"dgf";"2023";"7";"2023/08/25 10:37:49";="620003376";C;19;0;1362;1;108;3977;0;0;1489;3978;5467;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:49";="620003376";K;2;0;312;0;29;3321;0;0;343;3321;3664;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:49";="620003376";M;92;0;142;3;64;2238;0;0;298;2241;2539;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 10:37:49";="620003376";Z;1;0;0;0;0;1422;0;0;1;1422;1423;2023.7;X620003376;25AUG23;10:37:19
"mco";"dgf";"2023";"7";"2023/08/25 12:05:51";="620101337";C;1;0;171;1;11;2490;0;0;183;2491;2674;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:51";="620101337";K;0;0;96;2;8;1232;0;0;104;1234;1338;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:51";="620101337";M;27;1;114;3;22;8711;0;0;163;8715;8878;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 12:05:51";="620101337";Z;2;0;5;1;14;4431;0;0;21;4432;4453;2023.7;X620101337;25AUG23;12:05:23
"mco";"dgf";"2023";"7";"2023/08/25 14:46:55";="800000077";M;7;0;0;0;40;167;0;0;47;167;214;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/25 14:46:55";="800000077";Z;0;0;0;0;25;442;0;0;25;442;467;2023.7;X800000077;25AUG23;14:46:27
"mco";"dgf";"2023";"7";"2023/08/28 12:10:05";="590782645";M;93;0;9;1;1;200;0;0;103;201;304;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:10:05";="590782645";Z;8;0;0;0;0;32;0;0;8;32;40;2023.7;X590782645;28AUG23;12:09:41
"mco";"dgf";"2023";"7";"2023/08/28 12:51:28";="600100572";M;0;0;0;0;28;203;0;0;28;203;231;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 12:51:28";="600100572";Z;0;0;0;0;2;23;0;0;2;23;25;2023.7;X600100572;28AUG23;12:51:09
"mco";"dgf";"2023";"7";"2023/08/28 15:44:35";="020004495";M;5;0;69;2;11;1845;0;0;85;1847;1932;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/28 15:44:35";="020004495";Z;0;0;0;0;0;194;0;0;0;194;194;2023.7;X020004495;28AUG23;15:44:15
"mco";"dgf";"2023";"7";"2023/08/29 09:24:35";="020000055";M;84;0;0;0;0;142;0;0;84;142;226;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:24:35";="020000055";Z;5;0;0;0;0;31;0;0;5;31;36;2023.7;X020000055;29AUG23;9:24:09
"mco";"dgf";"2023";"7";"2023/08/29 09:28:37";="590782652";C;1;2;633;1033;0;379;0;0;634;1414;2048;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:37";="590782652";K;0;1;90;483;0;55;0;0;90;539;629;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:37";="590782652";M;27;27;50;673;0;3334;0;0;77;4034;4111;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:28:37";="590782652";Z;3;7;0;1156;0;635;0;0;3;1798;1801;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:48:49";="590780052";M;116;46;13;11;0;25;0;0;129;82;211;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:48:49";="590780052";Z;0;2;0;1084;0;2;0;0;0;1088;1088;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 10:19:40";="600100648";C;1;9;13;0;21;547;0;0;35;556;591;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:40";="600100648";K;0;2;9;0;16;209;0;0;25;211;236;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:40";="600100648";M;1;26;11;2;68;1706;0;0;80;1734;1814;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:40";="600100648";Z;0;1;0;0;1;804;0;0;1;805;806;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 13:05:26";="620000026";C;1;0;731;46;2;2623;0;0;734;2669;3403;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:26";="620000026";K;0;0;63;5;3;978;0;0;66;983;1049;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:26";="620000026";M;9;2;181;19;0;1376;0;0;190;1397;1587;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:26";="620000026";Z;0;0;0;5;0;1098;0;0;0;1103;1103;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 14:21:20";="620003350";C;0;0;0;0;1;3;0;0;1;3;4;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:20";="620003350";K;0;0;1;0;0;1;0;0;1;1;2;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:20";="620003350";M;64;0;530;12;276;2274;0;0;870;2286;3156;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:20";="620003350";Z;1;0;2;0;0;293;0;0;3;293;296;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:23:23";="590000600";M;30;0;8;0;0;770;0;0;38;770;808;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:23";="590000600";Z;0;0;1;0;0;163;0;0;1;163;164;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:24:57";="620025346";C;3;0;598;14;27;2378;0;0;628;2392;3020;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:57";="620025346";K;1;0;143;4;20;1687;0;0;164;1691;1855;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:57";="620025346";M;65;3;118;29;3;3141;0;0;186;3173;3359;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:57";="620025346";Z;0;0;0;3;0;1182;0;0;0;1185;1185;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:40:30";="590001749";C;0;0;0;0;0;2;0;0;0;2;2;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:30";="590001749";K;1;0;85;1;0;821;0;0;86;822;908;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:30";="590001749";M;137;33;148;46;0;934;0;0;285;1013;1298;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:30";="590001749";Z;7;1;6;33;8;875;0;0;21;909;930;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:46:41";="590781670";C;0;1;0;0;0;0;0;0;0;1;1;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:41";="590781670";M;78;38;293;192;1;299;0;0;372;529;901;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:41";="590781670";Z;1;2;7;121;0;66;0;0;8;189;197;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:50:51";="020000261";C;14;0;288;25;1;1858;0;0;303;1883;2186;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:51";="020000261";K;15;3;174;27;2;1409;0;0;191;1439;1630;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:51";="020000261";M;115;13;201;44;7;6315;0;0;323;6372;6695;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:51";="020000261";Z;12;1;0;0;8;13560;0;0;20;13561;13581;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:13:46";="620100651";C;0;0;250;9;9;1806;0;0;259;1815;2074;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:46";="620100651";K;0;0;239;2;2;1700;0;0;241;1702;1943;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:46";="620100651";M;0;0;808;197;173;13220;0;0;981;13417;14398;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:46";="620100651";Z;0;0;2;0;0;11152;0;0;2;11152;11154;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:40:14";="620027839";K;0;0;0;0;1;18;0;0;1;18;19;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:14";="620027839";Z;0;0;0;0;0;22119;0;0;0;22119;22119;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/30 08:35:44";="590780284";C;13;102;188;829;315;1722;0;0;516;2653;3169;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:44";="590780284";K;10;62;169;959;285;1749;0;0;464;2770;3234;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:44";="590780284";M;29;554;394;2472;482;4990;0;0;905;8016;8921;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:44";="590780284";Z;1;19;0;749;1;440;0;0;2;1208;1210;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:42:48";="020000287";C;31;0;60;0;0;537;0;0;91;537;628;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:48";="020000287";K;26;0;64;2;0;572;0;0;90;574;664;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:48";="020000287";M;76;1;88;7;3;2628;0;0;167;2636;2803;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:48";="020000287";Z;0;0;0;0;0;1521;0;0;0;1521;1521;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 10:32:51";="590797353";C;7;93;210;1526;266;2021;0;0;483;3640;4123;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:51";="590797353";K;2;36;60;827;69;865;0;0;131;1728;1859;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:51";="590797353";M;34;606;288;4640;448;10768;0;0;770;16014;16784;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:51";="590797353";Z;7;161;12;2737;25;4716;0;0;44;7614;7658;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:29:31";="590782421";C;23;81;580;2807;2;2217;0;0;605;5105;5710;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:31";="590782421";K;8;45;292;1732;1;650;0;0;301;2427;2728;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:31";="590782421";M;145;309;548;2934;4;12093;0;0;697;15336;16033;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:31";="590782421";Z;2;10;9;2225;0;16824;0;0;11;19059;19070;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:11:50";="800000051";M;107;47;8;127;0;70;0;0;115;244;359;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:50";="800000051";Z;1;13;0;139;0;23;0;0;1;175;176;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 13:42:12";="800000135";M;20;4;7;5;0;56;0;0;27;65;92;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:12";="800000135";Z;5;1;2;2;0;88;0;0;7;91;98;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:11:21";="590782165";C;0;0;185;37;0;2030;0;0;185;2067;2252;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:21";="590782165";K;0;0;120;3;0;1387;0;0;120;1390;1510;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:21";="590782165";M;22;2;348;165;0;4878;0;0;370;5045;5415;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:21";="590782165";Z;0;0;1;4;0;2418;0;0;1;2422;2423;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:39:22";="620101360";C;8;0;245;1;1;2191;0;0;254;2192;2446;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:22";="620101360";K;10;0;103;1;0;850;0;0;113;851;964;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:22";="620101360";M;48;2;309;8;11;6998;0;0;368;7008;7376;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:22";="620101360";Z;3;0;28;9;9;4838;0;0;40;4847;4887;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:55:59";="590781662";C;1;0;31;2;0;526;0;0;32;528;560;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:59";="590781662";K;0;0;6;0;0;71;0;0;6;71;77;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:59";="590781662";M;8;0;14;0;0;1963;0;0;22;1963;1985;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:59";="590781662";Z;0;0;0;0;0;2979;0;0;0;2979;2979;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:04:42";="590781621";C;0;0;0;1;0;54;0;0;0;55;55;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:42";="590781621";K;0;0;0;0;0;43;0;0;0;43;43;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:42";="590781621";M;10;2;15;251;1;2416;0;0;26;2669;2695;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:42";="590781621";Z;2;0;0;3;0;1584;0;0;2;1587;1589;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:19:30";="590052056";C;3;48;129;797;210;1487;0;0;342;2332;2674;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:30";="590052056";K;3;35;128;1326;144;1499;0;0;275;2860;3135;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:30";="590052056";M;5;41;75;645;127;975;0;0;207;1661;1868;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:30";="590052056";Z;0;30;0;773;2;1459;0;0;2;2262;2264;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:34:37";="590781795";M;0;0;0;0;219;365;0;0;219;365;584;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:37";="590781795";Z;0;0;0;0;3;280;0;0;3;280;283;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:59";="620100677";M;9;0;13;0;5;1331;0;0;27;1331;1358;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:59";="620100677";Z;0;0;3;0;4;1870;0;0;7;1870;1877;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:37:35";="590781415";C;64;2;790;1;44;4142;0;0;898;4145;5043;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:35";="590781415";K;9;0;225;0;37;2137;0;0;271;2137;2408;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:35";="590781415";M;184;8;402;2;179;11684;0;0;765;11694;12459;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:35";="590781415";Z;0;17;0;121;0;13676;0;0;0;13814;13814;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:40";="620103440";C;10;53;933;2553;0;1596;0;0;943;4202;5145;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:40";="620103440";K;12;38;233;1159;0;607;0;0;245;1804;2049;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:40";="620103440";M;35;69;860;1764;1;10623;0;0;896;12456;13352;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:40";="620103440";Z;1;4;18;195;0;26077;0;0;19;26276;26295;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:13:35";="800000085";K;0;0;0;1;0;0;0;0;0;1;1;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:35";="800000085";M;1;0;87;421;1;567;0;0;89;988;1077;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:35";="800000085";Z;0;1;4;222;0;197;0;0;4;420;424;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:47:06";="590780193";C;0;3;1;1;1860;20491;0;0;1861;20495;22356;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:47:06";="590780193";K;0;1;0;2;1556;12770;0;0;1556;12773;14329;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:47:06";="590780193";M;0;1;1;2;3558;53033;0;0;3559;53036;56595;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:47:06";="590780193";Z;0;0;0;0;79;39634;0;0;79;39634;39713;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:25:14";="020004404";C;1;0;279;8;20;1651;0;0;300;1659;1959;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:14";="020004404";K;0;0;106;26;5;847;0;0;111;873;984;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:14";="020004404";M;10;4;99;1;43;5066;0;0;152;5071;5223;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:14";="020004404";Z;0;0;0;1;0;1053;0;0;0;1054;1054;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:25:46";="590781605";C;10;3;440;0;0;2262;0;0;450;2265;2715;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:46";="590781605";K;2;0;178;66;0;1739;0;0;180;1805;1985;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:46";="590781605";M;63;0;264;6;1;6470;0;0;328;6476;6804;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:46";="590781605";Z;4;0;0;1;0;6964;0;0;4;6965;6969;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:29:16";="590781811";K;0;0;0;0;0;50;0;0;0;50;50;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:16";="590781811";Z;0;0;0;0;0;88;0;0;0;88;88;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:33:50";="800000093";C;2;0;53;0;0;504;0;0;55;504;559;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:50";="800000093";K;1;0;31;0;0;265;0;0;32;265;297;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:50";="800000093";M;8;4;125;5;0;1631;0;0;133;1640;1773;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:50";="800000093";Z;0;0;0;1;0;473;0;0;0;474;474;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:52:24";="600100713";C;4;15;96;3;449;2774;0;0;549;2792;3341;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:24";="600100713";K;5;2;28;3;161;1502;0;0;194;1507;1701;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:24";="600100713";M;39;74;207;43;432;7896;0;0;678;8013;8691;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:24";="600100713";Z;6;2;5;0;40;21122;0;0;51;21124;21175;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:59:37";="020000048";M;4;1;1;1;75;229;0;0;80;231;311;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:37";="020000048";Z;0;1;0;0;9;79;0;0;9;80;89;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:42:49";="590782215";C;18;3;1226;97;33;10209;0;0;1277;10309;11586;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:49";="590782215";K;28;4;676;86;7;5221;0;0;711;5311;6022;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:49";="590782215";M;174;8;1054;170;25;21093;0;0;1253;21271;22524;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:49";="590782215";Z;6;0;6;205;17;28689;0;0;29;28894;28923;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 16:58:32";="620100685";C;22;0;1097;10;92;5845;0;0;1211;5855;7066;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:32";="620100685";K;15;0;391;9;32;3293;0;0;438;3302;3740;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:32";="620100685";M;104;3;619;23;86;13780;0;0;809;13806;14615;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:32";="620100685";Z;13;0;2;13;5;14734;0;0;20;14747;14767;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:53:50";="800000069";C;0;0;2;0;1;1;0;0;3;1;4;2023.7;X800000069;31AUG23;18:53:23
