"champ";"statut";"annee";"periode";"date du resultat";"ipe";code13;code;indication;code1;nb;montant;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/01 12:23:23";="600101984";3400892590301;9259030;NMISO01;9259030;2;9.78;2023.7;X600101984;01SEP23;12:20:52
