"champ";"statut";"annee";"periode";"date du resultat";"ipe";code;nb;mnt_br;mnt_remb;nb_fides;mnt_br_fides;mnt_remb_fides;spec_fx;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 09:47:41";="590782215";AXI;357;8853.25;7441.19176;357;8853.25;7441.19176;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:41";="590782215";CM0;1;120;84;1;120;84;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:41";="590782215";CT0;31;300;216;31;300;216;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:41";="590782215";CZ0;5;600;456;5;600;456;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:41";="590782215";END;63;3744;2755.5048;63;3744;2755.5048;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:41";="590782215";IC0;33;2970;2175.408;33;2970;2175.408;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:41";="590782215";IN1;1;100;70;1;100;70;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:41";="590782215";PA0;49;13383.75;10406.01075;49;13383.75;10406.01075;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:41";="590782215";PA1;41;8077.5;6342.198825;41;8077.5;6342.198825;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:41";="590782215";PDT;1;0;0;1;0;0;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:41";="590782215";PF0;22;2799.5;2072.69;22;2799.5;2072.69;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:41";="590782215";PF1;1;279.5;213.28645;1;279.5;213.28645;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:41";="590782215";PT0;45;4332.25;3270.7477;45;4332.25;3270.7477;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:41";="590782215";RA0;7;118.25;82.775;7;118.25;82.775;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:41";="590782215";RPN;7;38.7;27.09;7;38.7;27.09;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:41";="590782215";SDE;431;23924.95;18570.85847;431;23924.95;18570.85847;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 09:47:41";="590782215";TDS;18;716.4;549.48;18;716.4;549.48;0;2023.7;X590782215;31AUG23;9:47:03
"mco";"dgf";"2023";"7";"2023/08/31 10:47:50";="020000071";ADC;3;125.4;87.78;3;125.4;87.78;0;2023.7;X020000071;31AUG23;10:47:41
"mco";"dgf";"2023";"7";"2023/08/31 10:47:50";="020000071";ADE;209;17944;15623.143;209;17944;15623.143;0;2023.7;X020000071;31AUG23;10:47:41
"mco";"dgf";"2023";"7";"2023/08/31 10:47:50";="020000071";ATM;118.5;1008.08;834.935;118.5;1008.08;834.935;0;2023.7;X020000071;31AUG23;10:47:41
"mco";"dgf";"2023";"7";"2023/08/31 10:50:14";="590781415";ACO;51;2933.72;2410.4;21;1094.72;852.8;0;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:14";="590781415";ADC;2227;126858.81;108200.19098;1949;118107.04;100007.77669;0;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:14";="590781415";ADE;6940;464596.05;394990.48509;5821;397576.17;339369.76109;0;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:14";="590781415";ADI;24138;713733.66;581076.10129;24091;712351.34;579794.08529;0;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:14";="590781415";ATM;20665;924160.3;797918.86308;17911;739522.68;623488.92508;0;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:14";="590781415";AXI;192;4771.8;3681.518892;192;4771.8;3681.518892;0;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:14";="590781415";CM0;1;120;84;1;120;84;0;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:14";="590781415";CT0;6;60;42;6;60;42;0;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:14";="590781415";CZ0;6;720;540;6;720;540;0;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:14";="590781415";CZ1;1;120;120;1;120;120;0;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:14";="590781415";END;75;4766.1;3527.2516;75;4766.1;3527.2516;0;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:14";="590781415";IC0;1;90;63;1;90;63;0;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:14";="590781415";PA0;8;1537.25;1336.784;8;1537.25;1336.784;0;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:14";="590781415";PA1;10;2139.25;1745.8;10;2139.25;1745.8;0;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:14";="590781415";PT0;43;5321.25;4372.1325;43;5321.25;4372.1325;0;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:14";="590781415";RA0;10;365.5;336.475;10;365.5;336.475;0;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:14";="590781415";RE1;4;602;473;4;602;473;0;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:14";="590781415";RS0;3;64.5;61.06645;3;64.5;61.06645;0;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:14";="590781415";SDE;268;13818.52;10577.68215;268;13818.52;10577.68215;0;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 10:50:14";="590781415";TDS;1;41.8;41.8;1;41.8;41.8;0;2023.7;X590781415;31AUG23;10:49:44
"mco";"dgf";"2023";"7";"2023/08/31 11:34:07";="620100677";ADC;9;328.58;235.403;9;328.58;235.403;0;2023.7;X620100677;31AUG23;11:33:55
"mco";"dgf";"2023";"7";"2023/08/31 11:34:07";="620100677";ADE;900;49610.24;38784.983;900;49610.24;38784.983;0;2023.7;X620100677;31AUG23;11:33:55
"mco";"dgf";"2023";"7";"2023/08/31 11:34:07";="620100677";ADI;717;19402.38;14807.645;717;19402.38;14807.645;0;2023.7;X620100677;31AUG23;11:33:55
"mco";"dgf";"2023";"7";"2023/08/31 11:34:07";="620100677";ATM;301;4309.75;3244.399;301;4309.75;3244.399;0;2023.7;X620100677;31AUG23;11:33:55
"mco";"dgf";"2023";"7";"2023/08/31 11:54:14";="590781621";ACO;1;68.58;54.864;0;0;0;0;2023.7;X590781621;31AUG23;11:54:00
"mco";"dgf";"2023";"7";"2023/08/31 11:54:14";="590781621";ADC;40;1444.4;1003.884;40;1444.4;1003.884;0;2023.7;X590781621;31AUG23;11:54:00
"mco";"dgf";"2023";"7";"2023/08/31 11:54:14";="590781621";ADE;1205;72113.6;56981.809;1203;72008.7;56897.889;0;2023.7;X590781621;31AUG23;11:54:00
"mco";"dgf";"2023";"7";"2023/08/31 11:54:14";="590781621";ATM;699;16212.43;12480.615;699;16212.43;12480.615;0;2023.7;X590781621;31AUG23;11:54:00
"mco";"dgf";"2023";"7";"2023/08/31 12:34:16";="020004404";ACO;5;303.24;275.808;0;0;0;0;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:16";="020004404";ADA;3;237.04;227.44;1;48;38.4;0;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:16";="020004404";ADC;736;40648.34;33866.3573;688;39070.76;32407.2033;0;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:16";="020004404";ADE;3698;229321.63;193408.00602;3398;213231.7;180193.58402;0;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:16";="020004404";ADI;6742;194280.98;160908.23525;6739;194163.18;160790.43525;0;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:16";="020004404";ATM;27919;797875.5;666373.36677;27170;755951.55;627417.40877;0;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:16";="020004404";AXI;96;2776.32;2258.553672;96;2776.32;2258.553672;0;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:16";="020004404";END;77;3686;3088.808;77;3686;3088.808;0;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 12:34:16";="020004404";SDE;55;2773.55;2241;55;2773.55;2241;0;2023.7;X020004404;31AUG23;12:33:56
"mco";"dgf";"2023";"7";"2023/08/31 14:01:52";="800000135";ADI;16;423.03;336.069;0;0;0;0;2023.7;X800000135;31AUG23;14:01:43
"mco";"dgf";"2023";"7";"2023/08/31 14:01:52";="800000135";ATM;108;3240.74;2750.678;0;0;0;0;2023.7;X800000135;31AUG23;14:01:43
"mco";"dgf";"2023";"7";"2023/08/31 14:16:54";="590781795";ADC;130;5010.43;4337.062;130;5010.43;4337.062;0;2023.7;X590781795;31AUG23;14:16:44
"mco";"dgf";"2023";"7";"2023/08/31 14:16:54";="590781795";ADE;1596;76700.86;57064.178;1596;76700.86;57064.178;0;2023.7;X590781795;31AUG23;14:16:44
"mco";"dgf";"2023";"7";"2023/08/31 14:16:54";="590781795";ADI;2195;60209.08;43922.9945;2195;60209.08;43922.9945;0;2023.7;X590781795;31AUG23;14:16:44
"mco";"dgf";"2023";"7";"2023/08/31 14:16:54";="590781795";ATM;182;9109.94;8220.479;182;9109.94;8220.479;0;2023.7;X590781795;31AUG23;14:16:44
"mco";"dgf";"2023";"7";"2023/08/31 14:29:35";="590781811";ADC;231;15504.75;13103.679;231;15504.75;13103.679;0;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:35";="590781811";ADI;284;3918.18;2778.636;284;3918.18;2778.636;0;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:35";="590781811";AXI;338;9884.88;7058.232;338;9884.88;7058.232;0;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:35";="590781811";CM0;5;600;420;5;600;420;0;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:35";="590781811";CT0;62;620;437;62;620;437;0;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:35";="590781811";CT1;3;30;21;3;30;21;0;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:35";="590781811";CZ0;14;1680;1176;14;1680;1176;0;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:35";="590781811";CZ1;5;600;420;5;600;420;0;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:35";="590781811";END;113;6795;4804.8;113;6795;4804.8;0;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:35";="590781811";IC0;45;4050;2862;45;4050;2862;0;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:35";="590781811";IN1;9;900;630;9;900;630;0;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:35";="590781811";PA0;19;4880.5;3619.525;19;4880.5;3619.525;0;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:35";="590781811";PF0;8;1119.5;783.65;8;1119.5;783.65;0;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:35";="590781811";PF1;1;120;84;1;120;84;0;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:35";="590781811";PFC;6;774.2;541.94;6;774.2;541.94;0;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:35";="590781811";PT0;54;8954.75;6672.525;54;8954.75;6672.525;0;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:35";="590781811";RA0;3;64.5;45.15;3;64.5;45.15;0;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:35";="590781811";RE1;1;43;43;1;43;43;0;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:35";="590781811";RS0;2;43;43;2;43;43;0;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:35";="590781811";SDE;280;16601.4;11714.85;280;16601.4;11714.85;0;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:29:35";="590781811";TDS;3;176.4;123.48;3;176.4;123.48;0;2023.7;X590781811;31AUG23;14:29:25
"mco";"dgf";"2023";"7";"2023/08/31 14:50:08";="800000093";ACO;4;223.68;206.4;1;57.6;40.32;0;2023.7;X800000093;31AUG23;14:49:52
"mco";"dgf";"2023";"7";"2023/08/31 14:50:08";="800000093";ADC;57;3189.01;2660.344;49;2207.73;1679.064;0;2023.7;X800000093;31AUG23;14:49:52
"mco";"dgf";"2023";"7";"2023/08/31 14:50:08";="800000093";ADE;2899;160539.37;129575.4345;2722;151603.61;122367.7205;0;2023.7;X800000093;31AUG23;14:49:52
"mco";"dgf";"2023";"7";"2023/08/31 14:50:08";="800000093";ADI;5101;195494.33;151594.378;5101;195494.33;151594.378;0;2023.7;X800000093;31AUG23;14:49:52
"mco";"dgf";"2023";"7";"2023/08/31 14:50:08";="800000093";ATM;1444;70645.99;57064.812;1299;66526.75;53423.736;0;2023.7;X800000093;31AUG23;14:49:52
"mco";"dgf";"2023";"7";"2023/08/31 18:57:45";="800000069";ADA;1;88.09;88.09;1;88.09;88.09;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:45";="800000069";ADC;114;7830.63;6948.2175;114;7830.63;6948.2175;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:45";="800000069";ADE;1818;114888.93;95342.8935;1817;114836.48;95290.4435;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:45";="800000069";ADI;3619;90118.54;71674.789;3619;90118.54;71674.789;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/08/31 18:57:45";="800000069";ATM;3526;104132.62;84346.2015;3207;92908.61;74344.9135;0;2023.7;X800000069;31AUG23;18:57:32
"mco";"dgf";"2023";"7";"2023/09/01 10:58:29";="800000085";ADC;374;15908.42;13247.013;374;15908.42;13247.013;0;2023.7;X800000085;01SEP23;10:58:10
"mco";"dgf";"2023";"7";"2023/09/01 10:58:29";="800000085";ADE;2804;186798.26;158579.749;2804;186798.26;158579.749;0;2023.7;X800000085;01SEP23;10:58:10
"mco";"dgf";"2023";"7";"2023/09/01 10:58:29";="800000085";ADI;9847;239665.69;201004.407;9847;239665.69;201004.407;0;2023.7;X800000085;01SEP23;10:58:10
"mco";"dgf";"2023";"7";"2023/09/01 10:58:29";="800000085";ATM;2679;75880.64;65705.2655;2661;74229.44;64180.7855;0;2023.7;X800000085;01SEP23;10:58:10
"mco";"dgf";"2023";"7";"2023/09/01 13:04:29";="590782637";ACO;1;68.58;54.864;0;0;0;0;2023.7;X590782637;01SEP23;13:04:07
"mco";"dgf";"2023";"7";"2023/09/01 13:04:29";="590782637";ADC;377.5;19878.89;15464.561;324.5;17906.18;13614.245;0;2023.7;X590782637;01SEP23;13:04:07
"mco";"dgf";"2023";"7";"2023/09/01 13:04:29";="590782637";ADE;7003;428196.36;359311.6625;6712;414463.18;348081.6905;0;2023.7;X590782637;01SEP23;13:04:07
"mco";"dgf";"2023";"7";"2023/09/01 13:04:29";="590782637";ADI;18246;538983.72;426143.464;18240;538774.91;425967.228;0;2023.7;X590782637;01SEP23;13:04:07
"mco";"dgf";"2023";"7";"2023/09/01 13:04:29";="590782637";ATM;6581;305334.57;264537.272;6034;276471.03;238009.698;0;2023.7;X590782637;01SEP23;13:04:07
"mco";"dgf";"2023";"7";"2023/09/01 13:09:22";="620100057";ACO;70;4490.44;4220.26;44;2705;2514.92;0;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:22";="620100057";ADA;8;482.6;422.852;8;482.6;422.852;0;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:22";="620100057";ADC;1030.5;53984.23;47144.818149;775.5;45562.33;39429.492149;0;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:22";="620100057";ADE;10386;748272.33;652948.36838;9580;697391.78;610262.11038;0;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:22";="620100057";ADI;11081;333426.67;274641.76574;11028;331948.02;273260.56774;0;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:22";="620100057";ATM;9159;429042.1;381124.67468;7681;336360.35;295758.75868;0;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:22";="620100057";AXI;138;3990.96;3219.125688;138;3990.96;3219.125688;0;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:22";="620100057";END;2;115;86.848;2;115;86.848;0;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:22";="620100057";PA0;22;4891.25;4271.7748;22;4891.25;4271.7748;0;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:22";="620100057";PT0;20;1945.75;1566.05785;20;1945.75;1566.05785;0;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:22";="620100057";RA0;2;75.25;59.125;2;75.25;59.125;0;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:22";="620100057";RS0;6;129;110.99375;6;129;110.99375;0;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:22";="620100057";SDE;203;10475.53;8307.67771;203;10475.53;8307.67771;0;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 13:09:22";="620100057";TDS;4;400;376;4;400;376;0;2023.7;X620100057;01SEP23;13:09:00
"mco";"dgf";"2023";"7";"2023/09/01 15:20:20";="800000028";ACO;3;205.74;178.308;0;0;0;0;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:20";="800000028";ADA;14;1313.77;1313.77;12;1152.01;1152.01;0;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:20";="800000028";ADC;333;19803.08;17068.915;297;16668.24;14033.075;0;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:20";="800000028";ADE;6572;417335.99;360244.07894;5762;371835.26;322387.48094;0;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:20";="800000028";ADI;11089;425458.65;357774.43265;11067;424708.63;357076.41665;0;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 15:20:20";="800000028";ATM;18616;757435.24;665382.29286;17320;664529.74;578075.5555;0;2023.7;X800000028;01SEP23;15:19:59
"mco";"dgf";"2023";"7";"2023/09/01 17:22:46";="600101984";ACO;19;1246.84;1166.74;2;118.4;118.4;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:46";="600101984";ADA;15;1265.64;1224.023;12;1098.64;1080.823;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:46";="600101984";ADC;1429;93388.29;86367.753536;959;76871.54;70528.035536;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:46";="600101984";ADE;8113;502498.39;443071.667;5908;354347.36;317060.069;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:46";="600101984";ADI;6486;209020.48;170889.07589;6469;208419.44;170368.84189;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:46";="600101984";ATM;18335;870012.53;782946.60398;15534;705397.63;628210.07918;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:46";="600101984";AXI;1;28.92;23.566908;1;28.92;23.566908;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:46";="600101984";PA0;4;580.5;492.4962;4;580.5;492.4962;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/01 17:22:46";="600101984";SDE;43;3078.4;2437.03302;43;3078.4;2437.03302;0;2023.7;X600101984;01SEP23;17:22:22
"mco";"dgf";"2023";"7";"2023/09/04 11:00:21";="800000044";ACO;73;4683.85;4215.58;12;569.05;505.402;0;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:21";="800000044";ADA;494;27005.34;26569.974;429;23304.75;23068.454;0;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:21";="800000044";ADC;5427.5;316191.37;291788.38945;4580.5;285493.46;262722.32505;0;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:21";="800000044";ADE;28712;1890510.74;1704531.8652;26221;1748771.37;1580458.0272;0;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:21";="800000044";ADI;73469;2963424.57;2646113.6015;73216;2953448.39;2636638.4341;0;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:21";="800000044";ATM;68865;3373561.8;3060009.0671;60680;2881113.18;2592586.2558;0;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:21";="800000044";AXI;660;19399.55;18708.11558;660;19399.55;18708.11558;0;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:21";="800000044";END;108;7742.03;6486.821;108;7742.03;6486.821;0;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:21";="800000044";PA0;14;3698;3698;14;3698;3698;0;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:21";="800000044";PT0;18;1537.25;1432.975;18;1537.25;1432.975;0;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:21";="800000044";RA0;3;64.5;64.5;3;64.5;64.5;0;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:21";="800000044";RS0;7;150.5;131.15;7;150.5;131.15;0;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:21";="800000044";SDE;789;36620.87;34180.59142;786;36460.57;34020.29142;0;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 11:00:21";="800000044";TDS;45;2529.6;2155.8;45;2529.6;2155.8;0;2023.7;X800000044;04SEP23;10:59:15
"mco";"dgf";"2023";"7";"2023/09/04 16:03:03";="620103432";ACO;4;166.08;166.08;1;0;0;0;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:03:03";="620103432";ADA;1;53.89;53.89;0;0;0;0;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:03:03";="620103432";ADC;384;17046.15;15016.4285;228;11627.53;9965.7505;0;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:03:03";="620103432";ADE;7684;449443.81;381854.6585;7269;425641.78;361807.2235;0;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:03:03";="620103432";ADI;11367;451043.38;370318.82478;11337;449614.83;369062.98478;0;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/04 16:03:03";="620103432";ATM;7207;336823.09;304202.54287;6595;303277.73;273698.39087;0;2023.7;X620103432;04SEP23;16:02:33
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";ACO;2;740.46;569.676;2;740.46;569.676;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";ADA;6;682.71;590.578;6;682.71;590.578;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";ADC;1721.5;113614.52;92886.31992;1702.5;110587.49;89885.80792;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";ADE;3731;259143.4;212263.90321;3231;229209.04;187886.21438;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";ADI;4629;141837.48;105409.75384;4614;141322.21;104973.91104;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";ATM;5528;293793.99;238911.5374;4860;247552.3;198049.96364;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";AXI;1813;53328.89;38546.65604;1813;53328.89;38546.65604;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";CM0;18;2319.5;1669.118;18;2319.5;1669.118;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";CT0;52;520;376.851;52;520;376.851;0;2023.7;X590781803;05SEP23;10:29:44
"mco";"dgf";"2023";"7";"2023/09/05 10:30:02";="590781803";CZ0;14;1680;1187.04;14;1680;1187.04;0;2023.7;X590781803;05SEP23;10:29:44
